  0.00000000E+00 -0.26172953E+02
  0.96919677E-02 -0.26172941E+02
  0.19383935E-01 -0.26172927E+02
  0.29075903E-01 -0.26172910E+02
  0.38767871E-01 -0.26172891E+02
  0.48459839E-01 -0.26172871E+02
  0.58151806E-01 -0.26172849E+02
  0.67843774E-01 -0.26172825E+02
  0.77535742E-01 -0.26172800E+02
  0.87227710E-01 -0.26172773E+02
  0.96919677E-01 -0.26172744E+02
  0.10661165E+00 -0.26172714E+02
  0.11630361E+00 -0.26172683E+02
  0.12599558E+00 -0.26172649E+02
  0.13568755E+00 -0.26172615E+02
  0.14537952E+00 -0.26172578E+02
  0.15507148E+00 -0.26172541E+02
  0.16476345E+00 -0.26172503E+02
  0.17445542E+00 -0.26172463E+02
  0.18414739E+00 -0.26172422E+02
  0.19383935E+00 -0.26172381E+02
  0.20353132E+00 -0.26172338E+02
  0.21322329E+00 -0.26172293E+02
  0.22291526E+00 -0.26172247E+02
  0.23260723E+00 -0.26172200E+02
  0.24229919E+00 -0.26172150E+02
  0.25199116E+00 -0.26172098E+02
  0.26168313E+00 -0.26172044E+02
  0.27137510E+00 -0.26171988E+02
  0.28106706E+00 -0.26171929E+02
  0.29075903E+00 -0.26171869E+02
  0.30045100E+00 -0.26171806E+02
  0.31014297E+00 -0.26171741E+02
  0.31983494E+00 -0.26171675E+02
  0.32952690E+00 -0.26171608E+02
  0.33921887E+00 -0.26171539E+02
  0.34891084E+00 -0.26171470E+02
  0.35860281E+00 -0.26171401E+02
  0.36829477E+00 -0.26171331E+02
  0.37798674E+00 -0.26171262E+02
  0.38767871E+00 -0.26171193E+02
  0.39737068E+00 -0.26171125E+02
  0.40706265E+00 -0.26171058E+02
  0.41675461E+00 -0.26170992E+02
  0.42644658E+00 -0.26170928E+02
  0.43613855E+00 -0.26170865E+02
  0.44583052E+00 -0.26170803E+02
  0.45552248E+00 -0.26170743E+02
  0.46521445E+00 -0.26170684E+02
  0.47490642E+00 -0.26170626E+02
  0.48459839E+00 -0.26170570E+02
  0.49429036E+00 -0.26170513E+02
  0.50398232E+00 -0.26170458E+02
  0.51367429E+00 -0.26170403E+02
  0.52336626E+00 -0.26170350E+02
  0.53305823E+00 -0.26170297E+02
  0.54275019E+00 -0.26170245E+02
  0.55244216E+00 -0.26170196E+02
  0.56213413E+00 -0.26170148E+02
  0.57182610E+00 -0.26170103E+02
  0.58151806E+00 -0.26170061E+02
  0.59121003E+00 -0.26170022E+02
  0.60090200E+00 -0.26169986E+02
  0.61059397E+00 -0.26169954E+02
  0.62028594E+00 -0.26169925E+02
  0.62997790E+00 -0.26169898E+02
  0.63966987E+00 -0.26169875E+02
  0.64936184E+00 -0.26169853E+02
  0.65905381E+00 -0.26169833E+02
  0.66874577E+00 -0.26169814E+02
  0.67843774E+00 -0.26169797E+02
  0.68812971E+00 -0.26169780E+02
  0.69782168E+00 -0.26169764E+02
  0.70751365E+00 -0.26169748E+02
  0.71720561E+00 -0.26169734E+02
  0.72689758E+00 -0.26169720E+02
  0.73658955E+00 -0.26169708E+02
  0.74628152E+00 -0.26169696E+02
  0.75597348E+00 -0.26169686E+02
  0.76566545E+00 -0.26169676E+02
  0.77535742E+00 -0.26169668E+02
  0.78504939E+00 -0.26169659E+02
  0.79474136E+00 -0.26169651E+02
  0.80443332E+00 -0.26169642E+02
  0.81412529E+00 -0.26169634E+02
  0.82381726E+00 -0.26169625E+02
  0.83350923E+00 -0.26169615E+02
  0.84320119E+00 -0.26169606E+02
  0.85289316E+00 -0.26169596E+02
  0.86258513E+00 -0.26169587E+02
  0.87227710E+00 -0.26169577E+02
  0.88196907E+00 -0.26169568E+02
  0.89166103E+00 -0.26169560E+02
  0.90135300E+00 -0.26169551E+02
  0.91104497E+00 -0.26169541E+02
  0.92073694E+00 -0.26169531E+02
  0.93042890E+00 -0.26169520E+02
  0.94012087E+00 -0.26169507E+02
  0.94981284E+00 -0.26169493E+02
  0.95950481E+00 -0.26169478E+02
  0.96919677E+00 -0.26169464E+02
  0.97890244E+00 -0.26169485E+02
  0.98860811E+00 -0.26169506E+02
  0.99831378E+00 -0.26169524E+02
  0.10080194E+01 -0.26169538E+02
  0.10177251E+01 -0.26169547E+02
  0.10274308E+01 -0.26169553E+02
  0.10371365E+01 -0.26169557E+02
  0.10468421E+01 -0.26169560E+02
  0.10565478E+01 -0.26169564E+02
  0.10662535E+01 -0.26169570E+02
  0.10759591E+01 -0.26169578E+02
  0.10856648E+01 -0.26169588E+02
  0.10953705E+01 -0.26169598E+02
  0.11050761E+01 -0.26169609E+02
  0.11147818E+01 -0.26169621E+02
  0.11244875E+01 -0.26169633E+02
  0.11341931E+01 -0.26169645E+02
  0.11438988E+01 -0.26169657E+02
  0.11536045E+01 -0.26169668E+02
  0.11633101E+01 -0.26169678E+02
  0.11730158E+01 -0.26169686E+02
  0.11827215E+01 -0.26169692E+02
  0.11924271E+01 -0.26169697E+02
  0.12021328E+01 -0.26169702E+02
  0.12118385E+01 -0.26169706E+02
  0.12215441E+01 -0.26169710E+02
  0.12312498E+01 -0.26169714E+02
  0.12409555E+01 -0.26169717E+02
  0.12506612E+01 -0.26169721E+02
  0.12603668E+01 -0.26169724E+02
  0.12700725E+01 -0.26169726E+02
  0.12797782E+01 -0.26169728E+02
  0.12894838E+01 -0.26169729E+02
  0.12991895E+01 -0.26169729E+02
  0.13088952E+01 -0.26169728E+02
  0.13186008E+01 -0.26169727E+02
  0.13283065E+01 -0.26169725E+02
  0.13380122E+01 -0.26169723E+02
  0.13477178E+01 -0.26169719E+02
  0.13574235E+01 -0.26169715E+02
  0.13671292E+01 -0.26169709E+02
  0.13768348E+01 -0.26169702E+02
  0.13865405E+01 -0.26169693E+02
  0.13962462E+01 -0.26169683E+02
  0.14059518E+01 -0.26169671E+02
  0.14156575E+01 -0.26169659E+02
  0.14253632E+01 -0.26169645E+02
  0.14350689E+01 -0.26169630E+02
  0.14447745E+01 -0.26169615E+02
  0.14544802E+01 -0.26169601E+02
  0.14641859E+01 -0.26169586E+02
  0.14738915E+01 -0.26169573E+02
  0.14835972E+01 -0.26169559E+02
  0.14933029E+01 -0.26169547E+02
  0.15030085E+01 -0.26169534E+02
  0.15127142E+01 -0.26169521E+02
  0.15224199E+01 -0.26169508E+02
  0.15321255E+01 -0.26169492E+02
  0.15418312E+01 -0.26169475E+02
  0.15515369E+01 -0.26169457E+02
  0.15612425E+01 -0.26169436E+02
  0.15709482E+01 -0.26169415E+02
  0.15806539E+01 -0.26169393E+02
  0.15903595E+01 -0.26169371E+02
  0.16000652E+01 -0.26169351E+02
  0.16097709E+01 -0.26169332E+02
  0.16194765E+01 -0.26169315E+02
  0.16291822E+01 -0.26169300E+02
  0.16388879E+01 -0.26169286E+02
  0.16485936E+01 -0.26169274E+02
  0.16582992E+01 -0.26169261E+02
  0.16680049E+01 -0.26169248E+02
  0.16777106E+01 -0.26169233E+02
  0.16874162E+01 -0.26169217E+02
  0.16971219E+01 -0.26169198E+02
  0.17068276E+01 -0.26169178E+02
  0.17165332E+01 -0.26169156E+02
  0.17262389E+01 -0.26169133E+02
  0.17359446E+01 -0.26169112E+02
  0.17456502E+01 -0.26169091E+02
  0.17553559E+01 -0.26169072E+02
  0.17650616E+01 -0.26169056E+02
  0.17747672E+01 -0.26169041E+02
  0.17844729E+01 -0.26169028E+02
  0.17941649E+01 -0.26169166E+02
  0.18038568E+01 -0.26169305E+02
  0.18135488E+01 -0.26169443E+02
  0.18232407E+01 -0.26169581E+02
  0.18329327E+01 -0.26169718E+02
  0.18426247E+01 -0.26169856E+02
  0.18523166E+01 -0.26169992E+02
  0.18620086E+01 -0.26170128E+02
  0.18717005E+01 -0.26170262E+02
  0.18813925E+01 -0.26170394E+02
  0.18910845E+01 -0.26170524E+02
  0.19007764E+01 -0.26170650E+02
  0.19104684E+01 -0.26170774E+02
  0.19201603E+01 -0.26170894E+02
  0.19298523E+01 -0.26171011E+02
