#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.2397  -24.2397  -24.2393  -24.2393  -24.2114  -24.2114  -24.2105  -24.2105  -21.2848  -21.2848  -21.2840  -21.2840  -21.2622  -21.2622  -21.2616  -21.2616  -21.2429  -21.2429  -21.2418  -21.2418  -11.1123  -11.1123  -11.1071  -11.1071   -7.5607   -7.5607   -7.5201   -7.5201   -2.8371   -2.8371   -2.3945   -2.3945   -1.9238   -1.9238   -1.6740   -1.6740   -0.6824   -0.6824   -0.5425   -0.5425    0.4806    0.4806    0.6515    0.6515    2.2491    2.2491    2.6427    2.6427    2.9017    2.9017    2.9815    2.9815    4.4242    4.4243    4.4525    4.4526    4.6826    4.6828    4.7079    4.7081    5.4578    5.4578    5.4785    5.4785    6.1744    6.1744    6.1829    6.1829    6.7118    6.7118    6.7389    6.7390    6.9857    6.9857    6.9902    6.9903    7.3297    7.3297    7.3461    7.3461    7.7801    7.7801    7.8209    7.8209    8.6510    8.6510    8.7416    8.7417    9.4242    9.4242    9.4276    9.4276    9.6233    9.6233    9.6631    9.6632    9.7717    9.7717    9.7911    9.7911   10.2635   10.2635   10.2740   10.2740   10.4411   10.4412   10.4739   10.4739   10.6068   10.6069   10.6162   10.6163
  0.0224  -24.2398  -24.2395  -24.2394  -24.2392  -24.2114  -24.2114  -24.2105  -24.2105  -21.2850  -21.2846  -21.2843  -21.2838  -21.2623  -21.2620  -21.2618  -21.2615  -21.2431  -21.2427  -21.2420  -21.2417  -11.1609  -11.1558  -11.0619  -11.0567   -7.6029   -7.5625   -7.5212   -7.4807   -2.8942   -2.7749   -2.4573   -2.3291   -1.9825   -1.8616   -1.7341   -1.6119   -0.7289   -0.6375   -0.5869   -0.5021    0.4725    0.4949    0.6481    0.6578    2.2190    2.2737    2.6217    2.6599    2.8697    2.9208    2.9573    2.9970    4.3797    4.4008    4.4702    4.5061    4.6335    4.6548    4.7334    4.7630    5.4317    5.4489    5.4869    5.5096    6.1470    6.1625    6.2179    6.2183    6.6955    6.7143    6.7315    6.7656    6.9253    6.9342    7.0550    7.0560    7.2388    7.2549    7.4296    7.4472    7.7277    7.7578    7.8120    7.8630    8.6286    8.6755    8.7124    8.7662    9.3709    9.3745    9.4775    9.4804    9.5865    9.6283    9.6286    9.6864    9.7274    9.7665    9.7817    9.7837   10.2382   10.2406   10.2881   10.2902   10.4226   10.4365   10.4757   10.4841   10.5224   10.5373   10.6745   10.6806
  0.0447  -24.2399  -24.2396  -24.2394  -24.2391  -24.2114  -24.2114  -24.2105  -24.2105  -21.2852  -21.2845  -21.2844  -21.2835  -21.2625  -21.2619  -21.2619  -21.2614  -21.2432  -21.2426  -21.2421  -21.2415  -11.2075  -11.2026  -11.0100  -11.0048   -7.6477   -7.6079   -7.4846   -7.4445   -2.9461   -2.7080   -2.5169   -2.2617   -2.0377   -1.7955   -1.7920   -1.5478   -0.7762   -0.6346   -0.5946   -0.4663    0.4700    0.5154    0.6475    0.6668    2.1838    2.2930    2.5965    2.6735    2.8258    2.9248    2.9271    3.0039    4.3357    4.3510    4.5179    4.5610    4.5857    4.6035    4.7861    4.8198    5.4087    5.4211    5.5189    5.5421    6.1362    6.1562    6.2672    6.2777    6.6783    6.6880    6.7562    6.7958    6.8786    6.8925    7.1278    7.1294    7.1581    7.1740    7.5333    7.5563    7.6693    7.6851    7.8158    7.8753    8.6028    8.6743    8.7075    8.7920    9.3189    9.3226    9.5009    9.5290    9.5295    9.5337    9.6119    9.6916    9.6929    9.7407    9.7720    9.7734   10.1760   10.1831   10.2670   10.2765   10.3561   10.3572   10.5394   10.5462   10.5906   10.6108   10.6193   10.6244
  0.0671  -24.2400  -24.2397  -24.2393  -24.2389  -24.2114  -24.2114  -24.2105  -24.2105  -21.2854  -21.2848  -21.2842  -21.2833  -21.2626  -21.2620  -21.2617  -21.2612  -21.2434  -21.2424  -21.2423  -21.2414  -11.2520  -11.2472  -10.9567  -10.9515   -7.6949   -7.6561   -7.4507   -7.4114   -2.9926   -2.6368   -2.5731   -2.1929   -2.0894   -1.8476   -1.7254   -1.4818   -0.8238   -0.6845   -0.5540   -0.4355    0.4724    0.5416    0.6495    0.6778    2.1440    2.3071    2.5662    2.6834    2.7724    2.8852    2.9219    3.0032    4.2919    4.3030    4.5390    4.5540    4.5671    4.6162    4.8414    4.8785    5.3887    5.3952    5.5540    5.5763    6.1410    6.1631    6.3289    6.3494    6.6545    6.6559    6.7868    6.8298    6.8511    6.8692    7.0882    7.1039    7.2011    7.2041    7.5729    7.6008    7.6843    7.6860    7.7897    7.8535    8.5700    8.6255    8.7490    8.8236    9.2685    9.2721    9.3812    9.3946    9.5458    9.5745    9.5966    9.6297    9.6619    9.7432    9.7728    9.7854   10.0750   10.0825   10.2463   10.2557   10.3787   10.3816   10.4341   10.4344   10.6722   10.7026   10.7690   10.7793
  0.0894  -24.2401  -24.2398  -24.2392  -24.2388  -24.2114  -24.2114  -24.2105  -24.2105  -21.2856  -21.2850  -21.2840  -21.2831  -21.2627  -21.2621  -21.2615  -21.2611  -21.2435  -21.2425  -21.2422  -21.2413  -11.2943  -11.2897  -10.9023  -10.8971   -7.7443   -7.7067   -7.4197   -7.3814   -3.0335   -2.6257   -2.5618   -2.1377   -2.1239   -1.9009   -1.6508   -1.4140   -0.8712   -0.7357   -0.5162   -0.4096    0.4791    0.5726    0.6536    0.6896    2.1006    2.3164    2.5288    2.6895    2.7137    2.8401    2.9071    2.9960    4.2480    4.2567    4.4937    4.5063    4.6174    4.6704    4.9003    4.9393    5.3708    5.3709    5.5927    5.6132    6.1597    6.1819    6.3998    6.4277    6.6175    6.6216    6.8237    6.8441    6.8638    6.8666    7.0300    7.0452    7.2664    7.2674    7.5372    7.5464    7.7384    7.8007    7.8018    7.8106    8.5277    8.5649    8.7975    8.8608    9.2173    9.2179    9.2484    9.2561    9.4941    9.5448    9.5939    9.6141    9.6235    9.6534    9.8178    9.8179   10.0057   10.0481   10.2319   10.2434   10.3346   10.3381   10.4270   10.4346   10.7325   10.7628   10.9226   10.9441
  0.1118  -24.2402  -24.2399  -24.2390  -24.2387  -24.2114  -24.2114  -24.2106  -24.2105  -21.2859  -21.2853  -21.2838  -21.2829  -21.2628  -21.2622  -21.2614  -21.2609  -21.2437  -21.2426  -21.2420  -21.2411  -11.3343  -11.3299  -10.8470  -10.8419   -7.7956   -7.7595   -7.3913   -7.3544   -3.0690   -2.6746   -2.4837   -2.1825   -2.0555   -1.9518   -1.5714   -1.3444   -0.9177   -0.7874   -0.4811   -0.3882    0.4892    0.6065    0.6595    0.7007    2.0549    2.3213    2.4813    2.6561    2.6914    2.7913    2.8855    2.9836    4.2041    4.2120    4.4497    4.4605    4.6674    4.7216    4.9640    5.0028    5.3470    5.3542    5.6359    5.6540    6.1901    6.2112    6.4737    6.5032    6.5756    6.5834    6.8502    6.8693    6.8705    6.9049    6.9851    6.9986    7.2951    7.3015    7.5348    7.5429    7.6713    7.7266    7.9353    7.9460    8.4739    8.4914    8.8468    8.8984    9.0957    9.1115    9.1787    9.1881    9.4322    9.4625    9.4797    9.5188    9.6285    9.6363    9.8558    9.8596    9.9924   10.0672   10.1994   10.2146   10.2982   10.3057   10.4790   10.4915   10.7523   10.7815   10.9066   10.9155
  0.1341  -24.2403  -24.2400  -24.2389  -24.2386  -24.2114  -24.2114  -24.2106  -24.2105  -21.2861  -21.2856  -21.2836  -21.2828  -21.2629  -21.2623  -21.2612  -21.2608  -21.2438  -21.2428  -21.2418  -21.2410  -11.3719  -11.3678  -10.7912  -10.7863   -7.8484   -7.8141   -7.3657   -7.3304   -3.0991   -2.7201   -2.4032   -2.2238   -2.0003   -1.9890   -1.4868   -1.2733   -0.9628   -0.8387   -0.4488   -0.3707    0.5020    0.6412    0.6666    0.7086    2.0088    2.3226    2.4205    2.6061    2.6881    2.7410    2.8603    2.9677    4.1605    4.1691    4.4073    4.4167    4.7159    4.7682    5.0337    5.0697    5.3227    5.3373    5.6843    5.6998    6.2283    6.2486    6.5339    6.5408    6.5456    6.5624    6.8570    6.8797    6.9283    6.9441    6.9571    6.9665    7.2864    7.2999    7.5843    7.6010    7.6047    7.6447    8.0757    8.0875    8.4049    8.4072    8.8892    8.9276    8.9610    8.9911    9.1362    9.1460    9.3446    9.3736    9.3745    9.3832    9.6101    9.6148    9.8891    9.8894   10.0093   10.1058   10.1678   10.1810   10.3293   10.3321   10.5195   10.5402   10.7406   10.7711   10.8563   10.8621
  0.1565  -24.2404  -24.2402  -24.2388  -24.2385  -24.2114  -24.2113  -24.2106  -24.2106  -21.2863  -21.2858  -21.2835  -21.2826  -21.2630  -21.2624  -21.2610  -21.2607  -21.2439  -21.2429  -21.2417  -21.2409  -11.4070  -11.4031  -10.7353  -10.7305   -7.9022   -7.8698   -7.3425   -7.3091   -3.1238   -2.7623   -2.3210   -2.2613   -2.0463   -1.9252   -1.3970   -1.2005   -1.0060   -0.8890   -0.4190   -0.3563    0.5168    0.6736    0.6744    0.7106    1.9644    2.3207    2.3471    2.5670    2.6782    2.6916    2.8353    2.9495    4.1178    4.1281    4.3667    4.3751    4.7615    4.8091    5.1098    5.1407    5.2969    5.3188    5.7384    5.7510    6.2678    6.2894    6.4958    6.5137    6.5867    6.5921    6.8539    6.8803    6.9473    6.9508    6.9877    7.0056    7.2755    7.2979    7.5421    7.5714    7.6658    7.6934    8.2146    8.2252    8.3151    8.3323    8.8408    8.8781    8.9154    8.9388    9.0974    9.1094    9.2109    9.2369    9.3129    9.3278    9.5541    9.5543    9.9054    9.9123   10.0332   10.1441   10.1740   10.1848   10.3677   10.3741   10.5165   10.5525   10.7184   10.7434   10.7689   10.7820
  0.1789  -24.2405  -24.2403  -24.2387  -24.2384  -24.2113  -24.2113  -24.2106  -24.2106  -21.2865  -21.2861  -21.2833  -21.2825  -21.2630  -21.2625  -21.2609  -21.2605  -21.2440  -21.2430  -21.2415  -21.2408  -11.4394  -11.4358  -10.6797  -10.6751   -7.9564   -7.9263   -7.3218   -7.2905   -3.1434   -2.8013   -2.2949   -2.2382   -2.0898   -1.8652   -1.3018   -1.1262   -1.0469   -0.9376   -0.3915   -0.3442    0.5330    0.6824    0.7003    0.7035    1.9239    2.2661    2.3166    2.5383    2.6452    2.6601    2.8140    2.9303    4.0763    4.0892    4.3282    4.3358    4.8033    4.8445    5.1922    5.2162    5.2689    5.2978    5.7979    5.8076    6.2973    6.3246    6.4666    6.4943    6.5896    6.5992    6.8442    6.8725    6.9421    6.9440    7.0430    7.0987    7.2820    7.3185    7.5103    7.5246    7.7533    7.7851    8.1908    8.2209    8.3817    8.3944    8.7364    8.7692    8.9143    8.9238    9.0585    9.0780    9.0979    9.1220    9.2590    9.2971    9.4659    9.4714    9.9085    9.9225   10.0479   10.1665   10.2130   10.2206   10.3724   10.3900   10.4366   10.4822   10.6695   10.6777   10.7452   10.7509
  0.2012  -24.2406  -24.2404  -24.2386  -24.2383  -24.2113  -24.2113  -24.2106  -24.2106  -21.2867  -21.2863  -21.2832  -21.2824  -21.2631  -21.2625  -21.2607  -21.2604  -21.2441  -21.2432  -21.2413  -21.2407  -11.4693  -11.4660  -10.6249  -10.6206   -8.0104   -7.9827   -7.3033   -7.2744   -3.1582   -2.8376   -2.3246   -2.1557   -2.1308   -1.8096   -1.2016   -1.0851   -1.0501   -0.9841   -0.3659   -0.3336    0.5500    0.6844    0.6902    0.7176    1.8889    2.1828    2.3110    2.5190    2.6045    2.6338    2.7984    2.9109    4.0367    4.0526    4.2919    4.2991    4.8408    4.8749    5.2383    5.2735    5.2799    5.2965    5.8619    5.8684    6.3048    6.3377    6.4543    6.4897    6.5638    6.5799    6.8390    6.8663    6.9283    6.9369    7.1109    7.1944    7.3143    7.3636    7.5159    7.5172    7.8188    7.8495    8.1062    8.1480    8.5073    8.5328    8.6569    8.6659    8.8785    8.8809    8.9947    9.0335    9.0456    9.0598    9.2243    9.2809    9.3652    9.3788    9.8967    9.9146   10.0376   10.1539   10.2718   10.2735   10.3123   10.3461   10.3592   10.3669   10.6049   10.6307   10.7173   10.7239
