  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80 112
# Band-Index:    1
    0.000  -24.5233     0.984     0.000
    0.022  -24.5235     0.984     0.000
    0.045  -24.5236     0.984     0.000
    0.067  -24.5238     0.984     0.000
    0.089  -24.5239     0.984     0.000
    0.112  -24.5241     0.984     0.000
    0.134  -24.5242     0.984     0.000
    0.156  -24.5244     0.984     0.000
    0.179  -24.5245     0.984     0.000
    0.201  -24.5246     0.984     0.000
    0.224  -24.5247     0.984     0.000
    0.246  -24.5248     0.984     0.000
    0.268  -24.5249     0.984     0.000
    0.291  -24.5250     0.984     0.000
    0.313  -24.5251     0.984     0.000
    0.335  -24.5251     0.984     0.000
    0.358  -24.5251     0.984     0.000
    0.380  -24.5252     0.984     0.000
    0.402  -24.5252     0.984     0.000
    0.425  -24.5252     0.984     0.000
    0.425  -24.5252     0.984     0.000
    0.469  -24.5252     0.984     0.000
    0.513  -24.5251     0.984     0.000
    0.557  -24.5250     0.984     0.000
    0.601  -24.5249     0.984     0.000
    0.645  -24.5247     0.984     0.000
    0.690  -24.5244     0.984     0.000
    0.734  -24.5242     0.984     0.000
    0.778  -24.5239     0.984     0.000
    0.822  -24.5236     0.984     0.000
    0.866  -24.5233     0.984     0.000
    0.910  -24.5230     0.984     0.000
    0.954  -24.5230     0.984     0.000
    0.999  -24.5229     0.984     0.000
    1.043  -24.5228     0.984     0.000
    1.087  -24.5226     0.984     0.000
    1.131  -24.5224     0.984     0.000
    1.175  -24.5222     0.984     0.000
    1.219  -24.5220     0.984     0.000
    1.263  -24.5217     0.985     0.000
    1.263  -24.5217     0.985     0.000
    1.307  -24.5220     0.984     0.000
    1.352  -24.5222     0.984     0.000
    1.396  -24.5224     0.984     0.000
    1.440  -24.5226     0.984     0.000
    1.484  -24.5228     0.984     0.000
    1.528  -24.5229     0.984     0.000
    1.572  -24.5230     0.984     0.000
    1.616  -24.5230     0.984     0.000
    1.661  -24.5233     0.984     0.000
    1.705  -24.5236     0.984     0.000
    1.749  -24.5239     0.984     0.000
    1.793  -24.5242     0.984     0.000
    1.837  -24.5244     0.984     0.000
    1.881  -24.5247     0.984     0.000
    1.925  -24.5249     0.984     0.000
    1.969  -24.5250     0.984     0.000
    2.014  -24.5251     0.984     0.000
    2.058  -24.5252     0.984     0.000
    2.102  -24.5252     0.984     0.000
    2.102  -24.5252     0.984     0.000
    2.140  -24.5252     0.984     0.000
    2.178  -24.5251     0.984     0.000
    2.216  -24.5251     0.984     0.000
    2.254  -24.5250     0.984     0.000
    2.292  -24.5249     0.984     0.000
    2.330  -24.5247     0.984     0.000
    2.368  -24.5246     0.984     0.000
    2.406  -24.5244     0.984     0.000
    2.444  -24.5243     0.984     0.000
    2.482  -24.5241     0.984     0.000
    2.520  -24.5240     0.984     0.000
    2.559  -24.5239     0.984     0.000
    2.597  -24.5237     0.984     0.000
    2.635  -24.5236     0.984     0.000
    2.673  -24.5235     0.984     0.000
    2.711  -24.5234     0.984     0.000
    2.749  -24.5233     0.984     0.000
    2.787  -24.5233     0.984     0.000
    2.825  -24.5232     0.984     0.000
 
# Band-Index:    2
    2.825  -24.5232     0.984     0.000
    2.787  -24.5232     0.984     0.000
    2.749  -24.5232     0.984     0.000
    2.711  -24.5231     0.984     0.000
    2.673  -24.5231     0.984     0.000
    2.635  -24.5231     0.984     0.000
    2.597  -24.5231     0.984     0.000
    2.559  -24.5231     0.984     0.000
    2.520  -24.5230     0.984     0.000
    2.482  -24.5233     0.984     0.000
    2.444  -24.5236     0.984     0.000
    2.406  -24.5239     0.984     0.000
    2.368  -24.5242     0.984     0.000
    2.330  -24.5245     0.984     0.000
    2.292  -24.5247     0.984     0.000
    2.254  -24.5249     0.984     0.000
    2.216  -24.5250     0.984     0.000
    2.178  -24.5251     0.984     0.000
    2.140  -24.5252     0.984     0.000
    2.102  -24.5252     0.984     0.000
    2.102  -24.5252     0.984     0.000
    2.058  -24.5252     0.984     0.000
    2.014  -24.5251     0.984     0.000
    1.969  -24.5250     0.984     0.000
    1.925  -24.5248     0.984     0.000
    1.881  -24.5246     0.984     0.000
    1.837  -24.5244     0.984     0.000
    1.793  -24.5241     0.984     0.000
    1.749  -24.5238     0.984     0.000
    1.705  -24.5235     0.984     0.000
    1.661  -24.5232     0.984     0.000
    1.616  -24.5230     0.984     0.000
    1.572  -24.5228     0.984     0.000
    1.528  -24.5225     0.984     0.000
    1.484  -24.5223     0.984     0.000
    1.440  -24.5221     0.984     0.000
    1.396  -24.5219     0.984     0.000
    1.352  -24.5218     0.984     0.000
    1.307  -24.5217     0.984     0.000
    1.263  -24.5217     0.985     0.000
    1.263  -24.5217     0.985     0.000
    1.219  -24.5217     0.984     0.000
    1.175  -24.5218     0.984     0.000
    1.131  -24.5219     0.984     0.000
    1.087  -24.5221     0.984     0.000
    1.043  -24.5223     0.984     0.000
    0.999  -24.5225     0.984     0.000
    0.954  -24.5228     0.984     0.000
    0.910  -24.5230     0.984     0.000
    0.866  -24.5232     0.984     0.000
    0.822  -24.5235     0.984     0.000
    0.778  -24.5238     0.984     0.000
    0.734  -24.5241     0.984     0.000
    0.690  -24.5244     0.984     0.000
    0.645  -24.5246     0.984     0.000
    0.601  -24.5248     0.984     0.000
    0.557  -24.5250     0.984     0.000
    0.513  -24.5251     0.984     0.000
    0.469  -24.5252     0.984     0.000
    0.425  -24.5252     0.984     0.000
    0.425  -24.5252     0.984     0.000
    0.402  -24.5252     0.984     0.000
    0.380  -24.5252     0.984     0.000
    0.358  -24.5251     0.984     0.000
    0.335  -24.5251     0.984     0.000
    0.313  -24.5250     0.984     0.000
    0.291  -24.5250     0.984     0.000
    0.268  -24.5249     0.984     0.000
    0.246  -24.5248     0.984     0.000
    0.224  -24.5247     0.984     0.000
    0.201  -24.5246     0.984     0.000
    0.179  -24.5244     0.984     0.000
    0.156  -24.5243     0.984     0.000
    0.134  -24.5242     0.984     0.000
    0.112  -24.5240     0.984     0.000
    0.089  -24.5239     0.984     0.000
    0.067  -24.5237     0.984     0.000
    0.045  -24.5235     0.984     0.000
    0.022  -24.5234     0.984     0.000
    0.000  -24.5233     0.984     0.000
 
# Band-Index:    3
    0.000  -24.5232     0.984     0.000
    0.022  -24.5232     0.984     0.000
    0.045  -24.5230     0.984     0.000
    0.067  -24.5229     0.984     0.000
