  0.00000000E+00 -0.26028942E+02
  0.42477737E-02 -0.26028946E+02
  0.84955474E-02 -0.26028951E+02
  0.12743321E-01 -0.26028956E+02
  0.16991095E-01 -0.26028959E+02
  0.21238869E-01 -0.26028961E+02
  0.25486642E-01 -0.26028961E+02
  0.29734416E-01 -0.26028958E+02
  0.33982190E-01 -0.26028954E+02
  0.38229963E-01 -0.26028946E+02
  0.42477737E-01 -0.26028937E+02
  0.46725511E-01 -0.26028925E+02
  0.50973285E-01 -0.26028911E+02
  0.55221058E-01 -0.26028895E+02
  0.59468832E-01 -0.26028877E+02
  0.63716606E-01 -0.26028857E+02
  0.67964379E-01 -0.26028836E+02
  0.72212153E-01 -0.26028815E+02
  0.76459927E-01 -0.26028793E+02
  0.80707701E-01 -0.26028771E+02
  0.84955474E-01 -0.26028750E+02
  0.89203248E-01 -0.26028732E+02
  0.93451022E-01 -0.26028716E+02
  0.97698795E-01 -0.26028701E+02
  0.10194657E+00 -0.26028687E+02
  0.10619434E+00 -0.26028672E+02
  0.11044212E+00 -0.26028655E+02
  0.11468989E+00 -0.26028638E+02
  0.11893766E+00 -0.26028620E+02
  0.12318544E+00 -0.26028601E+02
  0.12743321E+00 -0.26028581E+02
  0.13168099E+00 -0.26028562E+02
  0.13592876E+00 -0.26028544E+02
  0.14017653E+00 -0.26028527E+02
  0.14442431E+00 -0.26028512E+02
  0.14867208E+00 -0.26028498E+02
  0.15291985E+00 -0.26028485E+02
  0.15716763E+00 -0.26028473E+02
  0.16141540E+00 -0.26028460E+02
  0.16566317E+00 -0.26028447E+02
  0.16991095E+00 -0.26028433E+02
  0.17415872E+00 -0.26028418E+02
  0.17840650E+00 -0.26028401E+02
  0.18265427E+00 -0.26028383E+02
  0.18690204E+00 -0.26028364E+02
  0.19114982E+00 -0.26028343E+02
  0.19539759E+00 -0.26028320E+02
  0.19964536E+00 -0.26028296E+02
  0.20389314E+00 -0.26028270E+02
  0.20814091E+00 -0.26028242E+02
  0.21238869E+00 -0.26028213E+02
  0.21663646E+00 -0.26028184E+02
  0.22088423E+00 -0.26028153E+02
  0.22513201E+00 -0.26028122E+02
  0.22937978E+00 -0.26028090E+02
  0.23362755E+00 -0.26028059E+02
  0.23787533E+00 -0.26028028E+02
  0.24212310E+00 -0.26027998E+02
  0.24637088E+00 -0.26027969E+02
  0.25061865E+00 -0.26027940E+02
  0.25486642E+00 -0.26027912E+02
  0.25911420E+00 -0.26027885E+02
  0.26336197E+00 -0.26027859E+02
  0.26760974E+00 -0.26027833E+02
  0.27185752E+00 -0.26027807E+02
  0.27610529E+00 -0.26027782E+02
  0.28035307E+00 -0.26027758E+02
  0.28460084E+00 -0.26027734E+02
  0.28884861E+00 -0.26027711E+02
  0.29309639E+00 -0.26027689E+02
  0.29734416E+00 -0.26027668E+02
  0.30159193E+00 -0.26027648E+02
  0.30583971E+00 -0.26027629E+02
  0.31008748E+00 -0.26027610E+02
  0.31433525E+00 -0.26027592E+02
  0.31858303E+00 -0.26027574E+02
  0.32283080E+00 -0.26027556E+02
  0.32707858E+00 -0.26027537E+02
  0.33132635E+00 -0.26027517E+02
  0.33557412E+00 -0.26027497E+02
  0.33982190E+00 -0.26027475E+02
  0.34406967E+00 -0.26027453E+02
  0.34831744E+00 -0.26027428E+02
  0.35256522E+00 -0.26027403E+02
  0.35681299E+00 -0.26027376E+02
  0.36106077E+00 -0.26027348E+02
  0.36530854E+00 -0.26027318E+02
  0.36955631E+00 -0.26027287E+02
  0.37380409E+00 -0.26027256E+02
  0.37805186E+00 -0.26027223E+02
  0.38229963E+00 -0.26027191E+02
  0.38654741E+00 -0.26027158E+02
  0.39079518E+00 -0.26027125E+02
  0.39504296E+00 -0.26027092E+02
  0.39929073E+00 -0.26027059E+02
  0.40353850E+00 -0.26027027E+02
  0.40778628E+00 -0.26026995E+02
  0.41203405E+00 -0.26026964E+02
  0.41628182E+00 -0.26026933E+02
  0.42052960E+00 -0.26026902E+02
  0.42477737E+00 -0.26026878E+02
  0.42901957E+00 -0.26026890E+02
  0.43326176E+00 -0.26026905E+02
  0.43750395E+00 -0.26026920E+02
  0.44174615E+00 -0.26026935E+02
  0.44598834E+00 -0.26026948E+02
  0.45023054E+00 -0.26026960E+02
  0.45447273E+00 -0.26026970E+02
  0.45871492E+00 -0.26026978E+02
  0.46295712E+00 -0.26026984E+02
  0.46719931E+00 -0.26026988E+02
  0.47144151E+00 -0.26026991E+02
  0.47568370E+00 -0.26026991E+02
  0.47992590E+00 -0.26026990E+02
  0.48416809E+00 -0.26026988E+02
  0.48841028E+00 -0.26026984E+02
  0.49265248E+00 -0.26026979E+02
  0.49689467E+00 -0.26026974E+02
  0.50113687E+00 -0.26026973E+02
  0.50537906E+00 -0.26026980E+02
  0.50962125E+00 -0.26026995E+02
  0.51386345E+00 -0.26027011E+02
  0.51810564E+00 -0.26027027E+02
  0.52234784E+00 -0.26027043E+02
