    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    26   47
    #Band-Index:   40
    0.000000    0.000000   -1.804899   0.000   0.132   0.000
    0.000000    0.031381   -1.803247  -0.414   0.000   0.096
    0.000000    0.062763   -1.932673  -0.404   0.000   0.198
    0.000000    0.094144   -2.015710  -0.300   0.000   0.140
    0.000000    0.125526   -2.053137  -0.228   0.000   0.094
    0.000000    0.156907   -2.078956  -0.188   0.000   0.104
    0.000000    0.188288   -2.102817  -0.148   0.000   0.142
    0.000000    0.219670   -2.126895  -0.088   0.000   0.192
    0.000000    0.251051   -2.151378  -0.006   0.000   0.230
    0.000000    0.282433   -2.176239   0.090   0.000   0.240
    0.000000    0.313814   -2.201854   0.182   0.000   0.226
    0.000000    0.345195   -2.229025   0.256   0.000   0.188
    0.000000    0.376577   -2.258808   0.316   0.000   0.142
    0.000000    0.407958   -2.292346   0.360   0.000   0.090
    0.000000    0.439340   -2.330697   0.388   0.000   0.038
    0.000000    0.470721   -2.374692   0.404   0.000  -0.014
    0.000000    0.502102   -2.424844   0.412   0.000  -0.060
    0.000000    0.533484   -2.481327   0.412   0.000  -0.100
    0.000000    0.564865   -2.543977   0.408   0.000  -0.138
    0.000000    0.596247   -2.612329   0.400   0.000  -0.168
    0.000000    0.627628   -2.685699   0.390   0.000  -0.196
    0.000000    0.659010   -2.763220   0.376   0.000  -0.222
    0.000000    0.690391   -2.843900   0.364   0.000  -0.242
    0.000000    0.721772   -2.926649   0.348   0.000  -0.260
    0.000000   -0.721772   -2.926649  -0.348   0.000   0.260
    0.000000   -0.690391   -2.843900  -0.364   0.000   0.242
    0.000000   -0.659010   -2.763220  -0.376   0.000   0.222
    0.000000   -0.627628   -2.685699  -0.390   0.000   0.196
    0.000000   -0.596247   -2.612329  -0.400   0.000   0.168
    0.000000   -0.564865   -2.543977  -0.408   0.000   0.138
    0.000000   -0.533484   -2.481327  -0.412   0.000   0.100
    0.000000   -0.502102   -2.424844  -0.412   0.000   0.060
    0.000000   -0.470721   -2.374692  -0.404   0.000   0.014
    0.000000   -0.439340   -2.330697  -0.388   0.000  -0.038
    0.000000   -0.407958   -2.292346  -0.360   0.000  -0.090
    0.000000   -0.376577   -2.258808  -0.316   0.000  -0.142
    0.000000   -0.345195   -2.229025  -0.256   0.000  -0.188
    0.000000   -0.313814   -2.201854  -0.182   0.000  -0.226
    0.000000   -0.282433   -2.176239  -0.090   0.000  -0.240
    0.000000   -0.251051   -2.151378   0.006   0.000  -0.230
    0.000000   -0.219670   -2.126895   0.088   0.000  -0.192
    0.000000   -0.188288   -2.102817   0.148   0.000  -0.142
    0.000000   -0.156907   -2.078956   0.188   0.000  -0.104
    0.000000   -0.125526   -2.053137   0.228   0.000  -0.094
    0.000000   -0.094144   -2.015710   0.300   0.000  -0.140
    0.000000   -0.062763   -1.932673   0.404   0.000  -0.198
    0.000000   -0.031381   -1.803247   0.414   0.000  -0.096
    0.030826    0.000000   -1.790567   0.000   0.264   0.000
    0.030826    0.031381   -1.816389  -0.394   0.040  -0.048
    0.030826    0.062763   -1.917039  -0.404  -0.144   0.036
    0.030826    0.094144   -2.002446  -0.328  -0.234   0.078
    0.030826    0.125526   -2.049449  -0.254  -0.230   0.072
    0.030826    0.156907   -2.079338  -0.206  -0.202   0.088
    0.030826    0.188288   -2.104481  -0.164  -0.184   0.126
    0.030826    0.219670   -2.128714  -0.104  -0.172   0.176
    0.030826    0.251051   -2.152913  -0.016  -0.158   0.216
    0.030826    0.282433   -2.177428   0.080  -0.140   0.228
    0.030826    0.313814   -2.202862   0.172  -0.124   0.212
    0.030826    0.345195   -2.230098   0.248  -0.106   0.178
    0.030826    0.376577   -2.260173   0.308  -0.094   0.134
    0.030826    0.407958   -2.294153   0.352  -0.082   0.084
    0.030826    0.439340   -2.333007   0.380  -0.076   0.034
    0.030826    0.470721   -2.377491   0.398  -0.066  -0.014
    0.030826    0.502102   -2.428069   0.406  -0.058  -0.062
    0.030826    0.533484   -2.484879   0.408  -0.054  -0.100
    0.030826    0.564865   -2.547746   0.404  -0.048  -0.138
    0.030826    0.596247   -2.616211   0.398  -0.044  -0.168
    0.030826    0.627628   -2.689590   0.386  -0.036  -0.196
    0.030826    0.659010   -2.767023   0.376  -0.032  -0.222
    0.030826    0.690391   -2.847516   0.362  -0.026  -0.242
    0.030826    0.721772   -2.929969   0.346  -0.018  -0.260
    0.030826   -0.721772   -2.929969  -0.346  -0.018   0.260
    0.030826   -0.690391   -2.847516  -0.362  -0.026   0.242
    0.030826   -0.659010   -2.767023  -0.376  -0.032   0.222
    0.030826   -0.627628   -2.689590  -0.386  -0.036   0.196
    0.030826   -0.596247   -2.616211  -0.398  -0.044   0.168
    0.030826   -0.564865   -2.547746  -0.404  -0.048   0.138
    0.030826   -0.533484   -2.484879  -0.408  -0.054   0.100
    0.030826   -0.502102   -2.428069  -0.406  -0.058   0.062
    0.030826   -0.470721   -2.377491  -0.398  -0.066   0.014
    0.030826   -0.439340   -2.333007  -0.380  -0.076  -0.034
    0.030826   -0.407958   -2.294153  -0.352  -0.082  -0.084
    0.030826   -0.376577   -2.260173  -0.308  -0.094  -0.134
    0.030826   -0.345195   -2.230098  -0.248  -0.106  -0.178
    0.030826   -0.313814   -2.202862  -0.172  -0.124  -0.212
    0.030826   -0.282433   -2.177428  -0.080  -0.140  -0.228
    0.030826   -0.251051   -2.152913   0.016  -0.158  -0.216
    0.030826   -0.219670   -2.128714   0.104  -0.172  -0.176
    0.030826   -0.188288   -2.104481   0.164  -0.184  -0.126
    0.030826   -0.156907   -2.079338   0.206  -0.202  -0.088
    0.030826   -0.125526   -2.049449   0.254  -0.230  -0.072
    0.030826   -0.094144   -2.002446   0.328  -0.234  -0.078
    0.030826   -0.062763   -1.917039   0.404  -0.144  -0.036
    0.030826   -0.031381   -1.816389   0.394   0.040   0.048
    0.061651    0.000000   -1.820884   0.000   0.282   0.000
    0.061651    0.031381   -1.842750  -0.350   0.108  -0.124
    0.061651    0.062763   -1.913723  -0.404  -0.096  -0.086
    0.061651    0.094144   -1.992610  -0.362  -0.236  -0.010
    0.061651    0.125526   -2.048485  -0.294  -0.294   0.028
    0.061651    0.156907   -2.084627  -0.240  -0.298   0.050
    0.061651    0.188288   -2.111964  -0.200  -0.298   0.088
    0.061651    0.219670   -2.136093  -0.138  -0.296   0.140
    0.061651    0.251051   -2.159098  -0.042  -0.282   0.178
    0.061651    0.282433   -2.182308   0.062  -0.252   0.188
    0.061651    0.313814   -2.206999   0.156  -0.224   0.176
    0.061651    0.345195   -2.234275   0.230  -0.196   0.148
    0.061651    0.376577   -2.265077   0.288  -0.174   0.110
    0.061651    0.407958   -2.300237   0.334  -0.156   0.068
    0.061651    0.439340   -2.340458   0.362  -0.140   0.022
    0.061651    0.470721   -2.386273   0.382  -0.126  -0.022
    0.061651    0.502102   -2.437992   0.392  -0.116  -0.066
    0.061651    0.533484   -2.495665   0.394  -0.102  -0.104
    0.061651    0.564865   -2.559082   0.394  -0.094  -0.138
    0.061651    0.596247   -2.627791   0.388  -0.084  -0.168
    0.061651    0.627628   -2.701123   0.378  -0.074  -0.196
    0.061651    0.659010   -2.778229   0.368  -0.062  -0.218
    0.061651    0.690391   -2.858114   0.354  -0.052  -0.240
    0.061651    0.721772   -2.939646   0.340  -0.038  -0.260
    0.061651   -0.721772   -2.939646  -0.340  -0.038   0.260
    0.061651   -0.690391   -2.858114  -0.354  -0.052   0.240
    0.061651   -0.659010   -2.778229  -0.368  -0.062   0.218
    0.061651   -0.627628   -2.701123  -0.378  -0.074   0.196
    0.061651   -0.596247   -2.627791  -0.388  -0.084   0.168
    0.061651   -0.564865   -2.559082  -0.394  -0.094   0.138
    0.061651   -0.533484   -2.495665  -0.394  -0.102   0.104
    0.061651   -0.502102   -2.437992  -0.392  -0.116   0.066
    0.061651   -0.470721   -2.386273  -0.382  -0.126   0.022
    0.061651   -0.439340   -2.340458  -0.362  -0.140  -0.022
    0.061651   -0.407958   -2.300237  -0.334  -0.156  -0.068
    0.061651   -0.376577   -2.265077  -0.288  -0.174  -0.110
    0.061651   -0.345195   -2.234275  -0.230  -0.196  -0.148
    0.061651   -0.313814   -2.206999  -0.156  -0.224  -0.176
    0.061651   -0.282433   -2.182308  -0.062  -0.252  -0.188
    0.061651   -0.251051   -2.159098   0.042  -0.282  -0.178
    0.061651   -0.219670   -2.136093   0.138  -0.296  -0.140
    0.061651   -0.188288   -2.111964   0.200  -0.298  -0.088
    0.061651   -0.156907   -2.084627   0.240  -0.298  -0.050
    0.061651   -0.125526   -2.048485   0.294  -0.294  -0.028
    0.061651   -0.094144   -1.992610   0.362  -0.236   0.010
    0.061651   -0.062763   -1.913723   0.404  -0.096   0.086
    0.061651   -0.031381   -1.842750   0.350   0.108   0.124
    0.092477    0.000000   -1.860618   0.000   0.266   0.000
    0.092477    0.031381   -1.876499  -0.328   0.122  -0.134
    0.092477    0.062763   -1.930341  -0.400  -0.060  -0.126
    0.092477    0.094144   -2.000521  -0.384  -0.200  -0.062
    0.092477    0.125526   -2.059273  -0.328  -0.288  -0.008
    0.092477    0.156907   -2.099836  -0.270  -0.316   0.014
    0.092477    0.188288   -2.129007  -0.230  -0.344   0.038
    0.092477    0.219670   -2.152455  -0.160  -0.370   0.088
    0.092477    0.251051   -2.173077  -0.048  -0.352   0.122
    0.092477    0.282433   -2.193806   0.058  -0.314   0.134
    0.092477    0.313814   -2.216997   0.142  -0.282   0.126
    0.092477    0.345195   -2.244036   0.210  -0.254   0.106
    0.092477    0.376577   -2.275691   0.266  -0.230   0.076
    0.092477    0.407958   -2.312415   0.306  -0.210   0.042
    0.092477    0.439340   -2.354492   0.336  -0.190   0.004
    0.092477    0.470721   -2.402101   0.356  -0.174  -0.034
    0.092477    0.502102   -2.455309   0.370  -0.160  -0.070
    0.092477    0.533484   -2.514037   0.376  -0.144  -0.106
    0.092477    0.564865   -2.578035   0.376  -0.134  -0.138
    0.092477    0.596247   -2.646859   0.374  -0.120  -0.168
    0.092477    0.627628   -2.719871   0.368  -0.106  -0.194
    0.092477    0.659010   -2.796242   0.358  -0.090  -0.218
    0.092477    0.690391   -2.874967   0.348  -0.074  -0.240
    0.092477    0.721772   -2.954861   0.332  -0.052  -0.260
    0.092477   -0.721772   -2.954861  -0.332  -0.052   0.260
    0.092477   -0.690391   -2.874967  -0.348  -0.074   0.240
    0.092477   -0.659010   -2.796242  -0.358  -0.090   0.218
    0.092477   -0.627628   -2.719871  -0.368  -0.106   0.194
    0.092477   -0.596247   -2.646859  -0.374  -0.120   0.168
    0.092477   -0.564865   -2.578035  -0.376  -0.134   0.138
