    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    23   47
    #Band-Index:   40
    0.000000    0.000000   -2.444034   0.000   0.050   0.000
    0.000000    0.031381   -2.370124   0.154   0.000  -0.256
    0.000000    0.062763   -2.307024   0.098   0.000  -0.224
    0.000000    0.094144   -2.255451   0.060   0.000  -0.148
    0.000000    0.125526   -2.215647   0.044   0.000  -0.042
    0.000000    0.156907   -2.188906   0.042   0.000   0.070
    0.000000    0.188288   -2.175854   0.046   0.000   0.160
    0.000000    0.219670   -2.174650   0.066   0.000   0.218
    0.000000    0.251051   -2.182571   0.100   0.000   0.246
    0.000000    0.282433   -2.197722   0.158   0.000   0.248
    0.000000    0.313814   -2.218972   0.228   0.000   0.228
    0.000000    0.345195   -2.245673   0.294   0.000   0.184
    0.000000    0.376577   -2.277686   0.344   0.000   0.126
    0.000000    0.407958   -2.315251   0.378   0.000   0.064
    0.000000    0.439340   -2.358653   0.394   0.000   0.008
    0.000000    0.470721   -2.408001   0.400   0.000  -0.042
    0.000000    0.502102   -2.463175   0.398   0.000  -0.086
    0.000000    0.533484   -2.523884   0.392   0.000  -0.122
    0.000000    0.564865   -2.589718   0.386   0.000  -0.154
    0.000000    0.596247   -2.660158   0.376   0.000  -0.180
    0.000000    0.627628   -2.734599   0.362   0.000  -0.206
    0.000000    0.659010   -2.812333   0.350   0.000  -0.224
    0.000000    0.690391   -2.892565   0.336   0.000  -0.244
    0.000000    0.721772   -2.974407   0.320   0.000  -0.260
    0.000000   -0.721772   -2.974407  -0.320   0.000   0.260
    0.000000   -0.690391   -2.892565  -0.336   0.000   0.244
    0.000000   -0.659010   -2.812333  -0.350   0.000   0.224
    0.000000   -0.627628   -2.734599  -0.362   0.000   0.206
    0.000000   -0.596247   -2.660158  -0.376   0.000   0.180
    0.000000   -0.564865   -2.589718  -0.386   0.000   0.154
    0.000000   -0.533484   -2.523884  -0.392   0.000   0.122
    0.000000   -0.502102   -2.463175  -0.398   0.000   0.086
    0.000000   -0.470721   -2.408001  -0.400   0.000   0.042
    0.000000   -0.439340   -2.358653  -0.394   0.000  -0.008
    0.000000   -0.407958   -2.315251  -0.378   0.000  -0.064
    0.000000   -0.376577   -2.277686  -0.344   0.000  -0.126
    0.000000   -0.345195   -2.245673  -0.294   0.000  -0.184
    0.000000   -0.313814   -2.218972  -0.228   0.000  -0.228
    0.000000   -0.282433   -2.197722  -0.158   0.000  -0.248
    0.000000   -0.251051   -2.182571  -0.100   0.000  -0.246
    0.000000   -0.219670   -2.174650  -0.066   0.000  -0.218
    0.000000   -0.188288   -2.175854  -0.046   0.000  -0.160
    0.000000   -0.156907   -2.188906  -0.042   0.000  -0.070
    0.000000   -0.125526   -2.215647  -0.044   0.000   0.042
    0.000000   -0.094144   -2.255451  -0.060   0.000   0.148
    0.000000   -0.062763   -2.307024  -0.098   0.000   0.224
    0.000000   -0.031381   -2.370124  -0.154   0.000   0.256
    0.031303    0.000000   -2.359982   0.000   0.128   0.000
    0.031303    0.031381   -2.330472   0.050   0.030  -0.264
    0.031303    0.062763   -2.284849   0.036  -0.054  -0.240
    0.031303    0.094144   -2.246801   0.018  -0.118  -0.154
    0.031303    0.125526   -2.220161   0.012  -0.164  -0.056
    0.031303    0.156907   -2.204152   0.012  -0.190   0.034
    0.031303    0.188288   -2.196621   0.026  -0.202   0.106
    0.031303    0.219670   -2.195991   0.054  -0.204   0.158
    0.031303    0.251051   -2.201751   0.100  -0.198   0.188
    0.031303    0.282433   -2.213921   0.160  -0.186   0.198
    0.031303    0.313814   -2.232480   0.226  -0.168   0.184
    0.031303    0.345195   -2.257231   0.290  -0.146   0.148
    0.031303    0.376577   -2.287996   0.336  -0.124   0.098
    0.031303    0.407958   -2.324737   0.368  -0.104   0.046
    0.031303    0.439340   -2.367483   0.386  -0.084  -0.006
    0.031303    0.470721   -2.416183   0.392  -0.068  -0.052
    0.031303    0.502102   -2.470665   0.392  -0.056  -0.090
    0.031303    0.533484   -2.530638   0.388  -0.048  -0.126
    0.031303    0.564865   -2.595711   0.380  -0.038  -0.156
    0.031303    0.596247   -2.665392   0.372  -0.032  -0.182
    0.031303    0.627628   -2.739085   0.360  -0.028  -0.206
    0.031303    0.659010   -2.816091   0.348  -0.022  -0.224
    0.031303    0.690391   -2.895607   0.334  -0.014  -0.244
    0.031303    0.721772   -2.976722   0.318  -0.008  -0.260
    0.031303   -0.721772   -2.976722  -0.318  -0.008   0.260
    0.031303   -0.690391   -2.895607  -0.334  -0.014   0.244
    0.031303   -0.659010   -2.816091  -0.348  -0.022   0.224
    0.031303   -0.627628   -2.739085  -0.360  -0.028   0.206
    0.031303   -0.596247   -2.665392  -0.372  -0.032   0.182
    0.031303   -0.564865   -2.595711  -0.380  -0.038   0.156
    0.031303   -0.533484   -2.530638  -0.388  -0.048   0.126
    0.031303   -0.502102   -2.470665  -0.392  -0.056   0.090
    0.031303   -0.470721   -2.416183  -0.392  -0.068   0.052
    0.031303   -0.439340   -2.367483  -0.386  -0.084   0.006
    0.031303   -0.407958   -2.324737  -0.368  -0.104  -0.046
    0.031303   -0.376577   -2.287996  -0.336  -0.124  -0.098
    0.031303   -0.345195   -2.257231  -0.290  -0.146  -0.148
    0.031303   -0.313814   -2.232480  -0.226  -0.168  -0.184
    0.031303   -0.282433   -2.213921  -0.160  -0.186  -0.198
    0.031303   -0.251051   -2.201751  -0.100  -0.198  -0.188
    0.031303   -0.219670   -2.195991  -0.054  -0.204  -0.158
    0.031303   -0.188288   -2.196621  -0.026  -0.202  -0.106
    0.031303   -0.156907   -2.204152  -0.012  -0.190  -0.034
    0.031303   -0.125526   -2.220161  -0.012  -0.164   0.056
    0.031303   -0.094144   -2.246801  -0.018  -0.118   0.154
    0.031303   -0.062763   -2.284849  -0.036  -0.054   0.240
    0.031303   -0.031381   -2.330472  -0.050   0.030   0.264
    0.062605    0.000000   -2.266372   0.000   0.160   0.000
    0.062605    0.031381   -2.250306  -0.132   0.012  -0.296
    0.062605    0.062763   -2.234349  -0.110  -0.116  -0.264
    0.062605    0.094144   -2.229517  -0.080  -0.206  -0.172
    0.062605    0.125526   -2.230331  -0.046  -0.260  -0.086
    0.062605    0.156907   -2.232022  -0.010  -0.290  -0.016
    0.062605    0.188288   -2.233607   0.030  -0.304   0.036
    0.062605    0.219670   -2.236144   0.074  -0.306   0.074
    0.062605    0.251051   -2.241412   0.126  -0.298   0.100
    0.062605    0.282433   -2.251223   0.178  -0.282   0.108
    0.062605    0.313814   -2.266938   0.232  -0.260   0.100
    0.062605    0.345195   -2.289190   0.282  -0.230   0.076
    0.062605    0.376577   -2.317982   0.322  -0.200   0.042
    0.062605    0.407958   -2.353040   0.350  -0.170   0.002
    0.062605    0.439340   -2.394080   0.366  -0.144  -0.036
    0.062605    0.470721   -2.440877   0.374  -0.120  -0.072
    0.062605    0.502102   -2.493237   0.378  -0.102  -0.106
    0.062605    0.533484   -2.550932   0.376  -0.088  -0.136
    0.062605    0.564865   -2.613658   0.372  -0.074  -0.160
    0.062605    0.596247   -2.681000   0.364  -0.062  -0.184
    0.062605    0.627628   -2.752408   0.356  -0.052  -0.206
    0.062605    0.659010   -2.827200   0.342  -0.040  -0.226
    0.062605    0.690391   -2.904547   0.330  -0.030  -0.244
    0.062605    0.721772   -2.983479   0.316  -0.018  -0.260
    0.062605   -0.721772   -2.983479  -0.316  -0.018   0.260
    0.062605   -0.690391   -2.904547  -0.330  -0.030   0.244
    0.062605   -0.659010   -2.827200  -0.342  -0.040   0.226
    0.062605   -0.627628   -2.752408  -0.356  -0.052   0.206
    0.062605   -0.596247   -2.681000  -0.364  -0.062   0.184
    0.062605   -0.564865   -2.613658  -0.372  -0.074   0.160
    0.062605   -0.533484   -2.550932  -0.376  -0.088   0.136
    0.062605   -0.502102   -2.493237  -0.378  -0.102   0.106
    0.062605   -0.470721   -2.440877  -0.374  -0.120   0.072
    0.062605   -0.439340   -2.394080  -0.366  -0.144   0.036
    0.062605   -0.407958   -2.353040  -0.350  -0.170  -0.002
    0.062605   -0.376577   -2.317982  -0.322  -0.200  -0.042
    0.062605   -0.345195   -2.289190  -0.282  -0.230  -0.076
    0.062605   -0.313814   -2.266938  -0.232  -0.260  -0.100
    0.062605   -0.282433   -2.251223  -0.178  -0.282  -0.108
    0.062605   -0.251051   -2.241412  -0.126  -0.298  -0.100
    0.062605   -0.219670   -2.236144  -0.074  -0.306  -0.074
    0.062605   -0.188288   -2.233607  -0.030  -0.304  -0.036
    0.062605   -0.156907   -2.232022   0.010  -0.290   0.016
    0.062605   -0.125526   -2.230331   0.046  -0.260   0.086
    0.062605   -0.094144   -2.229517   0.080  -0.206   0.172
    0.062605   -0.062763   -2.234349   0.110  -0.116   0.264
    0.062605   -0.031381   -2.250306   0.132   0.012   0.296
    0.093908    0.000000   -2.189895   0.000   0.136   0.000
    0.093908    0.031381   -2.181250  -0.266  -0.020  -0.274
    0.093908    0.062763   -2.192549  -0.240  -0.150  -0.254
    0.093908    0.094144   -2.218871  -0.172  -0.240  -0.186
    0.093908    0.125526   -2.242154  -0.084  -0.300  -0.114
    0.093908    0.156907   -2.257369   0.002  -0.328  -0.054
    0.093908    0.188288   -2.266957   0.070  -0.338  -0.008
    0.093908    0.219670   -2.274488   0.122  -0.332   0.022
    0.093908    0.251051   -2.283035   0.170  -0.320   0.042
    0.093908    0.282433   -2.295042   0.210  -0.302   0.050
    0.093908    0.313814   -2.312195   0.250  -0.280   0.042
    0.093908    0.345195   -2.335247   0.284  -0.256   0.026
    0.093908    0.376577   -2.364121   0.314  -0.228  -0.002
    0.093908    0.407958   -2.398367   0.334  -0.202  -0.032
    0.093908    0.439340   -2.437608   0.350  -0.176  -0.064
    0.093908    0.470721   -2.481703   0.360  -0.152  -0.094
    0.093908    0.502102   -2.530672   0.362  -0.132  -0.122
    0.093908    0.533484   -2.584554   0.360  -0.116  -0.146
    0.093908    0.564865   -2.643282   0.358  -0.100  -0.168
    0.093908    0.596247   -2.706620   0.354  -0.086  -0.190
    0.093908    0.627628   -2.774129   0.344  -0.072  -0.208
    0.093908    0.659010   -2.845159   0.334  -0.056  -0.228
    0.093908    0.690391   -2.918853   0.324  -0.042  -0.244
    0.093908    0.721772   -2.994144   0.310  -0.022  -0.262
    0.093908   -0.721772   -2.994144  -0.310  -0.022   0.262
    0.093908   -0.690391   -2.918853  -0.324  -0.042   0.244
    0.093908   -0.659010   -2.845159  -0.334  -0.056   0.228
    0.093908   -0.627628   -2.774129  -0.344  -0.072   0.208
    0.093908   -0.596247   -2.706620  -0.354  -0.086   0.190
    0.093908   -0.564865   -2.643282  -0.358  -0.100   0.168
    0.093908   -0.533484   -2.584554  -0.360  -0.116   0.146
    0.093908   -0.502102   -2.530672  -0.362  -0.132   0.122
    0.093908   -0.470721   -2.481703  -0.360  -0.152   0.094
    0.093908   -0.439340   -2.437608  -0.350  -0.176   0.064
    0.093908   -0.407958   -2.398367  -0.334  -0.202   0.032
    0.093908   -0.376577   -2.364121  -0.314  -0.228   0.002
    0.093908   -0.345195   -2.335247  -0.284  -0.256  -0.026
    0.093908   -0.313814   -2.312195  -0.250  -0.280  -0.042
    0.093908   -0.282433   -2.295042  -0.210  -0.302  -0.050
    0.093908   -0.251051   -2.283035  -0.170  -0.320  -0.042
    0.093908   -0.219670   -2.274488  -0.122  -0.332  -0.022
    0.093908   -0.188288   -2.266957  -0.070  -0.338   0.008
    0.093908   -0.156907   -2.257369  -0.002  -0.328   0.054
    0.093908   -0.125526   -2.242154   0.084  -0.300   0.114
