    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    24   47
    #Band-Index:   40
    0.000000    0.000000   -2.274495   0.000   0.352   0.000
    0.000000    0.031381   -2.213679  -0.206   0.000  -0.042
    0.000000    0.062763   -2.167277  -0.156   0.000   0.100
    0.000000    0.094144   -2.156195  -0.138   0.000   0.176
    0.000000    0.125526   -2.159144  -0.118   0.000   0.216
    0.000000    0.156907   -2.165079  -0.078   0.000   0.246
    0.000000    0.188288   -2.172227  -0.024   0.000   0.268
    0.000000    0.219670   -2.181081   0.048   0.000   0.280
    0.000000    0.251051   -2.192577   0.126   0.000   0.274
    0.000000    0.282433   -2.207695   0.206   0.000   0.248
    0.000000    0.313814   -2.227333   0.272   0.000   0.208
    0.000000    0.345195   -2.252224   0.324   0.000   0.158
    0.000000    0.376577   -2.282889   0.362   0.000   0.102
    0.000000    0.407958   -2.319623   0.384   0.000   0.048
    0.000000    0.439340   -2.362511   0.398   0.000  -0.002
    0.000000    0.470721   -2.411479   0.404   0.000  -0.048
    0.000000    0.502102   -2.466327   0.404   0.000  -0.088
    0.000000    0.533484   -2.526749   0.400   0.000  -0.126
    0.000000    0.564865   -2.592332   0.390   0.000  -0.156
    0.000000    0.596247   -2.662565   0.380   0.000  -0.184
    0.000000    0.627628   -2.736832   0.370   0.000  -0.208
    0.000000    0.659010   -2.814411   0.356   0.000  -0.228
    0.000000    0.690391   -2.894484   0.342   0.000  -0.248
    0.000000    0.721772   -2.976142   0.326   0.000  -0.264
    0.000000   -0.721772   -2.976142  -0.326   0.000   0.264
    0.000000   -0.690391   -2.894484  -0.342   0.000   0.248
    0.000000   -0.659010   -2.814411  -0.356   0.000   0.228
    0.000000   -0.627628   -2.736832  -0.370   0.000   0.208
    0.000000   -0.596247   -2.662565  -0.380   0.000   0.184
    0.000000   -0.564865   -2.592332  -0.390   0.000   0.156
    0.000000   -0.533484   -2.526749  -0.400   0.000   0.126
    0.000000   -0.502102   -2.466327  -0.404   0.000   0.088
    0.000000   -0.470721   -2.411479  -0.404   0.000   0.048
    0.000000   -0.439340   -2.362511  -0.398   0.000   0.002
    0.000000   -0.407958   -2.319623  -0.384   0.000  -0.048
    0.000000   -0.376577   -2.282889  -0.362   0.000  -0.102
    0.000000   -0.345195   -2.252224  -0.324   0.000  -0.158
    0.000000   -0.313814   -2.227333  -0.272   0.000  -0.208
    0.000000   -0.282433   -2.207695  -0.206   0.000  -0.248
    0.000000   -0.251051   -2.192577  -0.126   0.000  -0.274
    0.000000   -0.219670   -2.181081  -0.048   0.000  -0.280
    0.000000   -0.188288   -2.172227   0.024   0.000  -0.268
    0.000000   -0.156907   -2.165079   0.078   0.000  -0.246
    0.000000   -0.125526   -2.159144   0.118   0.000  -0.216
    0.000000   -0.094144   -2.156195   0.138   0.000  -0.176
    0.000000   -0.062763   -2.167277   0.156   0.000  -0.100
