  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80  55
# Band-Index:    1
    0.000  -24.2440     0.984     0.000
    0.020  -24.2440     0.984     0.000
    0.041  -24.2441     0.984     0.000
    0.061  -24.2441     0.984     0.000
    0.081  -24.2442     0.984     0.000
    0.102  -24.2443     0.984     0.000
    0.122  -24.2443     0.984     0.000
    0.142  -24.2444     0.984     0.000
    0.163  -24.2444     0.984     0.000
    0.183  -24.2444     0.984     0.000
    0.203  -24.2445     0.984     0.000
    0.224  -24.2445     0.984     0.000
    0.244  -24.2445     0.984     0.000
    0.264  -24.2446     0.984     0.000
    0.285  -24.2446     0.984     0.000
    0.305  -24.2446     0.984     0.000
    0.325  -24.2446     0.984     0.000
    0.346  -24.2446     0.984     0.000
    0.366  -24.2446     0.984     0.000
    0.386  -24.2446     0.984     0.000
    0.386  -24.2446     0.984     0.000
    0.430  -24.2446     0.984     0.000
    0.474  -24.2446     0.984     0.000
    0.518  -24.2445     0.984     0.000
    0.561  -24.2444     0.984     0.000
    0.605  -24.2443     0.984     0.000
    0.649  -24.2441     0.984     0.000
    0.693  -24.2439     0.984     0.000
    0.737  -24.2437     0.984     0.000
    0.780  -24.2436     0.984     0.000
    0.824  -24.2435     0.984     0.000
    0.868  -24.2434     0.984     0.000
    0.912  -24.2432     0.984     0.000
    0.956  -24.2430     0.984     0.000
    1.000  -24.2428     0.984     0.000
    1.043  -24.2426     0.984     0.000
    1.087  -24.2424     0.984     0.000
    1.131  -24.2421     0.984     0.000
    1.175  -24.2419     0.984     0.000
    1.219  -24.2417     0.985     0.000
    1.219  -24.2417     0.984     0.000
    1.262  -24.2419     0.984     0.000
    1.306  -24.2421     0.984     0.000
    1.350  -24.2424     0.984     0.000
    1.394  -24.2426     0.984     0.000
    1.438  -24.2428     0.984     0.000
    1.481  -24.2430     0.984     0.000
    1.525  -24.2432     0.984     0.000
    1.569  -24.2434     0.984     0.000
    1.613  -24.2435     0.984     0.000
    1.657  -24.2436     0.984     0.000
    1.701  -24.2437     0.984     0.000
    1.744  -24.2439     0.984     0.000
    1.788  -24.2441     0.984     0.000
    1.832  -24.2443     0.984     0.000
    1.876  -24.2444     0.984     0.000
    1.920  -24.2445     0.984     0.000
    1.963  -24.2446     0.984     0.000
    2.007  -24.2446     0.984     0.000
    2.051  -24.2446     0.984     0.000
    2.051  -24.2446     0.984     0.000
    2.090  -24.2446     0.984     0.000
    2.129  -24.2446     0.984     0.000
    2.168  -24.2445     0.984     0.000
    2.206  -24.2444     0.984     0.000
    2.245  -24.2443     0.984     0.000
    2.284  -24.2442     0.984     0.000
    2.323  -24.2440     0.984     0.000
    2.362  -24.2437     0.984     0.000
    2.400  -24.2436     0.984     0.000
    2.439  -24.2436     0.984     0.000
    2.478  -24.2435     0.984     0.000
    2.517  -24.2434     0.984     0.000
    2.556  -24.2433     0.984     0.000
    2.594  -24.2431     0.984     0.000
    2.633  -24.2430     0.984     0.000
    2.672  -24.2429     0.984     0.000
    2.711  -24.2429     0.984     0.000
    2.750  -24.2428     0.984     0.000
    2.789  -24.2427     0.984     0.000
 
# Band-Index:    2
    2.789  -24.2427     0.984     0.000
    2.750  -24.2427     0.984     0.000
    2.711  -24.2427     0.984     0.000
    2.672  -24.2427     0.984     0.000
    2.633  -24.2427     0.984     0.000
    2.594  -24.2428     0.984     0.000
    2.556  -24.2429     0.984     0.000
    2.517  -24.2430     0.984     0.000
    2.478  -24.2431     0.984     0.000
    2.439  -24.2433     0.984     0.000
    2.400  -24.2435     0.984     0.000
    2.362  -24.2437     0.984     0.000
    2.323  -24.2437     0.984     0.000
    2.284  -24.2439     0.984     0.000
    2.245  -24.2440     0.984     0.000
    2.206  -24.2442     0.984     0.000
    2.168  -24.2443     0.984     0.000
    2.129  -24.2444     0.984     0.000
    2.090  -24.2445     0.984     0.000
    2.051  -24.2446     0.984     0.000
    2.051  -24.2446     0.984     0.000
    2.007  -24.2445     0.984     0.000
    1.963  -24.2444     0.984     0.000
    1.920  -24.2443     0.984     0.000
    1.876  -24.2441     0.984     0.000
    1.832  -24.2439     0.984     0.000
    1.788  -24.2437     0.984     0.000
    1.744  -24.2437     0.984     0.000
    1.701  -24.2437     0.984     0.000
    1.657  -24.2435     0.984     0.000
    1.613  -24.2433     0.984     0.000
    1.569  -24.2430     0.984     0.000
    1.525  -24.2428     0.984     0.000
    1.481  -24.2426     0.984     0.000
    1.438  -24.2423     0.984     0.000
    1.394  -24.2422     0.984     0.000
    1.350  -24.2420     0.984     0.000
    1.306  -24.2419     0.984     0.000
    1.262  -24.2418     0.984     0.000
    1.219  -24.2417     0.984     0.000
    1.219  -24.2417     0.985     0.000
    1.175  -24.2418     0.984     0.000
    1.131  -24.2419     0.984     0.000
    1.087  -24.2420     0.984     0.000
    1.043  -24.2422     0.984     0.000
    1.000  -24.2423     0.984     0.000
    0.956  -24.2426     0.984     0.000
    0.912  -24.2428     0.984     0.000
    0.868  -24.2430     0.984     0.000
    0.824  -24.2433     0.984     0.000
    0.780  -24.2435     0.984     0.000
    0.737  -24.2437     0.984     0.000
    0.693  -24.2437     0.984     0.000
    0.649  -24.2437     0.984     0.000
