  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS: 120  33
# Band-Index:    1
    0.000  -24.1682     0.985     0.000
    0.031  -24.1682     0.985     0.000
    0.062  -24.1682     0.985     0.000
    0.093  -24.1682     0.985     0.000
    0.124  -24.1682     0.985     0.000
    0.155  -24.1682     0.985     0.000
    0.187  -24.1682     0.985     0.000
    0.218  -24.1682     0.985     0.000
    0.249  -24.1682     0.985     0.000
    0.280  -24.1682     0.985     0.000
    0.311  -24.1682     0.985     0.000
    0.342  -24.1682     0.985     0.000
    0.373  -24.1682     0.985     0.000
    0.404  -24.1682     0.985     0.000
    0.435  -24.1682     0.985     0.000
    0.466  -24.1682     0.985     0.000
    0.497  -24.1683     0.985     0.000
    0.529  -24.1683     0.985     0.000
    0.560  -24.1683     0.985     0.000
    0.591  -24.1684     0.985     0.000
    0.622  -24.1684     0.985     0.000
    0.653  -24.1685     0.985     0.000
    0.684  -24.1685     0.985     0.000
    0.715  -24.1685     0.985     0.000
    0.746  -24.1686     0.985     0.000
    0.777  -24.1686     0.985     0.000
    0.808  -24.1686     0.985     0.000
    0.839  -24.1687     0.985     0.000
    0.871  -24.1687     0.985     0.000
    0.902  -24.1687     0.985     0.000
    0.902  -24.1687     0.985     0.000
    0.929  -24.1687     0.985     0.000
    0.956  -24.1687     0.985     0.000
    0.982  -24.1687     0.985     0.000
    1.009  -24.1686     0.985     0.000
    1.036  -24.1686     0.985     0.000
    1.063  -24.1686     0.985     0.000
    1.090  -24.1685     0.985     0.000
    1.117  -24.1685     0.985     0.000
    1.144  -24.1684     0.985     0.000
    1.171  -24.1683     0.985     0.000
    1.198  -24.1683     0.985     0.000
    1.225  -24.1682     0.985     0.000
    1.252  -24.1681     0.985     0.000
    1.279  -24.1680     0.985     0.000
    1.306  -24.1680     0.985     0.000
    1.332  -24.1679     0.985     0.000
    1.359  -24.1678     0.985     0.000
    1.386  -24.1678     0.985     0.000
    1.413  -24.1677     0.985     0.000
    1.440  -24.1676     0.985     0.000
    1.467  -24.1676     0.985     0.000
    1.494  -24.1675     0.985     0.000
    1.521  -24.1675     0.985     0.000
    1.548  -24.1674     0.985     0.000
    1.575  -24.1674     0.985     0.000
    1.602  -24.1673     0.985     0.000
    1.629  -24.1673     0.985     0.000
    1.656  -24.1673     0.985     0.000
    1.683  -24.1673     0.985     0.000
    1.683  -24.1673     0.985     0.000
