  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS: 120  33
# Band-Index:    1
    0.000  -24.2626     0.984     0.000
    0.033  -24.2626     0.984     0.000
    0.065  -24.2626     0.984     0.000
    0.098  -24.2626     0.984     0.000
    0.130  -24.2626     0.984     0.000
    0.163  -24.2626     0.984     0.000
    0.196  -24.2626     0.984     0.000
    0.228  -24.2626     0.984     0.000
    0.261  -24.2626     0.984     0.000
    0.293  -24.2626     0.984     0.000
    0.326  -24.2626     0.984     0.000
    0.358  -24.2627     0.984     0.000
    0.391  -24.2627     0.984     0.000
    0.424  -24.2628     0.984     0.000
    0.456  -24.2628     0.984     0.000
    0.489  -24.2629     0.984     0.000
    0.521  -24.2630     0.984     0.000
    0.554  -24.2630     0.984     0.000
    0.587  -24.2631     0.984     0.000
    0.619  -24.2632     0.984     0.000
    0.652  -24.2633     0.984     0.000
    0.684  -24.2634     0.984     0.000
    0.717  -24.2635     0.984     0.000
    0.749  -24.2636     0.984     0.000
    0.782  -24.2637     0.984     0.000
    0.815  -24.2637     0.984     0.000
    0.847  -24.2638     0.984     0.000
    0.880  -24.2638     0.984     0.000
    0.912  -24.2639     0.984     0.000
    0.945  -24.2639     0.984     0.000
    0.945  -24.2639     0.984     0.000
    0.973  -24.2639     0.984     0.000
    1.001  -24.2639     0.984     0.000
    1.030  -24.2638     0.984     0.000
    1.058  -24.2638     0.984     0.000
    1.086  -24.2637     0.984     0.000
    1.114  -24.2636     0.984     0.000
    1.143  -24.2635     0.984     0.000
    1.171  -24.2634     0.984     0.000
    1.199  -24.2633     0.984     0.000
    1.227  -24.2632     0.984     0.000
    1.255  -24.2631     0.984     0.000
    1.284  -24.2630     0.984     0.000
    1.312  -24.2628     0.984     0.000
    1.340  -24.2627     0.984     0.000
    1.368  -24.2626     0.984     0.000
    1.397  -24.2624     0.984     0.000
    1.425  -24.2623     0.984     0.000
    1.453  -24.2622     0.985     0.000
    1.481  -24.2620     0.985     0.000
    1.509  -24.2619     0.985     0.000
    1.538  -24.2618     0.985     0.000
    1.566  -24.2617     0.985     0.000
    1.594  -24.2616     0.985     0.000
    1.622  -24.2616     0.985     0.000
    1.651  -24.2615     0.985     0.000
    1.679  -24.2614     0.985     0.000
    1.707  -24.2614     0.985     0.000
    1.735  -24.2614     0.985     0.000
    1.763  -24.2614     0.985     0.000
    1.763  -24.2614     0.985     0.000
    1.780  -24.2615     0.985     0.000
    1.796  -24.2615     0.985     0.000
    1.812  -24.2616     0.985     0.000
    1.829  -24.2617     0.985     0.000
    1.845  -24.2618     0.984     0.000
    1.861  -24.2619     0.984     0.000
    1.877  -24.2619     0.984     0.000
    1.894  -24.2620     0.984     0.000
    1.910  -24.2621     0.984     0.000
    1.926  -24.2621     0.984     0.000
    1.943  -24.2622     0.984     0.000
    1.959  -24.2623     0.984     0.000
    1.975  -24.2623     0.984     0.000
    1.992  -24.2624     0.984     0.000
    2.008  -24.2624     0.984     0.000
    2.024  -24.2624     0.984     0.000
    2.040  -24.2625     0.984     0.000
    2.057  -24.2625     0.984     0.000
    2.073  -24.2625     0.984     0.000
    2.089  -24.2625     0.984     0.000
    2.106  -24.2626     0.984     0.000
    2.122  -24.2626     0.984     0.000
    2.138  -24.2626     0.984     0.000
    2.154  -24.2626     0.984     0.000
    2.171  -24.2626     0.984     0.000
    2.187  -24.2626     0.984     0.000
    2.203  -24.2626     0.984     0.000
    2.220  -24.2626     0.984     0.000
    2.236  -24.2626     0.984     0.000
    2.236  -24.2626     0.984     0.000
    2.269  -24.2626     0.984     0.000
    2.301  -24.2626     0.984     0.000
    2.334  -24.2626     0.984     0.000
    2.366  -24.2626     0.984     0.000
    2.399  -24.2626     0.984     0.000
    2.431  -24.2626     0.984     0.000
    2.464  -24.2626     0.984     0.000
    2.497  -24.2626     0.984     0.000
    2.529  -24.2626     0.984     0.000
    2.562  -24.2626     0.984     0.000
    2.594  -24.2627     0.984     0.000
    2.627  -24.2627     0.984     0.000
    2.660  -24.2628     0.984     0.000
    2.692  -24.2628     0.984     0.000
    2.725  -24.2629     0.984     0.000
    2.757  -24.2630     0.984     0.000
    2.790  -24.2630     0.984     0.000
    2.822  -24.2631     0.984     0.000
    2.855  -24.2632     0.984     0.000
    2.888  -24.2633     0.984     0.000
    2.920  -24.2634     0.984     0.000
    2.953  -24.2635     0.984     0.000
    2.985  -24.2636     0.984     0.000
    3.018  -24.2637     0.984     0.000
    3.051  -24.2637     0.984     0.000
    3.083  -24.2638     0.984     0.000
    3.116  -24.2638     0.984     0.000
    3.148  -24.2639     0.984     0.000
    3.181  -24.2639     0.984     0.000
 
# Band-Index:    2
    3.181  -24.2639     0.984     0.000
    3.148  -24.2639     0.984     0.000
    3.116  -24.2638     0.984     0.000
    3.083  -24.2638     0.984     0.000
    3.051  -24.2637     0.984     0.000
    3.018  -24.2636     0.984     0.000
    2.985  -24.2635     0.984     0.000
    2.953  -24.2633     0.984     0.000
    2.920  -24.2632     0.984     0.000
    2.888  -24.2630     0.984     0.000
    2.855  -24.2628     0.984     0.000
    2.822  -24.2626     0.985     0.000
    2.790  -24.2623     0.985     0.000
    2.757  -24.2621     0.985     0.000
    2.725  -24.2619     0.985     0.000
    2.692  -24.2616     0.985     0.000
    2.660  -24.2614     0.985     0.000
    2.627  -24.2611     0.985     0.000
    2.594  -24.2609     0.985     0.000
    2.562  -24.2606     0.985     0.000
    2.529  -24.2604     0.985     0.000
    2.497  -24.2602     0.985     0.000
    2.464  -24.2600     0.985     0.000
    2.431  -24.2598     0.985     0.000
    2.399  -24.2597     0.985     0.000
    2.366  -24.2596     0.985     0.000
    2.334  -24.2595     0.985     0.000
    2.301  -24.2594     0.985     0.000
    2.269  -24.2594     0.985     0.000
    2.236  -24.2594     0.985     0.000
    2.236  -24.2594     0.985     0.000
    2.220  -24.2594     0.985     0.000
    2.203  -24.2594     0.985     0.000
    2.187  -24.2594     0.985     0.000
    2.171  -24.2594     0.985     0.000
    2.154  -24.2594     0.985     0.000
    2.138  -24.2595     0.985     0.000
    2.122  -24.2595     0.985     0.000
    2.106  -24.2596     0.985     0.000
    2.089  -24.2596     0.985     0.000
    2.073  -24.2597     0.985     0.000
    2.057  -24.2597     0.985     0.000
    2.040  -24.2598     0.985     0.000
    2.024  -24.2599     0.985     0.000
    2.008  -24.2600     0.985     0.000
    1.992  -24.2601     0.985     0.000
    1.975  -24.2601     0.985     0.000
    1.959  -24.2602     0.985     0.000
    1.943  -24.2603     0.985     0.000
    1.926  -24.2604     0.985     0.000
    1.910  -24.2605     0.985     0.000
    1.894  -24.2606     0.985     0.000
    1.877  -24.2607     0.985     0.000
    1.861  -24.2608     0.985     0.000
    1.845  -24.2609     0.985     0.000
    1.829  -24.2610     0.985     0.000
    1.812  -24.2611     0.985     0.000
    1.796  -24.2612     0.985     0.000
    1.780  -24.2613     0.985     0.000
    1.763  -24.2614     0.985     0.000
    1.763  -24.2614     0.985     0.000
    1.735  -24.2614     0.985     0.000
    1.707  -24.2614     0.985     0.000
    1.679  -24.2614     0.985     0.000
    1.651  -24.2615     0.985     0.000
    1.622  -24.2615     0.985     0.000
    1.594  -24.2616     0.985     0.000
    1.566  -24.2617     0.985     0.000
    1.538  -24.2618     0.985     0.000
    1.509  -24.2619     0.985     0.000
