  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS: 120  33
# Band-Index:    1
    0.000  -24.4356     0.984     0.000
    0.033  -24.4356     0.984     0.000
    0.066  -24.4356     0.984     0.000
    0.100  -24.4356     0.984     0.000
    0.133  -24.4356     0.984     0.000
    0.166  -24.4356     0.984     0.000
    0.199  -24.4356     0.984     0.000
    0.233  -24.4356     0.984     0.000
    0.266  -24.4356     0.984     0.000
    0.299  -24.4357     0.984     0.000
    0.332  -24.4357     0.984     0.000
    0.365  -24.4358     0.984     0.000
    0.399  -24.4358     0.984     0.000
    0.432  -24.4359     0.984     0.000
    0.465  -24.4360     0.984     0.000
    0.498  -24.4361     0.984     0.000
    0.532  -24.4362     0.984     0.000
    0.565  -24.4363     0.984     0.000
    0.598  -24.4364     0.984     0.000
    0.631  -24.4365     0.984     0.000
    0.665  -24.4367     0.984     0.000
    0.698  -24.4368     0.984     0.000
    0.731  -24.4369     0.984     0.000
    0.764  -24.4370     0.984     0.000
    0.797  -24.4371     0.984     0.000
    0.831  -24.4372     0.984     0.000
    0.864  -24.4373     0.984     0.000
    0.897  -24.4374     0.984     0.000
    0.930  -24.4374     0.984     0.000
    0.964  -24.4374     0.984     0.000
    0.964  -24.4374     0.984     0.000
    0.992  -24.4374     0.984     0.000
    1.021  -24.4374     0.984     0.000
    1.050  -24.4373     0.984     0.000
    1.079  -24.4373     0.984     0.000
    1.107  -24.4372     0.984     0.000
    1.136  -24.4371     0.984     0.000
    1.165  -24.4370     0.984     0.000
    1.194  -24.4368     0.984     0.000
    1.223  -24.4367     0.984     0.000
    1.251  -24.4366     0.984     0.000
    1.280  -24.4364     0.984     0.000
    1.309  -24.4362     0.984     0.000
    1.338  -24.4361     0.984     0.000
    1.366  -24.4359     0.984     0.000
    1.395  -24.4357     0.984     0.000
    1.424  -24.4355     0.984     0.000
    1.453  -24.4354     0.984     0.000
    1.481  -24.4352     0.984     0.000
    1.510  -24.4351     0.984     0.000
    1.539  -24.4349     0.984     0.000
    1.568  -24.4348     0.984     0.000
    1.597  -24.4346     0.984     0.000
    1.625  -24.4345     0.984     0.000
    1.654  -24.4344     0.984     0.000
    1.683  -24.4344     0.984     0.000
    1.712  -24.4343     0.984     0.000
    1.740  -24.4342     0.984     0.000
    1.769  -24.4342     0.984     0.000
    1.798  -24.4342     0.984     0.000
    1.798  -24.4342     0.984     0.000
    1.815  -24.4343     0.984     0.000
    1.831  -24.4344     0.984     0.000
    1.848  -24.4345     0.984     0.000
    1.864  -24.4346     0.984     0.000
    1.881  -24.4347     0.984     0.000
    1.898  -24.4348     0.984     0.000
    1.914  -24.4349     0.984     0.000
    1.931  -24.4349     0.984     0.000
    1.948  -24.4350     0.984     0.000
    1.964  -24.4351     0.984     0.000
    1.981  -24.4352     0.984     0.000
    1.997  -24.4352     0.984     0.000
    2.014  -24.4353     0.984     0.000
    2.031  -24.4353     0.984     0.000
    2.047  -24.4354     0.984     0.000
    2.064  -24.4354     0.984     0.000
    2.080  -24.4354     0.984     0.000
    2.097  -24.4355     0.984     0.000
    2.114  -24.4355     0.984     0.000
    2.130  -24.4355     0.984     0.000
    2.147  -24.4356     0.984     0.000
    2.163  -24.4356     0.984     0.000
    2.180  -24.4356     0.984     0.000
    2.197  -24.4356     0.984     0.000
    2.213  -24.4356     0.984     0.000
    2.230  -24.4356     0.984     0.000
    2.247  -24.4356     0.984     0.000
    2.263  -24.4356     0.984     0.000
    2.280  -24.4356     0.984     0.000
    2.280  -24.4356     0.984     0.000
    2.313  -24.4356     0.984     0.000
    2.346  -24.4356     0.984     0.000
    2.379  -24.4356     0.984     0.000
    2.413  -24.4356     0.984     0.000
    2.446  -24.4356     0.984     0.000
    2.479  -24.4356     0.984     0.000
    2.512  -24.4356     0.984     0.000
    2.546  -24.4356     0.984     0.000
    2.579  -24.4357     0.984     0.000
    2.612  -24.4357     0.984     0.000
    2.645  -24.4358     0.984     0.000
    2.678  -24.4358     0.984     0.000
    2.712  -24.4359     0.984     0.000
    2.745  -24.4360     0.984     0.000
    2.778  -24.4361     0.984     0.000
    2.811  -24.4362     0.984     0.000
    2.845  -24.4363     0.984     0.000
    2.878  -24.4364     0.984     0.000
    2.911  -24.4365     0.984     0.000
