    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    27   42
    #Band-Index:   40
    0.000000    0.000000   -2.114542   0.000   0.342   0.000
    0.000000    0.031355   -2.012714  -0.164   0.000  -0.294
    0.000000    0.062709   -2.002585  -0.180   0.000   0.048
    0.000000    0.094064   -2.048054  -0.108   0.000   0.082
    0.000000    0.125419   -2.100888  -0.058   0.000   0.108
    0.000000    0.156774   -2.150050   0.044   0.000   0.150
    0.000000    0.188128   -2.194865   0.124   0.000   0.150
    0.000000    0.219483   -2.239608   0.188   0.000   0.146
    0.000000    0.250838   -2.284141   0.246   0.000   0.130
    0.000000    0.282192   -2.328671   0.296   0.000   0.106
    0.000000    0.313547   -2.374008   0.334   0.000   0.074
    0.000000    0.344902   -2.421225   0.364   0.000   0.040
    0.000000    0.376257   -2.471348   0.386   0.000   0.006
    0.000000    0.407611   -2.525184   0.400   0.000  -0.028
    0.000000    0.438966   -2.583229   0.406   0.000  -0.060
    0.000000    0.470321   -2.645640   0.410   0.000  -0.088
    0.000000    0.501676   -2.712280   0.408   0.000  -0.114
    0.000000    0.533030   -2.782757   0.406   0.000  -0.140
    0.000000    0.564385   -2.856474   0.400   0.000  -0.162
    0.000000    0.595740   -2.932693   0.394   0.000  -0.182
    0.000000    0.627094   -3.010570   0.384   0.000  -0.202
    0.000000    0.658449   -3.089183  -0.084   0.000   0.051
    0.000000    0.689804   -3.010570  -0.384   0.000   0.202
    0.000000    0.721159   -2.932693  -0.394   0.000   0.182
    0.000000    0.752513   -2.856474  -0.400   0.000   0.162
    0.000000    0.783868   -2.782757  -0.406   0.000   0.140
    0.000000    0.815223   -2.712280  -0.408   0.000   0.114
    0.000000    0.846577   -2.645640  -0.410   0.000   0.088
    0.000000    0.877932   -2.583229  -0.406   0.000   0.060
    0.000000    0.909287   -2.525184  -0.400   0.000   0.028
    0.000000    0.940642   -2.471348  -0.386   0.000  -0.006
    0.000000    0.971996   -2.421225  -0.364   0.000  -0.040
    0.000000    1.003351   -2.374008  -0.334   0.000  -0.074
    0.000000    1.034706   -2.328671  -0.296   0.000  -0.106
    0.000000    1.066060   -2.284141  -0.246   0.000  -0.130
    0.000000    1.097415   -2.239608  -0.188   0.000  -0.146
    0.000000    1.128770   -2.194865  -0.124   0.000  -0.150
    0.000000    1.160125   -2.150050  -0.044   0.000  -0.150
    0.000000    1.191479   -2.100888   0.058   0.000  -0.108
    0.000000    1.222834   -2.048054   0.108   0.000  -0.082
    0.000000    1.254189   -2.002585   0.180   0.000  -0.048
    0.000000    1.285544   -2.012714   0.164   0.000   0.294
    0.031465    0.000000   -2.080459   0.000   0.344   0.000
    0.031465    0.031355   -2.025033   0.066   0.352  -0.174
    0.031465    0.062709   -2.013834  -0.022   0.332  -0.018
    0.031465    0.094064   -2.049893  -0.032   0.266   0.044
    0.031465    0.125419   -2.099465  -0.018   0.216   0.082
    0.031465    0.156774   -2.149096   0.048   0.044   0.146
    0.031465    0.188128   -2.193451   0.118  -0.052   0.148
    0.031465    0.219483   -2.238011   0.182  -0.064   0.142
    0.031465    0.250838   -2.282825   0.238  -0.064   0.126
    0.031465    0.282192   -2.327914   0.288  -0.060   0.102
    0.031465    0.313547   -2.373949   0.326  -0.058   0.074
    0.031465    0.344902   -2.421905   0.358  -0.056   0.040
    0.031465    0.376257   -2.472755   0.378  -0.052   0.006
    0.031465    0.407611   -2.527264   0.392  -0.048  -0.028
    0.031465    0.438966   -2.585902   0.402  -0.046  -0.058
    0.031465    0.470321   -2.648813   0.406  -0.042  -0.088
    0.031465    0.501676   -2.715850   0.408  -0.038  -0.114
    0.031465    0.533030   -2.786608   0.402  -0.034  -0.140
    0.031465    0.564385   -2.860487   0.398  -0.030  -0.162
    0.031465    0.595740   -2.936737   0.390  -0.026  -0.182
    0.031465    0.627094   -3.014501   0.380  -0.020  -0.202
    0.031465    0.658449   -3.092833  -0.061  -0.013   0.036
    0.031465    0.689804   -3.014501  -0.380  -0.020   0.202
    0.031465    0.721159   -2.936737  -0.390  -0.026   0.182
    0.031465    0.752513   -2.860487  -0.398  -0.030   0.162
    0.031465    0.783868   -2.786608  -0.402  -0.034   0.140
    0.031465    0.815223   -2.715850  -0.408  -0.038   0.114
    0.031465    0.846577   -2.648813  -0.406  -0.042   0.088
    0.031465    0.877932   -2.585902  -0.402  -0.046   0.058
    0.031465    0.909287   -2.527264  -0.392  -0.048   0.028
    0.031465    0.940642   -2.472755  -0.378  -0.052  -0.006
    0.031465    0.971996   -2.421905  -0.358  -0.056  -0.040
    0.031465    1.003351   -2.373949  -0.326  -0.058  -0.074
    0.031465    1.034706   -2.327914  -0.288  -0.060  -0.102
    0.031465    1.066060   -2.282825  -0.238  -0.064  -0.126
    0.031465    1.097415   -2.238011  -0.182  -0.064  -0.142
    0.031465    1.128770   -2.193451  -0.118  -0.052  -0.148
    0.031465    1.160125   -2.149096  -0.048   0.044  -0.146
    0.031465    1.191479   -2.099465   0.018   0.216  -0.082
    0.031465    1.222834   -2.049893   0.032   0.266  -0.044
    0.031465    1.254189   -2.013834   0.022   0.332   0.018
    0.031465    1.285544   -2.025033  -0.066   0.352   0.174
    0.062930    0.000000   -2.122303   0.000   0.286   0.000
    0.062930    0.031355   -2.083788   0.152   0.308  -0.094
    0.062930    0.062709   -2.049144   0.122   0.346  -0.072
    0.062930    0.094064   -2.059650   0.080   0.342  -0.018
    0.062930    0.125419   -2.097490   0.070   0.328   0.024
    0.062930    0.156774   -2.146270   0.088   0.222   0.106
    0.062930    0.188128   -2.190446   0.118  -0.060   0.146
    0.062930    0.219483   -2.234117   0.164  -0.118   0.134
    0.062930    0.250838   -2.279432   0.218  -0.124   0.120
    0.062930    0.282192   -2.325977   0.268  -0.120   0.098
    0.062930    0.313547   -2.373965   0.310  -0.114   0.070
    0.062930    0.344902   -2.424059   0.340  -0.110   0.038
    0.062930    0.376257   -2.477025   0.364  -0.102   0.006
    0.062930    0.407611   -2.533499   0.380  -0.096  -0.026
    0.062930    0.438966   -2.593866   0.392  -0.090  -0.056
