    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    27   43
    #Band-Index:   40
    0.000000    0.000000   -1.916307   0.000   0.300   0.000
    0.000000    0.031760   -1.883781  -0.260   0.000   0.044
    0.000000    0.063520   -1.916821  -0.208   0.000   0.140
    0.000000    0.095279   -1.966961  -0.134   0.000   0.164
    0.000000    0.127039   -2.025662  -0.060   0.000   0.148
    0.000000    0.158799   -2.087934   0.012   0.000   0.082
    0.000000    0.190559   -2.137053   0.026   0.000   0.106
    0.000000    0.222319   -2.185581   0.076   0.000   0.140
    0.000000    0.254079   -2.232516   0.144   0.000   0.158
    0.000000    0.285838   -2.277336   0.216   0.000   0.150
    0.000000    0.317598   -2.320764   0.282   0.000   0.124
    0.000000    0.349358   -2.364262   0.330   0.000   0.088
    0.000000    0.381118   -2.409492   0.364   0.000   0.046
    0.000000    0.412878   -2.457919   0.388   0.000   0.004
    0.000000    0.444637   -2.510622   0.402   0.000  -0.036
    0.000000    0.476397   -2.568220   0.410   0.000  -0.070
    0.000000    0.508157   -2.630886   0.412   0.000  -0.104
    0.000000    0.539917   -2.698408   0.410   0.000  -0.132
    0.000000    0.571677   -2.770267   0.404   0.000  -0.158
    0.000000    0.603437   -2.845714   0.398   0.000  -0.180
    0.000000    0.635196   -2.923845   0.388   0.000  -0.202
    0.000000    0.666956   -3.003642   0.376   0.000  -0.224
    0.000000   -0.666956   -3.003642  -0.376   0.000   0.224
    0.000000   -0.635196   -2.923845  -0.388   0.000   0.202
    0.000000   -0.603437   -2.845714  -0.398   0.000   0.180
    0.000000   -0.571677   -2.770267  -0.404   0.000   0.158
    0.000000   -0.539917   -2.698408  -0.410   0.000   0.132
    0.000000   -0.508157   -2.630886  -0.412   0.000   0.104
    0.000000   -0.476397   -2.568220  -0.410   0.000   0.070
    0.000000   -0.444637   -2.510622  -0.402   0.000   0.036
    0.000000   -0.412878   -2.457919  -0.388   0.000  -0.004
    0.000000   -0.381118   -2.409492  -0.364   0.000  -0.046
    0.000000   -0.349358   -2.364262  -0.330   0.000  -0.088
    0.000000   -0.317598   -2.320764  -0.282   0.000  -0.124
    0.000000   -0.285838   -2.277336  -0.216   0.000  -0.150
    0.000000   -0.254079   -2.232516  -0.144   0.000  -0.158
    0.000000   -0.222319   -2.185581  -0.076   0.000  -0.140
    0.000000   -0.190559   -2.137053  -0.026   0.000  -0.106
    0.000000   -0.158799   -2.087934  -0.012   0.000  -0.082
    0.000000   -0.127039   -2.025662   0.060   0.000  -0.148
    0.000000   -0.095279   -1.966961   0.134   0.000  -0.164
