    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    27   42
    #Band-Index:   40
    0.000000    0.000000   -1.961104   0.002  -0.198   0.008
    0.000000    0.031355   -1.917372  -0.280   0.000  -0.042
    0.000000    0.062709   -1.969127  -0.246   0.000   0.132
    0.000000    0.094064   -2.028560  -0.188   0.000   0.198
    0.000000    0.125419   -2.091433  -0.118   0.000   0.224
    0.000000    0.156774   -2.158326  -0.040   0.000   0.218
    0.000000    0.188128   -2.226702   0.046   0.000   0.180
    0.000000    0.219483   -2.287979   0.094   0.000   0.118
    0.000000    0.250838   -2.342067   0.122   0.000   0.116
    0.000000    0.282192   -2.392452   0.164   0.000   0.122
    0.000000    0.313547   -2.439601   0.216   0.000   0.116
    0.000000    0.344902   -2.484044   0.268   0.000   0.098
    0.000000    0.376257   -2.526748   0.312   0.000   0.072
    0.000000    0.407611   -2.568877   0.344   0.000   0.038
    0.000000    0.438966   -2.611571   0.368   0.000   0.002
    0.000000    0.470321   -2.655778   0.384   0.000  -0.032
    0.000000    0.501676   -2.702181   0.392   0.000  -0.066
    0.000000    0.533030   -2.751187   0.396   0.000  -0.096
    0.000000    0.564385   -2.802953   0.396   0.000  -0.122
    0.000000    0.595740   -2.857413   0.394   0.000  -0.148
    0.000000    0.627094   -2.914318   0.388   0.000  -0.172
    0.000000   -0.658449   -2.973274   0.382   0.000  -0.192
    0.000000   -0.627094   -3.033778   0.372   0.000  -0.210
    0.000000   -0.595740   -3.095238   0.360   0.000  -0.228
    0.000000   -0.564385   -3.095238  -0.360   0.000   0.228
    0.000000   -0.533030   -3.033778  -0.372   0.000   0.210
    0.000000   -0.501676   -2.973274  -0.382   0.000   0.192
    0.000000   -0.470321   -2.914318  -0.388   0.000   0.172
    0.000000   -0.438966   -2.857413  -0.394   0.000   0.148
    0.000000   -0.407611   -2.802953  -0.396   0.000   0.122
    0.000000   -0.376257   -2.751187  -0.396   0.000   0.096
    0.000000   -0.344902   -2.702181  -0.392   0.000   0.066
    0.000000   -0.313547   -2.655778  -0.384   0.000   0.032
    0.000000   -0.282192   -2.611571  -0.368   0.000  -0.002
    0.000000   -0.250838   -2.568877  -0.344   0.000  -0.038
    0.000000   -0.219483   -2.526748  -0.312   0.000  -0.072
    0.000000   -0.188128   -2.484044  -0.268   0.000  -0.098
    0.000000   -0.156774   -2.439601  -0.216   0.000  -0.116
    0.000000   -0.125419   -2.392452  -0.164   0.000  -0.122
    0.000000   -0.094064   -2.342067  -0.122   0.000  -0.116
    0.000000   -0.062709   -2.287979  -0.094   0.000  -0.118
    0.000000   -0.031355   -2.226702  -0.046   0.000  -0.180
    0.031465    0.000000   -1.984056   0.000   0.398   0.000
    0.031465    0.031355   -1.963200  -0.068   0.334  -0.120
    0.031465    0.062709   -1.986403  -0.156   0.258   0.050
    0.031465    0.094064   -2.033016  -0.154   0.182   0.148
    0.031465    0.125419   -2.089604  -0.110   0.112   0.200
    0.031465    0.156774   -2.152632  -0.046   0.032   0.212
    0.031465    0.188128   -2.218753   0.020  -0.088   0.186
    0.031465    0.219483   -2.280584   0.064  -0.152   0.128
    0.031465    0.250838   -2.336014   0.100  -0.114   0.118
    0.031465    0.282192   -2.387652   0.148  -0.086   0.122
    0.031465    0.313547   -2.436018   0.202  -0.068   0.116
    0.031465    0.344902   -2.481621   0.256  -0.058   0.098
    0.031465    0.376257   -2.525393   0.302  -0.052   0.072
    0.031465    0.407611   -2.568491   0.338  -0.046   0.038
    0.031465    0.438966   -2.612046   0.362  -0.046   0.002
    0.031465    0.470321   -2.657007   0.380  -0.042  -0.032
    0.031465    0.501676   -2.704060   0.388  -0.038  -0.064
    0.031465    0.533030   -2.753614   0.392  -0.036  -0.096
    0.031465    0.564385   -2.805828   0.394  -0.034  -0.122
    0.031465    0.595740   -2.860629   0.390  -0.030  -0.146
    0.031465    0.627094   -2.917767   0.386  -0.026  -0.168
