    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    27   41
    #Band-Index:   40
    0.000000    0.000000   -2.231610   0.000   0.350   0.000
    0.000000    0.031556   -2.124769   0.002   0.000  -0.374
    0.000000    0.063112   -2.026424  -0.142   0.000   0.030
    0.000000    0.094668   -2.076180  -0.106   0.000   0.050
    0.000000    0.126224   -2.130294  -0.072   0.000   0.108
    0.000000    0.157780   -2.176739   0.094   0.000   0.168
    0.000000    0.189336   -2.218768   0.180   0.000   0.148
    0.000000    0.220892   -2.262147   0.236   0.000   0.130
    0.000000    0.252448   -2.306631   0.284   0.000   0.106
    0.000000    0.284004   -2.352336   0.322   0.000   0.080
    0.000000    0.315560   -2.399898   0.354   0.000   0.050
    0.000000    0.347116   -2.450134   0.376   0.000   0.018
    0.000000    0.378672   -2.503788   0.392   0.000  -0.014
    0.000000    0.410228   -2.561390   0.404   0.000  -0.044
    0.000000    0.441784   -2.623189   0.408   0.000  -0.072
    0.000000    0.473340   -2.689147   0.410   0.000  -0.098
    0.000000    0.504896   -2.758980   0.408   0.000  -0.124
    0.000000    0.536451   -2.832187   0.404   0.000  -0.146
    0.000000    0.568007   -2.908110   0.398   0.000  -0.168
    0.000000    0.599563   -2.985979   0.390   0.000  -0.188
    0.000000    0.631119   -3.064941   0.378   0.000  -0.206
    0.000000    0.662675   -3.064941  -0.378   0.000   0.206
    0.000000    0.694231   -2.985979  -0.390   0.000   0.188
    0.000000    0.725787   -2.908110  -0.398   0.000   0.168
    0.000000    0.757343   -2.832187  -0.404   0.000   0.146
    0.000000    0.788899   -2.758980  -0.408   0.000   0.124
    0.000000    0.820455   -2.689147  -0.410   0.000   0.098
    0.000000    0.852011   -2.623189  -0.408   0.000   0.072
    0.000000    0.883567   -2.561390  -0.404   0.000   0.044
    0.000000    0.915123   -2.503788  -0.392   0.000   0.014
    0.000000    0.946679   -2.450134  -0.376   0.000  -0.018
    0.000000    0.978235   -2.399898  -0.354   0.000  -0.050
    0.000000    1.009791   -2.352336  -0.322   0.000  -0.080
