    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    27   43
    #Band-Index:   40
    0.000000    0.000000   -2.010759   0.000   0.330   0.000
    0.000000    0.031182   -1.946509  -0.242   0.000  -0.062
    0.000000    0.062365   -1.966572  -0.186   0.000   0.092
    0.000000    0.093547   -2.012013  -0.108   0.000   0.118
    0.000000    0.124729   -2.065965  -0.050   0.000   0.110
    0.000000    0.155912   -2.118983   0.014   0.000   0.116
    0.000000    0.187094   -2.165820   0.070   0.000   0.134
    0.000000    0.218277   -2.211993   0.130   0.000   0.148
    0.000000    0.249459   -2.257093   0.194   0.000   0.148
    0.000000    0.280641   -2.301055   0.254   0.000   0.132
    0.000000    0.311824   -2.344665   0.306   0.000   0.102
    0.000000    0.343006   -2.389171   0.346   0.000   0.068
    0.000000    0.374188   -2.435884   0.374   0.000   0.028
    0.000000    0.405371   -2.485913   0.392   0.000  -0.008
    0.000000    0.436553   -2.540043   0.404   0.000  -0.044
    0.000000    0.467736   -2.598683   0.408   0.000  -0.074
    0.000000    0.498918   -2.661882   0.410   0.000  -0.104
    0.000000    0.530100   -2.729383   0.408   0.000  -0.130
    0.000000    0.561283   -2.800674   0.402   0.000  -0.156
    0.000000    0.592465   -2.875070   0.396   0.000  -0.178
    0.000000    0.623647   -2.951744   0.388   0.000  -0.198
    0.000000    0.654830   -3.029779   0.378   0.000  -0.218
    0.000000    0.686012   -3.029779  -0.378   0.000   0.218
    0.000000    0.717194   -2.951744  -0.388   0.000   0.198
    0.000000    0.748377   -2.875070  -0.396   0.000   0.178
    0.000000    0.779559   -2.800674  -0.402   0.000   0.156
    0.000000    0.810742   -2.729383  -0.408   0.000   0.130
    0.000000    0.841924   -2.661882  -0.410   0.000   0.104
    0.000000    0.873106   -2.598683  -0.408   0.000   0.074
    0.000000    0.904289   -2.540043  -0.404   0.000   0.044
    0.000000    0.935471   -2.485913  -0.392   0.000   0.008
    0.000000    0.966653   -2.435884  -0.374   0.000  -0.028
    0.000000    0.997836   -2.389171  -0.346   0.000  -0.068
    0.000000    1.029018   -2.344665  -0.306   0.000  -0.102
    0.000000    1.060201   -2.301055  -0.254   0.000  -0.132
    0.000000    1.091383   -2.257093  -0.194   0.000  -0.148
    0.000000    1.122565   -2.211993  -0.130   0.000  -0.148
    0.000000    1.153748   -2.165820  -0.070   0.000  -0.134
    0.000000    1.184930   -2.118983  -0.014   0.000  -0.116
    0.000000    1.216112   -2.065965   0.050   0.000  -0.110
    0.000000    1.247295   -2.012013   0.108   0.000  -0.118
    0.000000    1.278477   -1.966572   0.186   0.000  -0.092
    0.000000    1.309659   -1.946509   0.242   0.000   0.062
    0.031465    0.000000   -1.981289   0.000   0.416   0.000
    0.031465    0.031182   -1.963241   0.018   0.414  -0.078
    0.031465    0.062365   -1.976864  -0.032   0.360   0.022
    0.031465    0.093547   -2.015014  -0.026   0.298   0.068
    0.031465    0.124729   -2.065001   0.000   0.248   0.082
    0.031465    0.155912   -2.117734   0.020   0.064   0.114
