    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    27   46
    #Band-Index:   40
    0.000000    0.000000   -1.570985   0.000  -0.076   0.000
    0.000000    0.031435   -1.601852  -0.200   0.000   0.162
    0.000000    0.062870   -1.669464  -0.256   0.000   0.232
    0.000000    0.094305   -1.739080  -0.260   0.000   0.264
    0.000000    0.125740   -1.809488  -0.226   0.000   0.278
    0.000000    0.157175   -1.882895  -0.174   0.000   0.270
    0.000000    0.188609   -1.959047  -0.134   0.000   0.230
    0.000000    0.220044   -2.031564  -0.112   0.000   0.156
    0.000000    0.251479   -2.091640  -0.060   0.000   0.140
    0.000000    0.282914   -2.143648   0.008   0.000   0.174
    0.000000    0.314349   -2.190196   0.092   0.000   0.198
    0.000000    0.345784   -2.232221   0.184   0.000   0.194
    0.000000    0.377219   -2.271335   0.268   0.000   0.160
    0.000000    0.408654   -2.309838   0.330   0.000   0.110
    0.000000    0.440089   -2.350157   0.374   0.000   0.052
    0.000000    0.471524   -2.394339   0.400   0.000   0.000
    0.000000    0.502959   -2.443797   0.412   0.000  -0.048
    0.000000    0.534393   -2.499280   0.416   0.000  -0.092
    0.000000    0.565828   -2.560947   0.414   0.000  -0.128
    0.000000    0.597263   -2.628469   0.410   0.000  -0.160
    0.000000    0.628698   -2.701158   0.400   0.000  -0.188
    0.000000    0.660133   -2.778075   0.390   0.000  -0.210
    0.000000    0.691568   -2.858117   0.378   0.000  -0.232
    0.000000    0.723003   -2.940068   0.048   0.000  -0.033
    0.000000    0.754438   -2.858117  -0.378   0.000   0.232
    0.000000    0.785873   -2.778075  -0.390   0.000   0.210
    0.000000    0.817308   -2.701158  -0.400   0.000   0.188
    0.000000    0.848743   -2.628469  -0.410   0.000   0.160
    0.000000    0.880178   -2.560947  -0.414   0.000   0.128
    0.000000    0.911612   -2.499280  -0.416   0.000   0.092
    0.000000    0.943047   -2.443797  -0.412   0.000   0.048
    0.000000    0.974482   -2.394339  -0.400   0.000   0.000
    0.000000    1.005917   -2.350157  -0.374   0.000  -0.052
    0.000000    1.037352   -2.309838  -0.330   0.000  -0.110
    0.000000    1.068787   -2.271335  -0.268   0.000  -0.160
    0.000000    1.100222   -2.232221  -0.184   0.000  -0.194
    0.000000    1.131657   -2.190196  -0.092   0.000  -0.198
    0.000000    1.163092   -2.143648  -0.008   0.000  -0.174
