  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.000  -35.6474     0.000     0.998
    0.021  -35.6474     0.000     0.998
    0.043  -35.6474     0.000     0.998
    0.064  -35.6474     0.000     0.998
    0.086  -35.6474     0.000     0.998
    0.107  -35.6474     0.000     0.998
    0.128  -35.6474     0.000     0.998
    0.150  -35.6474     0.000     0.998
    0.171  -35.6474     0.000     0.998
    0.193  -35.6474     0.000     0.998
    0.214  -35.6474     0.000     0.998
    0.236  -35.6474     0.000     0.998
    0.257  -35.6474     0.000     0.998
    0.278  -35.6474     0.000     0.998
    0.300  -35.6474     0.000     0.998
    0.321  -35.6474     0.000     0.998
    0.343  -35.6474     0.000     0.998
    0.364  -35.6474     0.000     0.998
    0.385  -35.6474     0.000     0.998
    0.407  -35.6474     0.000     0.998
    0.407  -35.6474     0.000     0.998
    0.453  -35.6474     0.000     0.998
    0.500  -35.6474     0.000     0.998
    0.546  -35.6474     0.000     0.998
    0.592  -35.6474     0.000     0.998
    0.639  -35.6474     0.000     0.998
    0.685  -35.6474     0.000     0.998
    0.732  -35.6473     0.000     0.998
    0.778  -35.6473     0.000     0.998
    0.824  -35.6473     0.000     0.998
    0.871  -35.6473     0.000     0.998
    0.917  -35.6473     0.000     0.998
    0.964  -35.6472     0.000     0.998
    1.010  -35.6472     0.000     0.998
    1.057  -35.6472     0.000     0.998
    1.103  -35.6472     0.000     0.998
    1.149  -35.6472     0.000     0.998
    1.196  -35.6471     0.000     0.998
    1.242  -35.6471     0.000     0.998
    1.289  -35.6471     0.000     0.998
    1.289  -35.6471     0.000     0.998
    1.335  -35.6471     0.000     0.998
    1.381  -35.6471     0.000     0.998
    1.428  -35.6472     0.000     0.998
    1.474  -35.6472     0.000     0.998
    1.521  -35.6472     0.000     0.998
    1.567  -35.6472     0.000     0.998
    1.613  -35.6472     0.000     0.998
    1.660  -35.6473     0.000     0.998
    1.706  -35.6473     0.000     0.998
    1.753  -35.6473     0.000     0.998
    1.799  -35.6473     0.000     0.998
    1.845  -35.6473     0.000     0.998
    1.892  -35.6474     0.000     0.998
    1.938  -35.6474     0.000     0.998
    1.985  -35.6474     0.000     0.998
    2.031  -35.6474     0.000     0.998
    2.078  -35.6474     0.000     0.998
    2.124  -35.6474     0.000     0.998
    2.170  -35.6474     0.000     0.998
    2.170  -35.6474     0.000     0.998
    2.212  -35.6474     0.000     0.998
    2.253  -35.6474     0.000     0.998
    2.294  -35.6474     0.000     0.998
    2.335  -35.6474     0.000     0.998
    2.376  -35.6474     0.000     0.998
    2.417  -35.6474     0.000     0.998
    2.459  -35.6474     0.000     0.998
    2.500  -35.6473     0.000     0.998
    2.541  -35.6473     0.000     0.998
    2.582  -35.6473     0.000     0.998
    2.623  -35.6473     0.000     0.998
    2.664  -35.6473     0.000     0.998
    2.706  -35.6472     0.000     0.998
    2.747  -35.6472     0.000     0.998
    2.788  -35.6472     0.000     0.998
    2.829  -35.6472     0.000     0.998
    2.870  -35.6472     0.000     0.998
    2.911  -35.6472     0.000     0.998
    2.953  -35.6472     0.000     0.998
 
# Band-Index:    2
    2.953  -35.6472     0.000     0.998
    2.911  -35.6471     0.000     0.998
    2.870  -35.6472     0.000     0.998
    2.829  -35.6472     0.000     0.998
    2.788  -35.6472     0.000     0.998
    2.747  -35.6472     0.000     0.998
    2.706  -35.6472     0.000     0.999
    2.664  -35.6472     0.000     0.998
    2.623  -35.6473     0.000     0.998
    2.582  -35.6473     0.000     0.998
    2.541  -35.6473     0.000     0.998
    2.500  -35.6473     0.000     0.998
    2.459  -35.6473     0.000     0.998
    2.417  -35.6474     0.000     0.998
    2.376  -35.6474     0.000     0.998
    2.335  -35.6474     0.000     0.998
    2.294  -35.6474     0.000     0.998
    2.253  -35.6474     0.000     0.998
    2.212  -35.6474     0.000     0.998
    2.170  -35.6474     0.000     0.998
    2.170  -35.6474     0.000     0.998
    2.124  -35.6474     0.000     0.998
    2.078  -35.6474     0.000     0.998
    2.031  -35.6474     0.000     0.998
    1.985  -35.6474     0.000     0.998
    1.938  -35.6474     0.000     0.998
    1.892  -35.6473     0.000     0.998
    1.845  -35.6473     0.000     0.998
    1.799  -35.6473     0.000     0.998
    1.753  -35.6473     0.000     0.998
    1.706  -35.6473     0.000     0.998
    1.660  -35.6472     0.000     0.998
    1.613  -35.6472     0.000     0.998
    1.567  -35.6472     0.000     0.998
    1.521  -35.6472     0.000     0.998
    1.474  -35.6472     0.000     0.998
    1.428  -35.6471     0.000     0.998
    1.381  -35.6471     0.000     0.998
    1.335  -35.6471     0.000     0.998
    1.289  -35.6471     0.000     0.998
    1.289  -35.6471     0.000     0.998
    1.242  -35.6471     0.000     0.998
    1.196  -35.6471     0.000     0.998
    1.149  -35.6471     0.000     0.998
    1.103  -35.6472     0.000     0.998
    1.057  -35.6472     0.000     0.998
    1.010  -35.6472     0.000     0.998
    0.964  -35.6472     0.000     0.998
    0.917  -35.6472     0.000     0.998
    0.871  -35.6473     0.000     0.998
    0.824  -35.6473     0.000     0.998
    0.778  -35.6473     0.000     0.998
    0.732  -35.6473     0.000     0.998
    0.685  -35.6473     0.000     0.998
    0.639  -35.6474     0.000     0.998
    0.592  -35.6474     0.000     0.998
    0.546  -35.6474     0.000     0.998
    0.500  -35.6474     0.000     0.998
    0.453  -35.6474     0.000     0.998
    0.407  -35.6474     0.000     0.998
    0.407  -35.6474     0.000     0.998
    0.385  -35.6474     0.000     0.998
    0.364  -35.6474     0.000     0.998
    0.343  -35.6474     0.000     0.998
    0.321  -35.6474     0.000     0.998
    0.300  -35.6474     0.000     0.998
    0.278  -35.6474     0.000     0.998
    0.257  -35.6474     0.000     0.998
    0.236  -35.6474     0.000     0.998
    0.214  -35.6474     0.000     0.998
    0.193  -35.6474     0.000     0.998
    0.171  -35.6474     0.000     0.998
    0.150  -35.6474     0.000     0.998
    0.128  -35.6474     0.000     0.998
    0.107  -35.6474     0.000     0.998
    0.086  -35.6474     0.000     0.998
    0.064  -35.6474     0.000     0.998
    0.043  -35.6474     0.000     0.998
    0.021  -35.6474     0.000     0.998
    0.000  -35.6474     0.000     0.998
 
# Band-Index:    3
    0.000  -35.6474     0.000     0.998
    0.021  -35.6474     0.000     0.998
    0.043  -35.6473     0.000     0.998
    0.064  -35.6474     0.000     0.998
    0.086  -35.6474     0.000     0.998
    0.107  -35.6473     0.000     0.998
    0.128  -35.6473     0.000     0.998
    0.150  -35.6473     0.000     0.998
    0.171  -35.6473     0.000     0.998
    0.193  -35.6473     0.000     0.998
    0.214  -35.6473     0.000     0.998
    0.236  -35.6473     0.000     0.998
    0.257  -35.6473     0.000     0.998
    0.278  -35.6473     0.000     0.998
