  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.000  -35.6693     0.000     0.998
    0.022  -35.6693     0.000     0.998
    0.043  -35.6693     0.000     0.998
    0.065  -35.6694     0.000     0.998
    0.086  -35.6694     0.000     0.998
    0.108  -35.6694     0.000     0.998
    0.130  -35.6694     0.000     0.998
    0.151  -35.6694     0.000     0.998
    0.173  -35.6694     0.000     0.998
    0.194  -35.6694     0.000     0.998
    0.216  -35.6694     0.000     0.998
    0.238  -35.6694     0.000     0.998
    0.259  -35.6694     0.000     0.998
    0.281  -35.6694     0.000     0.998
    0.302  -35.6694     0.000     0.998
    0.324  -35.6694     0.000     0.998
    0.346  -35.6694     0.000     0.998
    0.367  -35.6694     0.000     0.998
    0.389  -35.6694     0.000     0.998
    0.411  -35.6694     0.000     0.998
    0.411  -35.6694     0.000     0.998
    0.457  -35.6694     0.000     0.998
    0.504  -35.6694     0.000     0.998
    0.550  -35.6694     0.000     0.998
    0.597  -35.6694     0.000     0.998
    0.643  -35.6694     0.000     0.998
    0.690  -35.6693     0.000     0.998
    0.736  -35.6693     0.000     0.998
    0.783  -35.6693     0.000     0.998
    0.829  -35.6693     0.000     0.998
    0.876  -35.6693     0.000     0.998
    0.922  -35.6692     0.000     0.998
    0.969  -35.6692     0.000     0.998
    1.015  -35.6692     0.000     0.998
    1.061  -35.6692     0.000     0.998
    1.108  -35.6691     0.000     0.998
    1.154  -35.6691     0.000     0.998
    1.201  -35.6691     0.000     0.998
    1.247  -35.6691     0.000     0.998
    1.294  -35.6691     0.000     0.998
    1.294  -35.6691     0.000     0.999
    1.340  -35.6691     0.000     0.998
    1.387  -35.6691     0.000     0.998
    1.433  -35.6691     0.000     0.998
    1.480  -35.6691     0.000     0.998
    1.526  -35.6692     0.000     0.998
    1.573  -35.6692     0.000     0.998
    1.619  -35.6692     0.000     0.998
    1.666  -35.6692     0.000     0.998
    1.712  -35.6693     0.000     0.998
    1.759  -35.6693     0.000     0.998
    1.805  -35.6693     0.000     0.998
    1.852  -35.6693     0.000     0.998
    1.898  -35.6693     0.000     0.998
    1.945  -35.6694     0.000     0.998
    1.991  -35.6694     0.000     0.998
    2.038  -35.6694     0.000     0.998
    2.084  -35.6694     0.000     0.998
    2.131  -35.6694     0.000     0.998
    2.177  -35.6694     0.000     0.998
    2.177  -35.6694     0.000     0.998
    2.219  -35.6694     0.000     0.998
    2.260  -35.6694     0.000     0.998
    2.301  -35.6694     0.000     0.998
    2.342  -35.6694     0.000     0.998
    2.383  -35.6694     0.000     0.998
    2.424  -35.6693     0.000     0.998
    2.466  -35.6693     0.000     0.998
    2.507  -35.6693     0.000     0.998
    2.548  -35.6693     0.000     0.998
    2.589  -35.6693     0.000     0.998
    2.630  -35.6693     0.000     0.998
    2.672  -35.6692     0.000     0.998
    2.713  -35.6692     0.000     0.998
    2.754  -35.6692     0.000     0.998
    2.795  -35.6692     0.000     0.998
    2.836  -35.6691     0.000     0.998
    2.877  -35.6691     0.000     0.998
    2.919  -35.6691     0.000     0.998
    2.960  -35.6691     0.000     0.999
 
# Band-Index:    2
    2.960  -35.6691     0.000     0.999
    2.919  -35.6691     0.000     0.998
    2.877  -35.6691     0.000     0.998
    2.836  -35.6691     0.000     0.998
    2.795  -35.6692     0.000     0.998
    2.754  -35.6692     0.000     0.998
    2.713  -35.6692     0.000     0.998
    2.672  -35.6692     0.000     0.998
    2.630  -35.6692     0.000     0.998
    2.589  -35.6692     0.000     0.998
    2.548  -35.6693     0.000     0.998
    2.507  -35.6693     0.000     0.998
    2.466  -35.6693     0.000     0.998
    2.424  -35.6693     0.000     0.998
    2.383  -35.6693     0.000     0.998
    2.342  -35.6693     0.000     0.998
    2.301  -35.6694     0.000     0.998
    2.260  -35.6694     0.000     0.998
    2.219  -35.6694     0.000     0.998
    2.177  -35.6694     0.000     0.998
    2.177  -35.6694     0.000     0.998
    2.131  -35.6694     0.000     0.998
    2.084  -35.6694     0.000     0.998
    2.038  -35.6694     0.000     0.998
    1.991  -35.6694     0.000     0.998
    1.945  -35.6693     0.000     0.998
    1.898  -35.6693     0.000     0.998
    1.852  -35.6693     0.000     0.998
    1.805  -35.6693     0.000     0.998
    1.759  -35.6692     0.000     0.998
