  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.000  -35.8454     0.000     0.998
    0.023  -35.8454     0.000     0.998
    0.046  -35.8454     0.000     0.998
    0.069  -35.8454     0.000     0.998
    0.091  -35.8455     0.000     0.998
    0.114  -35.8455     0.000     0.998
    0.137  -35.8455     0.000     0.998
    0.160  -35.8455     0.000     0.998
    0.183  -35.8455     0.000     0.998
    0.206  -35.8455     0.000     0.998
    0.229  -35.8455     0.000     0.998
    0.251  -35.8456     0.000     0.998
    0.274  -35.8456     0.000     0.998
    0.297  -35.8456     0.000     0.998
    0.320  -35.8456     0.000     0.998
    0.343  -35.8456     0.000     0.998
    0.366  -35.8456     0.000     0.998
    0.389  -35.8456     0.000     0.998
    0.411  -35.8456     0.000     0.998
    0.434  -35.8456     0.000     0.998
    0.434  -35.8456     0.000     0.998
    0.481  -35.8456     0.000     0.998
    0.528  -35.8456     0.000     0.998
    0.575  -35.8456     0.000     0.998
    0.623  -35.8456     0.000     0.998
    0.670  -35.8455     0.000     0.998
    0.717  -35.8455     0.000     0.998
    0.764  -35.8455     0.000     0.998
    0.811  -35.8454     0.000     0.998
    0.858  -35.8454     0.000     0.998
    0.905  -35.8454     0.000     0.998
    0.952  -35.8453     0.000     0.998
    0.999  -35.8453     0.000     0.998
    1.046  -35.8453     0.000     0.998
    1.093  -35.8452     0.000     0.998
    1.141  -35.8452     0.000     0.998
    1.188  -35.8452     0.000     0.998
    1.235  -35.8452     0.000     0.998
    1.282  -35.8452     0.000     0.998
    1.329  -35.8451     0.000     0.999
    1.329  -35.8451     0.000     0.998
    1.376  -35.8452     0.000     0.998
    1.423  -35.8452     0.000     0.998
    1.470  -35.8452     0.000     0.998
    1.517  -35.8452     0.000     0.998
    1.564  -35.8452     0.000     0.998
    1.611  -35.8453     0.000     0.998
    1.659  -35.8453     0.000     0.998
    1.706  -35.8453     0.000     0.998
    1.753  -35.8454     0.000     0.998
    1.800  -35.8454     0.000     0.998
    1.847  -35.8454     0.000     0.998
    1.894  -35.8455     0.000     0.998
    1.941  -35.8455     0.000     0.998
    1.988  -35.8455     0.000     0.998
    2.035  -35.8456     0.000     0.998
    2.082  -35.8456     0.000     0.998
    2.129  -35.8456     0.000     0.998
    2.177  -35.8456     0.000     0.998
    2.224  -35.8456     0.000     0.998
    2.224  -35.8456     0.000     0.998
    2.265  -35.8456     0.000     0.998
    2.306  -35.8456     0.000     0.998
    2.347  -35.8456     0.000     0.998
    2.388  -35.8456     0.000     0.998
    2.430  -35.8455     0.000     0.998
    2.471  -35.8455     0.000     0.998
    2.512  -35.8455     0.000     0.998
    2.553  -35.8454     0.000     0.998
    2.594  -35.8454     0.000     0.998
    2.635  -35.8454     0.000     0.998
    2.677  -35.8454     0.000     0.998
    2.718  -35.8453     0.000     0.998
    2.759  -35.8453     0.000     0.998
    2.800  -35.8453     0.000     0.998
    2.841  -35.8452     0.000     0.998
    2.882  -35.8452     0.000     0.998
    2.924  -35.8452     0.000     0.998
    2.965  -35.8452     0.000     0.998
    3.006  -35.8452     0.000     0.998
 
# Band-Index:    2
    3.006  -35.8452     0.000     0.998
    2.965  -35.8452     0.000     0.998
    2.924  -35.8452     0.000     0.998
    2.882  -35.8452     0.000     0.998
    2.841  -35.8452     0.000     0.998
    2.800  -35.8452     0.000     0.998
    2.759  -35.8453     0.000     0.998
    2.718  -35.8453     0.000     0.998
    2.677  -35.8453     0.000     0.998
    2.635  -35.8454     0.000     0.998
    2.594  -35.8454     0.000     0.998
    2.553  -35.8454     0.000     0.998
    2.512  -35.8455     0.000     0.998
    2.471  -35.8455     0.000     0.998
    2.430  -35.8455     0.000     0.998
    2.388  -35.8455     0.000     0.998
    2.347  -35.8456     0.000     0.998
    2.306  -35.8456     0.000     0.998
    2.265  -35.8456     0.000     0.998
    2.224  -35.8456     0.000     0.998
    2.224  -35.8456     0.000     0.998
    2.177  -35.8456     0.000     0.998
    2.129  -35.8456     0.000     0.998
    2.082  -35.8456     0.000     0.998
    2.035  -35.8455     0.000     0.998
    1.988  -35.8455     0.000     0.998
    1.941  -35.8455     0.000     0.998
    1.894  -35.8454     0.000     0.998
    1.847  -35.8454     0.000     0.998
    1.800  -35.8454     0.000     0.998
    1.753  -35.8453     0.000     0.998
    1.706  -35.8453     0.000     0.998
    1.659  -35.8453     0.000     0.998
    1.611  -35.8453     0.000     0.998
    1.564  -35.8452     0.000     0.998
    1.517  -35.8452     0.000     0.998
    1.470  -35.8452     0.000     0.998
    1.423  -35.8452     0.000     0.998
    1.376  -35.8452     0.000     0.998
    1.329  -35.8451     0.000     0.998
    1.329  -35.8451     0.000     0.998
    1.282  -35.8452     0.000     0.998
    1.235  -35.8452     0.000     0.998
    1.188  -35.8452     0.000     0.998
    1.141  -35.8452     0.000     0.998
    1.093  -35.8452     0.000     0.998
    1.046  -35.8453     0.000     0.998
    0.999  -35.8453     0.000     0.998
    0.952  -35.8453     0.000     0.998
    0.905  -35.8453     0.000     0.998
    0.858  -35.8454     0.000     0.998
    0.811  -35.8454     0.000     0.998
    0.764  -35.8454     0.000     0.998
    0.717  -35.8455     0.000     0.998
    0.670  -35.8455     0.000     0.998
    0.623  -35.8455     0.000     0.998
    0.575  -35.8456     0.000     0.998
    0.528  -35.8456     0.000     0.998
    0.481  -35.8456     0.000     0.998
    0.434  -35.8456     0.000     0.998
    0.434  -35.8456     0.000     0.998
    0.411  -35.8456     0.000     0.998
    0.389  -35.8456     0.000     0.998
    0.366  -35.8456     0.000     0.998
    0.343  -35.8456     0.000     0.998
    0.320  -35.8456     0.000     0.998
    0.297  -35.8456     0.000     0.998
    0.274  -35.8456     0.000     0.998
    0.251  -35.8456     0.000     0.998
    0.229  -35.8455     0.000     0.998
    0.206  -35.8455     0.000     0.998
    0.183  -35.8455     0.000     0.998
    0.160  -35.8455     0.000     0.998
    0.137  -35.8455     0.000     0.998
    0.114  -35.8455     0.000     0.998
    0.091  -35.8455     0.000     0.998
    0.069  -35.8454     0.000     0.998
    0.046  -35.8454     0.000     0.998
    0.023  -35.8454     0.000     0.998
    0.000  -35.8454     0.000     0.998
 
# Band-Index:    3
    0.000  -35.8454     0.000     0.998
    0.023  -35.8454     0.000     0.998
    0.046  -35.8454     0.000     0.998
    0.069  -35.8453     0.000     0.998
    0.091  -35.8453     0.000     0.998
    0.114  -35.8453     0.000     0.998
    0.137  -35.8453     0.000     0.998
    0.160  -35.8453     0.000     0.998
    0.183  -35.8453     0.000     0.998
    0.206  -35.8453     0.000     0.998
    0.229  -35.8453     0.000     0.998
    0.251  -35.8452     0.000     0.998
    0.274  -35.8452     0.000     0.998
    0.297  -35.8452     0.000     0.998
    0.320  -35.8452     0.000     0.998
    0.343  -35.8452     0.000     0.998
    0.366  -35.8452     0.000     0.998
    0.389  -35.8452     0.000     0.998
    0.411  -35.8452     0.000     0.998
    0.434  -35.8452     0.000     0.998
    0.434  -35.8452     0.000     0.998
    0.481  -35.8452     0.000     0.998
    0.528  -35.8452     0.000     0.998
    0.575  -35.8452     0.000     0.998
    0.623  -35.8452     0.000     0.998
    0.670  -35.8452     0.000     0.998
    0.717  -35.8452     0.000     0.998
    0.764  -35.8452     0.000     0.998
    0.811  -35.8452     0.000     0.998
    0.858  -35.8452     0.000     0.998
    0.905  -35.8452     0.000     0.998
    0.952  -35.8452     0.000     0.998
    0.999  -35.8452     0.000     0.998
    1.046  -35.8452     0.000     0.998
    1.093  -35.8452     0.000     0.998
    1.141  -35.8452     0.000     0.998
    1.188  -35.8452     0.000     0.998
    1.235  -35.8452     0.000     0.998
    1.282  -35.8452     0.000     0.998
    1.329  -35.8451     0.000     0.998
    1.329  -35.8451     0.000     0.998
    1.376  -35.8452     0.000     0.998
    1.423  -35.8452     0.000     0.998
    1.470  -35.8452     0.000     0.998
    1.517  -35.8452     0.000     0.998
    1.564  -35.8452     0.000     0.998
    1.611  -35.8452     0.000     0.998
    1.659  -35.8452     0.000     0.998
    1.706  -35.8452     0.000     0.998
    1.753  -35.8452     0.000     0.998
    1.800  -35.8452     0.000     0.998
    1.847  -35.8452     0.000     0.998
    1.894  -35.8452     0.000     0.998
