      0.00000000      0.13457409
      0.01000000      0.13457134
      0.02000000      0.13450566
      0.03000000      0.13434313
      0.04000000      0.13402407
      0.05000000      0.13378375
      0.05500000      0.13461766
      0.06000000      0.13474501
      0.07000000      0.00156869
      0.08000000      0.13457812
      0.09000000      0.13449866
      0.10000000      0.13442830
      0.11000000      0.13436540
      0.12000000      0.13430879
      0.13000000      0.13425769
      0.14000000      0.13421161
      0.15000000      0.13417025
      0.16000000      0.13413342
      0.17000000      0.13410099
      0.18000000      0.13407287
      0.19000000      0.13404901
      0.20000000      0.13402934
      0.21000000      0.13401381
      0.22000000      0.13400238
      0.23000000      0.13399498
      0.24000000      0.13399156
      0.25000000      0.13399204
      0.26000000      0.13399636
      0.27000000      0.13400442
      0.28000000      0.13401615
      0.29000000      0.13403143
      0.30000000      0.13405015
      0.31000000      0.13407220
      0.32000000      0.13409743
      0.33000000      0.13412571
      0.34000000      0.13415688
      0.35000000      0.13419078
      0.36000000      0.13422723
      0.37000000      0.13426606
      0.38000000      0.13430708
      0.39000000      0.13435010
      0.40000000      0.13439483
      0.41000000      0.13444125
      0.42000000      0.13448907
      0.43000000      0.13453809
      0.44000000      0.13458811
      0.45000000      0.13463893
      0.46000000      0.13469045
      0.47000000      0.13474229
      0.48000000      0.13479436
      0.49000000      0.13484649
      0.50000000      0.13489850
      0.51000000      0.13495023
      0.52000000      0.13500155
      0.53000000      0.13505231
      0.54000000      0.13510227
      0.55000000      0.13515157
      0.56000000      0.13519998
      0.57000000      0.13524742
      0.58000000      0.13529381
      0.59000000      0.13533911
      0.60000000      0.13538325
      0.61000000      0.13542620
      0.62000000      0.13546793
      0.63000000      0.13550840
      0.64000000      0.13554762
      0.65000000      0.13558555
      0.66000000      0.13562221
      0.67000000      0.13565759
      0.68000000      0.13569169
      0.69000000      0.13572453
      0.70000000      0.13575623
      0.71000000      0.13578656
      0.72000000      0.13581552
      0.73000000      0.13584339
      0.74000000      0.13587006
      0.75000000      0.13589553
      0.76000000      0.13591983
      0.77000000      0.13594309
      0.78000000      0.13596507
      0.79000000      0.13598590
      0.80000000      0.13600547
      0.81000000      0.13602405
      0.82000000      0.13604151
      0.83000000      0.13605786
      0.84000000      0.13607311
      0.85000000      0.13608726
      0.86000000      0.13610032
      0.87000000      0.13611230
      0.88000000      0.13612321
      0.89000000      0.13613304
      0.90000000      0.13614194
      0.91000000      0.13614966
      0.92000000      0.13615634
      0.93000000      0.13616198
      0.94000000      0.13616661
      0.95000000      0.13617022
      0.96000000      0.13617283
      0.97000000      0.13617446
      0.98000000      0.13617510
      0.99000000      0.13617477
      1.00000000      0.13617347
  
      0.00000000      0.13724750
      0.01000000      0.13723839
      0.02000000      0.13722786
      0.03000000      0.13721508
      0.04000000      0.13719974
      0.05000000      0.13718378
      0.05500000      0.13717522
      0.06000000      0.13716167
      0.07000000      0.13466756
      0.08000000      0.13712389
      0.09000000      0.13711525
      0.10000000      0.13711150
      0.11000000      0.13711144
      0.12000000      0.13711414
      0.13000000      0.13711891
      0.14000000      0.13712522
      0.15000000      0.13713265
      0.16000000      0.13714089
      0.17000000      0.13714973
      0.18000000      0.13715897
      0.19000000      0.13716848
      0.20000000      0.13717815
      0.21000000      0.13718792
      0.22000000      0.13719771
      0.23000000      0.13720749
      0.24000000      0.13721722
      0.25000000      0.13722688
      0.26000000      0.13723644
      0.27000000      0.13724590
      0.28000000      0.13725523
      0.29000000      0.13726443
      0.30000000      0.13727349
      0.31000000      0.13728240
      0.32000000      0.13729115
      0.33000000      0.13729973
      0.34000000      0.13730814
      0.35000000      0.13731637
      0.36000000      0.13732440
      0.37000000      0.13733222
      0.38000000      0.13733983
      0.39000000      0.13734722
      0.40000000      0.13735446
      0.41000000      0.13736135
      0.42000000      0.13736799
      0.43000000      0.13737436
      0.44000000      0.13738045
      0.45000000      0.13738626
      0.46000000      0.13739171
      0.47000000      0.13739695
      0.48000000      0.13740191
      0.49000000      0.13740659
      0.50000000      0.13741098
      0.51000000      0.13741510
      0.52000000      0.13741895
      0.53000000      0.13742254
      0.54000000      0.13742595
      0.55000000      0.13742905
      0.56000000      0.13743192
      0.57000000      0.13743458
      0.58000000      0.13743703
      0.59000000      0.13743929
      0.60000000      0.13744138
      0.61000000      0.13744331
      0.62000000      0.13744508
      0.63000000      0.13744672
      0.64000000      0.13744824
      0.65000000      0.13744964
      0.66000000      0.13745093
      0.67000000      0.13745214
      0.68000000      0.13745325
      0.69000000      0.13745430
      0.70000000      0.13745521
      0.71000000      0.13745613
      0.72000000      0.13745703
      0.73000000      0.13745783
      0.74000000      0.13745859
      0.75000000      0.13745929
      0.76000000      0.13745995
      0.77000000      0.13746052
      0.78000000      0.13746110
      0.79000000      0.13746164
      0.80000000      0.13746218
      0.81000000      0.13746264
      0.82000000      0.13746306
      0.83000000      0.13746343
      0.84000000      0.13746376
      0.85000000      0.13746405
      0.86000000      0.13746429
      0.87000000      0.13746449
      0.88000000      0.13746464
      0.89000000      0.13746475
      0.90000000      0.13746477
      0.91000000      0.13746479
      0.92000000      0.13746475
      0.93000000      0.13746467
      0.94000000      0.13746454
      0.95000000      0.13746437
      0.96000000      0.13746414
      0.97000000      0.13746387
      0.98000000      0.13746355
      0.99000000      0.13746317
      1.00000000      0.13746275
  
      0.00000000      0.14285077
      0.01000000      0.14280120
      0.02000000      0.14271057
      0.03000000      0.14257177
      0.04000000      0.14239189
      0.05000000      0.14261933
      0.05500000      0.14348680
      0.06000000      0.14362038
      0.07000000      0.13713889
      0.08000000      0.14366198
      0.09000000      0.14366165
      0.10000000      0.14365893
      0.11000000      0.14365515
      0.12000000      0.14365091
      0.13000000      0.14364646
      0.14000000      0.14364196
      0.15000000      0.14363748
      0.16000000      0.14363307
      0.17000000      0.14362879
      0.18000000      0.14362465
      0.19000000      0.14362068
      0.20000000      0.14361691
      0.21000000      0.14361334
      0.22000000      0.14361000
      0.23000000      0.14360690
      0.24000000      0.14360405
      0.25000000      0.14360145
      0.26000000      0.14359912
      0.27000000      0.14359705
      0.28000000      0.14359525
      0.29000000      0.14359371
      0.30000000      0.14359242
      0.31000000      0.14359139
      0.32000000      0.14359060
      0.33000000      0.14359003
      0.34000000      0.14358967
      0.35000000      0.14358950
      0.36000000      0.14358950
      0.37000000      0.14358964
      0.38000000      0.14358989
      0.39000000      0.14359022
      0.40000000      0.14359065
      0.41000000      0.14359102
      0.42000000      0.14359136
      0.43000000      0.14359162
      0.44000000      0.14359176
      0.45000000      0.14359174
      0.46000000      0.14359147
      0.47000000      0.14359102
      0.48000000      0.14359029
      0.49000000      0.14358928
      0.50000000      0.14358796
      0.51000000      0.14358631
      0.52000000      0.14358435
      0.53000000      0.14358207
      0.54000000      0.14357951
      0.55000000      0.14357664
      0.56000000      0.14357351
      0.57000000      0.14357014
      0.58000000      0.14356656
      0.59000000      0.14356280
      0.60000000      0.14355888
      0.61000000      0.14355484
      0.62000000      0.14355071
      0.63000000      0.14354650
      0.64000000      0.14354224
      0.65000000      0.14353795
      0.66000000      0.14353365
      0.67000000      0.14352937
      0.68000000      0.14352511
      0.69000000      0.14352088
      0.70000000      0.14351670
      0.71000000      0.14351259
      0.72000000      0.14350857
      0.73000000      0.14350461
      0.74000000      0.14350074
      0.75000000      0.14349697
      0.76000000      0.14349330
      0.77000000      0.14348972
      0.78000000      0.14348626
