#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -35.8454  -35.8454  -35.8454  -35.8454  -35.8206  -35.8206  -35.8206  -35.8206  -35.1231  -35.1231  -35.1230  -35.1230  -35.1031  -35.1031  -35.1031  -35.1031  -35.0905  -35.0905  -35.0905  -35.0905  -24.3811  -24.3811  -24.3809  -24.3809  -24.3393  -24.3393  -24.3376  -24.3376  -21.4359  -21.4359  -21.4340  -21.4340  -21.3950  -21.3950  -21.3944  -21.3944  -21.3724  -21.3724  -21.3699  -21.3699  -12.1895  -12.1895  -12.1712  -12.1712   -8.3885   -8.3885   -8.3605   -8.3605   -3.3518   -3.3518   -2.8568   -2.8568   -1.6698   -1.6698   -1.3177   -1.3177   -0.8197   -0.8197   -0.7423   -0.7423    0.9119    0.9119    1.1570    1.1570    2.3473    2.3473    2.9710    2.9710    3.3319    3.3319    3.5524    3.5524    4.5009    4.5009    4.5183    4.5183    4.9299
  0.0229  -35.8454  -35.8454  -35.8454  -35.8454  -35.8206  -35.8206  -35.8206  -35.8206  -35.1231  -35.1231  -35.1231  -35.1230  -35.1031  -35.1031  -35.1031  -35.1031  -35.0905  -35.0905  -35.0905  -35.0905  -24.3813  -24.3811  -24.3809  -24.3807  -24.3393  -24.3393  -24.3376  -24.3376  -21.4361  -21.4356  -21.4343  -21.4336  -21.3953  -21.3948  -21.3946  -21.3943  -21.3727  -21.3720  -21.3703  -21.3696  -12.2463  -12.2287  -12.1303  -12.1113   -8.4418   -8.4149   -8.3391   -8.3104   -3.4203   -3.2753   -2.9337   -2.7726   -1.7191   -1.6205   -1.3671   -1.2683   -0.8655   -0.7834   -0.7763   -0.7063    0.8902    0.9408    1.1451    1.1741    2.3030    2.3827    2.9331    2.9951    3.3056    3.3581    3.5264    3.5742    4.4489    4.4601    4.5534    4.5776    4.8692
  0.0457  -35.8454  -35.8454  -35.8454  -35.8454  -35.8206  -35.8206  -35.8206  -35.8206  -35.1231  -35.1231  -35.1230  -35.1230  -35.1031  -35.1031  -35.1031  -35.1031  -35.0905  -35.0905  -35.0905  -35.0905  -24.3815  -24.3814  -24.3807  -24.3805  -24.3393  -24.3393  -24.3376  -24.3376  -21.4364  -21.4354  -21.4347  -21.4333  -21.3954  -21.3947  -21.3946  -21.3941  -21.3730  -21.3716  -21.3706  -21.3693  -12.3006  -12.2837  -12.0688  -12.0493   -8.4989   -8.4734   -8.2936   -8.2645   -3.4804   -3.1908   -3.0034   -2.6814   -1.7680   -1.5714   -1.4159   -1.2190   -0.9135   -0.8294   -0.7357   -0.6750    0.8764    0.9760    1.1388    1.1956    2.2506    2.4092    2.8819    3.0056    3.2792    3.3839    3.4965    3.5917    4.3965    4.4029    4.6072    4.6386    4.8133
  0.0686  -35.8454  -35.8454  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8206  -35.1231  -35.1231  -35.1230  -35.1230  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0905  -35.0905  -35.0905  -24.3818  -24.3816  -24.3804  -24.3803  -24.3393  -24.3393  -24.3376  -24.3376  -21.4367  -21.4351  -21.4351  -21.4331  -21.3956  -21.3949  -21.3944  -21.3939  -21.3734  -21.3712  -21.3709  -21.3690  -12.3522  -12.3362  -12.0053  -11.9853   -8.5596   -8.5357   -8.2520   -8.2229   -3.5323   -3.0988   -3.0658   -2.5836   -1.8163   -1.5227   -1.4642   -1.1703   -0.9632   -0.8800   -0.6978   -0.6478    0.8704    1.0162    1.1381    1.2198    2.1912    2.4271    2.8188    3.0037    3.2526    3.4090    3.4633    3.6053    4.3435    4.3463    4.6630    4.7016    4.7582
  0.0914  -35.8455  -35.8455  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8206  -35.1232  -35.1232  -35.1230  -35.1229  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0906  -35.0905  -35.0905  -24.3820  -24.3818  -24.3802  -24.3801  -24.3393  -24.3392  -24.3376  -24.3376  -21.4370  -21.4355  -21.4349  -21.4328  -21.3958  -21.3950  -21.3941  -21.3937  -21.3737  -21.3713  -21.3708  -21.3687  -12.4010  -12.3858  -11.9399  -11.9196   -8.6235   -8.6017   -8.2142   -8.1854   -3.5760   -3.1212   -2.9997   -2.4795   -1.8637   -1.5118   -1.4747   -1.1227   -1.0141   -0.9344   -0.6624   -0.6239    0.8719    1.0592    1.1427    1.2441    2.1273    2.4370    2.7457    2.9908    3.2260    3.4275    3.4327    3.6153    4.2899    4.2907    4.7067    4.7197    4.7213
  0.1143  -35.8455  -35.8455  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8205  -35.1232  -35.1232  -35.1229  -35.1229  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0906  -35.0905  -35.0904  -24.3822  -24.3820  -24.3800  -24.3799  -24.3393  -24.3392  -24.3377  -24.3376  -21.4373  -21.4359  -21.4347  -21.4326  -21.3959  -21.3951  -21.3939  -21.3935  -21.3740  -21.3716  -21.3704  -21.3684  -12.4470  -12.4327  -11.8730  -11.8523   -8.6905   -8.6709   -8.1801   -8.1520   -3.6116   -3.1699   -2.8941   -2.3700   -1.9098   -1.5586   -1.4271   -1.0767   -1.0655   -0.9917   -0.6295   -0.6022    0.8804    1.1023    1.1521    1.2644    2.0626    2.4397    2.6651    2.9687    3.1996    3.3901    3.4546    3.6223    4.2361    4.2363    4.6580    4.6706    4.7819
  0.1371  -35.8455  -35.8455  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8205  -35.1232  -35.1232  -35.1229  -35.1229  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0906  -35.0905  -35.0904  -24.3824  -24.3822  -24.3798  -24.3797  -24.3393  -24.3392  -24.3377  -24.3376  -21.4376  -21.4362  -21.4345  -21.4324  -21.3960  -21.3952  -21.3936  -21.3933  -21.3742  -21.3719  -21.3701  -21.3681  -12.4901  -12.4767  -11.8047  -11.7840   -8.7600   -8.7427   -8.1495   -8.1224   -3.6394   -3.2124   -2.7827   -2.2561   -1.9542   -1.6046   -1.3801   -1.1167   -1.0509   -1.0330   -0.5986   -0.5814    0.8952    1.1421    1.1657    1.2749    2.0028    2.4362    2.5799    2.9392    3.1742    3.3522    3.4746    3.6268    4.1829    4.1836    4.6118    4.6240    4.8442
  0.1600  -35.8455  -35.8455  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8205  -35.1232  -35.1232  -35.1229  -35.1229  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0906  -35.0905  -35.0904  -24.3826  -24.3824  -24.3797  -24.3795  -24.3392  -24.3391  -24.3378  -24.3376  -21.4378  -21.4366  -21.4343  -21.4323  -21.3961  -21.3953  -21.3934  -21.3931  -21.3744  -21.3722  -21.3697  -21.3679  -12.5301  -12.5177  -11.7355  -11.7148   -8.8315   -8.8167   -8.1223   -8.0964   -3.6597   -3.2491   -2.6663   -2.1390   -1.9965   -1.6500   -1.3329   -1.1671   -1.1106   -0.9918   -0.5695   -0.5605    0.9155    1.1745    1.1826    1.2676    1.9555    2.4279    2.4938    2.9038    3.1506    3.3149    3.4925    3.6294    4.1310    4.1332    4.5679    4.5797    4.9069
  0.1828  -35.8455  -35.8455  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8205  -35.1233  -35.1232  -35.1229  -35.1229  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0906  -35.0904  -35.0904  -24.3827  -24.3826  -24.3795  -24.3794  -24.3392  -24.3391  -24.3378  -24.3377  -21.4381  -21.4370  -21.4341  -21.4322  -21.3962  -21.3954  -21.3931  -21.3929  -21.3747  -21.3725  -21.3693  -21.3676  -12.5671  -12.5557  -11.6659  -11.6453   -8.9044   -8.8920   -8.0981   -8.0737   -3.6731   -3.2807   -2.5458   -2.0363   -2.0207   -1.6949   -1.2848   -1.2161   -1.1698   -0.9536   -0.5419   -0.5385    0.9404    1.1943    1.2021    1.2353    1.9275    2.4112    2.4159    2.8638    3.1300    3.2794    3.5085    3.6305    4.0813    4.0855    4.5265    4.5378    4.9682
  0.2057  -35.8455  -35.8455  -35.8453  -35.8453  -35.8206  -35.8206  -35.8206  -35.8205  -35.1233  -35.1233  -35.1229  -35.1228  -35.1031  -35.1031  -35.1031  -35.1031  -35.0906  -35.0906  -35.0904  -35.0904  -24.3829  -24.3827  -24.3793  -24.3792  -24.3391  -24.3390  -24.3379  -24.3377  -21.4384  -21.4374  -21.4339  -21.4321  -21.3962  -21.3955  -21.3929  -21.3927  -21.3748  -21.3728  -21.3690  -21.3674  -12.6010  -12.5906  -11.5963  -11.5760   -8.9778   -8.9679   -8.0769   -8.0542   -3.6798   -3.3081   -2.4225   -2.0729   -1.9039   -1.7395   -1.2629   -1.2340   -1.2270   -0.9183   -0.5158   -0.5147    0.9691    1.1751    1.1959    1.2231    1.9214    2.3370    2.4015    2.8207    3.1136    3.2471    3.5226    3.6305    4.0343    4.0411    4.4878    4.4984    5.0257
