  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.000  -35.6273     0.000     0.998
    0.024  -35.6273     0.000     0.998
    0.048  -35.6273     0.000     0.998
    0.071  -35.6273     0.000     0.998
    0.095  -35.6274     0.000     0.998
    0.119  -35.6274     0.000     0.998
    0.143  -35.6274     0.000     0.998
    0.166  -35.6274     0.000     0.998
    0.190  -35.6274     0.000     0.998
    0.214  -35.6274     0.000     0.998
    0.238  -35.6274     0.000     0.998
    0.261  -35.6274     0.000     0.998
    0.285  -35.6274     0.000     0.998
    0.309  -35.6274     0.000     0.998
    0.333  -35.6274     0.000     0.998
    0.357  -35.6274     0.000     0.998
    0.380  -35.6274     0.000     0.998
    0.404  -35.6275     0.000     0.998
    0.428  -35.6275     0.000     0.998
    0.452  -35.6274     0.000     0.998
    0.452  -35.6274     0.000     0.998
    0.494  -35.6275     0.000     0.998
    0.537  -35.6275     0.000     0.998
    0.580  -35.6274     0.000     0.998
    0.622  -35.6274     0.000     0.998
    0.665  -35.6274     0.000     0.998
    0.708  -35.6274     0.000     0.998
    0.751  -35.6274     0.000     0.998
    0.793  -35.6274     0.000     0.998
    0.836  -35.6274     0.000     0.998
    0.879  -35.6274     0.000     0.998
    0.921  -35.6273     0.000     0.998
    0.964  -35.6273     0.000     0.998
    1.007  -35.6273     0.000     0.998
    1.050  -35.6273     0.000     0.998
    1.092  -35.6273     0.000     0.998
    1.135  -35.6273     0.000     0.998
    1.178  -35.6273     0.000     0.998
    1.220  -35.6273     0.000     0.998
    1.263  -35.6273     0.000     0.999
    1.263  -35.6273     0.000     0.998
    1.306  -35.6273     0.000     0.998
    1.349  -35.6273     0.000     0.998
    1.391  -35.6273     0.000     0.998
    1.434  -35.6273     0.000     0.998
    1.477  -35.6273     0.000     0.998
    1.519  -35.6273     0.000     0.998
    1.562  -35.6273     0.000     0.998
    1.605  -35.6273     0.000     0.998
    1.648  -35.6274     0.000     0.998
    1.690  -35.6274     0.000     0.998
    1.733  -35.6274     0.000     0.998
    1.776  -35.6274     0.000     0.998
    1.819  -35.6274     0.000     0.998
    1.861  -35.6274     0.000     0.998
    1.904  -35.6274     0.000     0.998
    1.947  -35.6274     0.000     0.998
    1.989  -35.6275     0.000     0.998
    2.032  -35.6275     0.000     0.998
    2.075  -35.6274     0.000     0.998
    2.075  -35.6274     0.000     0.998
    2.110  -35.6275     0.000     0.998
    2.146  -35.6275     0.000     0.998
    2.181  -35.6274     0.000     0.998
    2.217  -35.6274     0.000     0.998
    2.252  -35.6274     0.000     0.998
    2.288  -35.6274     0.000     0.998
    2.323  -35.6274     0.000     0.998
    2.359  -35.6274     0.000     0.998
    2.394  -35.6274     0.000     0.998
    2.430  -35.6274     0.000     0.998
    2.465  -35.6274     0.000     0.998
    2.501  -35.6274     0.000     0.998
    2.536  -35.6273     0.000     0.998
    2.572  -35.6273     0.000     0.998
    2.607  -35.6273     0.000     0.998
    2.643  -35.6273     0.000     0.998
    2.678  -35.6273     0.000     0.998
    2.714  -35.6273     0.000     0.998
    2.749  -35.6273     0.000     0.998
 
# Band-Index:    2
    2.749  -35.6273     0.000     0.998
    2.714  -35.6273     0.000     0.998
    2.678  -35.6273     0.000     0.998
    2.643  -35.6273     0.000     0.998
    2.607  -35.6273     0.000     0.998
    2.572  -35.6273     0.000     0.998
    2.536  -35.6273     0.000     0.998
    2.501  -35.6273     0.000     0.998
    2.465  -35.6273     0.000     0.998
    2.430  -35.6274     0.000     0.998
    2.394  -35.6274     0.000     0.998
    2.359  -35.6274     0.000     0.998
    2.323  -35.6274     0.000     0.998
    2.288  -35.6274     0.000     0.998
    2.252  -35.6274     0.000     0.998
    2.217  -35.6274     0.000     0.998
    2.181  -35.6274     0.000     0.998
    2.146  -35.6275     0.000     0.998
    2.110  -35.6274     0.000     0.998
    2.075  -35.6274     0.000     0.998
    2.075  -35.6274     0.000     0.998
    2.032  -35.6275     0.000     0.998
    1.989  -35.6274     0.000     0.998
    1.947  -35.6274     0.000     0.998
    1.904  -35.6274     0.000     0.998
    1.861  -35.6274     0.000     0.998
    1.819  -35.6274     0.000     0.998
    1.776  -35.6274     0.000     0.998
    1.733  -35.6274     0.000     0.998
    1.690  -35.6273     0.000     0.998
    1.648  -35.6273     0.000     0.998
    1.605  -35.6273     0.000     0.998
    1.562  -35.6273     0.000     0.998
    1.519  -35.6273     0.000     0.998
    1.477  -35.6273     0.000     0.998
    1.434  -35.6273     0.000     0.998
    1.391  -35.6273     0.000     0.998
    1.349  -35.6273     0.000     0.998
    1.306  -35.6273     0.000     0.998
    1.263  -35.6273     0.000     0.998
    1.263  -35.6273     0.000     0.998
    1.220  -35.6273     0.000     0.998
    1.178  -35.6273     0.000     0.998
    1.135  -35.6273     0.000     0.998
    1.092  -35.6273     0.000     0.998
    1.050  -35.6273     0.000     0.998
    1.007  -35.6273     0.000     0.998
    0.964  -35.6273     0.000     0.998
    0.921  -35.6273     0.000     0.998
    0.879  -35.6273     0.000     0.998
    0.836  -35.6273     0.000     0.998
    0.793  -35.6274     0.000     0.998
    0.751  -35.6274     0.000     0.998
    0.708  -35.6274     0.000     0.998
    0.665  -35.6274     0.000     0.998
    0.622  -35.6274     0.000     0.998
    0.580  -35.6274     0.000     0.998
    0.537  -35.6274     0.000     0.998
    0.494  -35.6275     0.000     0.998
    0.452  -35.6274     0.000     0.998
    0.452  -35.6274     0.000     0.998
    0.428  -35.6275     0.000     0.998
    0.404  -35.6275     0.000     0.998
    0.380  -35.6274     0.000     0.998
    0.357  -35.6274     0.000     0.998
    0.333  -35.6274     0.000     0.998
    0.309  -35.6274     0.000     0.998
    0.285  -35.6274     0.000     0.998
    0.261  -35.6274     0.000     0.998
    0.238  -35.6274     0.000     0.998
    0.214  -35.6274     0.000     0.998
    0.190  -35.6274     0.000     0.998
    0.166  -35.6274     0.000     0.998
    0.143  -35.6274     0.000     0.998
    0.119  -35.6274     0.000     0.998
    0.095  -35.6273     0.000     0.998
    0.071  -35.6273     0.000     0.998
    0.048  -35.6273     0.000     0.998
    0.024  -35.6273     0.000     0.998
    0.000  -35.6273     0.000     0.998
 
# Band-Index:    3
    0.000  -35.6273     0.000     0.998
    0.024  -35.6273     0.000     0.998
    0.048  -35.6273     0.000     0.998
    0.071  -35.6273     0.000     0.998
    0.095  -35.6273     0.000     0.998
    0.119  -35.6273     0.000     0.998
    0.143  -35.6273     0.000     0.998
    0.166  -35.6273     0.000     0.998
    0.190  -35.6273     0.000     0.998
    0.214  -35.6273     0.000     0.998
    0.238  -35.6272     0.000     0.998
    0.261  -35.6272     0.000     0.998
    0.285  -35.6272     0.000     0.998
    0.309  -35.6272     0.000     0.998
    0.333  -35.6272     0.000     0.998
    0.357  -35.6272     0.000     0.998
    0.380  -35.6272     0.000     0.998
    0.404  -35.6272     0.000     0.998
    0.428  -35.6272     0.000     0.998
    0.452  -35.6272     0.000     0.998
    0.452  -35.6272     0.000     0.998
    0.494  -35.6272     0.000     0.998
    0.537  -35.6272     0.000     0.998
    0.580  -35.6272     0.000     0.998
    0.622  -35.6272     0.000     0.998
    0.665  -35.6272     0.000     0.998
    0.708  -35.6272     0.000     0.998
    0.751  -35.6272     0.000     0.998
    0.793  -35.6272     0.000     0.998
    0.836  -35.6272     0.000     0.998
    0.879  -35.6272     0.000     0.998
