  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.000  -35.6612     0.000     0.998
    0.024  -35.6612     0.000     0.998
    0.048  -35.6612     0.000     0.998
    0.071  -35.6613     0.000     0.998
    0.095  -35.6613     0.000     0.998
    0.119  -35.6613     0.000     0.998
    0.143  -35.6613     0.000     0.998
    0.166  -35.6613     0.000     0.998
    0.190  -35.6613     0.000     0.998
    0.214  -35.6613     0.000     0.998
    0.238  -35.6613     0.000     0.998
    0.261  -35.6614     0.000     0.998
    0.285  -35.6614     0.000     0.998
    0.309  -35.6614     0.000     0.998
    0.333  -35.6614     0.000     0.998
    0.357  -35.6614     0.000     0.998
    0.380  -35.6614     0.000     0.998
    0.404  -35.6614     0.000     0.998
    0.428  -35.6614     0.000     0.998
    0.452  -35.6614     0.000     0.998
    0.452  -35.6614     0.000     0.998
    0.496  -35.6614     0.000     0.998
    0.540  -35.6614     0.000     0.998
    0.584  -35.6614     0.000     0.998
    0.628  -35.6614     0.000     0.998
    0.672  -35.6614     0.000     0.998
    0.716  -35.6614     0.000     0.998
    0.760  -35.6613     0.000     0.998
    0.804  -35.6613     0.000     0.998
    0.848  -35.6613     0.000     0.998
    0.892  -35.6613     0.000     0.998
    0.936  -35.6612     0.000     0.998
    0.980  -35.6612     0.000     0.998
    1.024  -35.6612     0.000     0.998
    1.068  -35.6612     0.000     0.998
    1.112  -35.6612     0.000     0.998
    1.156  -35.6612     0.000     0.998
    1.200  -35.6612     0.000     0.998
    1.245  -35.6612     0.000     0.998
    1.289  -35.6612     0.000     0.998
    1.289  -35.6612     0.000     0.998
    1.333  -35.6612     0.000     0.998
    1.377  -35.6612     0.000     0.998
    1.421  -35.6612     0.000     0.998
    1.465  -35.6612     0.000     0.998
    1.509  -35.6612     0.000     0.998
    1.553  -35.6612     0.000     0.998
    1.597  -35.6612     0.000     0.998
    1.641  -35.6612     0.000     0.998
    1.685  -35.6613     0.000     0.998
    1.729  -35.6613     0.000     0.998
    1.773  -35.6613     0.000     0.998
    1.817  -35.6613     0.000     0.998
    1.861  -35.6614     0.000     0.998
    1.905  -35.6614     0.000     0.998
    1.949  -35.6614     0.000     0.998
    1.993  -35.6614     0.000     0.998
    2.038  -35.6614     0.000     0.998
    2.082  -35.6614     0.000     0.998
    2.126  -35.6614     0.000     0.998
    2.126  -35.6614     0.000     0.998
    2.163  -35.6614     0.000     0.998
    2.200  -35.6614     0.000     0.998
    2.237  -35.6614     0.000     0.998
    2.274  -35.6614     0.000     0.998
    2.311  -35.6614     0.000     0.998
    2.348  -35.6614     0.000     0.998
    2.385  -35.6614     0.000     0.998
    2.422  -35.6614     0.000     0.998
    2.459  -35.6613     0.000     0.998
    2.497  -35.6613     0.000     0.998
    2.534  -35.6613     0.000     0.998
    2.571  -35.6613     0.000     0.998
    2.608  -35.6613     0.000     0.998
    2.645  -35.6613     0.000     0.998
    2.682  -35.6613     0.000     0.998
    2.719  -35.6612     0.000     0.998
    2.756  -35.6612     0.000     0.998
    2.793  -35.6612     0.000     0.998
    2.830  -35.6612     0.000     0.998
 
# Band-Index:    2
    2.830  -35.6612     0.000     0.998
    2.793  -35.6612     0.000     0.998
    2.756  -35.6612     0.000     0.998
    2.719  -35.6612     0.000     0.998
    2.682  -35.6612     0.000     0.998
    2.645  -35.6612     0.000     0.998
    2.608  -35.6612     0.000     0.998
    2.571  -35.6612     0.000     0.998
    2.534  -35.6613     0.000     0.998
    2.497  -35.6613     0.000     0.998
    2.459  -35.6613     0.000     0.998
    2.422  -35.6613     0.000     0.998
    2.385  -35.6613     0.000     0.998
    2.348  -35.6614     0.000     0.998
    2.311  -35.6614     0.000     0.998
    2.274  -35.6614     0.000     0.998
    2.237  -35.6614     0.000     0.998
    2.200  -35.6614     0.000     0.998
    2.163  -35.6614     0.000     0.998
    2.126  -35.6614     0.000     0.998
    2.126  -35.6614     0.000     0.998
    2.082  -35.6614     0.000     0.998
    2.038  -35.6614     0.000     0.998
    1.993  -35.6614     0.000     0.998
    1.949  -35.6614     0.000     0.998
    1.905  -35.6613     0.000     0.998
    1.861  -35.6613     0.000     0.998
    1.817  -35.6613     0.000     0.998
    1.773  -35.6613     0.000     0.998
    1.729  -35.6613     0.000     0.998
    1.685  -35.6612     0.000     0.998
    1.641  -35.6612     0.000     0.998
    1.597  -35.6612     0.000     0.998
    1.553  -35.6612     0.000     0.998
    1.509  -35.6612     0.000     0.998
    1.465  -35.6612     0.000     0.998
    1.421  -35.6612     0.000     0.998
    1.377  -35.6612     0.000     0.998
    1.333  -35.6612     0.000     0.998
    1.289  -35.6612     0.000     0.998
    1.289  -35.6612     0.000     0.998
    1.245  -35.6612     0.000     0.998
    1.200  -35.6612     0.000     0.998
    1.156  -35.6612     0.000     0.998
    1.112  -35.6612     0.000     0.998
    1.068  -35.6612     0.000     0.998
    1.024  -35.6612     0.000     0.998
    0.980  -35.6612     0.000     0.998
    0.936  -35.6612     0.000     0.998
    0.892  -35.6612     0.000     0.998
    0.848  -35.6613     0.000     0.998
    0.804  -35.6613     0.000     0.998
    0.760  -35.6613     0.000     0.998
    0.716  -35.6613     0.000     0.998
    0.672  -35.6613     0.000     0.998
    0.628  -35.6614     0.000     0.998
    0.584  -35.6614     0.000     0.998
    0.540  -35.6614     0.000     0.998
    0.496  -35.6614     0.000     0.998
    0.452  -35.6614     0.000     0.998
    0.452  -35.6614     0.000     0.998
    0.428  -35.6614     0.000     0.998
    0.404  -35.6614     0.000     0.998
    0.380  -35.6614     0.000     0.998
    0.357  -35.6614     0.000     0.998
    0.333  -35.6614     0.000     0.998
    0.309  -35.6614     0.000     0.998
    0.285  -35.6614     0.000     0.998
    0.261  -35.6613     0.000     0.998
    0.238  -35.6613     0.000     0.998
    0.214  -35.6613     0.000     0.998
    0.190  -35.6613     0.000     0.998
    0.166  -35.6613     0.000     0.998
    0.143  -35.6613     0.000     0.998
    0.119  -35.6613     0.000     0.998
    0.095  -35.6613     0.000     0.998
    0.071  -35.6612     0.000     0.998
    0.048  -35.6612     0.000     0.998
    0.024  -35.6612     0.000     0.998
    0.000  -35.6612     0.000     0.998
 
# Band-Index:    3
    0.000  -35.6612     0.000     0.998
    0.024  -35.6612     0.000     0.998
    0.048  -35.6612     0.000     0.998
    0.071  -35.6612     0.000     0.998
    0.095  -35.6612     0.000     0.998
    0.119  -35.6612     0.000     0.998
    0.143  -35.6611     0.000     0.998
    0.166  -35.6611     0.000     0.998
    0.190  -35.6611     0.000     0.998
    0.214  -35.6611     0.000     0.998
    0.238  -35.6611     0.000     0.998
    0.261  -35.6611     0.000     0.998
    0.285  -35.6611     0.000     0.998
    0.309  -35.6611     0.000     0.998
    0.333  -35.6611     0.000     0.998
    0.357  -35.6611     0.000     0.998
    0.380  -35.6611     0.000     0.998
    0.404  -35.6611     0.000     0.998
    0.428  -35.6611     0.000     0.998
    0.452  -35.6611     0.000     0.998
    0.452  -35.6611     0.000     0.998
    0.496  -35.6611     0.000     0.998
    0.540  -35.6611     0.000     0.998
    0.584  -35.6611     0.000     0.998
    0.628  -35.6611     0.000     0.998
    0.672  -35.6611     0.000     0.998
    0.716  -35.6611     0.000     0.998
    0.760  -35.6611     0.000     0.998
    0.804  -35.6611     0.000     0.998
    0.848  -35.6611     0.000     0.998
    0.892  -35.6611     0.000     0.998
    0.936  -35.6611     0.000     0.998
    0.980  -35.6612     0.000     0.998
    1.024  -35.6612     0.000     0.998
    1.068  -35.6612     0.000     0.998
    1.112  -35.6612     0.000     0.998
    1.156  -35.6612     0.000     0.998
    1.200  -35.6612     0.000     0.998
    1.245  -35.6612     0.000     0.998
    1.289  -35.6612     0.000     0.998
    1.289  -35.6612     0.000     0.999
    1.333  -35.6612     0.000     0.998
    1.377  -35.6612     0.000     0.998
    1.421  -35.6612     0.000     0.998
    1.465  -35.6612     0.000     0.998
    1.509  -35.6612     0.000     0.998
    1.553  -35.6612     0.000     0.998
    1.597  -35.6612     0.000     0.998
    1.641  -35.6611     0.000     0.998
    1.685  -35.6611     0.000     0.998
    1.729  -35.6611     0.000     0.998
    1.773  -35.6611     0.000     0.998
    1.817  -35.6611     0.000     0.998
    1.861  -35.6611     0.000     0.998
    1.905  -35.6611     0.000     0.998
    1.949  -35.6611     0.000     0.998
    1.993  -35.6611     0.000     0.998
    2.038  -35.6611     0.000     0.998
    2.082  -35.6611     0.000     0.998
    2.126  -35.6611     0.000     0.998
    2.126  -35.6611     0.000     0.998
    2.163  -35.6611     0.000     0.998
    2.200  -35.6611     0.000     0.998
    2.237  -35.6611     0.000     0.998
    2.274  -35.6611     0.000     0.998
    2.311  -35.6611     0.000     0.998
    2.348  -35.6611     0.000     0.998
    2.385  -35.6611     0.000     0.998
    2.422  -35.6611     0.000     0.998
