  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.000  -35.6286     0.000     0.998
    0.024  -35.6286     0.000     0.998
    0.048  -35.6286     0.000     0.998
    0.071  -35.6286     0.000     0.998
    0.095  -35.6286     0.000     0.998
    0.119  -35.6286     0.000     0.998
    0.143  -35.6287     0.000     0.998
    0.166  -35.6287     0.000     0.998
    0.190  -35.6287     0.000     0.998
    0.214  -35.6287     0.000     0.998
    0.238  -35.6287     0.000     0.998
    0.261  -35.6287     0.000     0.998
    0.285  -35.6287     0.000     0.998
    0.309  -35.6287     0.000     0.998
    0.333  -35.6287     0.000     0.998
    0.357  -35.6287     0.000     0.998
    0.380  -35.6287     0.000     0.998
    0.404  -35.6287     0.000     0.998
    0.428  -35.6287     0.000     0.998
    0.452  -35.6287     0.000     0.998
    0.452  -35.6287     0.000     0.998
    0.495  -35.6287     0.000     0.998
    0.538  -35.6287     0.000     0.998
    0.581  -35.6287     0.000     0.998
    0.625  -35.6287     0.000     0.998
    0.668  -35.6287     0.000     0.998
    0.711  -35.6287     0.000     0.998
    0.754  -35.6287     0.000     0.998
    0.797  -35.6287     0.000     0.998
    0.841  -35.6286     0.000     0.998
    0.884  -35.6286     0.000     0.998
    0.927  -35.6286     0.000     0.998
    0.970  -35.6286     0.000     0.998
    1.014  -35.6286     0.000     0.998
    1.057  -35.6286     0.000     0.998
    1.100  -35.6285     0.000     0.998
    1.143  -35.6285     0.000     0.998
    1.187  -35.6285     0.000     0.998
    1.230  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.998
    1.316  -35.6285     0.000     0.998
    1.360  -35.6285     0.000     0.998
    1.403  -35.6285     0.000     0.998
    1.446  -35.6285     0.000     0.998
    1.489  -35.6286     0.000     0.998
    1.532  -35.6286     0.000     0.998
    1.576  -35.6286     0.000     0.998
    1.619  -35.6286     0.000     0.998
    1.662  -35.6286     0.000     0.998
    1.705  -35.6286     0.000     0.998
    1.749  -35.6287     0.000     0.998
    1.792  -35.6287     0.000     0.998
    1.835  -35.6287     0.000     0.998
    1.878  -35.6287     0.000     0.998
    1.922  -35.6287     0.000     0.998
    1.965  -35.6287     0.000     0.998
    2.008  -35.6287     0.000     0.998
    2.051  -35.6287     0.000     0.998
    2.095  -35.6287     0.000     0.998
    2.095  -35.6287     0.000     0.998
    2.131  -35.6287     0.000     0.998
    2.167  -35.6287     0.000     0.998
    2.203  -35.6287     0.000     0.998
    2.239  -35.6287     0.000     0.998
    2.275  -35.6287     0.000     0.998
    2.311  -35.6287     0.000     0.998
    2.347  -35.6287     0.000     0.998
    2.383  -35.6287     0.000     0.998
    2.420  -35.6287     0.000     0.998
    2.456  -35.6286     0.000     0.998
    2.492  -35.6286     0.000     0.998
    2.528  -35.6286     0.000     0.998
    2.564  -35.6286     0.000     0.998
    2.600  -35.6286     0.000     0.998
    2.636  -35.6286     0.000     0.998
    2.672  -35.6286     0.000     0.998
    2.709  -35.6286     0.000     0.998
    2.745  -35.6285     0.000     0.998
    2.781  -35.6285     0.000     0.998
 
# Band-Index:    2
    2.781  -35.6285     0.000     0.998
    2.745  -35.6285     0.000     0.998
    2.709  -35.6285     0.000     0.998
    2.672  -35.6285     0.000     0.998
    2.636  -35.6285     0.000     0.998
    2.600  -35.6285     0.000     0.998
    2.564  -35.6286     0.000     0.998
    2.528  -35.6286     0.000     0.998
    2.492  -35.6286     0.000     0.998
    2.456  -35.6286     0.000     0.998
    2.420  -35.6286     0.000     0.998
    2.383  -35.6286     0.000     0.998
    2.347  -35.6287     0.000     0.998
    2.311  -35.6287     0.000     0.998
    2.275  -35.6287     0.000     0.998
    2.239  -35.6287     0.000     0.998
    2.203  -35.6287     0.000     0.998
    2.167  -35.6287     0.000     0.998
    2.131  -35.6287     0.000     0.998
    2.095  -35.6287     0.000     0.998
    2.095  -35.6287     0.000     0.998
    2.051  -35.6287     0.000     0.998
    2.008  -35.6287     0.000     0.998
    1.965  -35.6287     0.000     0.998
    1.922  -35.6287     0.000     0.998
    1.878  -35.6287     0.000     0.998
    1.835  -35.6287     0.000     0.998
    1.792  -35.6287     0.000     0.998
    1.749  -35.6286     0.000     0.998
    1.705  -35.6286     0.000     0.998
    1.662  -35.6286     0.000     0.998
    1.619  -35.6286     0.000     0.998
    1.576  -35.6286     0.000     0.998
    1.532  -35.6286     0.000     0.998
    1.489  -35.6285     0.000     0.998
    1.446  -35.6285     0.000     0.998
    1.403  -35.6285     0.000     0.998
    1.360  -35.6285     0.000     0.998
    1.316  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.998
    1.230  -35.6285     0.000     0.998
    1.187  -35.6285     0.000     0.998
    1.143  -35.6285     0.000     0.998
    1.100  -35.6285     0.000     0.998
    1.057  -35.6285     0.000     0.998
    1.014  -35.6286     0.000     0.998
    0.970  -35.6286     0.000     0.998
    0.927  -35.6286     0.000     0.998
    0.884  -35.6286     0.000     0.998
    0.841  -35.6286     0.000     0.998
    0.797  -35.6286     0.000     0.998
    0.754  -35.6287     0.000     0.998
    0.711  -35.6287     0.000     0.998
    0.668  -35.6287     0.000     0.998
    0.625  -35.6287     0.000     0.998
    0.581  -35.6287     0.000     0.998
    0.538  -35.6287     0.000     0.998
    0.495  -35.6287     0.000     0.998
    0.452  -35.6287     0.000     0.998
    0.452  -35.6287     0.000     0.998
    0.428  -35.6287     0.000     0.998
    0.404  -35.6287     0.000     0.998
    0.380  -35.6287     0.000     0.998
    0.357  -35.6287     0.000     0.998
    0.333  -35.6287     0.000     0.998
    0.309  -35.6287     0.000     0.998
    0.285  -35.6287     0.000     0.998
    0.261  -35.6287     0.000     0.998
    0.238  -35.6287     0.000     0.998
    0.214  -35.6287     0.000     0.998
    0.190  -35.6287     0.000     0.998
    0.166  -35.6287     0.000     0.998
    0.143  -35.6286     0.000     0.998
    0.119  -35.6286     0.000     0.998
    0.095  -35.6286     0.000     0.998
    0.071  -35.6286     0.000     0.998
    0.048  -35.6286     0.000     0.998
    0.024  -35.6286     0.000     0.998
    0.000  -35.6286     0.000     0.998
 
# Band-Index:    3
    0.000  -35.6286     0.000     0.998
    0.024  -35.6286     0.000     0.998
    0.048  -35.6286     0.000     0.998
    0.071  -35.6285     0.000     0.998
    0.095  -35.6285     0.000     0.998
    0.119  -35.6285     0.000     0.998
    0.143  -35.6285     0.000     0.998
    0.166  -35.6285     0.000     0.998
    0.190  -35.6285     0.000     0.998
    0.214  -35.6285     0.000     0.998
    0.238  -35.6285     0.000     0.998
    0.261  -35.6285     0.000     0.998
    0.285  -35.6285     0.000     0.998
    0.309  -35.6285     0.000     0.998
    0.333  -35.6284     0.000     0.998
    0.357  -35.6284     0.000     0.998
    0.380  -35.6284     0.000     0.998
    0.404  -35.6284     0.000     0.998
    0.428  -35.6284     0.000     0.998
    0.452  -35.6284     0.000     0.998
    0.452  -35.6284     0.000     0.998
    0.495  -35.6284     0.000     0.998
    0.538  -35.6284     0.000     0.998
    0.581  -35.6284     0.000     0.998
    0.625  -35.6285     0.000     0.998
    0.668  -35.6285     0.000     0.998
    0.711  -35.6285     0.000     0.998
    0.754  -35.6285     0.000     0.998
    0.797  -35.6285     0.000     0.998
    0.841  -35.6285     0.000     0.998
    0.884  -35.6285     0.000     0.998
    0.927  -35.6285     0.000     0.998
    0.970  -35.6285     0.000     0.998
    1.014  -35.6285     0.000     0.998
    1.057  -35.6285     0.000     0.998
    1.100  -35.6285     0.000     0.998
    1.143  -35.6285     0.000     0.998
    1.187  -35.6285     0.000     0.998
    1.230  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.999
    1.316  -35.6285     0.000     0.998
    1.360  -35.6285     0.000     0.998
    1.403  -35.6285     0.000     0.998
    1.446  -35.6285     0.000     0.998
    1.489  -35.6285     0.000     0.998
    1.532  -35.6285     0.000     0.998
    1.576  -35.6285     0.000     0.998
    1.619  -35.6285     0.000     0.998
    1.662  -35.6285     0.000     0.998
    1.705  -35.6285     0.000     0.998
    1.749  -35.6285     0.000     0.998
    1.792  -35.6285     0.000     0.998
    1.835  -35.6285     0.000     0.998
    1.878  -35.6285     0.000     0.998
    1.922  -35.6285     0.000     0.998
    1.965  -35.6284     0.000     0.998
    2.008  -35.6284     0.000     0.998
    2.051  -35.6284     0.000     0.998
    2.095  -35.6284     0.000     0.998
    2.095  -35.6284     0.000     0.998
    2.131  -35.6284     0.000     0.998
    2.167  -35.6284     0.000     0.998
    2.203  -35.6284     0.000     0.998
    2.239  -35.6284     0.000     0.998
    2.275  -35.6285     0.000     0.998
    2.311  -35.6285     0.000     0.998
    2.347  -35.6285     0.000     0.998
    2.383  -35.6285     0.000     0.998
    2.420  -35.6285     0.000     0.998
    2.456  -35.6285     0.000     0.998
    2.492  -35.6285     0.000     0.998
    2.528  -35.6285     0.000     0.998
    2.564  -35.6285     0.000     0.998
    2.600  -35.6285     0.000     0.998
    2.636  -35.6285     0.000     0.998
    2.672  -35.6285     0.000     0.998
    2.709  -35.6285     0.000     0.998
    2.745  -35.6285     0.000     0.998
    2.781  -35.6285     0.000     0.998
 
# Band-Index:    4
    2.781  -35.6285     0.000     0.998
    2.745  -35.6285     0.000     0.998
    2.709  -35.6285     0.000     0.998
    2.672  -35.6285     0.000     0.998
    2.636  -35.6285     0.000     0.998
    2.600  -35.6285     0.000     0.998
    2.564  -35.6285     0.000     0.998
    2.528  -35.6284     0.000     0.998
    2.492  -35.6285     0.000     0.998
    2.456  -35.6284     0.000     0.998
    2.420  -35.6284     0.000     0.998
    2.383  -35.6284     0.000     0.998
    2.347  -35.6284     0.000     0.998
    2.311  -35.6284     0.000     0.998
    2.275  -35.6284     0.000     0.998
    2.239  -35.6284     0.000     0.998
    2.203  -35.6284     0.000     0.998
    2.167  -35.6284     0.000     0.998
    2.131  -35.6284     0.000     0.998
    2.095  -35.6284     0.000     0.998
    2.095  -35.6284     0.000     0.998
    2.051  -35.6284     0.000     0.998
    2.008  -35.6284     0.000     0.998
    1.965  -35.6284     0.000     0.998
    1.922  -35.6284     0.000     0.998
    1.878  -35.6284     0.000     0.998
    1.835  -35.6285     0.000     0.998
    1.792  -35.6285     0.000     0.998
    1.749  -35.6285     0.000     0.998
    1.705  -35.6285     0.000     0.998
    1.662  -35.6285     0.000     0.998
    1.619  -35.6285     0.000     0.998
    1.576  -35.6285     0.000     0.998
    1.532  -35.6285     0.000     0.998
    1.489  -35.6285     0.000     0.998
    1.446  -35.6285     0.000     0.998
    1.403  -35.6285     0.000     0.998
    1.360  -35.6285     0.000     0.998
    1.316  -35.6285     0.000     0.998
    1.273  -35.6285     0.000     0.999
    1.273  -35.6285     0.000     0.999
    1.230  -35.6285     0.000     0.998
    1.187  -35.6285     0.000     0.998
    1.143  -35.6285     0.000     0.998
    1.100  -35.6285     0.000     0.998
    1.057  -35.6285     0.000     0.998
    1.014  -35.6285     0.000     0.998
    0.970  -35.6285     0.000     0.998
    0.927  -35.6285     0.000     0.998
    0.884  -35.6285     0.000     0.998
    0.841  -35.6285     0.000     0.998
    0.797  -35.6285     0.000     0.998
    0.754  -35.6285     0.000     0.998
    0.711  -35.6285     0.000     0.998
    0.668  -35.6284     0.000     0.998
    0.625  -35.6284     0.000     0.998
    0.581  -35.6284     0.000     0.998
    0.538  -35.6284     0.000     0.998
    0.495  -35.6284     0.000     0.998
    0.452  -35.6284     0.000     0.998
    0.452  -35.6284     0.000     0.998
    0.428  -35.6284     0.000     0.998
    0.404  -35.6284     0.000     0.998
    0.380  -35.6284     0.000     0.998
    0.357  -35.6284     0.000     0.998
    0.333  -35.6284     0.000     0.998
    0.309  -35.6285     0.000     0.998
    0.285  -35.6285     0.000     0.998
    0.261  -35.6285     0.000     0.998
    0.238  -35.6285     0.000     0.998
    0.214  -35.6285     0.000     0.998
    0.190  -35.6285     0.000     0.998
    0.166  -35.6285     0.000     0.998
    0.143  -35.6285     0.000     0.998
    0.119  -35.6285     0.000     0.998
    0.095  -35.6285     0.000     0.998
    0.071  -35.6285     0.000     0.998
    0.048  -35.6285     0.000     0.998
    0.024  -35.6286     0.000     0.998
    0.000  -35.6286     0.000     0.998
 
# Band-Index:    5
    0.000  -35.5964     0.000     0.998
    0.024  -35.5964     0.000     0.998
    0.048  -35.5964     0.000     0.998
    0.071  -35.5964     0.000     0.998
    0.095  -35.5964     0.000     0.998
    0.119  -35.5964     0.000     0.998
    0.143  -35.5964     0.000     0.998
