#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -35.8654  -35.8654  -35.8654  -35.8654  -35.8426  -35.8426  -35.8426  -35.8426  -35.1428  -35.1428  -35.1427  -35.1427  -35.1245  -35.1245  -35.1245  -35.1245  -35.1128  -35.1128  -35.1127  -35.1127  -24.4054  -24.4054  -24.4052  -24.4052  -24.3631  -24.3631  -24.3611  -24.3611  -21.4602  -21.4602  -21.4582  -21.4582  -21.4213  -21.4213  -21.4206  -21.4206  -21.3956  -21.3956  -21.3934  -21.3934  -12.2385  -12.2385  -12.2177  -12.2177   -8.3566   -8.3566   -8.3284   -8.3284   -3.3330   -3.3330   -2.8320   -2.8320   -1.8326   -1.8326   -1.5382   -1.5382   -0.9166   -0.9166   -0.7761   -0.7761    0.6837    0.6837    0.9339    0.9339    2.4591    2.4591    3.1165    3.1165    3.2278    3.2278    3.4861    3.4861    4.5196    4.5196    4.5253    4.5253    4.9406
  0.0238  -35.8654  -35.8654  -35.8654  -35.8654  -35.8427  -35.8426  -35.8426  -35.8426  -35.1428  -35.1428  -35.1427  -35.1427  -35.1245  -35.1245  -35.1245  -35.1245  -35.1128  -35.1128  -35.1128  -35.1127  -24.4057  -24.4055  -24.4051  -24.4049  -24.3631  -24.3631  -24.3612  -24.3611  -21.4606  -21.4598  -21.4588  -21.4577  -21.4216  -21.4209  -21.4208  -21.4203  -21.3960  -21.3951  -21.3939  -21.3930  -12.3017  -12.2818  -12.1724  -12.1509   -8.4056   -8.3783   -8.3120   -8.2833   -3.4139   -3.2438   -2.9219   -2.7350   -1.8868   -1.7776   -1.5958   -1.4794   -0.9620   -0.8748   -0.8121   -0.7469    0.6556    0.7211    0.9176    0.9568    2.4304    2.4788    3.0871    3.1274    3.2160    3.2422    3.4698    3.4967    4.4660    4.4687    4.5712    4.5862    4.8783
  0.0475  -35.8655  -35.8655  -35.8654  -35.8654  -35.8427  -35.8426  -35.8426  -35.8426  -35.1428  -35.1428  -35.1427  -35.1427  -35.1245  -35.1245  -35.1245  -35.1245  -35.1128  -35.1128  -35.1127  -35.1127  -24.4060  -24.4058  -24.4048  -24.4045  -24.3631  -24.3631  -24.3612  -24.3611  -21.4611  -21.4595  -21.4593  -21.4573  -21.4219  -21.4210  -21.4205  -21.4200  -21.3965  -21.3946  -21.3943  -21.3926  -12.3621  -12.3430  -12.1038  -12.0816   -8.4591   -8.4330   -8.2718   -8.2430   -3.4863   -3.1469   -3.0043   -2.6312   -1.9397   -1.7218   -1.6521   -1.4198   -1.0105   -0.8547   -0.8366   -0.7238    0.6372    0.7667    0.9080    0.9856    2.3930    2.4897    3.0425    3.1203    3.2041    3.2593    3.4478    3.5017    4.4076    4.4171    4.6249    4.6493    4.8154
  0.0713  -35.8655  -35.8655  -35.8654  -35.8654  -35.8427  -35.8426  -35.8426  -35.8426  -35.1429  -35.1428  -35.1427  -35.1426  -35.1245  -35.1245  -35.1245  -35.1244  -35.1128  -35.1128  -35.1127  -35.1127  -24.4063  -24.4061  -24.4045  -24.4043  -24.3631  -24.3631  -24.3612  -24.3612  -21.4615  -21.4599  -21.4591  -21.4569  -21.4221  -21.4213  -21.4202  -21.4197  -21.3969  -21.3947  -21.3942  -21.3922  -12.4194  -12.4013  -12.0327  -12.0099   -8.5171   -8.4925   -8.2358   -8.2073   -3.5501   -3.0793   -3.0427   -2.5213   -1.9911   -1.7068   -1.6654   -1.3598   -1.0617   -0.9037   -0.8019   -0.7060    0.6284    0.8189    0.9051    1.0190    2.3476    2.4923    2.9860    3.0988    3.1899    3.2764    3.4208    3.5018    4.3497    4.3641    4.6816    4.7150    4.7582
  0.0951  -35.8655  -35.8655  -35.8653  -35.8653  -35.8427  -35.8426  -35.8426  -35.8426  -35.1429  -35.1429  -35.1426  -35.1426  -35.1245  -35.1245  -35.1245  -35.1245  -35.1128  -35.1128  -35.1127  -35.1127  -24.4066  -24.4064  -24.4042  -24.4040  -24.3631  -24.3631  -24.3612  -24.3612  -21.4620  -21.4605  -21.4588  -21.4565  -21.4224  -21.4214  -21.4198  -21.4194  -21.3973  -21.3951  -21.3937  -21.3919  -12.4735  -12.4564  -11.9594  -11.9360   -8.5792   -8.5566   -8.2038   -8.1760   -3.6050   -3.1468   -2.9319   -2.4061   -2.0407   -1.7597   -1.6087   -1.2998   -1.1150   -0.9581   -0.7703   -0.6922    0.6285    0.8755    0.9082    1.0549    2.2958    2.4873    2.9196    3.0663    3.1733    3.2917    3.3897    3.4979    4.2922    4.3092    4.7036    4.7180    4.7417
  0.1188  -35.8655  -35.8655  -35.8653  -35.8653  -35.8427  -35.8426  -35.8426  -35.8426  -35.1429  -35.1429  -35.1426  -35.1426  -35.1245  -35.1245  -35.1245  -35.1245  -35.1129  -35.1128  -35.1127  -35.1127  -24.4068  -24.4067  -24.4039  -24.4037  -24.3631  -24.3630  -24.3613  -24.3612  -21.4624  -21.4611  -21.4585  -21.4562  -21.4226  -21.4216  -21.4194  -21.4191  -21.3976  -21.3955  -21.3932  -21.3915  -12.5245  -12.5084  -11.8840  -11.8603   -8.6454   -8.6250   -8.1756   -8.1487   -3.6514   -3.2070   -2.8154   -2.2867   -2.0881   -1.8107   -1.5512   -1.2403   -1.1696   -1.0169   -0.7413   -0.6811    0.6369    0.9168    0.9339    1.0904    2.2398    2.4757    2.8452    3.0255    3.1550    3.3045    3.3558    3.4910    4.2353    4.2529    4.6519    4.6661    4.8049
  0.1426  -35.8655  -35.8655  -35.8653  -35.8653  -35.8427  -35.8427  -35.8426  -35.8426  -35.1430  -35.1429  -35.1426  -35.1425  -35.1245  -35.1245  -35.1245  -35.1245  -35.1129  -35.1128  -35.1127  -35.1126  -24.4071  -24.4070  -24.4036  -24.4034  -24.3631  -24.3630  -24.3613  -24.3612  -21.4629  -21.4617  -21.4582  -21.4559  -21.4227  -21.4217  -21.4190  -21.4187  -21.3980  -21.3959  -21.3927  -21.3911  -12.5722  -12.5571  -11.8070  -11.7830   -8.7151   -8.6971   -8.1509   -8.1251   -3.6892   -3.2604   -2.6941   -2.1649   -2.1331   -1.8598   -1.4926   -1.2247   -1.1818   -1.0788   -0.7145   -0.6712    0.6523    0.9299    0.9908    1.1212    2.1833    2.4587    2.7648    2.9784    3.1363    3.3150    3.3205    3.4820    4.1797    4.1961    4.6025    4.6164    4.8702
  0.1664  -35.8656  -35.8656  -35.8653  -35.8653  -35.8427  -35.8427  -35.8426  -35.8426  -35.1430  -35.1430  -35.1426  -35.1425  -35.1245  -35.1245  -35.1245  -35.1245  -35.1129  -35.1128  -35.1127  -35.1126  -24.4074  -24.4072  -24.4034  -24.4032  -24.3630  -24.3629  -24.3613  -24.3613  -21.4633  -21.4623  -21.4580  -21.4557  -21.4228  -21.4219  -21.4186  -21.4184  -21.3983  -21.3962  -21.3922  -21.3908  -12.6165  -12.6025  -11.7286  -11.7046   -8.7880   -8.7726   -8.1294   -8.1051   -3.7188   -3.3074   -2.5691   -2.1751   -2.0430   -1.9069   -1.4315   -1.2795   -1.1426   -1.1250   -0.6891   -0.6608    0.6737    0.9467    1.0424    1.1419    2.1309    2.4377    2.6809    2.9266    3.1187    3.2853    3.3233    3.4717    4.1260    4.1399    4.5555    4.5690    4.9360
  0.1901  -35.8656  -35.8656  -35.8653  -35.8653  -35.8427  -35.8427  -35.8426  -35.8426  -35.1430  -35.1430  -35.1425  -35.1425  -35.1245  -35.1245  -35.1245  -35.1245  -35.1129  -35.1129  -35.1127  -35.1126  -24.4076  -24.4075  -24.4031  -24.4029  -24.3630  -24.3629  -24.3614  -24.3613  -21.4638  -21.4628  -21.4578  -21.4555  -21.4229  -21.4220  -21.4182  -21.4181  -21.3986  -21.3966  -21.3918  -21.3904  -12.6574  -12.6446  -11.6493  -11.6254   -8.8633   -8.8506   -8.1109   -8.0881   -3.7406   -3.3487   -2.4417   -2.2139   -1.9521   -1.9243   -1.3659   -1.3330   -1.2069   -1.0704   -0.6647   -0.6485    0.7000    0.9661    1.0843    1.1461    2.0881    2.4139    2.5966    2.8717    3.1039    3.2518    3.3300    3.4607    4.0750    4.0854    4.5110    4.5239    4.9999
  0.2139  -35.8656  -35.8656  -35.8652  -35.8652  -35.8427  -35.8427  -35.8426  -35.8426  -35.1430  -35.1430  -35.1425  -35.1425  -35.1245  -35.1245  -35.1245  -35.1244  -35.1129  -35.1129  -35.1126  -35.1126  -24.4079  -24.4077  -24.4029  -24.4027  -24.3629  -24.3628  -24.3614  -24.3614  -21.4642  -21.4634  -21.4576  -21.4554  -21.4229  -21.4220  -21.4178  -21.4178  -21.3988  -21.3970  -21.3913  -21.3901  -12.6949  -12.6831  -11.5696  -11.5460   -8.9404   -8.9304   -8.0950   -8.0739   -3.7551   -3.3848   -2.3136   -2.2491   -1.9952   -1.8132   -1.3847   -1.2923   -1.2705   -1.0181   -0.6410   -0.6331    0.7302    0.9870    1.1118    1.1280    2.0600    2.3890    2.5154    2.8150    3.0937    3.2218    3.3352    3.4496    4.0271    4.0334    4.4691    4.4814    5.0591
