  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8380     0.980     0.001
    0.045  -14.8381     0.980     0.001
    0.090  -14.8382     0.980     0.001
    0.135  -14.8385     0.980     0.001
    0.180  -14.8389     0.980     0.001
    0.224  -14.8394     0.979     0.001
    0.269  -14.8400     0.979     0.001
    0.314  -14.8405     0.979     0.001
    0.359  -14.8411     0.979     0.001
    0.404  -14.8416     0.979     0.001
    0.449  -14.8421     0.979     0.001
    0.494  -14.8425     0.979     0.001
    0.539  -14.8429     0.979     0.001
    0.584  -14.8431     0.979     0.002
    0.629  -14.8432     0.979     0.001
    0.673  -14.8432     0.979     0.001
    0.718  -14.8431     0.979     0.001
    0.763  -14.8429     0.979     0.001
    0.808  -14.8425     0.979     0.001
    0.853  -14.8421     0.979     0.001
    0.853  -14.8421     0.979     0.001
    0.892  -14.8425     0.979     0.001
    0.931  -14.8428     0.979     0.001
    0.970  -14.8430     0.979     0.001
    1.009  -14.8432     0.979     0.001
    1.047  -14.8432     0.979     0.001
    1.086  -14.8432     0.979     0.001
    1.125  -14.8431     0.979     0.001
    1.164  -14.8429     0.979     0.001
    1.203  -14.8426     0.979     0.001
    1.242  -14.8422     0.979     0.001
    1.281  -14.8418     0.979     0.001
    1.320  -14.8413     0.979     0.001
    1.358  -14.8408     0.979     0.001
    1.397  -14.8402     0.979     0.001
    1.436  -14.8397     0.979     0.001
    1.475  -14.8391     0.980     0.001
    1.514  -14.8386     0.980     0.001
    1.553  -14.8381     0.980     0.001
    1.592  -14.8376     0.980     0.001
    1.592  -14.8376     0.980     0.001
    1.614  -14.8377     0.980     0.001
    1.637  -14.8379     0.980     0.001
    1.659  -14.8380     0.980     0.001
    1.681  -14.8381     0.980     0.001
    1.704  -14.8382     0.980     0.001
    1.726  -14.8382     0.980     0.001
    1.749  -14.8383     0.980     0.001
    1.771  -14.8383     0.980     0.001
    1.794  -14.8383     0.980     0.001
    1.816  -14.8383     0.980     0.001
    1.839  -14.8383     0.980     0.001
    1.861  -14.8383     0.980     0.001
    1.884  -14.8382     0.980     0.001
    1.906  -14.8382     0.980     0.001
    1.928  -14.8381     0.980     0.001
    1.951  -14.8381     0.980     0.001
    1.973  -14.8380     0.980     0.001
    1.996  -14.8380     0.980     0.001
    2.018  -14.8380     0.980     0.001
    2.018  -14.8380     0.980     0.001
    2.063  -14.8381     0.980     0.001
    2.108  -14.8382     0.980     0.001
    2.153  -14.8385     0.980     0.001
    2.198  -14.8389     0.980     0.001
    2.243  -14.8394     0.979     0.001
    2.288  -14.8400     0.979     0.001
    2.332  -14.8405     0.979     0.001
    2.377  -14.8411     0.979     0.001
    2.422  -14.8416     0.979     0.001
    2.467  -14.8421     0.979     0.001
    2.512  -14.8425     0.979     0.001
    2.557  -14.8429     0.979     0.001
    2.602  -14.8431     0.979     0.002
    2.647  -14.8432     0.979     0.001
    2.692  -14.8432     0.979     0.001
    2.736  -14.8431     0.979     0.001
    2.781  -14.8429     0.979     0.001
    2.826  -14.8425     0.979     0.001
    2.871  -14.8421     0.979     0.001
 
# Band-Index:    2
    2.871  -14.8421     0.979     0.001
    2.826  -14.8416     0.979     0.001
    2.781  -14.8411     0.979     0.001
    2.736  -14.8405     0.979     0.001
    2.692  -14.8398     0.980     0.001
    2.647  -14.8392     0.980     0.001
    2.602  -14.8386     0.980     0.001
    2.557  -14.8380     0.980     0.001
    2.512  -14.8375     0.980     0.001
    2.467  -14.8370     0.980     0.001
    2.422  -14.8366     0.980     0.001
    2.377  -14.8362     0.981     0.000
    2.332  -14.8360     0.981     0.000
    2.288  -14.8358     0.981     0.000
    2.243  -14.8356     0.981     0.000
    2.198  -14.8355     0.981     0.000
    2.153  -14.8355     0.981     0.000
    2.108  -14.8355     0.981     0.000
    2.063  -14.8354     0.981     0.000
    2.018  -14.8354     0.981     0.000
    2.018  -14.8354     0.981     0.000
    1.996  -14.8354     0.981     0.000
    1.973  -14.8354     0.981     0.000
    1.951  -14.8355     0.981     0.000
    1.928  -14.8355     0.981     0.000
    1.906  -14.8356     0.981     0.000
    1.884  -14.8357     0.981     0.000
    1.861  -14.8358     0.981     0.000
    1.839  -14.8359     0.981     0.000
    1.816  -14.8360     0.981     0.000
    1.794  -14.8361     0.981     0.001
    1.771  -14.8363     0.980     0.001
    1.749  -14.8365     0.980     0.001
    1.726  -14.8366     0.980     0.001
    1.704  -14.8368     0.980     0.001
    1.681  -14.8370     0.980     0.001
    1.659  -14.8371     0.980     0.001
    1.637  -14.8373     0.980     0.001
    1.614  -14.8375     0.980     0.001
    1.592  -14.8376     0.980     0.001
    1.592  -14.8376     0.980     0.001
    1.553  -14.8372     0.980     0.001
    1.514  -14.8369     0.980     0.001
    1.475  -14.8367     0.980     0.001
    1.436  -14.8366     0.980     0.001
    1.397  -14.8365     0.980     0.001
    1.358  -14.8366     0.980     0.001
    1.320  -14.8367     0.980     0.001
    1.281  -14.8370     0.980     0.001
    1.242  -14.8373     0.980     0.001
    1.203  -14.8377     0.980     0.001
    1.164  -14.8381     0.980     0.001
    1.125  -14.8386     0.980     0.001
    1.086  -14.8391     0.980     0.001
    1.047  -14.8396     0.980     0.001
    1.009  -14.8402     0.980     0.001
    0.970  -14.8407     0.979     0.001
    0.931  -14.8412     0.979     0.001
    0.892  -14.8417     0.979     0.001
    0.853  -14.8421     0.979     0.001
    0.853  -14.8421     0.979     0.001
    0.808  -14.8416     0.979     0.001
    0.763  -14.8411     0.979     0.001
    0.718  -14.8405     0.979     0.001
    0.673  -14.8398     0.980     0.001
    0.629  -14.8392     0.980     0.001
    0.584  -14.8386     0.980     0.001
    0.539  -14.8380     0.980     0.001
    0.494  -14.8375     0.980     0.001
    0.449  -14.8370     0.980     0.001
    0.404  -14.8366     0.980     0.001
    0.359  -14.8362     0.981     0.000
    0.314  -14.8360     0.981     0.000
    0.269  -14.8358     0.981     0.000
    0.224  -14.8356     0.981     0.000
    0.180  -14.8355     0.981     0.000
    0.135  -14.8355     0.981     0.000
    0.090  -14.8355     0.981     0.000
    0.045  -14.8354     0.981     0.000
    0.000  -14.8354     0.981     0.000
 
# Band-Index:    3
    0.000  -14.7798     0.973     0.004
    0.045  -14.7796     0.973     0.004
    0.090  -14.7792     0.974     0.004
    0.135  -14.7784     0.974     0.004
    0.180  -14.7775     0.974     0.003
    0.224  -14.7764     0.974     0.003
    0.269  -14.7751     0.975     0.003
    0.314  -14.7739     0.975     0.003
    0.359  -14.7726     0.976     0.003
    0.404  -14.7714     0.976     0.002
    0.449  -14.7702     0.976     0.002
    0.494  -14.7692     0.977     0.002
    0.539  -14.7684     0.977     0.002
    0.584  -14.7677     0.977     0.002
    0.629  -14.7672     0.977     0.001
    0.673  -14.7668     0.978     0.001
    0.718  -14.7666     0.978     0.001
    0.763  -14.7664     0.978     0.001
    0.808  -14.7664     0.978     0.001
    0.853  -14.7664     0.978     0.001
    0.853  -14.7664     0.978     0.001
    0.892  -14.7664     0.978     0.001
    0.931  -14.7664     0.978     0.001
    0.970  -14.7664     0.978     0.001
    1.009  -14.7664     0.978     0.001
    1.047  -14.7665     0.978     0.001
    1.086  -14.7665     0.978     0.001
    1.125  -14.7665     0.977     0.001
    1.164  -14.7666     0.977     0.002
    1.203  -14.7667     0.977     0.002
    1.242  -14.7668     0.977     0.002
    1.281  -14.7669     0.977     0.002
    1.320  -14.7670     0.977     0.002
    1.358  -14.7670     0.977     0.002
    1.397  -14.7671     0.977     0.002
    1.436  -14.7672     0.977     0.002
    1.475  -14.7672     0.977     0.002
    1.514  -14.7673     0.977     0.002
    1.553  -14.7673     0.977     0.002
    1.592  -14.7673     0.977     0.002
    1.592  -14.7673     0.977     0.002
    1.614  -14.7683     0.976     0.002
    1.637  -14.7693     0.976     0.002
    1.659  -14.7703     0.976     0.002
    1.681  -14.7713     0.976     0.003
    1.704  -14.7723     0.975     0.003
    1.726  -14.7732     0.975     0.003
    1.749  -14.7741     0.975     0.003
    1.771  -14.7750     0.975     0.003
    1.794  -14.7758     0.975     0.003
    1.816  -14.7765     0.974     0.003
    1.839  -14.7772     0.974     0.003
    1.861  -14.7778     0.974     0.003
    1.884  -14.7783     0.974     0.004
    1.906  -14.7788     0.974     0.004
    1.928  -14.7791     0.974     0.004
    1.951  -14.7794     0.973     0.004
    1.973  -14.7796     0.973     0.004
    1.996  -14.7797     0.973     0.004
    2.018  -14.7798     0.973     0.004
    2.018  -14.7798     0.973     0.004
    2.063  -14.7796     0.973     0.004
    2.108  -14.7792     0.974     0.004
    2.153  -14.7784     0.974     0.004
    2.198  -14.7775     0.974     0.003
    2.243  -14.7764     0.974     0.003
    2.288  -14.7751     0.975     0.003
    2.332  -14.7739     0.975     0.003
    2.377  -14.7726     0.976     0.003
    2.422  -14.7714     0.976     0.002
    2.467  -14.7702     0.976     0.002
    2.512  -14.7692     0.977     0.002
    2.557  -14.7684     0.977     0.002
    2.602  -14.7677     0.977     0.002
    2.647  -14.7672     0.977     0.001
    2.692  -14.7668     0.978     0.001
    2.736  -14.7666     0.978     0.001
    2.781  -14.7664     0.978     0.001
    2.826  -14.7664     0.978     0.001
    2.871  -14.7664     0.978     0.001
 
