  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.9438     0.982     0.000
    0.041  -14.9438     0.982     0.000
    0.081  -14.9438     0.982     0.000
    0.122  -14.9439     0.982     0.000
    0.163  -14.9440     0.982     0.000
    0.203  -14.9441     0.982     0.000
    0.244  -14.9443     0.982     0.000
    0.284  -14.9444     0.981     0.000
    0.325  -14.9446     0.981     0.000
    0.366  -14.9448     0.981     0.000
    0.406  -14.9450     0.981     0.000
    0.447  -14.9451     0.981     0.000
    0.488  -14.9452     0.981     0.000
    0.528  -14.9454     0.981     0.000
    0.569  -14.9454     0.981     0.000
    0.610  -14.9455     0.981     0.000
    0.650  -14.9455     0.981     0.000
    0.691  -14.9455     0.981     0.000
    0.731  -14.9454     0.981     0.000
    0.772  -14.9453     0.981     0.000
    0.772  -14.9453     0.981     0.000
    0.807  -14.9454     0.981     0.000
    0.842  -14.9455     0.981     0.000
    0.878  -14.9455     0.981     0.000
    0.913  -14.9455     0.981     0.000
    0.948  -14.9455     0.981     0.000
    0.983  -14.9454     0.981     0.000
    1.018  -14.9453     0.981     0.000
    1.054  -14.9452     0.981     0.000
    1.089  -14.9451     0.981     0.000
    1.124  -14.9450     0.981     0.000
    1.159  -14.9449     0.981     0.000
    1.194  -14.9447     0.981     0.000
    1.230  -14.9445     0.981     0.000
    1.265  -14.9444     0.981     0.000
    1.300  -14.9442     0.982     0.000
    1.335  -14.9441     0.982     0.000
    1.370  -14.9440     0.982     0.000
    1.406  -14.9438     0.982     0.000
    1.441  -14.9437     0.982     0.000
    1.441  -14.9437     0.982     0.000
    1.461  -14.9438     0.982     0.000
    1.481  -14.9438     0.982     0.000
    1.502  -14.9438     0.982     0.000
    1.522  -14.9438     0.982     0.000
    1.542  -14.9438     0.982     0.000
    1.563  -14.9438     0.982     0.000
    1.583  -14.9439     0.982     0.000
    1.603  -14.9439     0.982     0.000
    1.624  -14.9439     0.982     0.000
    1.644  -14.9438     0.982     0.000
    1.664  -14.9438     0.982     0.000
    1.685  -14.9438     0.982     0.000
    1.705  -14.9438     0.982     0.000
    1.725  -14.9438     0.982     0.000
    1.746  -14.9438     0.982     0.000
    1.766  -14.9438     0.982     0.000
    1.786  -14.9438     0.982     0.000
    1.806  -14.9438     0.982     0.000
    1.827  -14.9438     0.982     0.000
    1.827  -14.9438     0.982     0.000
    1.867  -14.9438     0.982     0.000
    1.908  -14.9438     0.982     0.000
    1.949  -14.9439     0.982     0.000
    1.989  -14.9440     0.982     0.000
    2.030  -14.9441     0.982     0.000
    2.071  -14.9443     0.982     0.000
    2.111  -14.9444     0.981     0.000
    2.152  -14.9446     0.981     0.000
    2.193  -14.9448     0.981     0.000
    2.233  -14.9450     0.981     0.000
    2.274  -14.9451     0.981     0.000
    2.314  -14.9452     0.981     0.000
    2.355  -14.9454     0.981     0.000
    2.396  -14.9454     0.981     0.000
    2.436  -14.9455     0.981     0.000
    2.477  -14.9455     0.981     0.000
    2.518  -14.9455     0.981     0.000
    2.558  -14.9454     0.981     0.000
    2.599  -14.9453     0.981     0.000
 
# Band-Index:    2
    2.599  -14.9453     0.981     0.000
    2.558  -14.9452     0.981     0.000
    2.518  -14.9451     0.981     0.000
    2.477  -14.9449     0.981     0.000
    2.436  -14.9448     0.981     0.000
    2.396  -14.9446     0.981     0.000
    2.355  -14.9444     0.982     0.000
    2.314  -14.9442     0.982     0.000
    2.274  -14.9440     0.982     0.000
    2.233  -14.9439     0.982     0.000
    2.193  -14.9437     0.982     0.000
    2.152  -14.9436     0.982     0.000
    2.111  -14.9435     0.982     0.000
    2.071  -14.9434     0.982     0.000
    2.030  -14.9434     0.982     0.000
    1.989  -14.9433     0.982     0.000
    1.949  -14.9433     0.982     0.000
    1.908  -14.9433     0.982     0.000
    1.867  -14.9433     0.982     0.000
    1.827  -14.9433     0.982     0.000
    1.827  -14.9433     0.982     0.000
    1.806  -14.9433     0.982     0.000
    1.786  -14.9433     0.982     0.000
    1.766  -14.9433     0.982     0.000
    1.746  -14.9433     0.982     0.000
