  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -15.1630     0.978     0.002
    0.047  -15.1631     0.978     0.002
    0.094  -15.1634     0.978     0.002
    0.141  -15.1640     0.978     0.002
    0.189  -15.1647     0.978     0.002
    0.236  -15.1655     0.977     0.002
    0.283  -15.1664     0.977     0.002
    0.330  -15.1673     0.977     0.002
    0.377  -15.1681     0.977     0.003
    0.424  -15.1688     0.977     0.003
    0.471  -15.1694     0.976     0.003
    0.519  -15.1698     0.976     0.003
    0.566  -15.1700     0.976     0.003
    0.613  -15.1701     0.976     0.003
    0.660  -15.1700     0.977     0.003
    0.707  -15.1698     0.977     0.002
    0.754  -15.1693     0.977     0.002
    0.801  -15.1687     0.977     0.002
    0.848  -15.1680     0.977     0.002
    0.896  -15.1671     0.977     0.002
    0.896  -15.1671     0.977     0.002
    0.936  -15.1679     0.977     0.002
    0.977  -15.1685     0.977     0.002
    1.018  -15.1691     0.977     0.002
    1.059  -15.1695     0.977     0.002
    1.100  -15.1699     0.977     0.003
    1.141  -15.1701     0.977     0.003
    1.181  -15.1701     0.976     0.003
    1.222  -15.1700     0.976     0.003
    1.263  -15.1697     0.976     0.003
    1.304  -15.1694     0.976     0.003
    1.345  -15.1688     0.977     0.003
    1.386  -15.1682     0.977     0.003
    1.426  -15.1674     0.977     0.002
    1.467  -15.1666     0.977     0.002
    1.508  -15.1657     0.977     0.002
    1.549  -15.1647     0.978     0.002
    1.590  -15.1638     0.978     0.002
    1.630  -15.1628     0.978     0.002
    1.671  -15.1620     0.978     0.002
    1.671  -15.1620     0.978     0.002
    1.695  -15.1622     0.978     0.002
    1.718  -15.1625     0.978     0.002
    1.742  -15.1628     0.978     0.002
    1.766  -15.1630     0.978     0.002
    1.789  -15.1631     0.978     0.002
    1.813  -15.1633     0.978     0.002
    1.836  -15.1634     0.978     0.002
    1.860  -15.1635     0.978     0.002
    1.883  -15.1635     0.978     0.002
    1.907  -15.1635     0.978     0.002
    1.931  -15.1635     0.978     0.002
    1.954  -15.1635     0.978     0.002
    1.978  -15.1634     0.978     0.002
    2.001  -15.1633     0.978     0.002
    2.025  -15.1632     0.978     0.002
    2.048  -15.1632     0.978     0.002
    2.072  -15.1631     0.978     0.002
    2.096  -15.1630     0.978     0.002
    2.119  -15.1630     0.978     0.002
    2.119  -15.1630     0.978     0.002
    2.166  -15.1631     0.978     0.002
    2.213  -15.1634     0.978     0.002
    2.261  -15.1640     0.978     0.002
    2.308  -15.1647     0.978     0.002
    2.355  -15.1655     0.977     0.002
    2.402  -15.1664     0.977     0.002
    2.449  -15.1673     0.977     0.002
    2.496  -15.1681     0.977     0.003
    2.543  -15.1688     0.977     0.003
    2.590  -15.1694     0.976     0.003
    2.638  -15.1698     0.976     0.003
    2.685  -15.1700     0.976     0.003
    2.732  -15.1701     0.976     0.003
    2.779  -15.1700     0.977     0.003
    2.826  -15.1698     0.977     0.002
    2.873  -15.1693     0.977     0.002
    2.920  -15.1687     0.977     0.002
    2.968  -15.1680     0.977     0.002
    3.015  -15.1671     0.977     0.002
 
# Band-Index:    2
    3.015  -15.1671     0.977     0.002
    2.968  -15.1662     0.978     0.002
    2.920  -15.1652     0.978     0.002
    2.873  -15.1642     0.978     0.002
    2.826  -15.1631     0.979     0.001
    2.779  -15.1622     0.979     0.001
    2.732  -15.1613     0.979     0.001
    2.685  -15.1604     0.979     0.001
    2.638  -15.1597     0.979     0.001
    2.590  -15.1590     0.980     0.001
    2.543  -15.1585     0.980     0.001
    2.496  -15.1581     0.980     0.001
    2.449  -15.1578     0.980     0.001
    2.402  -15.1576     0.980     0.001
    2.355  -15.1575     0.980     0.001
    2.308  -15.1574     0.980     0.001
    2.261  -15.1574     0.980     0.001
    2.213  -15.1574     0.980     0.001
    2.166  -15.1573     0.980     0.001
    2.119  -15.1573     0.980     0.001
    2.119  -15.1573     0.980     0.001
    2.096  -15.1573     0.980     0.001
    2.072  -15.1574     0.980     0.001
    2.048  -15.1574     0.980     0.001
    2.025  -15.1575     0.980     0.001
    2.001  -15.1577     0.980     0.001
    1.978  -15.1578     0.980     0.001
    1.954  -15.1580     0.980     0.001
    1.931  -15.1583     0.980     0.001
    1.907  -15.1586     0.979     0.001
    1.883  -15.1589     0.979     0.001
    1.860  -15.1592     0.979     0.001
    1.836  -15.1595     0.979     0.001
    1.813  -15.1599     0.979     0.001
    1.789  -15.1602     0.979     0.001
    1.766  -15.1606     0.979     0.001
    1.742  -15.1610     0.979     0.001
    1.718  -15.1613     0.979     0.001
    1.695  -15.1616     0.978     0.002
    1.671  -15.1620     0.978     0.002
    1.671  -15.1620     0.978     0.002
    1.630  -15.1611     0.979     0.001
    1.590  -15.1604     0.979     0.001
    1.549  -15.1598     0.979     0.001
    1.508  -15.1594     0.979     0.001
    1.467  -15.1591     0.979     0.001
    1.426  -15.1590     0.979     0.001
    1.386  -15.1590     0.979     0.001
    1.345  -15.1592     0.979     0.001
    1.304  -15.1595     0.979     0.001
    1.263  -15.1600     0.979     0.001
    1.222  -15.1606     0.979     0.001
    1.181  -15.1613     0.979     0.001
    1.141  -15.1620     0.979     0.001
    1.100  -15.1628     0.979     0.001
    1.059  -15.1637     0.978     0.002
    1.018  -15.1646     0.978     0.002
    0.977  -15.1654     0.978     0.002
    0.936  -15.1663     0.978     0.002
    0.896  -15.1671     0.977     0.002
    0.896  -15.1671     0.977     0.002
    0.848  -15.1662     0.978     0.002
    0.801  -15.1652     0.978     0.002
    0.754  -15.1642     0.978     0.002
    0.707  -15.1631     0.979     0.001
    0.660  -15.1622     0.979     0.001
    0.613  -15.1613     0.979     0.001
    0.566  -15.1604     0.979     0.001
    0.519  -15.1597     0.979     0.001
    0.471  -15.1590     0.980     0.001
    0.424  -15.1585     0.980     0.001
    0.377  -15.1581     0.980     0.001
    0.330  -15.1578     0.980     0.001
    0.283  -15.1576     0.980     0.001
