  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8877     0.981     0.000
    0.043  -14.8877     0.981     0.000
    0.086  -14.8878     0.981     0.000
    0.129  -14.8879     0.981     0.000
    0.171  -14.8881     0.981     0.000
    0.214  -14.8884     0.981     0.001
    0.257  -14.8887     0.981     0.001
    0.300  -14.8890     0.981     0.001
    0.343  -14.8894     0.980     0.001
    0.386  -14.8897     0.980     0.001
    0.429  -14.8900     0.980     0.001
    0.471  -14.8903     0.980     0.001
    0.514  -14.8905     0.980     0.001
    0.557  -14.8907     0.980     0.001
    0.600  -14.8908     0.980     0.001
    0.643  -14.8909     0.980     0.001
    0.686  -14.8909     0.980     0.001
    0.729  -14.8908     0.980     0.001
    0.771  -14.8907     0.980     0.001
    0.814  -14.8905     0.980     0.001
    0.814  -14.8905     0.980     0.001
    0.851  -14.8906     0.980     0.001
    0.888  -14.8908     0.980     0.001
    0.926  -14.8908     0.980     0.001
    0.963  -14.8909     0.980     0.001
    1.000  -14.8909     0.980     0.001
    1.037  -14.8908     0.980     0.001
    1.074  -14.8907     0.980     0.001
    1.111  -14.8905     0.980     0.001
    1.148  -14.8903     0.980     0.001
    1.185  -14.8901     0.980     0.001
    1.222  -14.8898     0.980     0.001
    1.260  -14.8895     0.980     0.001
    1.297  -14.8892     0.980     0.001
    1.334  -14.8889     0.981     0.001
    1.371  -14.8886     0.981     0.001
    1.408  -14.8883     0.981     0.000
    1.445  -14.8880     0.981     0.000
    1.482  -14.8877     0.981     0.000
    1.519  -14.8875     0.981     0.000
    1.519  -14.8875     0.981     0.000
    1.541  -14.8876     0.981     0.000
    1.562  -14.8876     0.981     0.000
    1.584  -14.8877     0.981     0.000
    1.605  -14.8877     0.981     0.000
    1.626  -14.8878     0.981     0.000
    1.648  -14.8878     0.981     0.000
    1.669  -14.8878     0.981     0.000
    1.691  -14.8878     0.981     0.000
    1.712  -14.8878     0.981     0.000
    1.734  -14.8878     0.981     0.000
    1.755  -14.8878     0.981     0.000
    1.776  -14.8878     0.981     0.000
    1.798  -14.8878     0.981     0.000
    1.819  -14.8877     0.981     0.000
    1.841  -14.8877     0.981     0.000
    1.862  -14.8877     0.981     0.000
    1.884  -14.8877     0.981     0.000
    1.905  -14.8877     0.981     0.000
    1.926  -14.8877     0.981     0.000
    1.926  -14.8877     0.981     0.000
    1.969  -14.8877     0.981     0.000
    2.012  -14.8878     0.981     0.000
    2.055  -14.8879     0.981     0.000
    2.098  -14.8881     0.981     0.000
    2.141  -14.8884     0.981     0.001
    2.184  -14.8887     0.981     0.001
    2.226  -14.8890     0.981     0.001
    2.269  -14.8894     0.980     0.001
    2.312  -14.8897     0.980     0.001
    2.355  -14.8900     0.980     0.001
    2.398  -14.8903     0.980     0.001
    2.441  -14.8905     0.980     0.001
    2.484  -14.8907     0.980     0.001
    2.526  -14.8908     0.980     0.001
    2.569  -14.8909     0.980     0.001
    2.612  -14.8909     0.980     0.001
    2.655  -14.8908     0.980     0.001
    2.698  -14.8907     0.980     0.001
    2.741  -14.8905     0.980     0.001
 
# Band-Index:    2
    2.741  -14.8905     0.980     0.001
    2.698  -14.8902     0.980     0.001
    2.655  -14.8899     0.980     0.001
    2.612  -14.8896     0.980     0.001
    2.569  -14.8892     0.981     0.001
    2.526  -14.8888     0.981     0.000
    2.484  -14.8885     0.981     0.000
    2.441  -14.8881     0.981     0.000
    2.398  -14.8878     0.981     0.000
    2.355  -14.8875     0.981     0.000
    2.312  -14.8872     0.981     0.000
    2.269  -14.8870     0.981     0.000
    2.226  -14.8868     0.981     0.000
    2.184  -14.8867     0.981     0.000
    2.141  -14.8866     0.981     0.000
    2.098  -14.8865     0.981     0.000
    2.055  -14.8865     0.981     0.000
    2.012  -14.8864     0.981     0.000
    1.969  -14.8864     0.981     0.000
    1.926  -14.8864     0.981     0.000
    1.926  -14.8864     0.981     0.000
    1.905  -14.8864     0.981     0.000
    1.884  -14.8864     0.981     0.000
    1.862  -14.8864     0.981     0.000
    1.841  -14.8865     0.981     0.000
    1.819  -14.8865     0.981     0.000
    1.798  -14.8865     0.981     0.000
    1.776  -14.8866     0.981     0.000
    1.755  -14.8866     0.981     0.000
    1.734  -14.8867     0.981     0.000
    1.712  -14.8868     0.981     0.000
    1.691  -14.8869     0.981     0.000
    1.669  -14.8869     0.981     0.000
    1.648  -14.8870     0.981     0.000
    1.626  -14.8871     0.981     0.000
    1.605  -14.8872     0.981     0.000
    1.584  -14.8873     0.981     0.000
    1.562  -14.8873     0.981     0.000
    1.541  -14.8874     0.981     0.000
    1.519  -14.8875     0.981     0.000
    1.519  -14.8875     0.981     0.000
    1.482  -14.8873     0.981     0.000
    1.445  -14.8872     0.981     0.000
    1.408  -14.8871     0.981     0.000
    1.371  -14.8871     0.981     0.000
    1.334  -14.8871     0.981     0.000
    1.297  -14.8871     0.981     0.000
    1.260  -14.8873     0.981     0.000
    1.222  -14.8874     0.981     0.000
    1.185  -14.8876     0.981     0.000
    1.148  -14.8879     0.981     0.000
    1.111  -14.8882     0.981     0.000
    1.074  -14.8885     0.981     0.000
    1.037  -14.8888     0.981     0.000
    1.000  -14.8891     0.981     0.001
    0.963  -14.8894     0.981     0.001
    0.926  -14.8897     0.980     0.001
    0.888  -14.8900     0.980     0.001
    0.851  -14.8902     0.980     0.001
    0.814  -14.8905     0.980     0.001
    0.814  -14.8905     0.980     0.001
    0.771  -14.8902     0.980     0.001
    0.729  -14.8899     0.980     0.001
    0.686  -14.8896     0.980     0.001
    0.643  -14.8892     0.981     0.001
