  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.9080     0.981     0.000
    0.042  -14.9080     0.981     0.000
    0.084  -14.9081     0.981     0.000
    0.126  -14.9082     0.981     0.000
    0.168  -14.9084     0.981     0.000
    0.210  -14.9086     0.981     0.000
    0.253  -14.9088     0.981     0.000
    0.295  -14.9091     0.981     0.000
    0.337  -14.9093     0.981     0.000
    0.379  -14.9096     0.981     0.001
    0.421  -14.9099     0.981     0.001
    0.463  -14.9101     0.981     0.001
    0.505  -14.9103     0.981     0.001
    0.547  -14.9104     0.981     0.001
    0.589  -14.9106     0.980     0.001
    0.631  -14.9106     0.980     0.001
    0.673  -14.9106     0.980     0.001
    0.715  -14.9106     0.981     0.001
    0.758  -14.9105     0.981     0.001
    0.800  -14.9103     0.981     0.001
    0.800  -14.9103     0.981     0.001
    0.836  -14.9105     0.981     0.001
    0.873  -14.9106     0.981     0.001
    0.909  -14.9106     0.980     0.001
    0.945  -14.9106     0.980     0.001
    0.982  -14.9106     0.980     0.001
    1.018  -14.9105     0.981     0.001
    1.055  -14.9104     0.981     0.001
    1.091  -14.9103     0.981     0.001
    1.128  -14.9101     0.981     0.001
    1.164  -14.9099     0.981     0.001
    1.201  -14.9097     0.981     0.001
    1.237  -14.9095     0.981     0.001
    1.274  -14.9092     0.981     0.000
    1.310  -14.9090     0.981     0.000
    1.346  -14.9087     0.981     0.000
    1.383  -14.9085     0.981     0.000
    1.419  -14.9082     0.981     0.000
    1.456  -14.9081     0.981     0.000
    1.492  -14.9079     0.981     0.000
    1.492  -14.9079     0.981     0.000
    1.513  -14.9079     0.981     0.000
    1.534  -14.9080     0.981     0.000
    1.555  -14.9080     0.981     0.000
    1.576  -14.9080     0.981     0.000
    1.597  -14.9081     0.981     0.000
    1.618  -14.9081     0.981     0.000
    1.640  -14.9081     0.981     0.000
    1.661  -14.9081     0.981     0.000
    1.682  -14.9081     0.981     0.000
    1.703  -14.9081     0.981     0.000
    1.724  -14.9081     0.981     0.000
    1.745  -14.9081     0.981     0.000
    1.766  -14.9081     0.981     0.000
    1.787  -14.9081     0.981     0.000
    1.808  -14.9080     0.981     0.000
    1.829  -14.9080     0.981     0.000
    1.850  -14.9080     0.981     0.000
    1.871  -14.9080     0.981     0.000
    1.892  -14.9080     0.981     0.000
    1.892  -14.9080     0.981     0.000
    1.934  -14.9080     0.981     0.000
    1.976  -14.9081     0.981     0.000
    2.018  -14.9082     0.981     0.000
    2.060  -14.9084     0.981     0.000
    2.102  -14.9086     0.981     0.000
    2.145  -14.9088     0.981     0.000
    2.187  -14.9091     0.981     0.000
    2.229  -14.9093     0.981     0.000
    2.271  -14.9096     0.981     0.001
    2.313  -14.9099     0.981     0.001
    2.355  -14.9101     0.981     0.001
    2.397  -14.9103     0.981     0.001
    2.439  -14.9104     0.981     0.001
    2.481  -14.9106     0.980     0.001
    2.523  -14.9106     0.980     0.001
    2.565  -14.9106     0.980     0.001
    2.608  -14.9106     0.981     0.001
    2.650  -14.9105     0.981     0.001
    2.692  -14.9103     0.981     0.001
 
# Band-Index:    2
    2.692  -14.9103     0.981     0.001
    2.650  -14.9101     0.981     0.001
    2.608  -14.9099     0.981     0.001
    2.565  -14.9096     0.981     0.000
    2.523  -14.9094     0.981     0.000
    2.481  -14.9091     0.981     0.000
    2.439  -14.9088     0.981     0.000
    2.397  -14.9085     0.981     0.000
    2.355  -14.9082     0.981     0.000
    2.313  -14.9080     0.981     0.000
    2.271  -14.9078     0.981     0.000
    2.229  -14.9076     0.981     0.000
    2.187  -14.9074     0.981     0.000
    2.145  -14.9073     0.981     0.000
    2.102  -14.9072     0.981     0.000
    2.060  -14.9072     0.981     0.000
    2.018  -14.9071     0.982     0.000
    1.976  -14.9071     0.982     0.000
    1.934  -14.9071     0.982     0.000
    1.892  -14.9071     0.982     0.000
    1.892  -14.9071     0.982     0.000
    1.871  -14.9071     0.982     0.000
    1.850  -14.9071     0.982     0.000
    1.829  -14.9071     0.982     0.000
    1.808  -14.9071     0.982     0.000
    1.787  -14.9071     0.981     0.000
    1.766  -14.9072     0.981     0.000
    1.745  -14.9072     0.981     0.000
    1.724  -14.9072     0.981     0.000
    1.703  -14.9073     0.981     0.000
    1.682  -14.9073     0.981     0.000
    1.661  -14.9074     0.981     0.000
    1.640  -14.9075     0.981     0.000
    1.618  -14.9075     0.981     0.000
    1.597  -14.9076     0.981     0.000
    1.576  -14.9076     0.981     0.000
    1.555  -14.9077     0.981     0.000
    1.534  -14.9078     0.981     0.000
