  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8567     0.980     0.001
    0.044  -14.8567     0.980     0.001
    0.088  -14.8568     0.980     0.001
    0.132  -14.8571     0.980     0.001
    0.176  -14.8574     0.980     0.001
    0.220  -14.8577     0.980     0.001
    0.264  -14.8582     0.980     0.001
    0.308  -14.8586     0.980     0.001
    0.352  -14.8591     0.980     0.001
    0.396  -14.8595     0.980     0.001
    0.441  -14.8600     0.979     0.001
    0.485  -14.8603     0.979     0.001
    0.529  -14.8606     0.979     0.001
    0.573  -14.8608     0.979     0.001
    0.617  -14.8609     0.979     0.001
    0.661  -14.8610     0.979     0.001
    0.705  -14.8609     0.979     0.001
    0.749  -14.8608     0.979     0.001
    0.793  -14.8605     0.979     0.001
    0.837  -14.8602     0.980     0.001
    0.837  -14.8602     0.980     0.001
    0.875  -14.8605     0.979     0.001
    0.913  -14.8607     0.979     0.001
    0.952  -14.8609     0.979     0.001
    0.990  -14.8610     0.979     0.001
    1.028  -14.8610     0.979     0.001
    1.066  -14.8609     0.979     0.001
    1.104  -14.8608     0.979     0.001
    1.142  -14.8606     0.979     0.001
    1.180  -14.8603     0.979     0.001
    1.219  -14.8600     0.979     0.001
    1.257  -14.8597     0.980     0.001
    1.295  -14.8593     0.980     0.001
    1.333  -14.8589     0.980     0.001
    1.371  -14.8584     0.980     0.001
    1.409  -14.8580     0.980     0.001
    1.447  -14.8575     0.980     0.001
    1.486  -14.8571     0.980     0.001
    1.524  -14.8567     0.980     0.001
    1.562  -14.8564     0.980     0.001
    1.562  -14.8564     0.980     0.001
    1.584  -14.8565     0.980     0.001
    1.606  -14.8566     0.980     0.001
    1.628  -14.8567     0.980     0.001
    1.650  -14.8567     0.980     0.001
    1.672  -14.8568     0.980     0.001
    1.694  -14.8568     0.980     0.001
    1.716  -14.8569     0.980     0.001
    1.738  -14.8569     0.980     0.001
    1.760  -14.8569     0.980     0.001
    1.782  -14.8569     0.980     0.001
    1.804  -14.8569     0.980     0.001
    1.826  -14.8568     0.980     0.001
    1.848  -14.8568     0.980     0.001
    1.870  -14.8568     0.980     0.001
    1.892  -14.8568     0.980     0.001
    1.914  -14.8567     0.980     0.001
    1.936  -14.8567     0.980     0.001
    1.958  -14.8567     0.980     0.001
    1.980  -14.8567     0.980     0.001
    1.980  -14.8567     0.980     0.001
    2.025  -14.8567     0.980     0.001
    2.069  -14.8568     0.980     0.001
    2.113  -14.8571     0.980     0.001
    2.157  -14.8574     0.980     0.001
    2.201  -14.8577     0.980     0.001
    2.245  -14.8582     0.980     0.001
    2.289  -14.8586     0.980     0.001
    2.333  -14.8591     0.980     0.001
    2.377  -14.8595     0.980     0.001
    2.421  -14.8600     0.979     0.001
    2.465  -14.8603     0.979     0.001
    2.509  -14.8606     0.979     0.001
    2.553  -14.8608     0.979     0.001
    2.597  -14.8609     0.979     0.001
    2.641  -14.8610     0.979     0.001
    2.685  -14.8609     0.979     0.001
    2.729  -14.8608     0.979     0.001
    2.773  -14.8605     0.979     0.001
    2.818  -14.8602     0.980     0.001
 
# Band-Index:    2
    2.818  -14.8602     0.980     0.001
    2.773  -14.8598     0.980     0.001
    2.729  -14.8594     0.980     0.001
    2.685  -14.8589     0.980     0.001
    2.641  -14.8584     0.980     0.001
    2.597  -14.8579     0.980     0.001
    2.553  -14.8574     0.980     0.001
    2.509  -14.8569     0.980     0.001
    2.465  -14.8565     0.981     0.001
    2.421  -14.8561     0.981     0.000
    2.377  -14.8558     0.981     0.000
    2.333  -14.8555     0.981     0.000
    2.289  -14.8552     0.981     0.000
    2.245  -14.8551     0.981     0.000
    2.201  -14.8549     0.981     0.000
    2.157  -14.8549     0.981     0.000
    2.113  -14.8548     0.981     0.000
    2.069  -14.8548     0.981     0.000
    2.025  -14.8547     0.981     0.000
    1.980  -14.8547     0.981     0.000
    1.980  -14.8547     0.981     0.000
    1.958  -14.8547     0.981     0.000
    1.936  -14.8547     0.981     0.000
    1.914  -14.8548     0.981     0.000
    1.892  -14.8548     0.981     0.000
    1.870  -14.8549     0.981     0.000
    1.848  -14.8549     0.981     0.000
    1.826  -14.8550     0.981     0.000
    1.804  -14.8551     0.981     0.000
    1.782  -14.8552     0.981     0.000
    1.760  -14.8553     0.981     0.000
    1.738  -14.8554     0.981     0.000
    1.716  -14.8555     0.981     0.000
    1.694  -14.8556     0.981     0.000
    1.672  -14.8558     0.981     0.000
    1.650  -14.8559     0.981     0.000
    1.628  -14.8560     0.981     0.001
    1.606  -14.8562     0.981     0.001
    1.584  -14.8563     0.981     0.001
    1.562  -14.8564     0.980     0.001
    1.562  -14.8564     0.980     0.001
    1.524  -14.8561     0.981     0.001
    1.486  -14.8559     0.981     0.000
    1.447  -14.8557     0.981     0.000
    1.409  -14.8556     0.981     0.000
    1.371  -14.8556     0.981     0.000
    1.333  -14.8557     0.981     0.000
    1.295  -14.8558     0.981     0.000
    1.257  -14.8560     0.981     0.000
    1.219  -14.8563     0.981     0.000
    1.180  -14.8566     0.981     0.001
    1.142  -14.8570     0.980     0.001
    1.104  -14.8574     0.980     0.001
    1.066  -14.8578     0.980     0.001
    1.028  -14.8583     0.980     0.001
    0.990  -14.8587     0.980     0.001
    0.952  -14.8591     0.980     0.001
    0.913  -14.8595     0.980     0.001
    0.875  -14.8599     0.980     0.001
    0.837  -14.8602     0.980     0.001
    0.837  -14.8602     0.980     0.001
    0.793  -14.8598     0.980     0.001
    0.749  -14.8594     0.980     0.001
    0.705  -14.8589     0.980     0.001
    0.661  -14.8584     0.980     0.001
    0.617  -14.8579     0.980     0.001
    0.573  -14.8574     0.980     0.001
    0.529  -14.8569     0.980     0.001
    0.485  -14.8565     0.981     0.001
    0.441  -14.8561     0.981     0.000
    0.396  -14.8558     0.981     0.000
    0.352  -14.8555     0.981     0.000
    0.308  -14.8552     0.981     0.000
    0.264  -14.8551     0.981     0.000
    0.220  -14.8549     0.981     0.000
    0.176  -14.8549     0.981     0.000
    0.132  -14.8548     0.981     0.000
    0.088  -14.8548     0.981     0.000
    0.044  -14.8547     0.981     0.000
    0.000  -14.8547     0.981     0.000
 
# Band-Index:    3
    0.000  -14.7926     0.975     0.003
    0.044  -14.7925     0.975     0.003
    0.088  -14.7921     0.975     0.003
    0.132  -14.7915     0.975     0.003
    0.176  -14.7908     0.975     0.003
    0.220  -14.7899     0.976     0.003
    0.264  -14.7890     0.976     0.002
    0.308  -14.7879     0.976     0.002
    0.352  -14.7869     0.977     0.002
    0.396  -14.7860     0.977     0.002
    0.441  -14.7851     0.977     0.002
    0.485  -14.7843     0.977     0.002
    0.529  -14.7836     0.978     0.001
    0.573  -14.7830     0.978     0.001
    0.617  -14.7826     0.978     0.001
    0.661  -14.7823     0.978     0.001
    0.705  -14.7821     0.978     0.001
    0.749  -14.7820     0.978     0.001
    0.793  -14.7820     0.978     0.001
    0.837  -14.7820     0.978     0.001
    0.837  -14.7820     0.978     0.001
    0.875  -14.7820     0.978     0.001
    0.913  -14.7820     0.978     0.001
    0.952  -14.7820     0.978     0.001
