  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8467     0.980     0.001
    0.044  -14.8467     0.980     0.001
    0.089  -14.8469     0.980     0.001
    0.133  -14.8471     0.980     0.001
    0.178  -14.8475     0.980     0.001
    0.222  -14.8479     0.980     0.001
    0.267  -14.8484     0.980     0.001
    0.311  -14.8489     0.980     0.001
    0.356  -14.8494     0.979     0.001
    0.400  -14.8499     0.979     0.001
    0.445  -14.8504     0.979     0.001
    0.489  -14.8508     0.979     0.001
    0.534  -14.8511     0.979     0.001
    0.578  -14.8513     0.979     0.001
    0.623  -14.8514     0.979     0.001
    0.667  -14.8514     0.979     0.001
    0.712  -14.8514     0.979     0.001
    0.756  -14.8512     0.979     0.001
    0.800  -14.8509     0.979     0.001
    0.845  -14.8505     0.979     0.001
    0.845  -14.8505     0.979     0.001
    0.883  -14.8508     0.979     0.001
    0.922  -14.8511     0.979     0.001
    0.960  -14.8513     0.979     0.001
    0.999  -14.8514     0.979     0.001
    1.038  -14.8514     0.979     0.001
    1.076  -14.8514     0.979     0.001
    1.115  -14.8513     0.979     0.001
    1.153  -14.8511     0.979     0.001
    1.192  -14.8508     0.979     0.001
    1.230  -14.8505     0.979     0.001
    1.269  -14.8501     0.979     0.001
    1.307  -14.8496     0.979     0.001
    1.346  -14.8492     0.979     0.001
    1.384  -14.8487     0.980     0.001
    1.423  -14.8482     0.980     0.001
    1.461  -14.8477     0.980     0.001
    1.500  -14.8472     0.980     0.001
    1.538  -14.8467     0.980     0.001
    1.577  -14.8464     0.980     0.001
    1.577  -14.8464     0.980     0.001
    1.599  -14.8465     0.980     0.001
    1.621  -14.8466     0.980     0.001
    1.643  -14.8467     0.980     0.001
    1.666  -14.8468     0.980     0.001
    1.688  -14.8468     0.980     0.001
    1.710  -14.8469     0.980     0.001
    1.732  -14.8469     0.980     0.001
    1.755  -14.8469     0.980     0.001
    1.777  -14.8469     0.980     0.001
    1.799  -14.8469     0.980     0.001
    1.821  -14.8469     0.980     0.001
    1.844  -14.8469     0.980     0.001
    1.866  -14.8469     0.980     0.001
    1.888  -14.8468     0.980     0.001
    1.910  -14.8468     0.980     0.001
    1.932  -14.8468     0.980     0.001
    1.955  -14.8467     0.980     0.001
    1.977  -14.8467     0.980     0.001
    1.999  -14.8467     0.980     0.001
    1.999  -14.8467     0.980     0.001
    2.044  -14.8467     0.980     0.001
    2.088  -14.8469     0.980     0.001
    2.133  -14.8471     0.980     0.001
    2.177  -14.8475     0.980     0.001
    2.221  -14.8479     0.980     0.001
    2.266  -14.8484     0.980     0.001
    2.310  -14.8489     0.980     0.001
    2.355  -14.8494     0.979     0.001
    2.399  -14.8499     0.979     0.001
    2.444  -14.8504     0.979     0.001
    2.488  -14.8508     0.979     0.001
    2.533  -14.8511     0.979     0.001
    2.577  -14.8513     0.979     0.001
    2.622  -14.8514     0.979     0.001
    2.666  -14.8514     0.979     0.001
    2.711  -14.8514     0.979     0.001
    2.755  -14.8512     0.979     0.001
    2.800  -14.8509     0.979     0.001
    2.844  -14.8505     0.979     0.001
 
# Band-Index:    2
    2.844  -14.8505     0.979     0.001
    2.800  -14.8501     0.979     0.001
    2.755  -14.8496     0.980     0.001
    2.711  -14.8491     0.980     0.001
    2.666  -14.8485     0.980     0.001
    2.622  -14.8479     0.980     0.001
    2.577  -14.8474     0.980     0.001
    2.533  -14.8469     0.980     0.001
    2.488  -14.8464     0.980     0.001
    2.444  -14.8459     0.980     0.001
    2.399  -14.8455     0.981     0.000
    2.355  -14.8452     0.981     0.000
    2.310  -14.8450     0.981     0.000
    2.266  -14.8448     0.981     0.000
    2.221  -14.8447     0.981     0.000
    2.177  -14.8446     0.981     0.000
    2.133  -14.8445     0.981     0.000
    2.088  -14.8445     0.981     0.000
    2.044  -14.8445     0.981     0.000
    1.999  -14.8444     0.981     0.000
    1.999  -14.8444     0.981     0.000
    1.977  -14.8444     0.981     0.000
    1.955  -14.8445     0.981     0.000
    1.932  -14.8445     0.981     0.000
    1.910  -14.8445     0.981     0.000
    1.888  -14.8446     0.981     0.000
    1.866  -14.8447     0.981     0.000
    1.844  -14.8447     0.981     0.000
    1.821  -14.8448     0.981     0.000
    1.799  -14.8450     0.981     0.000
    1.777  -14.8451     0.981     0.000
    1.755  -14.8452     0.981     0.000
    1.732  -14.8454     0.981     0.000
    1.710  -14.8455     0.981     0.001
    1.688  -14.8456     0.980     0.001
    1.666  -14.8458     0.980     0.001
    1.643  -14.8459     0.980     0.001
    1.621  -14.8461     0.980     0.001
    1.599  -14.8462     0.980     0.001
    1.577  -14.8464     0.980     0.001
    1.577  -14.8464     0.980     0.001
    1.538  -14.8460     0.980     0.001
    1.500  -14.8458     0.980     0.001
    1.461  -14.8456     0.981     0.001
    1.423  -14.8455     0.981     0.000
    1.384  -14.8455     0.981     0.000
    1.346  -14.8455     0.981     0.000
    1.307  -14.8457     0.981     0.000
    1.269  -14.8459     0.980     0.001
    1.230  -14.8462     0.980     0.001
    1.192  -14.8465     0.980     0.001
