  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8996     0.979     0.001
    0.046  -14.8997     0.979     0.001
    0.092  -14.8999     0.979     0.001
    0.137  -14.9003     0.979     0.001
    0.183  -14.9008     0.979     0.001
    0.229  -14.9014     0.979     0.001
    0.275  -14.9021     0.979     0.002
    0.320  -14.9028     0.978     0.002
    0.366  -14.9034     0.978     0.002
    0.412  -14.9041     0.978     0.002
    0.458  -14.9046     0.978     0.002
    0.503  -14.9051     0.978     0.002
    0.549  -14.9054     0.978     0.002
    0.595  -14.9056     0.978     0.002
    0.641  -14.9057     0.978     0.002
    0.686  -14.9056     0.978     0.002
    0.732  -14.9054     0.978     0.002
    0.778  -14.9051     0.978     0.002
    0.824  -14.9046     0.978     0.002
    0.870  -14.9040     0.978     0.002
    0.870  -14.9040     0.978     0.002
    0.909  -14.9045     0.978     0.002
    0.949  -14.9049     0.978     0.002
    0.988  -14.9053     0.978     0.002
    1.028  -14.9055     0.978     0.002
    1.068  -14.9056     0.978     0.002
    1.107  -14.9057     0.978     0.002
    1.147  -14.9056     0.978     0.002
    1.187  -14.9054     0.978     0.002
    1.226  -14.9051     0.978     0.002
    1.266  -14.9047     0.978     0.002
    1.306  -14.9042     0.978     0.002
    1.345  -14.9036     0.978     0.002
    1.385  -14.9030     0.978     0.002
    1.424  -14.9024     0.979     0.002
    1.464  -14.9017     0.979     0.001
    1.504  -14.9010     0.979     0.001
    1.543  -14.9003     0.979     0.001
    1.583  -14.8996     0.979     0.001
    1.623  -14.8990     0.979     0.001
    1.623  -14.8990     0.979     0.001
    1.645  -14.8992     0.979     0.001
    1.668  -14.8994     0.979     0.001
    1.691  -14.8996     0.979     0.001
    1.714  -14.8997     0.979     0.001
    1.737  -14.8998     0.979     0.001
    1.760  -14.8999     0.979     0.001
    1.783  -14.8999     0.979     0.001
    1.806  -14.9000     0.979     0.001
    1.829  -14.9000     0.979     0.001
    1.851  -14.9000     0.979     0.001
    1.874  -14.9000     0.979     0.001
    1.897  -14.9000     0.979     0.001
    1.920  -14.8999     0.979     0.001
    1.943  -14.8999     0.979     0.001
    1.966  -14.8998     0.979     0.001
    1.989  -14.8997     0.979     0.001
    2.012  -14.8997     0.979     0.001
    2.034  -14.8997     0.979     0.001
    2.057  -14.8996     0.979     0.001
    2.057  -14.8996     0.979     0.001
    2.103  -14.8997     0.979     0.001
    2.149  -14.8999     0.979     0.001
    2.195  -14.9003     0.979     0.001
