  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8983     0.981     0.000
    0.042  -14.8983     0.981     0.000
    0.085  -14.8984     0.981     0.000
    0.127  -14.8985     0.981     0.000
    0.170  -14.8987     0.981     0.000
    0.212  -14.8989     0.981     0.000
    0.255  -14.8992     0.981     0.000
    0.297  -14.8995     0.981     0.001
    0.340  -14.8998     0.981     0.001
    0.382  -14.9001     0.981     0.001
    0.425  -14.9004     0.980     0.001
    0.467  -14.9006     0.980     0.001
    0.510  -14.9008     0.980     0.001
    0.552  -14.9010     0.980     0.001
    0.595  -14.9011     0.980     0.001
    0.637  -14.9012     0.980     0.001
    0.679  -14.9012     0.980     0.001
    0.722  -14.9011     0.980     0.001
    0.764  -14.9010     0.980     0.001
    0.807  -14.9008     0.980     0.001
    0.807  -14.9008     0.980     0.001
    0.844  -14.9010     0.980     0.001
    0.880  -14.9011     0.980     0.001
    0.917  -14.9012     0.980     0.001
    0.954  -14.9012     0.980     0.001
    0.991  -14.9012     0.980     0.001
    1.028  -14.9011     0.980     0.001
    1.064  -14.9010     0.980     0.001
    1.101  -14.9008     0.980     0.001
    1.138  -14.9007     0.980     0.001
    1.175  -14.9004     0.980     0.001
    1.211  -14.9002     0.981     0.001
    1.248  -14.8999     0.981     0.001
    1.285  -14.8996     0.981     0.001
    1.322  -14.8994     0.981     0.001
    1.359  -14.8991     0.981     0.000
    1.395  -14.8988     0.981     0.000
    1.432  -14.8986     0.981     0.000
    1.469  -14.8983     0.981     0.000
    1.506  -14.8981     0.981     0.000
    1.506  -14.8981     0.981     0.000
    1.527  -14.8982     0.981     0.000
    1.548  -14.8982     0.981     0.000
    1.569  -14.8983     0.981     0.000
    1.591  -14.8983     0.981     0.000
    1.612  -14.8984     0.981     0.000
    1.633  -14.8984     0.981     0.000
    1.654  -14.8984     0.981     0.000
    1.676  -14.8984     0.981     0.000
    1.697  -14.8984     0.981     0.000
    1.718  -14.8984     0.981     0.000
    1.739  -14.8984     0.981     0.000
    1.760  -14.8984     0.981     0.000
    1.782  -14.8984     0.981     0.000
    1.803  -14.8983     0.981     0.000
    1.824  -14.8983     0.981     0.000
    1.845  -14.8983     0.981     0.000
    1.867  -14.8983     0.981     0.000
    1.888  -14.8983     0.981     0.000
    1.909  -14.8983     0.981     0.000
    1.909  -14.8983     0.981     0.000
    1.952  -14.8983     0.981     0.000
    1.994  -14.8984     0.981     0.000
    2.036  -14.8985     0.981     0.000
    2.079  -14.8987     0.981     0.000
    2.121  -14.8989     0.981     0.000
    2.164  -14.8992     0.981     0.000
    2.206  -14.8995     0.981     0.001
    2.249  -14.8998     0.981     0.001
    2.291  -14.9001     0.981     0.001
    2.334  -14.9004     0.980     0.001
    2.376  -14.9006     0.980     0.001
    2.419  -14.9008     0.980     0.001
    2.461  -14.9010     0.980     0.001
    2.504  -14.9011     0.980     0.001
    2.546  -14.9012     0.980     0.001
    2.589  -14.9012     0.980     0.001
    2.631  -14.9011     0.980     0.001
    2.674  -14.9010     0.980     0.001
    2.716  -14.9008     0.980     0.001
 
# Band-Index:    2
    2.716  -14.9008     0.980     0.001
    2.674  -14.9006     0.980     0.001
    2.631  -14.9003     0.981     0.001
    2.589  -14.9000     0.981     0.001
    2.546  -14.8997     0.981     0.000
    2.504  -14.8994     0.981     0.000
    2.461  -14.8991     0.981     0.000
    2.419  -14.8988     0.981     0.000
    2.376  -14.8985     0.981     0.000
    2.334  -14.8982     0.981     0.000
    2.291  -14.8980     0.981     0.000
    2.249  -14.8978     0.981     0.000
    2.206  -14.8976     0.981     0.000
    2.164  -14.8975     0.981     0.000
    2.121  -14.8974     0.981     0.000
    2.079  -14.8973     0.981     0.000
    2.036  -14.8973     0.981     0.000
    1.994  -14.8972     0.981     0.000
    1.952  -14.8972     0.981     0.000
    1.909  -14.8972     0.981     0.000
    1.909  -14.8972     0.981     0.000
    1.888  -14.8972     0.981     0.000
    1.867  -14.8972     0.981     0.000
    1.845  -14.8972     0.981     0.000
    1.824  -14.8972     0.981     0.000
    1.803  -14.8973     0.981     0.000
    1.782  -14.8973     0.981     0.000
    1.760  -14.8974     0.981     0.000
    1.739  -14.8974     0.981     0.000
    1.718  -14.8975     0.981     0.000
    1.697  -14.8975     0.981     0.000
    1.676  -14.8976     0.981     0.000
    1.654  -14.8977     0.981     0.000
    1.633  -14.8977     0.981     0.000
    1.612  -14.8978     0.981     0.000
    1.591  -14.8979     0.981     0.000
    1.569  -14.8979     0.981     0.000
    1.548  -14.8980     0.981     0.000
    1.527  -14.8981     0.981     0.000
    1.506  -14.8981     0.981     0.000
    1.506  -14.8981     0.981     0.000
    1.469  -14.8980     0.981     0.000
    1.432  -14.8979     0.981     0.000
    1.395  -14.8978     0.981     0.000
    1.359  -14.8978     0.981     0.000
    1.322  -14.8978     0.981     0.000
    1.285  -14.8979     0.981     0.000
    1.248  -14.8980     0.981     0.000
    1.211  -14.8981     0.981     0.000
    1.175  -14.8983     0.981     0.000
    1.138  -14.8986     0.981     0.000
    1.101  -14.8988     0.981     0.000
    1.064  -14.8991     0.981     0.000
    1.028  -14.8993     0.981     0.000
    0.991  -14.8996     0.981     0.000
    0.954  -14.8999     0.981     0.001
    0.917  -14.9002     0.981     0.001
    0.880  -14.9004     0.981     0.001
    0.844  -14.9006     0.980     0.001
    0.807  -14.9008     0.980     0.001
    0.807  -14.9008     0.980     0.001
    0.764  -14.9006     0.980     0.001
    0.722  -14.9003     0.981     0.001
    0.679  -14.9000     0.981     0.001
    0.637  -14.8997     0.981     0.000
    0.595  -14.8994     0.981     0.000
    0.552  -14.8991     0.981     0.000
    0.510  -14.8988     0.981     0.000
    0.467  -14.8985     0.981     0.000
    0.425  -14.8982     0.981     0.000
    0.382  -14.8980     0.981     0.000
    0.340  -14.8978     0.981     0.000
    0.297  -14.8976     0.981     0.000
    0.255  -14.8975     0.981     0.000
    0.212  -14.8974     0.981     0.000
    0.170  -14.8973     0.981     0.000
    0.127  -14.8973     0.981     0.000
    0.085  -14.8972     0.981     0.000
    0.042  -14.8972     0.981     0.000
    0.000  -14.8972     0.981     0.000
 
# Band-Index:    3
    0.000  -14.8253     0.977     0.002
    0.042  -14.8252     0.977     0.002
    0.085  -14.8250     0.977     0.002
    0.127  -14.8246     0.977     0.002
    0.170  -14.8242     0.977     0.002
    0.212  -14.8236     0.977     0.002
    0.255  -14.8230     0.978     0.002
    0.297  -14.8224     0.978     0.001
    0.340  -14.8218     0.978     0.001
    0.382  -14.8212     0.978     0.001
    0.425  -14.8206     0.979     0.001
    0.467  -14.8201     0.979     0.001
    0.510  -14.8197     0.979     0.001
    0.552  -14.8193     0.979     0.001
    0.595  -14.8191     0.979     0.001
    0.637  -14.8189     0.979     0.001
    0.679  -14.8187     0.979     0.001
    0.722  -14.8187     0.979     0.001
    0.764  -14.8187     0.979     0.001
    0.807  -14.8187     0.979     0.001
    0.807  -14.8187     0.979     0.001
    0.844  -14.8187     0.979     0.001
    0.880  -14.8187     0.979     0.001
    0.917  -14.8187     0.979     0.001
    0.954  -14.8187     0.979     0.001
    0.991  -14.8187     0.979     0.001
    1.028  -14.8187     0.979     0.001
    1.064  -14.8187     0.979     0.001
    1.101  -14.8187     0.979     0.001
    1.138  -14.8188     0.979     0.001
    1.175  -14.8188     0.979     0.001
    1.211  -14.8188     0.979     0.001
    1.248  -14.8188     0.979     0.001
    1.285  -14.8189     0.979     0.001
    1.322  -14.8189     0.979     0.001
    1.359  -14.8189     0.979     0.001
    1.395  -14.8189     0.979     0.001
    1.432  -14.8189     0.979     0.001
    1.469  -14.8189     0.979     0.001
    1.506  -14.8189     0.979     0.001
    1.506  -14.8189     0.979     0.001
    1.527  -14.8195     0.979     0.001
    1.548  -14.8200     0.978     0.001
    1.569  -14.8205     0.978     0.001
    1.591  -14.8210     0.978     0.001
    1.612  -14.8215     0.978     0.001
    1.633  -14.8220     0.978     0.001
    1.654  -14.8225     0.978     0.002
    1.676  -14.8229     0.978     0.002
    1.697  -14.8233     0.978     0.002
    1.718  -14.8237     0.977     0.002
    1.739  -14.8240     0.977     0.002
    1.760  -14.8243     0.977     0.002
    1.782  -14.8246     0.977     0.002
    1.803  -14.8248     0.977     0.002
    1.824  -14.8250     0.977     0.002
    1.845  -14.8251     0.977     0.002
    1.867  -14.8252     0.977     0.002
    1.888  -14.8253     0.977     0.002
    1.909  -14.8253     0.977     0.002
    1.909  -14.8253     0.977     0.002
    1.952  -14.8252     0.977     0.002
    1.994  -14.8250     0.977     0.002
    2.036  -14.8246     0.977     0.002
    2.079  -14.8242     0.977     0.002
    2.121  -14.8236     0.977     0.002
    2.164  -14.8230     0.978     0.002
    2.206  -14.8224     0.978     0.001
    2.249  -14.8218     0.978     0.001
    2.291  -14.8212     0.978     0.001
    2.334  -14.8206     0.979     0.001
    2.376  -14.8201     0.979     0.001
    2.419  -14.8197     0.979     0.001
    2.461  -14.8193     0.979     0.001
    2.504  -14.8191     0.979     0.001
    2.546  -14.8189     0.979     0.001
    2.589  -14.8187     0.979     0.001
    2.631  -14.8187     0.979     0.001
    2.674  -14.8187     0.979     0.001
    2.716  -14.8187     0.979     0.001
 
# Band-Index:    4
    2.716  -14.8187     0.979     0.001
    2.674  -14.8187     0.979     0.001
    2.631  -14.8186     0.979     0.001
    2.589  -14.8186     0.979     0.001
    2.546  -14.8185     0.979     0.001
    2.504  -14.8183     0.979     0.001
    2.461  -14.8181     0.979     0.001
    2.419  -14.8178     0.979     0.001
    2.376  -14.8174     0.979     0.001
    2.334  -14.8170     0.979     0.001
    2.291  -14.8165     0.980     0.001
    2.249  -14.8159     0.980     0.001
    2.206  -14.8153     0.980     0.001
    2.164  -14.8148     0.980     0.000
    2.121  -14.8142     0.980     0.000
    2.079  -14.8137     0.980     0.000
    2.036  -14.8133     0.980     0.000
    1.994  -14.8130     0.980     0.000
    1.952  -14.8128     0.980     0.000
    1.909  -14.8127     0.980     0.000
    1.909  -14.8127     0.980     0.000
    1.888  -14.8127     0.980     0.000
    1.867  -14.8128     0.980     0.000
    1.845  -14.8129     0.980     0.000
    1.824  -14.8130     0.980     0.000
    1.803  -14.8132     0.980     0.000
    1.782  -14.8134     0.980     0.000
    1.760  -14.8136     0.980     0.000
    1.739  -14.8139     0.980     0.000
    1.718  -14.8143     0.980     0.000
    1.697  -14.8146     0.980     0.001
    1.676  -14.8150     0.980     0.001
    1.654  -14.8154     0.980     0.001
    1.633  -14.8159     0.980     0.001
    1.612  -14.8164     0.979     0.001
    1.591  -14.8169     0.979     0.001
    1.569  -14.8174     0.979     0.001
    1.548  -14.8179     0.979     0.001
    1.527  -14.8184     0.979     0.001
    1.506  -14.8189     0.979     0.001
    1.506  -14.8189     0.979     0.001
    1.469  -14.8189     0.979     0.001
    1.432  -14.8189     0.979     0.001
    1.395  -14.8189     0.979     0.001
    1.359  -14.8189     0.979     0.001
    1.322  -14.8189     0.979     0.001
    1.285  -14.8188     0.979     0.001
    1.248  -14.8188     0.979     0.001
    1.211  -14.8188     0.979     0.001
    1.175  -14.8188     0.979     0.001
    1.138  -14.8187     0.979     0.001
    1.101  -14.8187     0.979     0.001
    1.064  -14.8187     0.979     0.001
