  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.8616     0.980     0.001
    0.045  -14.8617     0.980     0.001
    0.091  -14.8619     0.980     0.001
    0.136  -14.8622     0.979     0.001
    0.181  -14.8627     0.979     0.001
    0.227  -14.8632     0.979     0.001
    0.272  -14.8638     0.979     0.001
    0.317  -14.8644     0.979     0.001
    0.363  -14.8650     0.979     0.001
    0.408  -14.8656     0.979     0.002
    0.453  -14.8661     0.978     0.002
    0.499  -14.8666     0.978     0.002
    0.544  -14.8669     0.978     0.002
    0.589  -14.8671     0.978     0.002
    0.635  -14.8672     0.978     0.002
    0.680  -14.8672     0.978     0.002
    0.725  -14.8670     0.978     0.002
    0.771  -14.8668     0.978     0.002
    0.816  -14.8664     0.979     0.001
    0.861  -14.8659     0.979     0.001
    0.861  -14.8659     0.979     0.001
    0.900  -14.8663     0.979     0.001
    0.940  -14.8667     0.978     0.002
    0.979  -14.8669     0.978     0.002
    1.018  -14.8671     0.978     0.002
    1.057  -14.8672     0.978     0.002
    1.097  -14.8672     0.978     0.002
    1.136  -14.8671     0.978     0.002
    1.175  -14.8669     0.978     0.002
    1.214  -14.8666     0.978     0.002
    1.254  -14.8662     0.978     0.002
    1.293  -14.8658     0.978     0.002
    1.332  -14.8652     0.979     0.001
    1.371  -14.8647     0.979     0.001
    1.411  -14.8641     0.979     0.001
    1.450  -14.8634     0.979     0.001
    1.489  -14.8628     0.979     0.001
    1.528  -14.8622     0.979     0.001
    1.568  -14.8616     0.980     0.001
    1.607  -14.8611     0.980     0.001
    1.607  -14.8611     0.980     0.001
    1.630  -14.8613     0.980     0.001
    1.652  -14.8614     0.980     0.001
    1.675  -14.8616     0.980     0.001
    1.698  -14.8617     0.980     0.001
    1.720  -14.8618     0.980     0.001
    1.743  -14.8619     0.980     0.001
    1.766  -14.8619     0.980     0.001
    1.788  -14.8619     0.980     0.001
    1.811  -14.8620     0.980     0.001
    1.834  -14.8620     0.980     0.001
    1.856  -14.8619     0.980     0.001
    1.879  -14.8619     0.980     0.001
    1.902  -14.8619     0.980     0.001
    1.924  -14.8618     0.980     0.001
    1.947  -14.8618     0.980     0.001
    1.970  -14.8617     0.980     0.001
    1.992  -14.8617     0.980     0.001
    2.015  -14.8617     0.980     0.001
    2.038  -14.8616     0.980     0.001
    2.038  -14.8616     0.980     0.001
    2.083  -14.8617     0.980     0.001
    2.128  -14.8619     0.980     0.001
    2.174  -14.8622     0.979     0.001
    2.219  -14.8627     0.979     0.001
    2.264  -14.8632     0.979     0.001
    2.310  -14.8638     0.979     0.001
    2.355  -14.8644     0.979     0.001
    2.400  -14.8650     0.979     0.001
    2.446  -14.8656     0.979     0.002
    2.491  -14.8661     0.978     0.002
    2.536  -14.8666     0.978     0.002
    2.582  -14.8669     0.978     0.002
    2.627  -14.8671     0.978     0.002
    2.672  -14.8672     0.978     0.002
    2.717  -14.8672     0.978     0.002
    2.763  -14.8670     0.978     0.002
    2.808  -14.8668     0.978     0.002
    2.853  -14.8664     0.979     0.001
    2.899  -14.8659     0.979     0.001
 
# Band-Index:    2
    2.899  -14.8659     0.979     0.001
    2.853  -14.8653     0.979     0.001
    2.808  -14.8647     0.979     0.001
    2.763  -14.8640     0.979     0.001
    2.717  -14.8633     0.979     0.001
    2.672  -14.8626     0.980     0.001
    2.627  -14.8620     0.980     0.001
    2.582  -14.8613     0.980     0.001
    2.536  -14.8607     0.980     0.001
    2.491  -14.8602     0.980     0.001
    2.446  -14.8598     0.980     0.001
    2.400  -14.8594     0.980     0.001
    2.355  -14.8591     0.980     0.000
    2.310  -14.8589     0.981     0.000
    2.264  -14.8588     0.981     0.000
    2.219  -14.8587     0.981     0.000
    2.174  -14.8587     0.981     0.000
    2.128  -14.8586     0.981     0.000
    2.083  -14.8586     0.981     0.000
    2.038  -14.8586     0.981     0.000
    2.038  -14.8586     0.981     0.000
    2.015  -14.8586     0.981     0.000
    1.992  -14.8586     0.981     0.000
    1.970  -14.8587     0.981     0.000
    1.947  -14.8587     0.981     0.000
    1.924  -14.8588     0.981     0.000
    1.902  -14.8589     0.981     0.000
    1.879  -14.8590     0.980     0.001
    1.856  -14.8591     0.980     0.001
    1.834  -14.8593     0.980     0.001
    1.811  -14.8594     0.980     0.001
    1.788  -14.8596     0.980     0.001
    1.766  -14.8598     0.980     0.001
    1.743  -14.8600     0.980     0.001
    1.720  -14.8602     0.980     0.001
    1.698  -14.8604     0.980     0.001
    1.675  -14.8606     0.980     0.001
    1.652  -14.8608     0.980     0.001
    1.630  -14.8610     0.980     0.001
    1.607  -14.8611     0.980     0.001
    1.607  -14.8611     0.980     0.001
    1.568  -14.8607     0.980     0.001
    1.528  -14.8603     0.980     0.001
    1.489  -14.8600     0.980     0.001
    1.450  -14.8599     0.980     0.001
    1.411  -14.8598     0.980     0.001
    1.371  -14.8598     0.980     0.001
    1.332  -14.8600     0.980     0.001
    1.293  -14.8602     0.980     0.001
    1.254  -14.8605     0.980     0.001
    1.214  -14.8609     0.980     0.001
    1.175  -14.8614     0.980     0.001
    1.136  -14.8619     0.980     0.001
    1.097  -14.8625     0.980     0.001
    1.057  -14.8631     0.979     0.001
    1.018  -14.8637     0.979     0.001
    0.979  -14.8643     0.979     0.001
    0.940  -14.8649     0.979     0.001
    0.900  -14.8654     0.979     0.001
    0.861  -14.8659     0.979     0.001
    0.861  -14.8659     0.979     0.001
    0.816  -14.8653     0.979     0.001
    0.771  -14.8647     0.979     0.001
    0.725  -14.8640     0.979     0.001
    0.680  -14.8633     0.979     0.001
    0.635  -14.8626     0.980     0.001
    0.589  -14.8620     0.980     0.001
    0.544  -14.8613     0.980     0.001
    0.499  -14.8607     0.980     0.001
    0.453  -14.8602     0.980     0.001
    0.408  -14.8598     0.980     0.001
    0.363  -14.8594     0.980     0.001
    0.317  -14.8591     0.980     0.000
    0.272  -14.8589     0.981     0.000
    0.227  -14.8588     0.981     0.000
    0.181  -14.8587     0.981     0.000
    0.136  -14.8587     0.981     0.000
    0.091  -14.8586     0.981     0.000
    0.045  -14.8586     0.981     0.000
    0.000  -14.8586     0.981     0.000
 
# Band-Index:    3
    0.000  -14.8052     0.973     0.004
    0.045  -14.8050     0.973     0.004
    0.091  -14.8045     0.973     0.004
    0.136  -14.8037     0.973     0.004
    0.181  -14.8026     0.973     0.004
    0.227  -14.8013     0.974     0.004
    0.272  -14.8000     0.974     0.003
    0.317  -14.7985     0.975     0.003
    0.363  -14.7971     0.975     0.003
    0.408  -14.7958     0.976     0.003
    0.453  -14.7945     0.976     0.002
    0.499  -14.7934     0.976     0.002
    0.544  -14.7924     0.977     0.002
    0.589  -14.7917     0.977     0.002
    0.635  -14.7911     0.977     0.002
    0.680  -14.7907     0.977     0.001
    0.725  -14.7904     0.977     0.001
    0.771  -14.7903     0.977     0.001
    0.816  -14.7903     0.978     0.001
    0.861  -14.7902     0.978     0.001
    0.861  -14.7902     0.978     0.001
    0.900  -14.7902     0.978     0.001
    0.940  -14.7903     0.978     0.001
    0.979  -14.7903     0.977     0.001
    1.018  -14.7903     0.977     0.001
    1.057  -14.7903     0.977     0.001
    1.097  -14.7904     0.977     0.002
    1.136  -14.7904     0.977     0.002
    1.175  -14.7905     0.977     0.002
    1.214  -14.7906     0.977     0.002
    1.254  -14.7907     0.977     0.002
    1.293  -14.7908     0.977     0.002
    1.332  -14.7909     0.977     0.002
    1.371  -14.7910     0.977     0.002
    1.411  -14.7911     0.976     0.002
    1.450  -14.7912     0.976     0.002
    1.489  -14.7913     0.976     0.002
    1.528  -14.7913     0.976     0.002
    1.568  -14.7913     0.976     0.002
    1.607  -14.7913     0.976     0.002
    1.607  -14.7913     0.976     0.002
    1.630  -14.7924     0.976     0.002
    1.652  -14.7936     0.976     0.003
    1.675  -14.7947     0.975     0.003
    1.698  -14.7958     0.975     0.003
    1.720  -14.7969     0.975     0.003
    1.743  -14.7979     0.975     0.003
    1.766  -14.7989     0.974     0.003
    1.788  -14.7998     0.974     0.003
    1.811  -14.8007     0.974     0.004
    1.834  -14.8015     0.974     0.004
    1.856  -14.8023     0.974     0.004
    1.879  -14.8029     0.973     0.004
    1.902  -14.8035     0.973     0.004
    1.924  -14.8040     0.973     0.004
    1.947  -14.8044     0.973     0.004
    1.970  -14.8048     0.973     0.004
    1.992  -14.8050     0.973     0.004
    2.015  -14.8051     0.973     0.004
    2.038  -14.8052     0.973     0.004
    2.038  -14.8052     0.973     0.004
    2.083  -14.8050     0.973     0.004
    2.128  -14.8045     0.973     0.004
    2.174  -14.8037     0.973     0.004
    2.219  -14.8026     0.973     0.004
    2.264  -14.8013     0.974     0.004
    2.310  -14.8000     0.974     0.003
    2.355  -14.7985     0.975     0.003
    2.400  -14.7971     0.975     0.003
    2.446  -14.7958     0.976     0.003
    2.491  -14.7945     0.976     0.002
    2.536  -14.7934     0.976     0.002
    2.582  -14.7924     0.977     0.002
    2.627  -14.7917     0.977     0.002
    2.672  -14.7911     0.977     0.002
    2.717  -14.7907     0.977     0.001
    2.763  -14.7904     0.977     0.001
    2.808  -14.7903     0.977     0.001
    2.853  -14.7903     0.978     0.001
    2.899  -14.7902     0.978     0.001
 
# Band-Index:    4
    2.899  -14.7902     0.978     0.001
    2.853  -14.7902     0.978     0.001
    2.808  -14.7902     0.978     0.001
    2.763  -14.7901     0.978     0.001
