  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.9341     0.982     0.000
    0.041  -14.9341     0.982     0.000
    0.082  -14.9342     0.982     0.000
    0.123  -14.9343     0.982     0.000
    0.164  -14.9344     0.981     0.000
    0.205  -14.9345     0.981     0.000
    0.246  -14.9347     0.981     0.000
    0.287  -14.9349     0.981     0.000
    0.328  -14.9351     0.981     0.000
    0.369  -14.9353     0.981     0.000
    0.410  -14.9354     0.981     0.000
    0.451  -14.9356     0.981     0.000
    0.492  -14.9358     0.981     0.000
    0.533  -14.9359     0.981     0.000
    0.574  -14.9360     0.981     0.000
    0.615  -14.9360     0.981     0.000
    0.656  -14.9360     0.981     0.000
    0.697  -14.9360     0.981     0.000
    0.738  -14.9360     0.981     0.000
    0.779  -14.9359     0.981     0.000
    0.779  -14.9359     0.981     0.000
    0.814  -14.9359     0.981     0.000
    0.850  -14.9360     0.981     0.000
    0.885  -14.9360     0.981     0.000
    0.921  -14.9360     0.981     0.000
    0.956  -14.9360     0.981     0.000
    0.992  -14.9360     0.981     0.000
    1.027  -14.9359     0.981     0.000
    1.063  -14.9358     0.981     0.000
    1.098  -14.9356     0.981     0.000
    1.134  -14.9355     0.981     0.000
    1.169  -14.9353     0.981     0.000
    1.205  -14.9352     0.981     0.000
    1.240  -14.9350     0.981     0.000
    1.276  -14.9348     0.981     0.000
    1.311  -14.9346     0.981     0.000
    1.347  -14.9345     0.981     0.000
    1.382  -14.9343     0.982     0.000
    1.418  -14.9342     0.982     0.000
    1.453  -14.9341     0.982     0.000
    1.453  -14.9341     0.982     0.000
    1.474  -14.9341     0.982     0.000
    1.494  -14.9341     0.982     0.000
    1.515  -14.9342     0.982     0.000
    1.535  -14.9342     0.982     0.000
    1.556  -14.9342     0.982     0.000
    1.576  -14.9342     0.982     0.000
    1.597  -14.9342     0.982     0.000
    1.617  -14.9342     0.982     0.000
    1.638  -14.9342     0.982     0.000
