  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.9163     0.981     0.000
    0.042  -14.9163     0.981     0.000
    0.083  -14.9163     0.981     0.000
    0.125  -14.9164     0.981     0.000
    0.167  -14.9166     0.981     0.000
    0.209  -14.9168     0.981     0.000
    0.250  -14.9170     0.981     0.000
    0.292  -14.9172     0.981     0.000
    0.334  -14.9175     0.981     0.000
    0.375  -14.9177     0.981     0.000
    0.417  -14.9179     0.981     0.000
    0.459  -14.9181     0.981     0.001
    0.501  -14.9183     0.981     0.001
    0.542  -14.9185     0.981     0.001
    0.584  -14.9186     0.981     0.001
    0.626  -14.9186     0.981     0.001
    0.667  -14.9186     0.981     0.001
    0.709  -14.9186     0.981     0.001
    0.751  -14.9185     0.981     0.001
    0.793  -14.9184     0.981     0.001
    0.793  -14.9184     0.981     0.001
    0.829  -14.9185     0.981     0.001
    0.865  -14.9186     0.981     0.001
    0.901  -14.9186     0.981     0.001
    0.937  -14.9186     0.981     0.001
    0.973  -14.9186     0.981     0.001
    1.009  -14.9185     0.981     0.001
    1.045  -14.9184     0.981     0.001
    1.082  -14.9183     0.981     0.001
    1.118  -14.9182     0.981     0.001
    1.154  -14.9180     0.981     0.000
    1.190  -14.9178     0.981     0.000
    1.226  -14.9176     0.981     0.000
    1.262  -14.9173     0.981     0.000
    1.298  -14.9171     0.981     0.000
    1.335  -14.9169     0.981     0.000
    1.371  -14.9167     0.981     0.000
    1.407  -14.9165     0.981     0.000
    1.443  -14.9163     0.981     0.000
    1.479  -14.9162     0.981     0.000
    1.479  -14.9162     0.981     0.000
    1.500  -14.9162     0.981     0.000
    1.521  -14.9162     0.981     0.000
    1.542  -14.9163     0.981     0.000
    1.562  -14.9163     0.981     0.000
    1.583  -14.9163     0.981     0.000
    1.604  -14.9163     0.981     0.000
    1.625  -14.9164     0.981     0.000
    1.646  -14.9164     0.981     0.000
    1.667  -14.9164     0.981     0.000
    1.688  -14.9164     0.981     0.000
    1.708  -14.9164     0.981     0.000
    1.729  -14.9163     0.981     0.000
    1.750  -14.9163     0.981     0.000
    1.771  -14.9163     0.981     0.000
    1.792  -14.9163     0.981     0.000
    1.813  -14.9163     0.981     0.000
    1.834  -14.9163     0.981     0.000
    1.854  -14.9163     0.981     0.000
    1.875  -14.9163     0.981     0.000
    1.875  -14.9163     0.981     0.000
    1.917  -14.9163     0.981     0.000
    1.959  -14.9163     0.981     0.000
    2.000  -14.9164     0.981     0.000
    2.042  -14.9166     0.981     0.000
    2.084  -14.9168     0.981     0.000
    2.126  -14.9170     0.981     0.000
    2.167  -14.9172     0.981     0.000
    2.209  -14.9175     0.981     0.000
