  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  33
# Band-Index:    1
    0.000  -14.9247     0.981     0.000
    0.041  -14.9247     0.981     0.000
    0.083  -14.9248     0.981     0.000
    0.124  -14.9249     0.981     0.000
    0.165  -14.9250     0.981     0.000
    0.207  -14.9251     0.981     0.000
    0.248  -14.9253     0.981     0.000
    0.289  -14.9255     0.981     0.000
    0.331  -14.9258     0.981     0.000
    0.372  -14.9260     0.981     0.000
    0.413  -14.9262     0.981     0.000
    0.455  -14.9264     0.981     0.000
    0.496  -14.9265     0.981     0.000
    0.538  -14.9267     0.981     0.000
    0.579  -14.9268     0.981     0.000
    0.620  -14.9268     0.981     0.000
    0.662  -14.9268     0.981     0.000
    0.703  -14.9268     0.981     0.000
    0.744  -14.9267     0.981     0.000
    0.786  -14.9266     0.981     0.000
    0.786  -14.9266     0.981     0.000
    0.821  -14.9267     0.981     0.000
    0.857  -14.9268     0.981     0.000
    0.893  -14.9268     0.981     0.000
    0.929  -14.9268     0.981     0.000
    0.965  -14.9268     0.981     0.000
    1.001  -14.9267     0.981     0.000
    1.036  -14.9267     0.981     0.000
    1.072  -14.9265     0.981     0.000
    1.108  -14.9264     0.981     0.000
    1.144  -14.9262     0.981     0.000
    1.180  -14.9261     0.981     0.000
    1.215  -14.9259     0.981     0.000
    1.251  -14.9257     0.981     0.000
    1.287  -14.9255     0.981     0.000
    1.323  -14.9253     0.981     0.000
    1.359  -14.9251     0.981     0.000
    1.394  -14.9249     0.981     0.000
    1.430  -14.9248     0.981     0.000
    1.466  -14.9246     0.981     0.000
    1.466  -14.9246     0.981     0.000
    1.487  -14.9247     0.981     0.000
    1.507  -14.9247     0.981     0.000
    1.528  -14.9247     0.981     0.000
    1.549  -14.9248     0.981     0.000
    1.569  -14.9248     0.981     0.000
    1.590  -14.9248     0.981     0.000
    1.611  -14.9248     0.981     0.000
    1.631  -14.9248     0.981     0.000
    1.652  -14.9248     0.981     0.000
    1.673  -14.9248     0.981     0.000
    1.693  -14.9248     0.981     0.000
    1.714  -14.9248     0.981     0.000
    1.735  -14.9248     0.981     0.000
    1.755  -14.9247     0.981     0.000
    1.776  -14.9247     0.981     0.000
    1.797  -14.9247     0.981     0.000
    1.818  -14.9247     0.981     0.000
    1.838  -14.9247     0.981     0.000
    1.859  -14.9247     0.981     0.000
    1.859  -14.9247     0.981     0.000
    1.900  -14.9247     0.981     0.000
    1.942  -14.9248     0.981     0.000
    1.983  -14.9249     0.981     0.000
    2.024  -14.9250     0.981     0.000
    2.066  -14.9251     0.981     0.000
    2.107  -14.9253     0.981     0.000
    2.148  -14.9255     0.981     0.000
    2.190  -14.9258     0.981     0.000
    2.231  -14.9260     0.981     0.000
    2.272  -14.9262     0.981     0.000
    2.314  -14.9264     0.981     0.000
    2.355  -14.9265     0.981     0.000
    2.396  -14.9267     0.981     0.000
