# Omega(k)/|Omega(k)|, Omega(k) comes from the 4,5,6 columns of Berrycurvature.dat.
#col     1           2           3           4           5           6
  # kx (1/A)    ky (1/A)    kz (1/A)     Omega_x     Omega_y     Omega_z
   -0.514275   -0.076350    0.000000    0.040439    0.178870   -0.983041
   -0.514275   -0.067867    0.000000    0.039613    0.185168   -0.981908
   -0.514275   -0.059383    0.000000    0.038254    0.192427   -0.980565
   -0.514275   -0.050900    0.000000    0.036369    0.201328   -0.978848
   -0.514275   -0.042417    0.000000    0.033855    0.212338   -0.976610
   -0.514275   -0.033933    0.000000    0.030477    0.225561   -0.973752
   -0.514275   -0.025450    0.000000    0.025899    0.240578   -0.970284
   -0.514275   -0.016967    0.000000    0.019768    0.256324   -0.966389
   -0.514275   -0.008483    0.000000    0.011883    0.271145   -0.962465
   -0.514275    0.000000    0.000000    0.002373    0.283198   -0.959059
   -0.514275    0.008483    0.000000   -0.008233    0.291140   -0.956645
   -0.514275    0.016967    0.000000   -0.019138    0.294725   -0.955390
   -0.514275    0.025450    0.000000   -0.029558    0.294876   -0.955078
   -0.514275    0.033933    0.000000   -0.038949    0.293172   -0.955266
   -0.514275    0.042417    0.000000   -0.047065    0.291161   -0.955516
   -0.514275    0.050900    0.000000   -0.053854    0.289847   -0.955557
   -0.514275    0.059383    0.000000   -0.059323    0.289475   -0.955345
   -0.514275    0.067867    0.000000   -0.063441    0.289530   -0.955064
   -0.514275    0.076350    0.000000   -0.066118    0.288894   -0.955075
   -0.514275    0.084833    0.000000   -0.067260    0.286168   -0.955816
   -0.514275    0.093317    0.000000   -0.066865    0.280158   -0.957622
   -0.514275    0.101800    0.000000   -0.065100    0.270366   -0.960554
   -0.514275    0.110283    0.000000   -0.062292    0.257215   -0.964344
   -0.514275    0.118767    0.000000   -0.058830    0.241856   -0.968527
   -0.514275    0.127250    0.000000   -0.055029    0.225674   -0.972647
  
   -0.499581   -0.712600    0.000000    0.327827   -0.051881    0.943312
   -0.499581   -0.704117    0.000000    0.352231   -0.054475    0.934327
   -0.499581   -0.695633    0.000000    0.372211   -0.056312    0.926438
   -0.499581   -0.687150    0.000000    0.385713   -0.057419    0.920830
   -0.499581   -0.678667    0.000000    0.392136   -0.058020    0.918076
   -0.499581   -0.670183    0.000000    0.392457   -0.058485    0.917909
   -0.499581   -0.661700    0.000000    0.388740   -0.059247    0.919441
   -0.499581   -0.653217    0.000000    0.383391   -0.060709    0.921589
   -0.499581   -0.644733    0.000000    0.378518   -0.063198    0.923434
   -0.499581   -0.636250    0.000000    0.375558   -0.066943    0.924378
   -0.499581   -0.627767    0.000000    0.375127   -0.072060    0.924168
   -0.499581   -0.619283    0.000000    0.376966   -0.078508    0.922894
   -0.499581   -0.610800    0.000000    0.379942   -0.086037    0.921001
   -0.499581   -0.602317    0.000000    0.382151   -0.094120    0.919294
   -0.499581   -0.593833    0.000000    0.381264   -0.101965    0.918826
   -0.499581   -0.585350    0.000000    0.375178   -0.108644    0.920564
   -0.499581   -0.576867    0.000000    0.362815   -0.113370    0.924939
   -0.499581   -0.568383    0.000000    0.344620   -0.115780    0.931575
   -0.499581   -0.559900    0.000000    0.322406   -0.116063    0.939459
   -0.499581   -0.551417    0.000000    0.298614   -0.114839    0.947440
   -0.499581   -0.542933    0.000000    0.275478   -0.112889    0.954656
   -0.499581   -0.534450    0.000000    0.254527   -0.110913    0.960684
   -0.499581   -0.525967    0.000000    0.236498   -0.109402    0.965453
   -0.499581   -0.517483    0.000000    0.221492   -0.108611    0.969095
   -0.499581   -0.509000    0.000000    0.209183   -0.108588    0.971829
   -0.499581   -0.500517    0.000000    0.198999   -0.109210    0.973896
   -0.499581   -0.492033    0.000000    0.190256   -0.110224    0.975527
   -0.499581   -0.483550    0.000000    0.182268   -0.111309    0.976928
   -0.499581   -0.475067    0.000000    0.174461   -0.112146    0.978257
   -0.499581   -0.466583    0.000000    0.166462   -0.112515    0.979608
   -0.499581   -0.458100    0.000000    0.158151   -0.112358    0.981001
   -0.499581   -0.449617    0.000000    0.149632   -0.111803    0.982400
   -0.499581   -0.441133    0.000000    0.141126   -0.111120    0.983736
   -0.499581   -0.432650    0.000000    0.132861   -0.110637    0.984940
   -0.499581   -0.424167    0.000000    0.124973   -0.110663    0.985969
   -0.499581   -0.415683    0.000000    0.117463   -0.111431    0.986806
   -0.499581   -0.407200    0.000000    0.110193   -0.113065    0.987458
   -0.499581   -0.398717    0.000000    0.102922   -0.115574    0.987952
   -0.499581   -0.390233    0.000000    0.095352   -0.118859    0.988322
   -0.499581   -0.381750    0.000000    0.087193   -0.122736    0.988602
   -0.499581   -0.373267    0.000000    0.078231   -0.127000    0.988813
   -0.499581   -0.364783    0.000000    0.068383   -0.131519    0.988952
   -0.499581   -0.356300    0.000000    0.057696   -0.136348    0.988980
   -0.499581   -0.347817    0.000000    0.046281   -0.141856    0.988805
   -0.499581   -0.339333    0.000000    0.034185   -0.148841    0.988270
   -0.499581   -0.330850    0.000000    0.021197   -0.158726    0.987095
   -0.499581   -0.322367    0.000000    0.006560   -0.174030    0.984719
   -0.499581   -0.313883    0.000000   -0.011679   -0.199775    0.979772
   -0.499581   -0.305400    0.000000   -0.038736   -0.248234    0.967925
   -0.499581   -0.296917    0.000000   -0.092648   -0.360307    0.928221
   -0.499581   -0.288433    0.000000   -0.268694   -0.735480    0.621991
   -0.499581   -0.279950    0.000000   -0.268166   -0.550627   -0.790504
   -0.499581   -0.271467    0.000000   -0.135253   -0.213310   -0.967577
   -0.499581   -0.262983    0.000000   -0.091056   -0.109593   -0.989797
   -0.499581   -0.254500    0.000000   -0.069077   -0.060758   -0.995759
   -0.499581   -0.246017    0.000000   -0.055284   -0.031604   -0.997970
   -0.499581   -0.237533    0.000000   -0.045217   -0.011390   -0.998912
   -0.499581   -0.229050    0.000000   -0.037017    0.004152   -0.999306
   -0.499581   -0.220567    0.000000   -0.029795    0.016986   -0.999412
   -0.499581   -0.212083    0.000000   -0.023119    0.028091   -0.999338
   -0.499581   -0.203600    0.000000   -0.016818    0.037985   -0.999137
   -0.499581   -0.195117    0.000000   -0.010866    0.046977   -0.998837
   -0.499581   -0.186633    0.000000   -0.005297    0.055304   -0.998456
   -0.499581   -0.178150    0.000000   -0.000148    0.063201   -0.998001
   -0.499581   -0.169667    0.000000    0.004583    0.070916   -0.997472
   -0.499581   -0.161183    0.000000    0.008952    0.078706   -0.996858
   -0.499581   -0.152700    0.000000    0.013047    0.086799   -0.996140
   -0.499581   -0.144217    0.000000    0.016969    0.095358   -0.995298
   -0.499581   -0.135733    0.000000    0.020788    0.104430   -0.994315
   -0.499581   -0.127250    0.000000    0.024515    0.113907   -0.993189
   -0.499581   -0.118767    0.000000    0.028076    0.123514   -0.991946
   -0.499581   -0.110283    0.000000    0.031321    0.132854   -0.990641
   -0.499581   -0.101800    0.000000    0.034059    0.141523   -0.989349
   -0.499581   -0.093317    0.000000    0.036122    0.149270   -0.988136
   -0.499581   -0.084833    0.000000    0.037419    0.156134   -0.987027
   -0.499581   -0.076350    0.000000    0.037953    0.162473   -0.985983
   -0.499581   -0.067867    0.000000    0.037792    0.168887   -0.984911
   -0.499581   -0.059383    0.000000    0.037001    0.176069   -0.983682
   -0.499581   -0.050900    0.000000    0.035586    0.184658   -0.982158
   -0.499581   -0.042417    0.000000    0.033438    0.195096   -0.980214
   -0.499581   -0.033933    0.000000    0.030318    0.207494   -0.977766
   -0.499581   -0.025450    0.000000    0.025887    0.221490   -0.974819
   -0.499581   -0.016967    0.000000    0.019798    0.236148   -0.971515
   -0.499581   -0.008483    0.000000    0.011864    0.250023   -0.968167
   -0.499581    0.000000    0.000000    0.002241    0.261518   -0.965196
   -0.499581    0.008483    0.000000   -0.008513    0.269489   -0.962966
   -0.499581    0.016967    0.000000   -0.019571    0.273748   -0.961602
   -0.499581    0.025450    0.000000   -0.030126    0.275112   -0.960940
   -0.499581    0.033933    0.000000   -0.039606    0.274961   -0.960639
   -0.499581    0.042417    0.000000   -0.047733    0.274625   -0.960366
   -0.499581    0.050900    0.000000   -0.054412    0.274923   -0.959925
   -0.499581    0.059383    0.000000   -0.059594    0.275938   -0.959326
   -0.499581    0.067867    0.000000   -0.063178    0.276974   -0.958798
   -0.499581    0.076350    0.000000   -0.065001    0.276689   -0.958759
   -0.499581    0.084833    0.000000   -0.064912    0.273453   -0.959693
   -0.499581    0.093317    0.000000   -0.062910    0.265931   -0.961937
   -0.499581    0.101800    0.000000   -0.059233    0.253692   -0.965470
   -0.499581    0.110283    0.000000   -0.054335    0.237449   -0.969879
   -0.499581    0.118767    0.000000   -0.048724    0.218746   -0.974565
   -0.499581    0.127250    0.000000   -0.042792    0.199293   -0.979005
   -0.499581    0.135733    0.000000   -0.036712    0.180407   -0.982907
  
   -0.484888   -0.704117    0.000000    0.334162   -0.094327    0.937784
   -0.484888   -0.695633    0.000000    0.353620   -0.096335    0.930415
   -0.484888   -0.687150    0.000000    0.368317   -0.097256    0.924599
   -0.484888   -0.678667    0.000000    0.377433   -0.097261    0.920915
   -0.484888   -0.670183    0.000000    0.381455   -0.096781    0.919307
   -0.484888   -0.661700    0.000000    0.381904   -0.096387    0.919162
   -0.484888   -0.653217    0.000000    0.380752   -0.096652    0.919612
   -0.484888   -0.644733    0.000000    0.379845   -0.098044    0.919840
   -0.484888   -0.636250    0.000000    0.380503   -0.100882    0.919261
   -0.484888   -0.627767    0.000000    0.383292   -0.105296    0.917605
   -0.484888   -0.619283    0.000000    0.387910   -0.111194    0.914966
   -0.484888   -0.610800    0.000000    0.393143   -0.118203    0.911848
   -0.484888   -0.602317    0.000000    0.396974   -0.125635    0.909190
   -0.484888   -0.593833    0.000000    0.396962   -0.132527    0.908217
   -0.484888   -0.585350    0.000000    0.390965   -0.137839    0.910025
   -0.484888   -0.576867    0.000000    0.377984   -0.140782    0.915046
   -0.484888   -0.568383    0.000000    0.358656   -0.141109    0.922743
   -0.484888   -0.559900    0.000000    0.335039   -0.139204    0.931864
   -0.484888   -0.551417    0.000000    0.309805   -0.135883    0.941040
   -0.484888   -0.542933    0.000000    0.285352   -0.132078    0.949279
   -0.484888   -0.534450    0.000000    0.263299   -0.128566    0.956109
   -0.484888   -0.525967    0.000000    0.244419   -0.125858    0.961467
   -0.484888   -0.517483    0.000000    0.228813   -0.124190    0.965516
   -0.484888   -0.509000    0.000000    0.216140   -0.123568    0.968511
   -0.484888   -0.500517    0.000000    0.205805   -0.123817    0.970728
   -0.484888   -0.492033    0.000000    0.197085   -0.124626    0.972433
   -0.484888   -0.483550    0.000000    0.189245   -0.125612    0.973862
   -0.484888   -0.475067    0.000000    0.181641   -0.126394    0.975208
   -0.484888   -0.466583    0.000000    0.173829   -0.126694    0.976592
   -0.484888   -0.458100    0.000000    0.165616   -0.126416    0.978054
   -0.484888   -0.449617    0.000000    0.157049   -0.125668    0.979563
   -0.484888   -0.441133    0.000000    0.148322   -0.124711    0.981044
   -0.484888   -0.432650    0.000000    0.139649   -0.123877    0.982422
   -0.484888   -0.424167    0.000000    0.131165   -0.123470    0.983642
   -0.484888   -0.415683    0.000000    0.122871   -0.123701    0.984683
   -0.484888   -0.407200    0.000000    0.114635   -0.124654    0.985556
   -0.484888   -0.398717    0.000000    0.106226   -0.126276    0.986291
   -0.484888   -0.390233    0.000000    0.097377   -0.128401    0.986930
   -0.484888   -0.381750    0.000000    0.087853   -0.130788    0.987510
   -0.484888   -0.373267    0.000000    0.077522   -0.133201    0.988053
   -0.484888   -0.364783    0.000000    0.066396   -0.135506    0.988549
   -0.484888   -0.356300    0.000000    0.054603   -0.137775    0.988957
   -0.484888   -0.347817    0.000000    0.042308   -0.140348    0.989198
   -0.484888   -0.339333    0.000000    0.029580   -0.143868    0.989155
   -0.484888   -0.330850    0.000000    0.016251   -0.149329    0.988654
   -0.484888   -0.322367    0.000000    0.001736   -0.158234    0.987400
   -0.484888   -0.313883    0.000000   -0.015288   -0.173080    0.984789
   -0.484888   -0.305400    0.000000   -0.037708   -0.198744    0.979326
   -0.484888   -0.296917    0.000000   -0.072704   -0.246947    0.966298
   -0.484888   -0.288433    0.000000   -0.143554   -0.355006    0.923777
   -0.484888   -0.279950    0.000000   -0.356644   -0.681902    0.638603
   -0.484888   -0.271467    0.000000   -0.390550   -0.595236   -0.702256
   -0.484888   -0.262983    0.000000   -0.196980   -0.242033   -0.950062
   -0.484888   -0.254500    0.000000   -0.130246   -0.128274   -0.983149
   -0.484888   -0.246017    0.000000   -0.097692   -0.075048   -0.992383
   -0.484888   -0.237533    0.000000   -0.077670   -0.043612   -0.996025
   -0.484888   -0.229050    0.000000   -0.063372   -0.022148   -0.997744
   -0.484888   -0.220567    0.000000   -0.052050   -0.005978   -0.998627
   -0.484888   -0.212083    0.000000   -0.042439    0.007063   -0.999074
   -0.484888   -0.203600    0.000000   -0.033941    0.018092   -0.999260
   -0.484888   -0.195117    0.000000   -0.026283    0.027758   -0.999269
   -0.484888   -0.186633    0.000000   -0.019343    0.036492   -0.999147
   -0.484888   -0.178150    0.000000   -0.013051    0.044639   -0.998918
   -0.484888   -0.169667    0.000000   -0.007332    0.052504   -0.998594
   -0.484888   -0.161183    0.000000   -0.002082    0.060371   -0.998174
   -0.484888   -0.152700    0.000000    0.002827    0.068482   -0.997648
   -0.484888   -0.144217    0.000000    0.007523    0.077019   -0.997001
   -0.484888   -0.135733    0.000000    0.012106    0.086056   -0.996217
   -0.484888   -0.127250    0.000000    0.016611    0.095531   -0.995288
   -0.484888   -0.118767    0.000000    0.020985    0.105215   -0.994228
   -0.484888   -0.110283    0.000000    0.025084    0.114746   -0.993078
   -0.484888   -0.101800    0.000000    0.028708    0.123726   -0.991901
   -0.484888   -0.093317    0.000000    0.031654    0.131866   -0.990762
   -0.484888   -0.084833    0.000000    0.033792    0.139133   -0.989697
   -0.484888   -0.076350    0.000000    0.035086    0.145797   -0.988692
   -0.484888   -0.067867    0.000000    0.035577    0.152373   -0.987682
   -0.484888   -0.059383    0.000000    0.035319    0.159492   -0.986567
   -0.484888   -0.050900    0.000000    0.034317    0.167748   -0.985232
   -0.484888   -0.042417    0.000000    0.032469    0.177566   -0.983573
   -0.484888   -0.033933    0.000000    0.029546    0.189075   -0.981518
   -0.484888   -0.025450    0.000000    0.025221    0.201981   -0.979065
   -0.484888   -0.016967    0.000000    0.019169    0.215488   -0.976318
   -0.484888   -0.008483    0.000000    0.011231    0.228358   -0.973513
   -0.484888    0.000000    0.000000    0.001589    0.239221   -0.970964
   -0.484888    0.008483    0.000000   -0.009179    0.247087   -0.968950
   -0.484888    0.016967    0.000000   -0.020231    0.251779   -0.967573
   -0.484888    0.025450    0.000000   -0.030739    0.253971   -0.966723
   -0.484888    0.033933    0.000000   -0.040102    0.254813   -0.966158
   -0.484888    0.042417    0.000000   -0.047991    0.255401   -0.965643
   -0.484888    0.050900    0.000000   -0.054249    0.256346   -0.965061
   -0.484888    0.059383    0.000000   -0.058752    0.257545   -0.964478
   -0.484888    0.067867    0.000000   -0.061319    0.258123   -0.964164
   -0.484888    0.076350    0.000000   -0.061733    0.256585   -0.964548
   -0.484888    0.084833    0.000000   -0.059855    0.251250   -0.966070
   -0.484888    0.093317    0.000000   -0.055793    0.240943   -0.968934
   -0.484888    0.101800    0.000000   -0.049981    0.225633   -0.972929
   -0.484888    0.110283    0.000000   -0.043073    0.206536   -0.977490
   -0.484888    0.118767    0.000000   -0.035710    0.185578   -0.981981
   -0.484888    0.127250    0.000000   -0.028305    0.164595   -0.985955
   -0.484888    0.135733    0.000000   -0.020987    0.144819   -0.989236
   -0.484888    0.144217    0.000000   -0.013661    0.126769   -0.991838
  
   -0.470194   -0.695633    0.000000    0.338670   -0.128479    0.932092
   -0.470194   -0.687150    0.000000    0.354527   -0.130199    0.925937
   -0.470194   -0.678667    0.000000    0.365932   -0.130689    0.921420
   -0.470194   -0.670183    0.000000    0.373018   -0.130325    0.918626
   -0.470194   -0.661700    0.000000    0.376894   -0.129719    0.917128
   -0.470194   -0.653217    0.000000    0.379205   -0.129549    0.916199
   -0.470194   -0.644733    0.000000    0.381609   -0.130412    0.915078
   -0.470194   -0.636250    0.000000    0.385366   -0.132728    0.913168
   -0.470194   -0.627767    0.000000    0.391056   -0.136681    0.910161
   -0.470194   -0.619283    0.000000    0.398411   -0.142181    0.906120
   -0.470194   -0.610800    0.000000    0.406227   -0.148800    0.901575
   -0.470194   -0.602317    0.000000    0.412440   -0.155756    0.897571
   -0.470194   -0.593833    0.000000    0.414496   -0.161981    0.895519
   -0.470194   -0.585350    0.000000    0.410091   -0.166354    0.896745
   -0.470194   -0.576867    0.000000    0.398059   -0.168056    0.901835
   -0.470194   -0.568383    0.000000    0.378950   -0.166887    0.910245
   -0.470194   -0.559900    0.000000    0.354862   -0.163341    0.920539
   -0.470194   -0.551417    0.000000    0.328637   -0.158382    0.931081
   -0.470194   -0.542933    0.000000    0.302905   -0.153073    0.940647
   -0.470194   -0.534450    0.000000    0.279498   -0.148289    0.948626
   -0.470194   -0.525967    0.000000    0.259336   -0.144579    0.954904
   -0.470194   -0.517483    0.000000    0.242599   -0.142178    0.959652
   -0.470194   -0.509000    0.000000    0.228973   -0.141055    0.963159
   -0.470194   -0.500517    0.000000    0.217853   -0.140978    0.965746
   -0.470194   -0.492033    0.000000    0.208488   -0.141570    0.967724
   -0.470194   -0.483550    0.000000    0.200107   -0.142375    0.969374
   -0.470194   -0.475067    0.000000    0.192027   -0.142952    0.970922
   -0.470194   -0.466583    0.000000    0.183768   -0.142980    0.972515
   -0.470194   -0.458100    0.000000    0.175107   -0.142342    0.974205
   -0.470194   -0.449617    0.000000    0.166067   -0.141147    0.975961
   -0.470194   -0.441133    0.000000    0.156820   -0.139669    0.977702
   -0.470194   -0.432650    0.000000    0.147561   -0.138249    0.979343
   -0.470194   -0.424167    0.000000    0.138410   -0.137191    0.980827
   -0.470194   -0.415683    0.000000    0.129354   -0.136687    0.982132
   -0.470194   -0.407200    0.000000    0.120254   -0.136784    0.983275
   -0.470194   -0.398717    0.000000    0.110880   -0.137384    0.984292
   -0.470194   -0.390233    0.000000    0.100987   -0.138273    0.985232
   -0.470194   -0.381750    0.000000    0.090384   -0.139177    0.986134
   -0.470194   -0.373267    0.000000    0.079004   -0.139857    0.987015
   -0.470194   -0.364783    0.000000    0.066927   -0.140201    0.987859
   -0.470194   -0.356300    0.000000    0.054345   -0.140310    0.988615
   -0.470194   -0.347817    0.000000    0.041465   -0.140527    0.989208
   -0.470194   -0.339333    0.000000    0.028393   -0.141418    0.989543
   -0.470194   -0.330850    0.000000    0.015019   -0.143759    0.989499
   -0.470194   -0.322367    0.000000    0.000910   -0.148570    0.988902
   -0.470194   -0.313883    0.000000   -0.014845   -0.157307    0.987438
   -0.470194   -0.305400    0.000000   -0.033996   -0.172375    0.984445
   -0.470194   -0.296917    0.000000   -0.060111   -0.198481    0.978260
   -0.470194   -0.288433    0.000000   -0.101705   -0.246784    0.963719
   -0.470194   -0.279950    0.000000   -0.184920   -0.351168    0.917870
   -0.470194   -0.271467    0.000000   -0.414165   -0.638201    0.648973
   -0.470194   -0.262983    0.000000   -0.493632   -0.629813   -0.599719
   -0.470194   -0.254500    0.000000   -0.254752   -0.271383   -0.928145
   -0.470194   -0.246017    0.000000   -0.165689   -0.146965   -0.975166
   -0.470194   -0.237533    0.000000   -0.122410   -0.088935   -0.988487
   -0.470194   -0.229050    0.000000   -0.096086   -0.055042   -0.993850
   -0.470194   -0.220567    0.000000   -0.077614   -0.032267   -0.996461
   -0.470194   -0.212083    0.000000   -0.063371   -0.015449   -0.997870
   -0.470194   -0.203600    0.000000   -0.051701   -0.002172   -0.998660
   -0.470194   -0.195117    0.000000   -0.041785    0.008854   -0.999087
   -0.470194   -0.186633    0.000000   -0.033184    0.018407   -0.999280
   -0.470194   -0.178150    0.000000   -0.025625    0.027024   -0.999306
   -0.470194   -0.169667    0.000000   -0.018900    0.035117   -0.999204
   -0.470194   -0.161183    0.000000   -0.012816    0.043030   -0.998992
   -0.470194   -0.152700    0.000000   -0.007182    0.051045   -0.998671
   -0.470194   -0.144217    0.000000   -0.001822    0.059378   -0.998234
   -0.470194   -0.135733    0.000000    0.003402    0.068148   -0.997669
   -0.470194   -0.127250    0.000000    0.008563    0.077350   -0.996967
   -0.470194   -0.118767    0.000000    0.013636    0.086822   -0.996131
   -0.470194   -0.110283    0.000000    0.018496    0.096264   -0.995184
   -0.470194   -0.101800    0.000000    0.022936    0.105306   -0.994175
   -0.470194   -0.093317    0.000000    0.026727    0.113643   -0.993162
   -0.470194   -0.084833    0.000000    0.029691    0.121172   -0.992187
   -0.470194   -0.076350    0.000000    0.031745    0.128065   -0.991258
   -0.470194   -0.067867    0.000000    0.032893    0.134739   -0.990335
   -0.470194   -0.059383    0.000000    0.033175    0.141739   -0.989348
   -0.470194   -0.050900    0.000000    0.032593    0.149605   -0.988208
   -0.470194   -0.042417    0.000000    0.031053    0.158737   -0.986832
   -0.470194   -0.033933    0.000000    0.028344    0.169276   -0.985161
   -0.470194   -0.025450    0.000000    0.024162    0.180995   -0.983187
   -0.470194   -0.016967    0.000000    0.018207    0.193222   -0.980986
   -0.470194   -0.008483    0.000000    0.010348    0.204897   -0.978729
   -0.470194    0.000000    0.000000    0.000792    0.214834   -0.976650
   -0.470194    0.008483    0.000000   -0.009858    0.222153   -0.974962
   -0.470194    0.016967    0.000000   -0.020741    0.226655   -0.973754
   -0.470194    0.025450    0.000000   -0.030995    0.228865   -0.972965
   -0.470194    0.033933    0.000000   -0.039972    0.229713   -0.972437
   -0.470194    0.042417    0.000000   -0.047284    0.230064   -0.972026
   -0.470194    0.050900    0.000000   -0.052705    0.230335   -0.971683
   -0.470194    0.059383    0.000000   -0.056044    0.230275   -0.971510
   -0.470194    0.067867    0.000000   -0.057086    0.228948   -0.971763
   -0.470194    0.076350    0.000000   -0.055640    0.224939   -0.972783
   -0.470194    0.084833    0.000000   -0.051704    0.216860   -0.974833
   -0.470194    0.093317    0.000000   -0.045609    0.204036   -0.977900
   -0.470194    0.101800    0.000000   -0.038032    0.186971   -0.981629
   -0.470194    0.110283    0.000000   -0.029774    0.167207   -0.985472
   -0.470194    0.118767    0.000000   -0.021480    0.146639   -0.988957
   -0.470194    0.127250    0.000000   -0.013464    0.126807   -0.991836
   -0.470194    0.135733    0.000000   -0.005730    0.108571   -0.994072
   -0.470194    0.144217    0.000000    0.001922    0.092156   -0.995743
   -0.470194    0.152700    0.000000    0.009768    0.077364   -0.996955
  
   -0.455501   -0.687150    0.000000    0.348390   -0.158066    0.923926
   -0.455501   -0.678667    0.000000    0.361493   -0.159817    0.918576
   -0.455501   -0.670183    0.000000    0.370608   -0.160284    0.914854
   -0.455501   -0.661700    0.000000    0.376602   -0.160079    0.912439
   -0.455501   -0.653217    0.000000    0.380952   -0.159966    0.910652
   -0.455501   -0.644733    0.000000    0.385267   -0.160674    0.908710
   -0.455501   -0.636250    0.000000    0.390855   -0.162754    0.905949
   -0.455501   -0.627767    0.000000    0.398424   -0.166500    0.901962
   -0.455501   -0.619283    0.000000    0.407867   -0.171885    0.896716
   -0.455501   -0.610800    0.000000    0.418143   -0.178512    0.890668
   -0.455501   -0.602317    0.000000    0.427285   -0.185582    0.884865
   -0.455501   -0.593833    0.000000    0.432693   -0.191974    0.880865
   -0.455501   -0.585350    0.000000    0.431808   -0.196466    0.880309
   -0.455501   -0.576867    0.000000    0.423017   -0.198117    0.884198
   -0.455501   -0.568383    0.000000    0.406366   -0.196616    0.892305
   -0.455501   -0.559900    0.000000    0.383617   -0.192412    0.903225
   -0.455501   -0.551417    0.000000    0.357571   -0.186520    0.915070
   -0.455501   -0.542933    0.000000    0.331083   -0.180131    0.926249
   -0.455501   -0.534450    0.000000    0.306324   -0.174256    0.935842
   -0.455501   -0.525967    0.000000    0.284517   -0.169552    0.943558
   -0.455501   -0.517483    0.000000    0.266048   -0.166292    0.949508
   -0.455501   -0.509000    0.000000    0.250704   -0.164435    0.953996
   -0.455501   -0.500517    0.000000    0.237912   -0.163692    0.957394
   -0.455501   -0.492033    0.000000    0.226919   -0.163613    0.960072
   -0.455501   -0.483550    0.000000    0.216945   -0.163675    0.962365
   -0.455501   -0.475067    0.000000    0.207315   -0.163393    0.964533
   -0.455501   -0.466583    0.000000    0.197573   -0.162444    0.966735
   -0.455501   -0.458100    0.000000    0.187534   -0.160742    0.969016
   -0.455501   -0.449617    0.000000    0.177243   -0.158443    0.971329
   -0.455501   -0.441133    0.000000    0.166878   -0.155867    0.973580
   -0.455501   -0.432650    0.000000    0.156617   -0.153377    0.975678
   -0.455501   -0.424167    0.000000    0.146547   -0.151275    0.977568
   -0.455501   -0.415683    0.000000    0.136620   -0.149731    0.979242
   -0.455501   -0.407200    0.000000    0.126663   -0.148751    0.980729
   -0.455501   -0.398717    0.000000    0.116430   -0.148193    0.982081
   -0.455501   -0.390233    0.000000    0.105669   -0.147799    0.983356
   -0.455501   -0.381750    0.000000    0.094205   -0.147269    0.984600
   -0.455501   -0.373267    0.000000    0.082001   -0.146359    0.985827
   -0.455501   -0.364783    0.000000    0.069179   -0.144973    0.987014
   -0.455501   -0.356300    0.000000    0.055972   -0.143234    0.988105
   -0.455501   -0.347817    0.000000    0.042626   -0.141489    0.989022
   -0.455501   -0.339333    0.000000    0.029286   -0.140263    0.989681
   -0.455501   -0.330850    0.000000    0.015902   -0.140206    0.989995
   -0.455501   -0.322367    0.000000    0.002163   -0.142078    0.989853
   -0.455501   -0.313883    0.000000   -0.012577   -0.146824    0.989083
   -0.455501   -0.305400    0.000000   -0.029458   -0.155793    0.987350
   -0.455501   -0.296917    0.000000   -0.050505   -0.171252    0.983932
   -0.455501   -0.288433    0.000000   -0.079701   -0.197663    0.977025
   -0.455501   -0.279950    0.000000   -0.126258   -0.245428    0.961158
   -0.455501   -0.271467    0.000000   -0.216985   -0.344608    0.913325
   -0.455501   -0.262983    0.000000   -0.447538   -0.596010    0.666695
   -0.455501   -0.254500    0.000000   -0.579938   -0.657860   -0.480512
   -0.455501   -0.246017    0.000000   -0.309363   -0.301150   -0.902000
   -0.455501   -0.237533    0.000000   -0.197457   -0.164873   -0.966348
   -0.455501   -0.229050    0.000000   -0.143328   -0.101644   -0.984442
   -0.455501   -0.220567    0.000000   -0.110890   -0.065221   -0.991690
   -0.455501   -0.212083    0.000000   -0.088611   -0.041164   -0.995215
   -0.455501   -0.203600    0.000000   -0.071905   -0.023738   -0.997129
   -0.455501   -0.195117    0.000000   -0.058648   -0.010236   -0.998226
   -0.455501   -0.186633    0.000000   -0.047733    0.000809   -0.998860
   -0.455501   -0.178150    0.000000   -0.038510    0.010290   -0.999205
   -0.455501   -0.169667    0.000000   -0.030542    0.018818   -0.999356
   -0.455501   -0.161183    0.000000   -0.023490    0.026846   -0.999364
   -0.455501   -0.152700    0.000000   -0.017070    0.034724   -0.999251
   -0.455501   -0.144217    0.000000   -0.011042    0.042718   -0.999026
   -0.455501   -0.135733    0.000000   -0.005215    0.051000   -0.998685
   -0.455501   -0.127250    0.000000    0.000525    0.059628   -0.998221
   -0.455501   -0.118767    0.000000    0.006195    0.068519   -0.997631
   -0.455501   -0.110283    0.000000    0.011698    0.077457   -0.996927
   -0.455501   -0.101800    0.000000    0.016840    0.086139   -0.996141
   -0.455501   -0.093317    0.000000    0.021382    0.094285   -0.995316
   -0.455501   -0.084833    0.000000    0.025113    0.101755   -0.994492
   -0.455501   -0.076350    0.000000    0.027908    0.108640   -0.993689
   -0.455501   -0.067867    0.000000    0.029732    0.115245   -0.992892
   -0.455501   -0.059383    0.000000    0.030599    0.122015   -0.992056
   -0.455501   -0.050900    0.000000    0.030502    0.129408   -0.991122
   -0.455501   -0.042417    0.000000    0.029355    0.137778   -0.990028
