  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80  55
# Band-Index:    1
    0.000  -24.2396     0.984     0.000
    0.022  -24.2397     0.984     0.000
    0.045  -24.2398     0.984     0.000
    0.067  -24.2399     0.984     0.000
    0.089  -24.2401     0.984     0.000
    0.112  -24.2402     0.984     0.000
    0.134  -24.2403     0.984     0.000
    0.156  -24.2404     0.984     0.000
    0.179  -24.2405     0.984     0.000
    0.201  -24.2406     0.984     0.000
    0.224  -24.2406     0.984     0.000
    0.246  -24.2407     0.984     0.000
    0.268  -24.2408     0.984     0.000
    0.291  -24.2408     0.984     0.000
    0.313  -24.2409     0.984     0.000
    0.335  -24.2409     0.984     0.000
    0.358  -24.2409     0.984     0.000
    0.380  -24.2409     0.984     0.000
    0.402  -24.2409     0.984     0.000
    0.425  -24.2409     0.984     0.000
    0.425  -24.2409     0.984     0.000
    0.467  -24.2409     0.984     0.000
    0.508  -24.2409     0.984     0.000
    0.550  -24.2409     0.984     0.000
    0.592  -24.2408     0.984     0.000
    0.634  -24.2407     0.984     0.000
    0.675  -24.2406     0.984     0.000
    0.717  -24.2405     0.984     0.000
    0.759  -24.2403     0.984     0.000
    0.801  -24.2402     0.984     0.000
    0.842  -24.2400     0.984     0.000
    0.884  -24.2398     0.984     0.000
    0.926  -24.2397     0.984     0.000
    0.968  -24.2396     0.984     0.000
    1.010  -24.2395     0.984     0.000
    1.051  -24.2394     0.984     0.000
    1.093  -24.2393     0.984     0.000
    1.135  -24.2392     0.984     0.000
    1.177  -24.2390     0.984     0.000
    1.218  -24.2389     0.985     0.000
    1.218  -24.2389     0.985     0.000
    1.260  -24.2390     0.984     0.000
    1.302  -24.2392     0.984     0.000
    1.344  -24.2393     0.984     0.000
    1.386  -24.2394     0.984     0.000
    1.427  -24.2395     0.984     0.000
    1.469  -24.2396     0.984     0.000
    1.511  -24.2397     0.984     0.000
    1.553  -24.2398     0.984     0.000
    1.594  -24.2400     0.984     0.000
    1.636  -24.2402     0.984     0.000
    1.678  -24.2403     0.984     0.000
    1.720  -24.2405     0.984     0.000
    1.761  -24.2406     0.984     0.000
    1.803  -24.2407     0.984     0.000
    1.845  -24.2408     0.984     0.000
    1.887  -24.2409     0.984     0.000
    1.929  -24.2409     0.984     0.000
    1.970  -24.2409     0.984     0.000
    2.012  -24.2409     0.984     0.000
    2.012  -24.2409     0.984     0.000
    2.047  -24.2409     0.984     0.000
    2.083  -24.2409     0.984     0.000
    2.118  -24.2409     0.984     0.000
    2.153  -24.2409     0.984     0.000
    2.189  -24.2409     0.984     0.000
    2.224  -24.2408     0.984     0.000
    2.259  -24.2408     0.984     0.000
    2.294  -24.2407     0.984     0.000
    2.330  -24.2407     0.984     0.000
    2.365  -24.2406     0.984     0.000
    2.400  -24.2405     0.984     0.000
    2.436  -24.2405     0.984     0.000
    2.471  -24.2404     0.984     0.000
    2.506  -24.2403     0.984     0.000
    2.541  -24.2403     0.984     0.000
    2.577  -24.2402     0.984     0.000
    2.612  -24.2402     0.984     0.000
    2.647  -24.2401     0.984     0.000
    2.683  -24.2401     0.984     0.000
 
# Band-Index:    2
    2.683  -24.2401     0.984     0.000
    2.647  -24.2400     0.984     0.000
    2.612  -24.2400     0.984     0.000
    2.577  -24.2399     0.984     0.000
    2.541  -24.2399     0.984     0.000
    2.506  -24.2398     0.984     0.000
    2.471  -24.2397     0.984     0.000
    2.436  -24.2396     0.984     0.000
    2.400  -24.2395     0.984     0.000
    2.365  -24.2396     0.984     0.000
    2.330  -24.2399     0.984     0.000
    2.294  -24.2401     0.984     0.000
    2.259  -24.2402     0.984     0.000
    2.224  -24.2404     0.984     0.000
    2.189  -24.2405     0.984     0.000
    2.153  -24.2406     0.984     0.000
    2.118  -24.2407     0.984     0.000
    2.083  -24.2408     0.984     0.000
    2.047  -24.2409     0.984     0.000
    2.012  -24.2409     0.984     0.000
    2.012  -24.2409     0.984     0.000
    1.970  -24.2409     0.984     0.000
    1.929  -24.2408     0.984     0.000
    1.887  -24.2407     0.984     0.000
    1.845  -24.2406     0.984     0.000
    1.803  -24.2404     0.984     0.000
    1.761  -24.2403     0.984     0.000
    1.720  -24.2401     0.984     0.000
    1.678  -24.2399     0.984     0.000
    1.636  -24.2398     0.984     0.000
    1.594  -24.2396     0.984     0.000
    1.553  -24.2396     0.984     0.000
    1.511  -24.2396     0.984     0.000
    1.469  -24.2395     0.984     0.000
    1.427  -24.2393     0.984     0.000
    1.386  -24.2392     0.984     0.000
    1.344  -24.2391     0.984     0.000
    1.302  -24.2390     0.984     0.000
    1.260  -24.2389     0.984     0.000
    1.218  -24.2389     0.985     0.000
    1.218  -24.2389     0.985     0.000
    1.177  -24.2389     0.984     0.000
    1.135  -24.2390     0.984     0.000
    1.093  -24.2391     0.984     0.000
    1.051  -24.2392     0.984     0.000
    1.010  -24.2393     0.984     0.000
    0.968  -24.2395     0.984     0.000
    0.926  -24.2396     0.984     0.000
    0.884  -24.2396     0.984     0.000
    0.842  -24.2396     0.984     0.000
    0.801  -24.2398     0.984     0.000
    0.759  -24.2399     0.984     0.000
    0.717  -24.2401     0.984     0.000
    0.675  -24.2403     0.984     0.000
    0.634  -24.2404     0.984     0.000
    0.592  -24.2406     0.984     0.000
    0.550  -24.2407     0.984     0.000
    0.508  -24.2408     0.984     0.000
    0.467  -24.2409     0.984     0.000
    0.425  -24.2409     0.984     0.000
    0.425  -24.2409     0.984     0.000
    0.402  -24.2409     0.984     0.000
    0.380  -24.2409     0.984     0.000
    0.358  -24.2408     0.984     0.000
    0.335  -24.2408     0.984     0.000
    0.313  -24.2407     0.984     0.000
    0.291  -24.2406     0.984     0.000
    0.268  -24.2406     0.984     0.000
    0.246  -24.2405     0.984     0.000
    0.224  -24.2404     0.984     0.000
    0.201  -24.2403     0.984     0.000
    0.179  -24.2402     0.984     0.000
    0.156  -24.2401     0.984     0.000
    0.134  -24.2400     0.984     0.000
    0.112  -24.2399     0.984     0.000
    0.089  -24.2397     0.984     0.000
    0.067  -24.2396     0.984     0.000
    0.045  -24.2395     0.984     0.000
    0.022  -24.2395     0.984     0.000
    0.000  -24.2396     0.984     0.000
 
# Band-Index:    3
    0.000  -24.2392     0.984     0.000
    0.022  -24.2394     0.984     0.000
    0.045  -24.2393     0.984     0.000
    0.067  -24.2392     0.984     0.000
    0.089  -24.2391     0.984     0.000
    0.112  -24.2390     0.984     0.000
    0.134  -24.2388     0.984     0.000
    0.156  -24.2387     0.984     0.000
    0.179  -24.2386     0.984     0.000
    0.201  -24.2385     0.984     0.000
    0.224  -24.2384     0.984     0.000
    0.246  -24.2383     0.984     0.000
    0.268  -24.2383     0.984     0.000
    0.291  -24.2382     0.984     0.000
    0.313  -24.2381     0.984     0.000
    0.335  -24.2380     0.984     0.000
    0.358  -24.2380     0.984     0.000
    0.380  -24.2380     0.984     0.000
    0.402  -24.2379     0.984     0.000
    0.425  -24.2379     0.984     0.000
    0.425  -24.2379     0.984     0.000
    0.467  -24.2381     0.984     0.000
    0.508  -24.2383     0.984     0.000
    0.550  -24.2385     0.984     0.000
    0.592  -24.2387     0.984     0.000
    0.634  -24.2389     0.984     0.000
    0.675  -24.2390     0.984     0.000
    0.717  -24.2392     0.984     0.000
    0.759  -24.2393     0.984     0.000
    0.801  -24.2394     0.984     0.000
    0.842  -24.2395     0.984     0.000
    0.884  -24.2394     0.984     0.000
    0.926  -24.2393     0.984     0.000
    0.968  -24.2392     0.984     0.000
    1.010  -24.2391     0.984     0.000
    1.051  -24.2390     0.984     0.000
    1.093  -24.2389     0.984     0.000
    1.135  -24.2389     0.984     0.000
    1.177  -24.2388     0.984     0.000
    1.218  -24.2389     0.985     0.000
    1.218  -24.2389     0.985     0.000
    1.260  -24.2388     0.984     0.000
    1.302  -24.2389     0.984     0.000
    1.344  -24.2389     0.984     0.000
    1.386  -24.2390     0.984     0.000
    1.427  -24.2391     0.984     0.000
    1.469  -24.2392     0.984     0.000
    1.511  -24.2393     0.984     0.000
    1.553  -24.2394     0.984     0.000
    1.594  -24.2395     0.984     0.000
    1.636  -24.2394     0.984     0.000
    1.678  -24.2393     0.984     0.000
    1.720  -24.2392     0.984     0.000
    1.761  -24.2390     0.984     0.000
    1.803  -24.2389     0.984     0.000
    1.845  -24.2387     0.984     0.000
    1.887  -24.2385     0.984     0.000
    1.929  -24.2383     0.984     0.000
    1.970  -24.2381     0.984     0.000
    2.012  -24.2379     0.984     0.000
    2.012  -24.2379     0.984     0.000
    2.047  -24.2381     0.984     0.000
    2.083  -24.2383     0.984     0.000
    2.118  -24.2385     0.984     0.000
    2.153  -24.2386     0.984     0.000
    2.189  -24.2388     0.984     0.000
    2.224  -24.2389     0.984     0.000
    2.259  -24.2391     0.984     0.000
    2.294  -24.2392     0.984     0.000
    2.330  -24.2393     0.984     0.000
    2.365  -24.2394     0.984     0.000
    2.400  -24.2394     0.984     0.000
    2.436  -24.2392     0.984     0.000
    2.471  -24.2390     0.984     0.000
    2.506  -24.2387     0.984     0.000
    2.541  -24.2385     0.984     0.000
    2.577  -24.2382     0.984     0.000
    2.612  -24.2380     0.984     0.000
    2.647  -24.2378     0.984     0.000
    2.683  -24.2376     0.984     0.000
 
# Band-Index:    4
    2.683  -24.2376     0.984     0.000
    2.647  -24.2374     0.984     0.000
    2.612  -24.2372     0.984     0.000
    2.577  -24.2370     0.984     0.000
    2.541  -24.2369     0.984     0.000
    2.506  -24.2368     0.984     0.000
    2.471  -24.2367     0.984     0.000
    2.436  -24.2367     0.984     0.000
    2.400  -24.2366     0.984     0.000
    2.365  -24.2367     0.984     0.000
    2.330  -24.2367     0.984     0.000
    2.294  -24.2367     0.984     0.000
