  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80  55
# Band-Index:    1
    0.000  -24.2143     0.984     0.000
    0.022  -24.2144     0.984     0.000
    0.045  -24.2145     0.984     0.000
    0.067  -24.2145     0.984     0.000
    0.089  -24.2146     0.984     0.000
    0.112  -24.2147     0.984     0.000
    0.134  -24.2148     0.984     0.000
    0.156  -24.2148     0.984     0.000
    0.179  -24.2149     0.984     0.000
    0.201  -24.2149     0.984     0.000
    0.224  -24.2150     0.984     0.000
    0.246  -24.2150     0.984     0.000
    0.268  -24.2150     0.984     0.000
    0.291  -24.2151     0.984     0.000
    0.313  -24.2151     0.984     0.000
    0.335  -24.2151     0.984     0.000
    0.358  -24.2151     0.984     0.000
    0.380  -24.2151     0.984     0.000
    0.402  -24.2151     0.984     0.000
    0.425  -24.2151     0.984     0.000
    0.425  -24.2151     0.984     0.000
    0.464  -24.2151     0.984     0.000
    0.503  -24.2151     0.984     0.000
    0.543  -24.2151     0.984     0.000
    0.582  -24.2151     0.984     0.000
    0.621  -24.2151     0.984     0.000
    0.661  -24.2150     0.984     0.000
    0.700  -24.2149     0.984     0.000
    0.739  -24.2149     0.984     0.000
    0.779  -24.2148     0.984     0.000
    0.818  -24.2147     0.984     0.000
    0.857  -24.2146     0.984     0.000
    0.897  -24.2145     0.984     0.000
    0.936  -24.2144     0.984     0.000
    0.975  -24.2143     0.984     0.000
    1.015  -24.2142     0.984     0.000
    1.054  -24.2142     0.984     0.000
    1.093  -24.2141     0.984     0.000
    1.133  -24.2140     0.984     0.000
    1.172  -24.2139     0.985     0.000
    1.172  -24.2139     0.985     0.000
    1.211  -24.2140     0.984     0.000
    1.250  -24.2141     0.984     0.000
    1.290  -24.2142     0.984     0.000
    1.329  -24.2142     0.984     0.000
    1.368  -24.2143     0.984     0.000
    1.408  -24.2144     0.984     0.000
    1.447  -24.2145     0.984     0.000
    1.486  -24.2146     0.984     0.000
    1.526  -24.2147     0.984     0.000
    1.565  -24.2148     0.984     0.000
    1.604  -24.2149     0.984     0.000
    1.644  -24.2149     0.984     0.000
    1.683  -24.2150     0.984     0.000
    1.722  -24.2151     0.984     0.000
    1.762  -24.2151     0.984     0.000
    1.801  -24.2151     0.984     0.000
    1.840  -24.2151     0.984     0.000
    1.880  -24.2151     0.984     0.000
