  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    0.000  -35.7416     0.000     0.999
    0.048  -35.7416     0.000     0.999
    0.097  -35.7416     0.000     0.999
    0.145  -35.7416     0.000     0.999
    0.194  -35.7416     0.000     0.999
    0.242  -35.7416     0.000     0.999
    0.291  -35.7416     0.000     0.999
    0.339  -35.7416     0.000     0.999
    0.388  -35.7416     0.000     0.999
    0.436  -35.7416     0.000     0.999
    0.484  -35.7417     0.000     0.999
    0.533  -35.7417     0.000     0.999
    0.581  -35.7417     0.000     0.999
    0.630  -35.7417     0.000     0.999
    0.678  -35.7417     0.000     0.999
    0.727  -35.7417     0.000     0.999
    0.775  -35.7417     0.000     0.999
    0.824  -35.7417     0.000     0.999
    0.872  -35.7417     0.000     0.999
    0.920  -35.7417     0.000     0.999
    0.920  -35.7417     0.000     0.999
    0.962  -35.7417     0.000     0.999
    1.004  -35.7417     0.000     0.999
    1.046  -35.7417     0.000     0.999
    1.088  -35.7417     0.000     0.999
    1.130  -35.7417     0.000     0.999
    1.172  -35.7417     0.000     0.999
    1.214  -35.7417     0.000     0.999
    1.256  -35.7417     0.000     0.999
    1.298  -35.7417     0.000     0.999
    1.340  -35.7417     0.000     0.999
    1.382  -35.7416     0.000     0.999
    1.424  -35.7416     0.000     0.999
    1.466  -35.7416     0.000     0.999
    1.508  -35.7416     0.000     0.999
    1.550  -35.7416     0.000     0.999
    1.592  -35.7416     0.000     0.999
    1.634  -35.7416     0.000     0.999
    1.676  -35.7416     0.000     0.999
    1.718  -35.7416     0.000     0.999
    1.718  -35.7416     0.000     0.999
    1.742  -35.7416     0.000     0.999
    1.766  -35.7416     0.000     0.999
    1.790  -35.7416     0.000     0.999
    1.814  -35.7416     0.000     0.999
    1.839  -35.7416     0.000     0.999
    1.863  -35.7416     0.000     0.999
    1.887  -35.7416     0.000     0.999
    1.911  -35.7416     0.000     0.999
    1.936  -35.7416     0.000     0.999
    1.960  -35.7416     0.000     0.999
    1.984  -35.7416     0.000     0.999
    2.008  -35.7416     0.000     0.999
    2.032  -35.7416     0.000     0.999
    2.057  -35.7416     0.000     0.999
    2.081  -35.7416     0.000     0.999
    2.105  -35.7416     0.000     0.999
    2.129  -35.7416     0.000     0.999
    2.154  -35.7416     0.000     0.999
    2.178  -35.7416     0.000     0.999
    2.178  -35.7416     0.000     0.999
    2.226  -35.7416     0.000     0.999
    2.275  -35.7416     0.000     0.999
    2.323  -35.7416     0.000     0.999
    2.372  -35.7416     0.000     0.999
    2.420  -35.7416     0.000     0.999
    2.468  -35.7416     0.000     0.999
    2.517  -35.7416     0.000     0.999
    2.565  -35.7416     0.000     0.999
    2.614  -35.7416     0.000     0.999
    2.662  -35.7417     0.000     0.999
    2.711  -35.7417     0.000     0.999
    2.759  -35.7417     0.000     0.999
    2.808  -35.7417     0.000     0.999
    2.856  -35.7417     0.000     0.999
    2.904  -35.7417     0.000     0.999
    2.953  -35.7417     0.000     0.999
    3.001  -35.7417     0.000     0.999
    3.050  -35.7417     0.000     0.999
    3.098  -35.7417     0.000     0.999
 
# Band-Index:    2
    3.098  -35.7417     0.000     0.999
    3.050  -35.7417     0.000     0.999
    3.001  -35.7417     0.000     0.999
    2.953  -35.7417     0.000     0.999
    2.904  -35.7417     0.000     0.999
    2.856  -35.7417     0.000     0.999
    2.808  -35.7417     0.000     0.999
    2.759  -35.7417     0.000     0.999
    2.711  -35.7417     0.000     0.999
    2.662  -35.7416     0.000     0.999
    2.614  -35.7416     0.000     0.999
    2.565  -35.7416     0.000     0.999
    2.517  -35.7416     0.000     0.999
    2.468  -35.7416     0.000     0.999
    2.420  -35.7416     0.000     0.999
