      #Energy        TDOS
     -12.01161       0.00000
     -11.82861       0.10030
     -11.64461       0.97440
     -11.46161       1.06000
     -11.27761       1.09200
     -11.09461       1.22300
     -10.91161       1.30500
     -10.72761       1.45400
     -10.54461       1.93100
     -10.36061       1.04000
     -10.17761       0.59700
      -9.99361       0.12590
      -9.81061       0.07876
      -9.62661       0.47700
      -9.44361       0.76630
      -9.25961       1.85500
      -9.07661       1.57500
      -8.89361       1.09200
      -8.70961       0.85170
      -8.52661       0.97910
      -8.34261       0.91130
      -8.15961       0.80540
      -7.97561       0.74820
      -7.79261       0.69820
      -7.60861       0.06303
      -7.42561       0.00000
      -7.24161       0.00000
      -7.05861       0.00000
      -6.87561       0.00000
      -6.69161       0.00000
      -6.50861       0.00000
      -6.32461       0.00000
      -6.14161       0.00000
      -5.95761       0.00000
      -5.77461       0.00000
      -5.59061       0.00000
      -5.40761       0.00000
      -5.22361       0.00000
      -5.04061       0.00000
      -4.85761       0.00000
      -4.67361       0.00000
      -4.49061       0.00000
      -4.30661       0.00000
      -4.12361       0.00000
      -3.93961       0.00000
      -3.75661       0.00000
      -3.57261       0.07077
      -3.38961       0.52870
      -3.20561       0.66420
      -3.02261       1.05600
      -2.83961       2.29500
      -2.65561       1.87700
      -2.47261       2.21700
      -2.28861       2.61700
      -2.10561       2.46100
      -1.92161       3.35500
      -1.73861       2.17900
      -1.55461       1.16800
      -1.37161       0.89380
      -1.18761       1.33300
      -1.00461       2.53100
      -0.82161       1.89100
      -0.63761       1.37200
      -0.45461       1.18800
      -0.27061       1.20600
      -0.08761       1.40600
       0.09639       0.61870
       0.27939       0.26680
       0.46339       0.41200
       0.64639       0.62000
       0.83039       2.14000
       1.01339       1.91100
       1.19639       1.11600
       1.38039       1.10700
       1.56339       0.75460
       1.74739       1.49300
       1.93039       2.04600
       2.11439       1.42900
       2.29739       1.07000
       2.48139       2.41200
       2.66439       2.89700
       2.84839       3.98800
       3.03139       3.33700
       3.21439       3.18100
       3.39839       2.18800
       3.58139       0.11330
       3.76539       0.00020
       3.94839       0.28760
       4.13239       0.70790
       4.31539       0.84760
       4.49939       0.95920
       4.68239       1.97100
       4.86639       2.52000
       5.04939       3.07200
       5.23239       3.78000
       5.41639       4.44400
       5.59939       4.81900
       5.78339       3.97300
       5.96639       4.79300
       6.15039       5.91800
       6.33339       8.13400
       6.51739       6.80100
       6.70039       6.87400
       6.88439       7.15600
       7.06739       6.65500
       7.25039       7.36000
       7.43439       6.79700
       7.61739       8.78100
       7.80139       7.79100
       7.98439       9.39600
       8.16839       7.46200
       8.35139       8.65500
       8.53539       7.55400
       8.71839       8.23000
       8.90239       8.42900
       9.08539       8.32300
       9.26839       9.13100
       9.45239       9.13500
       9.63539      10.37000
       9.81939       9.02400
      10.00239      10.80000
      10.18639       9.27800
      10.36939       9.88000
      10.55339       8.57000
      10.73639      10.17000
      10.92039       9.41200
      11.10339      10.27000
      11.28639      10.74000
      11.47039      10.65000
      11.65339      11.70000
      11.83739      11.31000
      12.02039       8.94000
      12.20439      11.53000
      12.38739      11.68000
      12.57139      11.44000
      12.75439      10.37000
      12.93839      11.74000
      13.12139       9.07400
      13.30439       9.33600
      13.48839       6.59500
      13.67139       4.61400
      13.85539       3.46900
      14.03839       1.46300
      14.22239       0.94510
      14.40539       0.15320
      14.58939       0.00003
      14.77239       0.00000
      14.95639       0.00000
      15.13939       0.00000
      15.32239       0.00000
      15.50639       0.00000
      15.68939       0.00000
      15.87339       0.00000
      16.05639       0.00000
      16.24039       0.00000
      16.42339       0.00000
      16.60739       0.00000
      16.79039       0.00000
