      #Energy        TDOS
     -38.24561       0.00000
     -38.06261       0.00000
     -37.87861       0.00000
     -37.69561       0.00000
     -37.51161       0.00000
     -37.32861       0.00000
     -37.14461       0.00000
     -36.96161       0.00000
     -36.77861       0.00000
     -36.59461       0.00000
     -36.41161       0.00000
     -36.22761       0.00000
     -36.04461       0.00000
     -35.86061       0.00526
     -35.67761      19.32000
     -35.49361       2.47900
     -35.31061       0.00000
     -35.12661       0.02012
     -34.94361      29.77000
     -34.76061       2.91800
     -34.57661       0.00000
     -34.39361       0.00000
     -34.20961       0.00000
     -34.02661       0.00000
     -33.84261       0.00000
     -33.65961       0.00000
     -33.47561       0.00000
     -33.29261       0.00000
     -33.10861       0.00000
     -32.92561       0.00000
     -32.74261       0.00000
     -32.55861       0.00000
     -32.37561       0.00000
     -32.19161       0.00000
     -32.00861       0.00000
     -31.82461       0.00000
     -31.64161       0.00000
     -31.45761       0.00000
     -31.27461       0.00000
     -31.09061       0.00000
     -30.90761       0.00000
     -30.72461       0.00000
     -30.54061       0.00000
     -30.35761       0.00000
     -30.17361       0.00000
     -29.99061       0.00000
     -29.80661       0.00000
     -29.62361       0.00000
     -29.43961       0.00000
     -29.25661       0.00000
     -29.07261       0.00000
     -28.88961       0.00000
     -28.70661       0.00000
     -28.52261       0.00000
     -28.33961       0.00000
     -28.15561       0.00000
     -27.97261       0.00000
     -27.78861       0.00000
     -27.60561       0.00000
     -27.42161       0.00000
     -27.23861       0.00000
     -27.05461       0.00000
     -26.87161       0.00000
     -26.68861       0.00000
     -26.50461       0.00000
     -26.32161       0.00000
     -26.13761       0.00000
     -25.95461       0.00000
     -25.77061       0.00000
     -25.58761       0.00000
     -25.40361       0.00000
     -25.22061       0.00000
     -25.03661       0.00000
     -24.85361       0.00000
     -24.67061       0.00000
     -24.48661       0.00000
     -24.30361       1.06500
     -24.11961      20.73000
     -23.93661       0.00859
     -23.75261       0.00000
     -23.56961       0.00000
     -23.38561       0.00000
     -23.20261       0.00000
     -23.01861       0.00000
     -22.83561       0.00000
     -22.65261       0.00000
     -22.46861       0.00000
     -22.28561       0.00000
     -22.10161       0.00000
     -21.91861       0.00000
     -21.73461       0.00000
     -21.55161       0.00000
     -21.36761       0.25510
     -21.18461      32.24000
     -21.00061       0.21470
     -20.81761       0.00000
     -20.63461       0.00000
     -20.45061       0.00000
     -20.26761       0.00000
     -20.08361       0.00000
     -19.90061       0.00000
     -19.71661       0.00000
     -19.53361       0.00000
     -19.34961       0.00000
     -19.16661       0.00000
     -18.98361       0.00000
     -18.79961       0.00000
     -18.61661       0.00000
     -18.43261       0.00000
     -18.24961       0.00000
     -18.06561       0.00000
     -17.88261       0.00000
     -17.69861       0.00000
     -17.51561       0.00000
     -17.33161       0.00000
     -17.14861       0.00000
     -16.96561       0.00000
     -16.78161       0.00000
     -16.59861       0.00000
     -16.41461       0.00000
     -16.23161       0.00000
     -16.04761       0.00000
     -15.86461       0.00000
     -15.68061       0.00000
     -15.49761       0.00000
     -15.31361       0.00000
     -15.13061       0.00000
     -14.94761       0.00000
     -14.76361       0.00000
     -14.58061       0.00000
     -14.39661       0.00000
     -14.21361       0.00000
     -14.02961       0.00000
     -13.84661       0.00000
     -13.66261       0.00000
     -13.47961       0.00000
     -13.29561       0.00000
     -13.11261       0.00000
     -12.92961       0.00000
     -12.74561       0.00000
     -12.56261       0.00000
     -12.37861       0.00000
     -12.19561       0.00000
