  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    0.000  -35.6674     0.000     0.999
    0.052  -35.6674     0.000     0.999
    0.104  -35.6674     0.000     0.999
    0.156  -35.6674     0.000     0.999
    0.209  -35.6674     0.000     0.999
    0.261  -35.6674     0.000     0.999
    0.313  -35.6675     0.000     0.999
    0.365  -35.6675     0.000     0.999
    0.417  -35.6675     0.000     0.999
    0.469  -35.6675     0.000     0.998
    0.521  -35.6675     0.000     0.998
    0.573  -35.6675     0.000     0.998
    0.626  -35.6675     0.000     0.998
    0.678  -35.6676     0.000     0.998
    0.730  -35.6676     0.000     0.998
    0.782  -35.6676     0.000     0.998
    0.834  -35.6676     0.000     0.998
    0.886  -35.6676     0.000     0.998
    0.938  -35.6676     0.000     0.998
    0.991  -35.6676     0.000     0.998
    0.991  -35.6676     0.000     0.998
    1.036  -35.6676     0.000     0.998
    1.081  -35.6676     0.000     0.998
    1.126  -35.6676     0.000     0.998
    1.171  -35.6676     0.000     0.998
    1.216  -35.6676     0.000     0.998
    1.261  -35.6676     0.000     0.998
    1.307  -35.6676     0.000     0.998
    1.352  -35.6676     0.000     0.998
    1.397  -35.6675     0.000     0.998
    1.442  -35.6675     0.000     0.998
    1.487  -35.6675     0.000     0.998
    1.532  -35.6675     0.000     0.998
    1.578  -35.6675     0.000     0.999
    1.623  -35.6675     0.000     0.999
    1.668  -35.6674     0.000     0.999
    1.713  -35.6674     0.000     0.999
    1.758  -35.6674     0.000     0.999
    1.803  -35.6674     0.000     0.999
    1.848  -35.6674     0.000     0.999
    1.848  -35.6674     0.000     0.999
    1.874  -35.6674     0.000     0.999
    1.901  -35.6674     0.000     0.999
    1.927  -35.6674     0.000     0.999
    1.953  -35.6674     0.000     0.999
    1.979  -35.6674     0.000     0.999
    2.005  -35.6674     0.000     0.999
    2.031  -35.6674     0.000     0.999
    2.057  -35.6674     0.000     0.999
    2.083  -35.6674     0.000     0.999
    2.109  -35.6674     0.000     0.999
    2.135  -35.6674     0.000     0.999
    2.161  -35.6674     0.000     0.999
    2.187  -35.6674     0.000     0.999
    2.213  -35.6674     0.000     0.999
    2.239  -35.6674     0.000     0.999
    2.265  -35.6674     0.000     0.999
    2.292  -35.6674     0.000     0.999
    2.318  -35.6674     0.000     0.999
    2.344  -35.6674     0.000     0.999
    2.344  -35.6674     0.000     0.999
    2.396  -35.6674     0.000     0.999
    2.448  -35.6674     0.000     0.999
    2.500  -35.6674     0.000     0.999
    2.552  -35.6674     0.000     0.999
    2.604  -35.6674     0.000     0.999
    2.656  -35.6675     0.000     0.999
    2.709  -35.6675     0.000     0.999
    2.761  -35.6675     0.000     0.999
    2.813  -35.6675     0.000     0.998
    2.865  -35.6675     0.000     0.998
    2.917  -35.6675     0.000     0.998
    2.969  -35.6675     0.000     0.998
    3.021  -35.6676     0.000     0.998
    3.074  -35.6676     0.000     0.998
    3.126  -35.6676     0.000     0.998
    3.178  -35.6676     0.000     0.998
    3.230  -35.6676     0.000     0.998
    3.282  -35.6676     0.000     0.998
    3.334  -35.6676     0.000     0.998
 
# Band-Index:    2
    3.334  -35.6676     0.000     0.998
    3.282  -35.6676     0.000     0.998
    3.230  -35.6676     0.000     0.998
    3.178  -35.6676     0.000     0.998
    3.126  -35.6676     0.000     0.998
    3.074  -35.6676     0.000     0.998
    3.021  -35.6676     0.000     0.998
    2.969  -35.6675     0.000     0.998
    2.917  -35.6675     0.000     0.998
    2.865  -35.6675     0.000     0.998
    2.813  -35.6675     0.000     0.998
    2.761  -35.6675     0.000     0.999
    2.709  -35.6674     0.000     0.999
    2.656  -35.6674     0.000     0.999
    2.604  -35.6674     0.000     0.999
    2.552  -35.6674     0.000     0.999
    2.500  -35.6674     0.000     0.999
    2.448  -35.6674     0.000     0.999
    2.396  -35.6674     0.000     0.999
    2.344  -35.6674     0.000     0.999
    2.344  -35.6674     0.000     0.999
    2.318  -35.6674     0.000     0.999
    2.292  -35.6674     0.000     0.999
    2.265  -35.6674     0.000     0.999
    2.239  -35.6674     0.000     0.999
    2.213  -35.6674     0.000     0.999
    2.187  -35.6674     0.000     0.999
    2.161  -35.6674     0.000     0.999
    2.135  -35.6674     0.000     0.999
    2.109  -35.6674     0.000     0.999
    2.083  -35.6674     0.000     0.999
    2.057  -35.6674     0.000     0.999
    2.031  -35.6674     0.000     0.999
    2.005  -35.6674     0.000     0.999
    1.979  -35.6674     0.000     0.999
    1.953  -35.6674     0.000     0.999
    1.927  -35.6674     0.000     0.999
    1.901  -35.6674     0.000     0.999
    1.874  -35.6674     0.000     0.999
    1.848  -35.6674     0.000     0.999
    1.848  -35.6674     0.000     0.999
    1.803  -35.6674     0.000     0.999
    1.758  -35.6674     0.000     0.999
    1.713  -35.6674     0.000     0.999
    1.668  -35.6674     0.000     0.999
    1.623  -35.6675     0.000     0.999
    1.578  -35.6675     0.000     0.999
    1.532  -35.6675     0.000     0.998
    1.487  -35.6675     0.000     0.998
    1.442  -35.6675     0.000     0.998
    1.397  -35.6675     0.000     0.998
    1.352  -35.6676     0.000     0.998
    1.307  -35.6676     0.000     0.998
    1.261  -35.6676     0.000     0.998
    1.216  -35.6676     0.000     0.998
    1.171  -35.6676     0.000     0.998
    1.126  -35.6676     0.000     0.998
    1.081  -35.6676     0.000     0.998
    1.036  -35.6676     0.000     0.998
    0.991  -35.6676     0.000     0.998
    0.991  -35.6676     0.000     0.998
    0.938  -35.6676     0.000     0.998
    0.886  -35.6676     0.000     0.998
    0.834  -35.6676     0.000     0.998
    0.782  -35.6676     0.000     0.998
    0.730  -35.6676     0.000     0.998
    0.678  -35.6676     0.000     0.998
    0.626  -35.6675     0.000     0.998
    0.573  -35.6675     0.000     0.998
    0.521  -35.6675     0.000     0.998
    0.469  -35.6675     0.000     0.998
    0.417  -35.6675     0.000     0.999
    0.365  -35.6674     0.000     0.999
    0.313  -35.6674     0.000     0.999
    0.261  -35.6674     0.000     0.999
    0.209  -35.6674     0.000     0.999
    0.156  -35.6674     0.000     0.999
    0.104  -35.6674     0.000     0.999
    0.052  -35.6674     0.000     0.999
    0.000  -35.6674     0.000     0.999
 
# Band-Index:    3
    0.000  -35.6372     0.000     0.999
    0.052  -35.6372     0.000     0.999
    0.104  -35.6372     0.000     0.999
    0.156  -35.6372     0.000     0.999
    0.209  -35.6372     0.000     0.999
    0.261  -35.6372     0.000     0.999
    0.313  -35.6372     0.000     0.999
    0.365  -35.6372     0.000     0.999
    0.417  -35.6372     0.000     0.999
    0.469  -35.6372     0.000     0.999
    0.521  -35.6372     0.000     0.999
    0.573  -35.6372     0.000     0.999
    0.626  -35.6372     0.000     0.999
    0.678  -35.6372     0.000     0.999
    0.730  -35.6373     0.000     0.999
    0.782  -35.6373     0.000     0.999
    0.834  -35.6373     0.000     0.999
    0.886  -35.6372     0.000     0.998
    0.938  -35.6372     0.000     0.998
    0.991  -35.6372     0.000     0.998
    0.991  -35.6372     0.000     0.998
    1.036  -35.6372     0.000     0.998
    1.081  -35.6372     0.000     0.998
    1.126  -35.6372     0.000     0.998
    1.171  -35.6373     0.000     0.999
    1.216  -35.6373     0.000     0.999
    1.261  -35.6373     0.000     0.999
    1.307  -35.6372     0.000     0.999
    1.352  -35.6372     0.000     0.999
    1.397  -35.6372     0.000     0.999
    1.442  -35.6372     0.000     0.999
    1.487  -35.6372     0.000     0.999
    1.532  -35.6372     0.000     0.999
    1.578  -35.6372     0.000     0.999
    1.623  -35.6372     0.000     0.999
    1.668  -35.6372     0.000     0.999
    1.713  -35.6372     0.000     0.999
    1.758  -35.6372     0.000     0.999
    1.803  -35.6372     0.000     0.999
    1.848  -35.6372     0.000     0.999
    1.848  -35.6372     0.000     0.999
    1.874  -35.6372     0.000     0.999
    1.901  -35.6372     0.000     0.999
    1.927  -35.6372     0.000     0.999
    1.953  -35.6372     0.000     0.999
    1.979  -35.6372     0.000     0.999
    2.005  -35.6372     0.000     0.999
    2.031  -35.6372     0.000     0.999
    2.057  -35.6372     0.000     0.999
    2.083  -35.6372     0.000     0.999
    2.109  -35.6372     0.000     0.999
    2.135  -35.6372     0.000     0.999
    2.161  -35.6372     0.000     0.999
