      #Energy        TDOS
      -5.69852       0.00000
      -5.51752       0.00000
      -5.33652       0.00000
      -5.15552       0.00000
      -4.97452       0.00000
      -4.79352       0.00000
      -4.61252       0.00000
      -4.43152       0.00000
      -4.25052       0.00000
      -4.07052       0.00000
      -3.88952       0.00000
      -3.70852       0.00000
      -3.52752       0.07780
      -3.34652       0.59310
      -3.16552       0.70690
      -2.98452       0.92520
      -2.80352       2.30900
      -2.62252       1.71900
      -2.44152       2.42300
      -2.26152       2.94500
      -2.08052       2.78300
      -1.89952       3.72600
      -1.71852       1.91800
      -1.53752       1.15700
      -1.35652       0.59460
      -1.17552       0.67230
      -0.99452       1.06900
      -0.81352       2.41200
      -0.63352       2.07700
      -0.45252       1.72900
      -0.27152       1.83200
      -0.09052       1.36700
       0.09048       0.33140
       0.27148       0.83190
       0.45248       0.92840
       0.63348       2.83000
       0.81448       1.87200
       0.99548       1.02100
       1.17548       1.05800
       1.35648       0.47370
       1.53748       1.08400
       1.71848       1.30400
       1.89948       1.49900
       2.08048       1.46100
       2.26148       1.07900
       2.44248       2.22400
       2.62348       3.00400
       2.80448       3.62200
       2.98448       3.13400
       3.16548       2.92200
       3.34648       2.18900
       3.52748       0.43150
       3.70848       0.00017
       3.88948       0.26880
       4.07048       0.71800
       4.25148       0.91120
       4.43248       1.21700
       4.61348       2.02900
       4.79348       2.84600
       4.97448       3.08900
       5.15548       3.93800
       5.33648       4.61200
       5.51748       5.34600
       5.69848       4.18000
       5.87948       5.69100
       6.06048       7.49300
       6.24148       7.68900
       6.42248       5.74900
       6.60248       9.07900
       6.78348       5.99900
       6.96448       7.81600
       7.14548       6.90400
       7.32648       8.91700
       7.50748       9.02800
       7.68848      10.10000
       7.86948       6.75600
       8.05048       9.01200
       8.23148      10.09000
       8.41148       8.31100
       8.59248       8.80100
       8.77348       8.48700
       8.95448       8.42100
       9.13548       9.51000
       9.31648       9.80300
       9.49748      11.30000
       9.67848       9.26400
       9.85948      11.53000
      10.04048       9.30400
      10.22048      10.51000
      10.40148      10.54000
      10.58248      10.54000
      10.76348       9.89300
      10.94448      10.58000
      11.12548      12.13000
      11.30648      11.23000
      11.48748      11.47000
      11.66848      12.21000
      11.84948      11.29000
      12.02948      12.92000
      12.21048      12.09000
      12.39148      11.77000
      12.57248      12.36000
      12.75348       8.59800
      12.93448       8.11000
      13.11548       3.67200
      13.29648       3.38400
      13.47748       2.03900
      13.65848       0.57490
      13.83848       0.00012
      14.01948       0.00000
      14.20048       0.00000
      14.38148       0.00000
      14.56248       0.00000
      14.74348       0.00000
      14.92448       0.00000
      15.10548       0.00000
      15.28648       0.00000
      15.46748       0.00000
      15.64748       0.00000
      15.82848       0.00000
      16.00948       0.00000
