  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    0.000  -35.6309     0.000     0.999
    0.051  -35.6309     0.000     0.999
    0.102  -35.6309     0.000     0.999
    0.153  -35.6309     0.000     0.999
    0.205  -35.6309     0.000     0.999
    0.256  -35.6309     0.000     0.999
    0.307  -35.6310     0.000     0.999
    0.358  -35.6310     0.000     0.999
    0.409  -35.6310     0.000     0.999
    0.460  -35.6310     0.000     0.999
    0.512  -35.6310     0.000     0.999
    0.563  -35.6310     0.000     0.999
    0.614  -35.6310     0.000     0.998
    0.665  -35.6310     0.000     0.998
    0.716  -35.6310     0.000     0.998
    0.767  -35.6310     0.000     0.998
    0.819  -35.6310     0.000     0.998
    0.870  -35.6310     0.000     0.998
    0.921  -35.6310     0.000     0.998
    0.972  -35.6310     0.000     0.998
    0.972  -35.6310     0.000     0.998
    1.016  -35.6310     0.000     0.998
    1.061  -35.6310     0.000     0.998
    1.105  -35.6310     0.000     0.998
    1.149  -35.6310     0.000     0.998
    1.194  -35.6310     0.000     0.998
    1.238  -35.6310     0.000     0.998
    1.282  -35.6310     0.000     0.998
    1.326  -35.6310     0.000     0.998
    1.371  -35.6310     0.000     0.998
    1.415  -35.6310     0.000     0.999
    1.459  -35.6310     0.000     0.999
    1.504  -35.6310     0.000     0.999
    1.548  -35.6310     0.000     0.999
    1.592  -35.6309     0.000     0.999
    1.637  -35.6309     0.000     0.999
    1.681  -35.6309     0.000     0.999
    1.725  -35.6309     0.000     0.999
    1.770  -35.6309     0.000     0.999
    1.814  -35.6309     0.000     0.999
    1.814  -35.6309     0.000     0.999
    1.839  -35.6309     0.000     0.999
    1.865  -35.6309     0.000     0.999
    1.891  -35.6309     0.000     0.999
    1.916  -35.6309     0.000     0.999
    1.942  -35.6309     0.000     0.999
    1.967  -35.6309     0.000     0.999
    1.993  -35.6309     0.000     0.999
    2.018  -35.6309     0.000     0.999
    2.044  -35.6309     0.000     0.999
    2.070  -35.6309     0.000     0.999
    2.095  -35.6309     0.000     0.999
    2.121  -35.6309     0.000     0.999
    2.146  -35.6309     0.000     0.999
    2.172  -35.6309     0.000     0.999
    2.198  -35.6309     0.000     0.999
    2.223  -35.6309     0.000     0.999
    2.249  -35.6309     0.000     0.999
