      #Energy        TDOS
     -38.20978       0.00000
     -38.02178       0.00000
     -37.83278       0.00000
     -37.64478       0.00000
     -37.45678       0.00000
     -37.26878       0.00000
     -37.08078       0.00000
     -36.89278       0.00000
     -36.70478       0.00000
     -36.51678       0.00000
     -36.32878       0.00000
     -36.14078       0.00000
     -35.95278       0.00000
     -35.76478       0.00384
     -35.57678      19.37000
     -35.38878       1.89200
     -35.20078       0.00000
     -35.01178       0.07268
     -34.82378      31.07000
     -34.63578       0.76110
     -34.44778       0.00000
     -34.25978       0.00000
     -34.07178       0.00000
     -33.88378       0.00000
     -33.69578       0.00000
     -33.50778       0.00000
     -33.31978       0.00000
     -33.13178       0.00000
     -32.94378       0.00000
     -32.75578       0.00000
     -32.56778       0.00000
     -32.37978       0.00000
     -32.19178       0.00000
     -32.00278       0.00000
     -31.81478       0.00000
     -31.62678       0.00000
     -31.43878       0.00000
     -31.25078       0.00000
     -31.06278       0.00000
     -30.87478       0.00000
     -30.68678       0.00000
     -30.49878       0.00000
     -30.31078       0.00000
     -30.12278       0.00000
     -29.93478       0.00000
     -29.74678       0.00000
     -29.55878       0.00000
     -29.37078       0.00000
     -29.18178       0.00000
     -28.99378       0.00000
     -28.80578       0.00000
     -28.61778       0.00000
     -28.42978       0.00000
     -28.24178       0.00000
     -28.05378       0.00000
     -27.86578       0.00000
     -27.67778       0.00000
     -27.48978       0.00000
     -27.30178       0.00000
     -27.11378       0.00000
     -26.92578       0.00000
     -26.73778       0.00000
     -26.54978       0.00000
     -26.36178       0.00000
     -26.17278       0.00000
     -25.98478       0.00000
     -25.79678       0.00000
     -25.60878       0.00000
     -25.42078       0.00000
     -25.23278       0.00000
     -25.04478       0.00000
     -24.85678       0.00000
     -24.66878       0.00000
     -24.48078       0.00000
     -24.29278       0.00076
     -24.10478      17.52000
     -23.91678       3.74700
     -23.72878       0.00000
     -23.54078       0.00000
     -23.35178       0.00000
     -23.16378       0.00000
     -22.97578       0.00000
     -22.78778       0.00000
     -22.59978       0.00000
     -22.41178       0.00000
     -22.22378       0.00000
     -22.03578       0.00000
     -21.84778       0.00000
     -21.65978       0.00000
     -21.47178       0.00000
     -21.28378       0.15660
     -21.09578      31.11000
     -20.90778       0.64070
     -20.71978       0.00000
     -20.53178       0.00000
     -20.34278       0.00000
     -20.15478       0.00000
     -19.96678       0.00000
     -19.77878       0.00000
     -19.59078       0.00000
     -19.40278       0.00000
     -19.21478       0.00000
     -19.02678       0.00000
     -18.83878       0.00000
     -18.65078       0.00000
     -18.46278       0.00000
     -18.27478       0.00000
     -18.08678       0.00000
     -17.89878       0.00000
     -17.71078       0.00000
     -17.52178       0.00000
     -17.33378       0.00000
     -17.14578       0.00000
     -16.95778       0.00000
     -16.76978       0.00000
     -16.58178       0.00000
     -16.39378       0.00000
     -16.20578       0.00000
     -16.01778       0.00000
     -15.82978       0.00000
     -15.64178       0.00000
     -15.45378       0.00000
     -15.26578       0.00000
     -15.07778       0.00000
     -14.88978       0.00000
     -14.70178       0.00000
     -14.51278       0.00000
     -14.32478       0.00000
     -14.13678       0.00000
     -13.94878       0.00000
     -13.76078       0.00000
     -13.57278       0.00000
     -13.38478       0.00000
     -13.19678       0.00000
     -13.00878       0.00000
     -12.82078       0.00000
     -12.63278       0.00000
     -12.44478       0.00000
     -12.25678       0.00130
     -12.06878       0.52560
     -11.88078       0.81540
     -11.69178       0.85140
     -11.50378       0.94850
     -11.31578       1.01400
     -11.12778       0.88930
     -10.93978       0.99750
     -10.75178       1.58700
     -10.56378       1.66500
     -10.37578       0.58460
     -10.18778       0.54510
      -9.99978       0.20930
      -9.81178       0.01740
      -9.62378       0.23060
      -9.43578       0.72810
      -9.24778       1.51800
      -9.05978       1.17100
      -8.87178       1.16900
      -8.68278       1.14200
      -8.49478       0.71150
      -8.30678       0.86710
      -8.11878       0.94650
      -7.93078       0.88990
      -7.74278       1.01400
      -7.55478       0.22890
      -7.36678       0.00000
      -7.17878       0.00000
      -6.99078       0.00000
      -6.80278       0.00000
      -6.61478       0.00000
      -6.42678       0.00000
      -6.23878       0.00000
      -6.05078       0.00000
      -5.86178       0.00000
      -5.67378       0.00000
      -5.48578       0.00000
      -5.29778       0.00000
      -5.10978       0.00000
      -4.92178       0.00000
      -4.73378       0.00000
      -4.54578       0.00000
      -4.35778       0.00000
      -4.16978       0.00000
      -3.98178       0.00000
      -3.79378       0.00493
      -3.60578       0.36660
      -3.41778       0.55880
      -3.22978       0.96980
      -3.04178       2.12900
      -2.85278       2.27000
      -2.66478       1.54900
      -2.47678       1.70800
      -2.28878       1.87600
      -2.10078       1.77500
      -1.91278       3.07800
      -1.72478       1.65100
      -1.53678       1.42900
      -1.34878       1.71400
      -1.16078       2.61000
      -0.97278       1.95000
      -0.78478       1.47500
      -0.59678       1.44500
      -0.40878       1.23300
      -0.22078       1.41600
      -0.03178       0.69760
       0.15622       0.02093
       0.34422       0.06999
       0.53222       0.05824
       0.72022       0.20310
       0.90822       0.22790
       1.09622       1.63900
       1.28422       1.77100
       1.47222       1.79500
       1.66022       0.84380
       1.84822       1.91700
       2.03622       1.57600
       2.22422       1.80400
       2.41222       1.70100
       2.60022       2.48200
       2.78822       1.41700
       2.97722       2.78800
       3.16522       3.55000
       3.35322       3.23100
       3.54122       4.47200
       3.72922       0.33720
       3.91722       0.01360
       4.10522       0.49380
       4.29322       0.67880
       4.48122       0.75280
       4.66922       0.96790
       4.85722       1.94600
       5.04522       2.38900
       5.23322       3.09100
       5.42122       3.36300
       5.60922       4.67900
       5.79822       3.99000
       5.98622       3.86200
       6.17422       4.88000
       6.36222       4.15900
       6.55022       5.98800
       6.73822       7.17200
       6.92622       5.51900
       7.11422       6.74400
       7.30222       6.71900
       7.49022       7.01900
       7.67822       6.96200
       7.86622       6.94300
       8.05422       8.32500
       8.24222       6.17800
       8.43022       8.17400
       8.61822       7.78400
       8.80722       7.63200
       8.99522       7.06600
       9.18322       7.15600
       9.37122       8.15300
       9.55922       9.02100
       9.74722       7.37400
       9.93522       8.99200
      10.12322       8.66200
      10.31122       8.52200
      10.49922       8.49100
      10.68722       9.88600
      10.87522       8.58600
      11.06322       8.08100
      11.25122       9.22000
      11.43922       9.89900
      11.62822       9.82900
      11.81622       9.69800
      12.00422      10.80000
      12.19222       8.80600
      12.38022      10.13000
      12.56822      11.44000
      12.75622       8.29200
      12.94422       9.91800
      13.13222       9.25800
      13.32022      11.50000
      13.50822       9.45100
      13.69622      10.33000
      13.88422      10.25000
      14.07222      10.06000
      14.26022       7.08800
      14.44822       4.34400
      14.63722       2.32400
      14.82522       1.77400
      15.01322       1.48600
      15.20122       0.72990
      15.38922       0.60730
      15.57722       0.36380
      15.76522       0.09432
      15.95322       0.00002
      16.14122       0.00000
      16.32922       0.00000
      16.51722       0.00000
      16.70522       0.00000
      16.89322       0.00000
      17.08122       0.00000
      17.26922       0.00000
      17.45822       0.00000
      17.64622       0.00000
      17.83422       0.00000
      18.02222       0.00000
      18.21022       0.00000
