      #Energy        TDOS
     -38.23604       0.00000
     -38.05204       0.00000
     -37.86804       0.00000
     -37.68404       0.00000
     -37.50004       0.00000
     -37.31604       0.00000
     -37.13204       0.00000
     -36.94804       0.00000
     -36.76404       0.00000
     -36.58004       0.00000
     -36.39604       0.00000
     -36.21104       0.00000
     -36.02704       0.00000
     -35.84304       0.00504
     -35.65904      19.25000
     -35.47504       2.47700
     -35.29104       0.00000
     -35.10704       0.02419
     -34.92304      29.97000
     -34.73904       2.60600
     -34.55504       0.00000
     -34.37104       0.00000
     -34.18704       0.00000
     -34.00304       0.00000
     -33.81904       0.00000
     -33.63504       0.00000
     -33.45104       0.00000
     -33.26704       0.00000
     -33.08304       0.00000
     -32.89804       0.00000
     -32.71404       0.00000
     -32.53004       0.00000
     -32.34604       0.00000
     -32.16204       0.00000
     -31.97804       0.00000
     -31.79404       0.00000
     -31.61004       0.00000
     -31.42604       0.00000
     -31.24204       0.00000
     -31.05804       0.00000
     -30.87404       0.00000
     -30.69004       0.00000
     -30.50604       0.00000
     -30.32204       0.00000
     -30.13804       0.00000
     -29.95404       0.00000
     -29.77004       0.00000
     -29.58504       0.00000
     -29.40104       0.00000
     -29.21704       0.00000
     -29.03304       0.00000
     -28.84904       0.00000
     -28.66504       0.00000
     -28.48104       0.00000
     -28.29704       0.00000
     -28.11304       0.00000
     -27.92904       0.00000
     -27.74504       0.00000
     -27.56104       0.00000
     -27.37704       0.00000
     -27.19304       0.00000
     -27.00904       0.00000
     -26.82504       0.00000
     -26.64104       0.00000
     -26.45704       0.00000
     -26.27204       0.00000
     -26.08804       0.00000
     -25.90404       0.00000
     -25.72004       0.00000
     -25.53604       0.00000
     -25.35204       0.00000
     -25.16804       0.00000
     -24.98404       0.00000
     -24.80004       0.00000
     -24.61604       0.00000
     -24.43204       0.00000
     -24.24804       5.46900
     -24.06404      16.26000
     -23.88004       0.00016
     -23.69604       0.00000
     -23.51204       0.00000
     -23.32804       0.00000
     -23.14404       0.00000
     -22.96004       0.00000
     -22.77504       0.00000
     -22.59104       0.00000
     -22.40704       0.00000
     -22.22304       0.00000
     -22.03904       0.00000
     -21.85504       0.00000
     -21.67104       0.00000
     -21.48704       0.00000
     -21.30304       3.87800
     -21.11904      28.72000
     -20.93504       0.00335
     -20.75104       0.00000
     -20.56704       0.00000
     -20.38304       0.00000
     -20.19904       0.00000
     -20.01504       0.00000
     -19.83104       0.00000
     -19.64704       0.00000
     -19.46204       0.00000
     -19.27804       0.00000
     -19.09404       0.00000
     -18.91004       0.00000
     -18.72604       0.00000
     -18.54204       0.00000
     -18.35804       0.00000
     -18.17404       0.00000
     -17.99004       0.00000
     -17.80604       0.00000
     -17.62204       0.00000
     -17.43804       0.00000
     -17.25404       0.00000
     -17.07004       0.00000
     -16.88604       0.00000
     -16.70204       0.00000
     -16.51804       0.00000
     -16.33404       0.00000
     -16.14904       0.00000
     -15.96504       0.00000
     -15.78104       0.00000
     -15.59704       0.00000
     -15.41304       0.00000
     -15.22904       0.00000
     -15.04504       0.00000
     -14.86104       0.00000
     -14.67704       0.00000
     -14.49304       0.00000
     -14.30904       0.00000
     -14.12504       0.00000
     -13.94104       0.00000
     -13.75704       0.00000
     -13.57304       0.00000
     -13.38904       0.00000
     -13.20504       0.00000
     -13.02104       0.00000
     -12.83604       0.00000
     -12.65204       0.00000
     -12.46804       0.00000
     -12.28404       0.00000
     -12.10004       0.00000
     -11.91604       0.00824
     -11.73204       0.71940
     -11.54804       1.03200
     -11.36404       1.09100
     -11.18004       1.09000
     -10.99604       1.10100
     -10.81204       1.24000
     -10.62804       1.85500
     -10.44404       1.70400
     -10.26004       0.76770
     -10.07604       0.25640
      -9.89204       0.00274
      -9.70804       0.22550
      -9.52304       0.71760
      -9.33904       1.50500
      -9.15504       1.49000
      -8.97104       1.14300
      -8.78704       1.20200
      -8.60304       0.89100
      -8.41904       0.75900
      -8.23504       0.85880
      -8.05104       0.82550
      -7.86704       0.83370
      -7.68304       0.41400
      -7.49904       0.00027
      -7.31504       0.00000
      -7.13104       0.00000
      -6.94704       0.00000
      -6.76304       0.00000
      -6.57904       0.00000
      -6.39504       0.00000
      -6.21104       0.00000
      -6.02604       0.00000
      -5.84204       0.00000
      -5.65804       0.00000
      -5.47404       0.00000
      -5.29004       0.00000
      -5.10604       0.00000
      -4.92204       0.00000
      -4.73804       0.00000
      -4.55404       0.00000
      -4.37004       0.00000
      -4.18604       0.00000
      -4.00204       0.00000
      -3.81804       0.00000
      -3.63404       0.00909
      -3.45004       0.42870
      -3.26604       0.60170
      -3.08204       0.84700
      -2.89804       2.27500
      -2.71304       1.74000
      -2.52904       2.20100
      -2.34504       2.44300
      -2.16104       2.26100
      -1.97704       3.05100
      -1.79304       2.62700
      -1.60904       1.48200
      -1.42504       0.93590
      -1.24104       1.33200
      -1.05704       2.26600
      -0.87304       2.18300
      -0.68904       1.43300
      -0.50504       1.19600
      -0.32104       1.15000
      -0.13704       1.34800
       0.04696       0.86870
       0.23096       0.29410
       0.41496       0.23600
       0.59996       0.43920
       0.78396       1.13800
       0.96796       2.24200
       1.15196       1.61200
       1.33596       0.85060
       1.51996       1.23400
       1.70396       0.72460
       1.88796       2.46200
       2.07196       1.56100
       2.25596       1.30600
       2.43996       1.66500
       2.62396       3.03500
       2.80796       2.98800
       2.99196       4.08200
       3.17596       2.98000
       3.35996       3.08000
       3.54396       0.58830
       3.72796       0.00001
       3.91296       0.12350
       4.09696       0.62810
       4.28096       0.76830
       4.46496       0.87020
       4.64896       1.53800
       4.83296       2.47800
       5.01696       2.80400
       5.20096       3.43700
       5.38496       4.08200
       5.56896       4.79000
       5.75296       4.39000
       5.93696       4.33700
       6.12096       4.96400
       6.30496       7.54500
       6.48896       7.17100
       6.67296       6.27900
       6.85696       8.31300
       7.04096       5.62600
       7.22596       7.82500
       7.40996       6.21700
       7.59396       8.35200
       7.77796       7.77700
       7.96196       9.15700
       8.14596       8.15000
       8.32996       7.75900
       8.51396       8.69800
       8.69796       7.11100
       8.88196       7.53100
       9.06596       9.36200
       9.24996       8.67100
       9.43396       8.00700
       9.61796       9.92600
       9.80196      10.19000
       9.98596       9.30100
      10.16996      10.03000
      10.35396       9.36100
      10.53796       8.95600
      10.72296      10.34000
      10.90696       9.22800
      11.09096       9.41400
      11.27496      10.88000
      11.45896      10.22000
      11.64296      10.63000
      11.82696      12.36000
      12.01096       9.84400
      12.19496      10.17000
      12.37896      10.59000
      12.56296      12.69000
      12.74696       9.24000
      12.93096      11.48000
      13.11496      11.14000
      13.29896       9.03900
      13.48296       8.50300
      13.66696       5.79800
      13.85096       4.09600
      14.03596       2.97800
      14.21996       0.73290
      14.40396       0.89570
      14.58796       0.14260
      14.77196       0.00003
      14.95596       0.00000
      15.13996       0.00000
      15.32396       0.00000
      15.50796       0.00000
      15.69196       0.00000
      15.87596       0.00000
      16.05996       0.00000
      16.24396       0.00000
      16.42796       0.00000
      16.61196       0.00000
      16.79596       0.00000
      16.97996       0.00000
