  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    0.000  -35.6313     0.000     0.999
    0.050  -35.6313     0.000     0.999
    0.100  -35.6313     0.000     0.999
    0.151  -35.6313     0.000     0.999
    0.201  -35.6313     0.000     0.999
    0.251  -35.6313     0.000     0.999
    0.301  -35.6313     0.000     0.999
    0.352  -35.6313     0.000     0.999
    0.402  -35.6313     0.000     0.999
    0.452  -35.6313     0.000     0.999
    0.502  -35.6313     0.000     0.999
    0.552  -35.6313     0.000     0.999
    0.603  -35.6314     0.000     0.999
    0.653  -35.6314     0.000     0.999
    0.703  -35.6314     0.000     0.999
    0.753  -35.6314     0.000     0.999
    0.804  -35.6314     0.000     0.999
    0.854  -35.6314     0.000     0.998
    0.904  -35.6314     0.000     0.998
    0.954  -35.6314     0.000     0.998
    0.954  -35.6314     0.000     0.998
    0.998  -35.6314     0.000     0.998
    1.041  -35.6314     0.000     0.998
    1.085  -35.6314     0.000     0.999
    1.128  -35.6314     0.000     0.999
    1.172  -35.6314     0.000     0.999
    1.215  -35.6314     0.000     0.999
    1.259  -35.6314     0.000     0.999
    1.302  -35.6314     0.000     0.999
    1.346  -35.6313     0.000     0.999
    1.389  -35.6313     0.000     0.999
    1.433  -35.6313     0.000     0.999
    1.476  -35.6313     0.000     0.999
    1.520  -35.6313     0.000     0.999
    1.563  -35.6313     0.000     0.999
    1.607  -35.6313     0.000     0.999
    1.650  -35.6313     0.000     0.999
    1.694  -35.6313     0.000     0.999
    1.737  -35.6313     0.000     0.999
    1.781  -35.6313     0.000     0.999
    1.781  -35.6313     0.000     0.999
    1.806  -35.6313     0.000     0.999
    1.831  -35.6313     0.000     0.999
    1.856  -35.6313     0.000     0.999
    1.881  -35.6313     0.000     0.999
    1.906  -35.6313     0.000     0.999
    1.931  -35.6313     0.000     0.999
    1.956  -35.6313     0.000     0.999
    1.981  -35.6313     0.000     0.999
    2.007  -35.6313     0.000     0.999
    2.032  -35.6313     0.000     0.999
    2.057  -35.6313     0.000     0.999
    2.082  -35.6313     0.000     0.999
    2.107  -35.6313     0.000     0.999
    2.132  -35.6313     0.000     0.999
    2.157  -35.6313     0.000     0.999
    2.182  -35.6313     0.000     0.999
    2.207  -35.6313     0.000     0.999
    2.233  -35.6313     0.000     0.999
    2.258  -35.6313     0.000     0.999
    2.258  -35.6313     0.000     0.999
    2.308  -35.6313     0.000     0.999
    2.358  -35.6313     0.000     0.999
    2.408  -35.6313     0.000     0.999
    2.459  -35.6313     0.000     0.999
    2.509  -35.6313     0.000     0.999
    2.559  -35.6313     0.000     0.999
    2.609  -35.6313     0.000     0.999
    2.659  -35.6313     0.000     0.999
    2.710  -35.6313     0.000     0.999
    2.760  -35.6313     0.000     0.999
    2.810  -35.6313     0.000     0.999
    2.860  -35.6314     0.000     0.999
    2.911  -35.6314     0.000     0.999
    2.961  -35.6314     0.000     0.999
    3.011  -35.6314     0.000     0.999
    3.061  -35.6314     0.000     0.999
    3.111  -35.6314     0.000     0.998
    3.162  -35.6314     0.000     0.998
    3.212  -35.6314     0.000     0.998
 
# Band-Index:    2
    3.212  -35.6314     0.000     0.998
    3.162  -35.6314     0.000     0.998
    3.111  -35.6314     0.000     0.998
    3.061  -35.6314     0.000     0.999
    3.011  -35.6314     0.000     0.999
    2.961  -35.6314     0.000     0.999
    2.911  -35.6314     0.000     0.999
    2.860  -35.6313     0.000     0.999
    2.810  -35.6313     0.000     0.999
    2.760  -35.6313     0.000     0.999
    2.710  -35.6313     0.000     0.999
    2.659  -35.6313     0.000     0.999
    2.609  -35.6313     0.000     0.999
    2.559  -35.6313     0.000     0.999
    2.509  -35.6313     0.000     0.999
    2.459  -35.6313     0.000     0.999
    2.408  -35.6313     0.000     0.999
    2.358  -35.6313     0.000     0.999
    2.308  -35.6313     0.000     0.999
    2.258  -35.6313     0.000     0.999
    2.258  -35.6313     0.000     0.999
    2.233  -35.6313     0.000     0.999
    2.207  -35.6313     0.000     0.999
    2.182  -35.6313     0.000     0.999
    2.157  -35.6313     0.000     0.999
    2.132  -35.6313     0.000     0.999
    2.107  -35.6313     0.000     0.999
    2.082  -35.6313     0.000     0.999
    2.057  -35.6313     0.000     0.999
    2.032  -35.6313     0.000     0.999
    2.007  -35.6313     0.000     0.999
    1.981  -35.6313     0.000     0.999
    1.956  -35.6313     0.000     0.999
    1.931  -35.6313     0.000     0.999
    1.906  -35.6313     0.000     0.999
    1.881  -35.6313     0.000     0.999
    1.856  -35.6313     0.000     0.999
    1.831  -35.6313     0.000     0.999
    1.806  -35.6313     0.000     0.999
    1.781  -35.6313     0.000     0.999
    1.781  -35.6313     0.000     0.999
    1.737  -35.6313     0.000     0.999
    1.694  -35.6313     0.000     0.999
    1.650  -35.6313     0.000     0.999
    1.607  -35.6313     0.000     0.999
    1.563  -35.6313     0.000     0.999
    1.520  -35.6313     0.000     0.999
    1.476  -35.6313     0.000     0.999
    1.433  -35.6313     0.000     0.999
    1.389  -35.6313     0.000     0.999
    1.346  -35.6313     0.000     0.999
    1.302  -35.6314     0.000     0.999
    1.259  -35.6314     0.000     0.999
    1.215  -35.6314     0.000     0.999
    1.172  -35.6314     0.000     0.999
    1.128  -35.6314     0.000     0.999
    1.085  -35.6314     0.000     0.999
    1.041  -35.6314     0.000     0.998
    0.998  -35.6314     0.000     0.998
    0.954  -35.6314     0.000     0.998
    0.954  -35.6314     0.000     0.998
    0.904  -35.6314     0.000     0.998
    0.854  -35.6314     0.000     0.998
    0.804  -35.6314     0.000     0.999
    0.753  -35.6314     0.000     0.999
    0.703  -35.6314     0.000     0.999
    0.653  -35.6314     0.000     0.999
    0.603  -35.6313     0.000     0.999
    0.552  -35.6313     0.000     0.999
    0.502  -35.6313     0.000     0.999
    0.452  -35.6313     0.000     0.999
    0.402  -35.6313     0.000     0.999
    0.352  -35.6313     0.000     0.999
    0.301  -35.6313     0.000     0.999
    0.251  -35.6313     0.000     0.999
    0.201  -35.6313     0.000     0.999
    0.151  -35.6313     0.000     0.999
    0.100  -35.6313     0.000     0.999
    0.050  -35.6313     0.000     0.999
    0.000  -35.6313     0.000     0.999
 
# Band-Index:    3
    0.000  -35.5960     0.000     0.999
    0.050  -35.5960     0.000     0.999
    0.100  -35.5960     0.000     0.999
    0.151  -35.5960     0.000     0.999
    0.201  -35.5960     0.000     0.999
    0.251  -35.5960     0.000     0.999
    0.301  -35.5960     0.000     0.999
    0.352  -35.5960     0.000     0.999
    0.402  -35.5960     0.000     0.999
    0.452  -35.5960     0.000     0.999
    0.502  -35.5960     0.000     0.999
    0.552  -35.5960     0.000     0.999
    0.603  -35.5960     0.000     0.999
    0.653  -35.5960     0.000     0.999
    0.703  -35.5960     0.000     0.999
    0.753  -35.5960     0.000     0.999
    0.804  -35.5960     0.000     0.999
    0.854  -35.5960     0.000     0.999
    0.904  -35.5960     0.000     0.999
    0.954  -35.5960     0.000     0.999
    0.954  -35.5960     0.000     0.999
    0.998  -35.5960     0.000     0.999
    1.041  -35.5960     0.000     0.999
    1.085  -35.5960     0.000     0.999
    1.128  -35.5960     0.000     0.999
    1.172  -35.5960     0.000     0.999
    1.215  -35.5960     0.000     0.999
    1.259  -35.5960     0.000     0.999
    1.302  -35.5960     0.000     0.999
    1.346  -35.5960     0.000     0.999
    1.389  -35.5960     0.000     0.999
    1.433  -35.5960     0.000     0.999
    1.476  -35.5960     0.000     0.999
    1.520  -35.5960     0.000     0.999
    1.563  -35.5960     0.000     0.999
    1.607  -35.5960     0.000     0.999
    1.650  -35.5960     0.000     0.999
    1.694  -35.5960     0.000     0.999
    1.737  -35.5960     0.000     0.999
    1.781  -35.5960     0.000     0.999
    1.781  -35.5960     0.000     0.999
    1.806  -35.5960     0.000     0.999
    1.831  -35.5960     0.000     0.999
    1.856  -35.5960     0.000     0.999
    1.881  -35.5960     0.000     0.999
    1.906  -35.5960     0.000     0.999
    1.931  -35.5960     0.000     0.999
    1.956  -35.5960     0.000     0.999
    1.981  -35.5960     0.000     0.999
    2.007  -35.5960     0.000     0.999
    2.032  -35.5960     0.000     0.999
    2.057  -35.5960     0.000     0.999
    2.082  -35.5960     0.000     0.999
    2.107  -35.5960     0.000     0.999
    2.132  -35.5960     0.000     0.999
    2.157  -35.5960     0.000     0.999
    2.182  -35.5960     0.000     0.999
    2.207  -35.5960     0.000     0.999
    2.233  -35.5960     0.000     0.999
    2.258  -35.5960     0.000     0.999
    2.258  -35.5960     0.000     0.999
    2.308  -35.5960     0.000     0.999
    2.358  -35.5960     0.000     0.999
    2.408  -35.5960     0.000     0.999
    2.459  -35.5960     0.000     0.999
    2.509  -35.5960     0.000     0.999
    2.559  -35.5960     0.000     0.999
    2.609  -35.5960     0.000     0.999
    2.659  -35.5960     0.000     0.999
    2.710  -35.5960     0.000     0.999
    2.760  -35.5960     0.000     0.999
    2.810  -35.5960     0.000     0.999
    2.860  -35.5960     0.000     0.999
    2.911  -35.5960     0.000     0.999
    2.961  -35.5960     0.000     0.999
    3.011  -35.5960     0.000     0.999
    3.061  -35.5960     0.000     0.999
    3.111  -35.5960     0.000     0.999
    3.162  -35.5960     0.000     0.999
    3.212  -35.5960     0.000     0.999
 
# Band-Index:    4
    3.212  -35.5960     0.000     0.999
    3.162  -35.5960     0.000     0.999
    3.111  -35.5960     0.000     0.999
    3.061  -35.5960     0.000     0.999
    3.011  -35.5960     0.000     0.999
    2.961  -35.5960     0.000     0.999
    2.911  -35.5960     0.000     0.999
    2.860  -35.5960     0.000     0.999
    2.810  -35.5960     0.000     0.999
    2.760  -35.5960     0.000     0.999
    2.710  -35.5960     0.000     0.999
    2.659  -35.5960     0.000     0.999
    2.609  -35.5960     0.000     0.999
    2.559  -35.5960     0.000     0.999
    2.509  -35.5960     0.000     0.999
    2.459  -35.5960     0.000     0.999
    2.408  -35.5960     0.000     0.999
    2.358  -35.5960     0.000     0.999
    2.308  -35.5960     0.000     0.999
    2.258  -35.5960     0.000     0.999
    2.258  -35.5960     0.000     0.999
    2.233  -35.5960     0.000     0.999
    2.207  -35.5960     0.000     0.999
    2.182  -35.5960     0.000     0.999
    2.157  -35.5960     0.000     0.999
    2.132  -35.5960     0.000     0.999
    2.107  -35.5960     0.000     0.999
    2.082  -35.5960     0.000     0.999
    2.057  -35.5960     0.000     0.999
    2.032  -35.5960     0.000     0.999
    2.007  -35.5960     0.000     0.999
    1.981  -35.5960     0.000     0.999
    1.956  -35.5960     0.000     0.999
    1.931  -35.5960     0.000     0.999
    1.906  -35.5960     0.000     0.999
    1.881  -35.5960     0.000     0.999
    1.856  -35.5960     0.000     0.999
    1.831  -35.5960     0.000     0.999
    1.806  -35.5960     0.000     0.999
    1.781  -35.5960     0.000     0.999
    1.781  -35.5960     0.000     0.999
    1.737  -35.5960     0.000     0.999
    1.694  -35.5960     0.000     0.999
    1.650  -35.5960     0.000     0.999
    1.607  -35.5960     0.000     0.999
    1.563  -35.5960     0.000     0.999
    1.520  -35.5960     0.000     0.999
    1.476  -35.5960     0.000     0.999
    1.433  -35.5960     0.000     0.999
    1.389  -35.5960     0.000     0.999
    1.346  -35.5960     0.000     0.999
    1.302  -35.5960     0.000     0.999
    1.259  -35.5960     0.000     0.999
    1.215  -35.5960     0.000     0.999
    1.172  -35.5960     0.000     0.999
    1.128  -35.5960     0.000     0.999
    1.085  -35.5960     0.000     0.999
    1.041  -35.5960     0.000     0.999
    0.998  -35.5960     0.000     0.999
    0.954  -35.5960     0.000     0.999
    0.954  -35.5960     0.000     0.999
    0.904  -35.5960     0.000     0.999
    0.854  -35.5960     0.000     0.999
    0.804  -35.5960     0.000     0.999
    0.753  -35.5960     0.000     0.999
    0.703  -35.5960     0.000     0.999
    0.653  -35.5960     0.000     0.999
    0.603  -35.5960     0.000     0.999
    0.552  -35.5960     0.000     0.999
    0.502  -35.5960     0.000     0.999
    0.452  -35.5960     0.000     0.999
    0.402  -35.5960     0.000     0.999
    0.352  -35.5960     0.000     0.999
    0.301  -35.5960     0.000     0.999
    0.251  -35.5960     0.000     0.999
    0.201  -35.5960     0.000     0.999
    0.151  -35.5960     0.000     0.999
    0.100  -35.5960     0.000     0.999
    0.050  -35.5960     0.000     0.999
    0.000  -35.5960     0.000     0.999
 
# Band-Index:    5
    0.000  -34.9109     0.000     0.999
    0.050  -34.9109     0.000     0.999
    0.100  -34.9109     0.000     0.999
    0.151  -34.9109     0.000     0.999
    0.201  -34.9109     0.000     0.999
    0.251  -34.9109     0.000     0.999
    0.301  -34.9109     0.000     0.999
    0.352  -34.9109     0.000     0.999
    0.402  -34.9109     0.000     0.999
    0.452  -34.9110     0.000     0.999
    0.502  -34.9110     0.000     0.999
    0.552  -34.9110     0.000     0.999
    0.603  -34.9110     0.000     0.999
    0.653  -34.9110     0.000     0.999
    0.703  -34.9110     0.000     0.999
    0.753  -34.9111     0.000     0.999
    0.804  -34.9111     0.000     0.999
    0.854  -34.9111     0.000     0.999
    0.904  -34.9111     0.000     0.999
    0.954  -34.9111     0.000     0.999
    0.954  -34.9111     0.000     0.999
    0.998  -34.9111     0.000     0.999
    1.041  -34.9111     0.000     0.999
    1.085  -34.9111     0.000     0.999
    1.128  -34.9111     0.000     0.999
    1.172  -34.9111     0.000     0.999
    1.215  -34.9110     0.000     0.999
    1.259  -34.9110     0.000     0.999
    1.302  -34.9110     0.000     0.999
    1.346  -34.9110     0.000     0.999
    1.389  -34.9110     0.000     0.999
    1.433  -34.9110     0.000     0.999
    1.476  -34.9110     0.000     0.999
    1.520  -34.9110     0.000     0.999
    1.563  -34.9109     0.000     0.999
    1.607  -34.9109     0.000     0.999
    1.650  -34.9109     0.000     0.999
    1.694  -34.9109     0.000     0.999
    1.737  -34.9109     0.000     0.999
    1.781  -34.9109     0.000     0.999
    1.781  -34.9109     0.000     0.999
    1.806  -34.9109     0.000     0.999
    1.831  -34.9109     0.000     0.999
    1.856  -34.9109     0.000     0.999
    1.881  -34.9109     0.000     0.999
    1.906  -34.9109     0.000     0.999
