  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    0.000  -35.8802     0.000     0.998
    0.054  -35.8802     0.000     0.998
    0.108  -35.8802     0.000     0.998
    0.163  -35.8802     0.000     0.998
    0.217  -35.8802     0.000     0.998
    0.271  -35.8802     0.000     0.998
    0.325  -35.8803     0.000     0.998
    0.379  -35.8803     0.000     0.998
    0.434  -35.8803     0.000     0.998
    0.488  -35.8803     0.000     0.998
    0.542  -35.8804     0.000     0.998
    0.596  -35.8804     0.000     0.998
    0.650  -35.8805     0.000     0.998
    0.705  -35.8805     0.000     0.998
    0.759  -35.8806     0.000     0.998
    0.813  -35.8806     0.000     0.998
    0.867  -35.8806     0.000     0.998
    0.921  -35.8806     0.000     0.998
    0.976  -35.8807     0.000     0.998
    1.030  -35.8806     0.000     0.998
    1.030  -35.8806     0.000     0.998
    1.077  -35.8807     0.000     0.998
    1.124  -35.8806     0.000     0.998
    1.171  -35.8806     0.000     0.998
    1.218  -35.8806     0.000     0.998
    1.264  -35.8806     0.000     0.998
    1.311  -35.8805     0.000     0.998
    1.358  -35.8805     0.000     0.998
    1.405  -35.8805     0.000     0.998
    1.452  -35.8804     0.000     0.998
    1.499  -35.8804     0.000     0.998
    1.546  -35.8803     0.000     0.998
    1.593  -35.8803     0.000     0.998
    1.640  -35.8803     0.000     0.998
    1.687  -35.8802     0.000     0.998
    1.734  -35.8802     0.000     0.998
    1.781  -35.8802     0.000     0.998
    1.828  -35.8802     0.000     0.998
    1.875  -35.8802     0.000     0.998
    1.922  -35.8802     0.000     0.998
    1.922  -35.8802     0.000     0.998
    1.949  -35.8802     0.000     0.998
    1.976  -35.8802     0.000     0.998
    2.003  -35.8802     0.000     0.998
    2.030  -35.8802     0.000     0.998
    2.057  -35.8802     0.000     0.998
    2.084  -35.8802     0.000     0.998
    2.111  -35.8802     0.000     0.998
    2.138  -35.8802     0.000     0.998
    2.166  -35.8802     0.000     0.998
    2.193  -35.8802     0.000     0.998
    2.220  -35.8802     0.000     0.998
    2.247  -35.8802     0.000     0.998
    2.274  -35.8802     0.000     0.998
    2.301  -35.8802     0.000     0.998
    2.328  -35.8802     0.000     0.998
    2.355  -35.8802     0.000     0.998
    2.382  -35.8802     0.000     0.998
    2.409  -35.8802     0.000     0.998
    2.437  -35.8802     0.000     0.998
    2.437  -35.8802     0.000     0.998
    2.491  -35.8802     0.000     0.998
    2.545  -35.8802     0.000     0.998
    2.599  -35.8802     0.000     0.998
    2.653  -35.8802     0.000     0.998
    2.707  -35.8802     0.000     0.998
    2.762  -35.8803     0.000     0.998
    2.816  -35.8803     0.000     0.998
    2.870  -35.8803     0.000     0.998
    2.924  -35.8803     0.000     0.998
    2.978  -35.8804     0.000     0.998
    3.033  -35.8804     0.000     0.998
    3.087  -35.8805     0.000     0.998
    3.141  -35.8805     0.000     0.998
    3.195  -35.8806     0.000     0.998
    3.249  -35.8806     0.000     0.998
    3.304  -35.8806     0.000     0.998
    3.358  -35.8806     0.000     0.998
    3.412  -35.8807     0.000     0.998
    3.466  -35.8806     0.000     0.998
 
# Band-Index:    2
    3.466  -35.8806     0.000     0.998
    3.412  -35.8807     0.000     0.998
    3.358  -35.8806     0.000     0.998
    3.304  -35.8806     0.000     0.998
    3.249  -35.8806     0.000     0.998
    3.195  -35.8805     0.000     0.998
    3.141  -35.8805     0.000     0.998
    3.087  -35.8804     0.000     0.998
    3.033  -35.8804     0.000     0.998
    2.978  -35.8803     0.000     0.998
    2.924  -35.8803     0.000     0.998
    2.870  -35.8803     0.000     0.998
