      #Energy        TDOS
     -38.18920       0.00000
     -38.00220       0.00000
     -37.81520       0.00000
     -37.62820       0.00000
     -37.44220       0.00000
     -37.25520       0.00000
     -37.06820       0.00000
     -36.88120       0.00000
     -36.69420       0.00000
     -36.50820       0.00000
     -36.32120       0.00000
     -36.13420       0.00000
     -35.94720       0.00000
     -35.76120       0.00419
     -35.57420      19.25000
     -35.38720       2.15800
     -35.20020       0.00000
     -35.01320       0.05200
     -34.82720      30.83000
     -34.64020       1.24600
     -34.45320       0.00000
     -34.26620       0.00000
     -34.08020       0.00000
     -33.89320       0.00000
     -33.70620       0.00000
     -33.51920       0.00000
     -33.33320       0.00000
     -33.14620       0.00000
     -32.95920       0.00000
     -32.77220       0.00000
     -32.58520       0.00000
     -32.39920       0.00000
     -32.21220       0.00000
     -32.02520       0.00000
     -31.83820       0.00000
     -31.65220       0.00000
     -31.46520       0.00000
     -31.27820       0.00000
     -31.09120       0.00000
     -30.90420       0.00000
     -30.71820       0.00000
     -30.53120       0.00000
     -30.34420       0.00000
     -30.15720       0.00000
     -29.97120       0.00000
     -29.78420       0.00000
     -29.59720       0.00000
     -29.41020       0.00000
     -29.22420       0.00000
     -29.03720       0.00000
     -28.85020       0.00000
     -28.66320       0.00000
     -28.47620       0.00000
     -28.29020       0.00000
     -28.10320       0.00000
     -27.91620       0.00000
     -27.72920       0.00000
     -27.54320       0.00000
     -27.35620       0.00000
     -27.16920       0.00000
     -26.98220       0.00000
     -26.79520       0.00000
     -26.60920       0.00000
     -26.42220       0.00000
     -26.23520       0.00000
     -26.04820       0.00000
     -25.86220       0.00000
     -25.67520       0.00000
     -25.48820       0.00000
     -25.30120       0.00000
     -25.11520       0.00000
     -24.92820       0.00000
     -24.74120       0.00000
     -24.55420       0.00000
     -24.36720       0.00000
     -24.18120       2.65000
     -23.99420      18.76000
     -23.80720       0.00173
     -23.62020       0.00000
     -23.43420       0.00000
     -23.24720       0.00000
     -23.06020       0.00000
     -22.87320       0.00000
     -22.68620       0.00000
