      #Energy        TDOS
     -38.19850       0.00000
     -38.01350       0.00000
     -37.82750       0.00000
     -37.64250       0.00000
     -37.45750       0.00000
     -37.27150       0.00000
     -37.08650       0.00000
     -36.90050       0.00000
     -36.71550       0.00000
     -36.53050       0.00000
     -36.34450       0.00000
     -36.15950       0.00000
     -35.97450       0.00000
     -35.78850       0.00462
     -35.60350      19.27000
     -35.41850       2.30900
     -35.23250       0.00000
     -35.04750       0.03510
     -34.86250      30.49000
     -34.67650       1.84800
     -34.49150       0.00000
     -34.30550       0.00000
     -34.12050       0.00000
     -33.93550       0.00000
     -33.74950       0.00000
     -33.56450       0.00000
     -33.37950       0.00000
     -33.19350       0.00000
     -33.00850       0.00000
     -32.82350       0.00000
     -32.63750       0.00000
     -32.45250       0.00000
     -32.26650       0.00000
     -32.08150       0.00000
     -31.89650       0.00000
     -31.71050       0.00000
     -31.52550       0.00000
     -31.34050       0.00000
     -31.15450       0.00000
     -30.96950       0.00000
     -30.78450       0.00000
     -30.59850       0.00000
     -30.41350       0.00000
     -30.22850       0.00000
     -30.04250       0.00000
     -29.85750       0.00000
     -29.67150       0.00000
     -29.48650       0.00000
     -29.30150       0.00000
     -29.11550       0.00000
     -28.93050       0.00000
     -28.74550       0.00000
     -28.55950       0.00000
     -28.37450       0.00000
     -28.18950       0.00000
     -28.00350       0.00000
     -27.81850       0.00000
     -27.63350       0.00000
     -27.44750       0.00000
     -27.26250       0.00000
     -27.07650       0.00000
     -26.89150       0.00000
     -26.70650       0.00000
     -26.52050       0.00000
     -26.33550       0.00000
     -26.15050       0.00000
     -25.96450       0.00000
     -25.77950       0.00000
     -25.59450       0.00000
     -25.40850       0.00000
     -25.22350       0.00000
     -25.03850       0.00000
     -24.85250       0.00000
     -24.66750       0.00000
     -24.48150       0.00000
     -24.29650       0.00351
     -24.11150      19.66000
     -23.92550       1.91400
     -23.74050       0.00000
     -23.55550       0.00000
     -23.36950       0.00000
     -23.18450       0.00000
     -22.99950       0.00000
     -22.81350       0.00000
     -22.62850       0.00000
     -22.44350       0.00000
     -22.25750       0.00000
     -22.07250       0.00000
     -21.88650       0.00000
     -21.70150       0.00000
     -21.51650       0.00000
     -21.33050       0.00933
     -21.14550      29.45000
     -20.96050       2.91400
     -20.77450       0.00000
     -20.58950       0.00000
     -20.40450       0.00000
     -20.21850       0.00000
     -20.03350       0.00000
     -19.84850       0.00000
     -19.66250       0.00000
     -19.47750       0.00000
     -19.29150       0.00000
     -19.10650       0.00000
     -18.92150       0.00000
     -18.73550       0.00000
     -18.55050       0.00000
     -18.36550       0.00000
     -18.17950       0.00000
     -17.99450       0.00000
     -17.80950       0.00000
     -17.62350       0.00000
     -17.43850       0.00000
     -17.25350       0.00000
     -17.06750       0.00000
     -16.88250       0.00000
     -16.69650       0.00000
     -16.51150       0.00000
     -16.32650       0.00000
     -16.14050       0.00000
     -15.95550       0.00000
     -15.77050       0.00000
     -15.58450       0.00000
     -15.39950       0.00000
     -15.21450       0.00000
     -15.02850       0.00000
     -14.84350       0.00000
     -14.65850       0.00000
     -14.47250       0.00000
     -14.28750       0.00000
     -14.10150       0.00000
     -13.91650       0.00000
     -13.73150       0.00000
     -13.54550       0.00000
     -13.36050       0.00000
     -13.17550       0.00000
     -12.98950       0.00000
     -12.80450       0.00000
     -12.61950       0.00000
     -12.43350       0.00000
     -12.24850       0.00000
     -12.06350       0.00000
     -11.87750       0.24560
     -11.69250       0.96390
     -11.50650       0.95000
     -11.32150       1.02800
     -11.13650       1.14300
     -10.95050       1.14300
     -10.76550       1.09900
     -10.58050       1.71500
     -10.39450       1.54000
     -10.20950       0.72490
     -10.02450       0.23650
      -9.83850       0.00280
      -9.65350       0.22710
      -9.46850       0.70940
      -9.28250       1.45600
      -9.09750       1.39600
      -8.91150       1.18600
      -8.72650       1.21600
      -8.54150       0.79020
      -8.35550       0.79360
      -8.17050       0.91310
      -7.98550       0.84010
      -7.79950       0.87610
      -7.61450       0.38570
      -7.42950       0.00008
      -7.24350       0.00000
      -7.05850       0.00000
      -6.87350       0.00000
      -6.68750       0.00000
      -6.50250       0.00000
      -6.31650       0.00000
      -6.13150       0.00000
      -5.94650       0.00000
      -5.76050       0.00000
      -5.57550       0.00000
      -5.39050       0.00000
      -5.20450       0.00000
      -5.01950       0.00000
      -4.83450       0.00000
      -4.64850       0.00000
      -4.46350       0.00000
      -4.27850       0.00000
      -4.09250       0.00000
      -3.90750       0.00000
      -3.72150       0.00001
      -3.53650       0.18040
      -3.35150       0.56230
      -3.16550       0.73380
      -2.98050       1.76100
      -2.79550       1.82800
      -2.60950       2.28900
      -2.42450       1.83400
      -2.23950       2.17000
      -2.05350       2.33300
      -1.86850       3.28800
      -1.68350       1.80500
      -1.49750       1.19000
      -1.31250       1.23600
      -1.12650       1.98400
      -0.94150       2.50000
      -0.75650       1.76000
      -0.57050       1.29400
      -0.38550       1.09300
      -0.20050       1.14200
      -0.01450       1.35000
       0.17050       0.18550
       0.35550       0.18240
       0.54150       0.15420
       0.72650       0.46340
       0.91150       1.06500
       1.09750       2.13400
       1.28250       1.72600
       1.46850       0.87430
       1.65350       1.19300
       1.83850       1.09000
       2.02450       2.70100
       2.20950       1.18200
       2.39450       1.52200
       2.58050       2.35500
       2.76550       2.42300
       2.95050       4.09100
       3.13650       3.20800
       3.32150       3.57500
       3.50650       2.25200
       3.69250       0.02682
       3.87750       0.00276
       4.06350       0.40480
       4.24850       0.72950
       4.43350       0.81010
       4.61950       0.94000
       4.80450       2.03000
       4.98950       2.38500
       5.17550       3.22900
       5.36050       3.65300
       5.54550       4.52700
       5.73150       4.43400
       5.91650       3.91000
       6.10150       4.93800
       6.28750       4.96000
       6.47250       7.26800
       6.65850       7.43700
       6.84350       5.69000
       7.02850       8.14400
       7.21450       5.57500
       7.39950       8.04000
       7.58450       6.36100
       7.77050       8.24200
       7.95550       7.29000
       8.14050       8.97400
       8.32650       7.90900
       8.51150       7.88300
       8.69650       7.86500
       8.88250       6.99300
       9.06750       7.50300
       9.25350       9.75300
       9.43850       7.93800
       9.62350       8.97500
       9.80950       9.25200
       9.99450       9.50000
      10.17950       8.95400
      10.36550      10.37000
      10.55050       8.43400
      10.73550       9.18400
      10.92150      10.03000
      11.10650       8.38100
      11.29150      10.37000
      11.47750      10.59000
      11.66250      10.35000
      11.84850       9.62800
      12.03350      12.50000
      12.21850      10.02000
      12.40450       8.84400
      12.58950      10.57000
      12.77450      12.73000
      12.96050       8.61900
      13.14550      11.10000
      13.33050       9.99600
      13.51650      10.95000
      13.70150       8.32900
      13.88650       6.39100
      14.07250       4.51400
      14.25750       2.83800
      14.44350       1.49200
      14.62850       0.54430
      14.81350       0.62850
      14.99950       0.11950
      15.18450       0.00002
      15.36950       0.00000
      15.55550       0.00000
      15.74050       0.00000
      15.92550       0.00000
      16.11150       0.00000
      16.29650       0.00000
      16.48150       0.00000
      16.66750       0.00000
      16.85250       0.00000
      17.03850       0.00000
      17.22350       0.00000
      17.40850       0.00000
