      #Energy        TDOS
     -38.33055       0.00000
     -38.14155       0.00000
     -37.95155       0.00000
     -37.76155       0.00000
     -37.57255       0.00000
     -37.38255       0.00000
     -37.19355       0.00000
     -37.00355       0.00000
     -36.81355       0.00000
     -36.62455       0.00000
     -36.43455       0.00000
     -36.24455       0.00000
     -36.05555       0.00000
     -35.86555       0.00344
     -35.67555      19.46000
     -35.48655       1.62500
     -35.29655       0.00000
     -35.10655       0.10860
     -34.91755      31.13000
     -34.72755       0.40040
     -34.53855       0.00000
     -34.34855       0.00000
     -34.15855       0.00000
     -33.96955       0.00000
     -33.77955       0.00000
     -33.58955       0.00000
     -33.40055       0.00000
     -33.21055       0.00000
     -33.02055       0.00000
     -32.83155       0.00000
     -32.64155       0.00000
     -32.45255       0.00000
     -32.26255       0.00000
     -32.07255       0.00000
     -31.88355       0.00000
     -31.69355       0.00000
     -31.50355       0.00000
     -31.31455       0.00000
     -31.12455       0.00000
     -30.93455       0.00000
     -30.74555       0.00000
     -30.55555       0.00000
     -30.36555       0.00000
     -30.17655       0.00000
     -29.98655       0.00000
     -29.79755       0.00000
     -29.60755       0.00000
     -29.41755       0.00000
     -29.22855       0.00000
     -29.03855       0.00000
     -28.84855       0.00000
     -28.65955       0.00000
     -28.46955       0.00000
     -28.27955       0.00000
     -28.09055       0.00000
     -27.90055       0.00000
     -27.71155       0.00000
     -27.52155       0.00000
     -27.33155       0.00000
     -27.14255       0.00000
     -26.95255       0.00000
     -26.76255       0.00000
     -26.57355       0.00000
     -26.38355       0.00000
     -26.19355       0.00000
     -26.00455       0.00000
     -25.81455       0.00000
     -25.62555       0.00000
     -25.43555       0.00000
     -25.24555       0.00000
     -25.05655       0.00000
     -24.86655       0.00000
     -24.67655       0.00000
     -24.48755       0.00000
     -24.29755       2.04600
     -24.10755      19.04000
     -23.91855       0.00403
     -23.72855       0.00000
     -23.53855       0.00000
     -23.34955       0.00000
     -23.15955       0.00000
     -22.97055       0.00000
     -22.78055       0.00000
     -22.59055       0.00000
     -22.40155       0.00000
     -22.21155       0.00000
     -22.02155       0.00000
     -21.83255       0.00000
     -21.64255       0.00000
     -21.45255       0.00046
     -21.26355      21.66000
     -21.07355       9.98300
     -20.88455       0.00000
     -20.69455       0.00000
     -20.50455       0.00000
     -20.31555       0.00000
     -20.12555       0.00000
     -19.93555       0.00000
     -19.74655       0.00000
     -19.55655       0.00000
     -19.36655       0.00000
     -19.17755       0.00000
     -18.98755       0.00000
     -18.79755       0.00000
     -18.60855       0.00000
     -18.41855       0.00000
     -18.22955       0.00000
     -18.03955       0.00000
     -17.84955       0.00000
     -17.66055       0.00000
     -17.47055       0.00000
     -17.28055       0.00000
     -17.09155       0.00000
     -16.90155       0.00000
     -16.71155       0.00000
     -16.52255       0.00000
     -16.33255       0.00000
     -16.14355       0.00000
     -15.95355       0.00000
     -15.76355       0.00000
     -15.57455       0.00000
     -15.38455       0.00000
     -15.19455       0.00000
     -15.00555       0.00000
     -14.81555       0.00000
     -14.62555       0.00000
     -14.43655       0.00000
     -14.24655       0.00000
     -14.05655       0.00000
     -13.86755       0.00000
     -13.67755       0.00000
     -13.48855       0.00000
     -13.29855       0.00000
     -13.10855       0.00000
     -12.91955       0.00000
     -12.72955       0.00000
     -12.53955       0.00035
     -12.35055       0.42500
     -12.16055       0.81550
     -11.97055       0.81360
     -11.78155       0.90120
     -11.59155       0.77250
     -11.40255       0.77830
     -11.21255       1.20400
     -11.02255       1.01100
     -10.83355       1.26900
     -10.64355       1.51500
     -10.45355       0.65350
     -10.26455       0.26010
     -10.07455       0.12740
      -9.88455       0.08996
      -9.69555       0.25320
      -9.50555       0.71060
      -9.31555       1.68400
      -9.12655       1.09600
      -8.93655       1.06000
      -8.74755       1.10900
      -8.55755       0.69010
      -8.36755       0.84660
      -8.17855       0.95990
      -7.98855       1.00200
      -7.79855       1.01300
      -7.60955       0.03140
      -7.41955       0.00000
      -7.22955       0.00000
      -7.04055       0.00000
      -6.85055       0.00000
      -6.66155       0.00000
      -6.47155       0.00000
      -6.28155       0.00000
      -6.09255       0.00000
      -5.90255       0.00000
      -5.71255       0.00000
      -5.52355       0.00000
      -5.33355       0.00000
      -5.14355       0.00000
      -4.95455       0.00000
      -4.76455       0.00000
      -4.57555       0.00000
      -4.38555       0.00000
      -4.19555       0.00000
      -4.00655       0.00245
      -3.81655       0.32460
      -3.62655       0.54020
      -3.43755       1.02700
      -3.24755       2.02300
      -3.05755       2.26800
      -2.86855       1.36500
      -2.67855       1.57000
      -2.48855       1.65600
      -2.29955       1.76100
      -2.10955       2.50100
      -1.92055       2.07500
      -1.73055       1.21500
      -1.54055       1.92900
      -1.35155       2.61200
      -1.16155       1.89500
      -0.97155       1.75600
      -0.78255       1.40600
      -0.59255       1.43100
      -0.40255       1.50300
      -0.21355       0.77950
      -0.02355       0.00008
       0.16545       0.00482
       0.35545       0.03339
       0.54545       0.10770
       0.73445       0.11470
       0.92445       0.55100
       1.11445       1.83600
       1.30345       1.90900
       1.49345       1.31400
       1.68345       1.72900
       1.87245       1.49800
       2.06245       2.08500
       2.25245       1.15200
       2.44145       2.33800
       2.63145       1.96300
       2.82045       1.77200
       3.01045       2.64700
       3.20045       3.49200
       3.38945       3.91700
       3.57945       3.15900
       3.76945       0.01866
       3.95845       0.35300
       4.14845       0.62310
       4.33845       0.62700
       4.52745       0.84030
       4.71745       1.85200
       4.90645       2.36100
       5.09645       2.80700
       5.28645       3.25000
       5.47545       4.17400
       5.66545       4.12600
       5.85545       3.80100
       6.04445       4.48700
       6.23445       4.47000
       6.42445       5.03300
       6.61345       6.33700
       6.80345       5.71600
       6.99345       5.82100
       7.18245       6.95200
       7.37245       6.74500
       7.56145       6.74800
       7.75145       6.80300
       7.94145       7.79000
       8.13045       6.60900
       8.32045       7.11200
       8.51045       7.65700
       8.69945       7.54500
       8.88945       7.27500
       9.07945       7.60200
       9.26845       7.02700
       9.45845       8.48900
       9.64745       7.98900
       9.83745       7.74900
      10.02745       8.40100
      10.21645       8.31500
      10.40645       8.41200
      10.59645       8.21900
      10.78545       9.81900
      10.97545       8.09400
      11.16545       8.61500
      11.35445       9.15800
      11.54445       9.88000
      11.73345       8.95300
      11.92345      10.15000
      12.11345      10.06000
      12.30245       8.56400
      12.49245       9.95600
      12.68245      11.04000
      12.87145       8.56700
      13.06145       9.06500
      13.25145       9.27400
      13.44045      11.62000
      13.63045       9.92400
      13.82045       9.85600
      14.00945      10.91000
      14.19945       8.71400
      14.38845       7.13700
      14.57845       3.19400
      14.76845       2.28300
      14.95745       2.01600
      15.14745       1.11000
      15.33745       1.38400
      15.52645       0.36320
      15.71645       0.71280
      15.90645       0.14520
      16.09545       0.06681
      16.28545       0.00001
      16.47445       0.00000
      16.66445       0.00000
      16.85445       0.00000
      17.04345       0.00000
      17.23345       0.00000
      17.42345       0.00000
      17.61245       0.00000
      17.80245       0.00000
      17.99245       0.00000
      18.18145       0.00000
      18.37145       0.00000
      18.56145       0.00000
