  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80 112
# Band-Index:    1
    0.000  -24.3604     0.984     0.000
    0.021  -24.3604     0.984     0.000
    0.042  -24.3605     0.984     0.000
    0.063  -24.3606     0.984     0.000
    0.084  -24.3607     0.984     0.000
    0.105  -24.3608     0.984     0.000
    0.127  -24.3609     0.984     0.000
    0.148  -24.3610     0.984     0.000
    0.169  -24.3610     0.984     0.000
    0.190  -24.3611     0.984     0.000
    0.211  -24.3612     0.984     0.000
    0.232  -24.3612     0.984     0.000
    0.253  -24.3613     0.984     0.000
    0.274  -24.3613     0.984     0.000
    0.295  -24.3614     0.984     0.000
    0.316  -24.3614     0.984     0.000
    0.337  -24.3614     0.984     0.000
    0.359  -24.3614     0.984     0.000
    0.380  -24.3614     0.984     0.000
    0.401  -24.3614     0.984     0.000
    0.401  -24.3614     0.984     0.000
    0.445  -24.3614     0.984     0.000
    0.489  -24.3614     0.984     0.000
    0.533  -24.3613     0.984     0.000
    0.577  -24.3612     0.984     0.000
    0.622  -24.3610     0.984     0.000
    0.666  -24.3608     0.984     0.000
    0.710  -24.3606     0.984     0.000
    0.754  -24.3603     0.984     0.000
    0.798  -24.3601     0.984     0.000
    0.842  -24.3600     0.984     0.000
    0.887  -24.3598     0.984     0.000
    0.931  -24.3597     0.984     0.000
    0.975  -24.3595     0.984     0.000
    1.019  -24.3593     0.984     0.000
    1.063  -24.3591     0.984     0.000
    1.108  -24.3589     0.984     0.000
    1.152  -24.3587     0.984     0.000
    1.196  -24.3584     0.984     0.000
    1.240  -24.3582     0.984     0.000
    1.240  -24.3582     0.985     0.000
    1.284  -24.3584     0.984     0.000
    1.328  -24.3587     0.984     0.000
    1.373  -24.3589     0.984     0.000
    1.417  -24.3591     0.984     0.000
    1.461  -24.3593     0.984     0.000
    1.505  -24.3595     0.984     0.000
    1.549  -24.3597     0.984     0.000
    1.593  -24.3598     0.984     0.000
    1.638  -24.3600     0.984     0.000
    1.682  -24.3601     0.984     0.000
    1.726  -24.3603     0.984     0.000
    1.770  -24.3606     0.984     0.000
    1.814  -24.3608     0.984     0.000
    1.858  -24.3610     0.984     0.000
    1.903  -24.3612     0.984     0.000
    1.947  -24.3613     0.984     0.000
    1.991  -24.3614     0.984     0.000
    2.035  -24.3614     0.984     0.000
    2.079  -24.3614     0.984     0.000
    2.079  -24.3614     0.984     0.000
    2.118  -24.3614     0.984     0.000
    2.157  -24.3614     0.984     0.000
    2.196  -24.3613     0.984     0.000
    2.235  -24.3612     0.984     0.000
    2.273  -24.3610     0.984     0.000
    2.312  -24.3609     0.984     0.000
    2.351  -24.3606     0.984     0.000
    2.390  -24.3604     0.984     0.000
    2.429  -24.3603     0.984     0.000
    2.467  -24.3601     0.984     0.000
    2.506  -24.3599     0.984     0.000
    2.545  -24.3599     0.984     0.000
    2.584  -24.3598     0.984     0.000
    2.623  -24.3597     0.984     0.000
    2.662  -24.3596     0.984     0.000
    2.700  -24.3596     0.984     0.000
    2.739  -24.3595     0.984     0.000
    2.778  -24.3595     0.984     0.000
    2.817  -24.3594     0.984     0.000
 
# Band-Index:    2
    2.817  -24.3594     0.984     0.000
    2.778  -24.3594     0.984     0.000
    2.739  -24.3594     0.984     0.000
    2.700  -24.3595     0.984     0.000
    2.662  -24.3595     0.984     0.000
    2.623  -24.3596     0.984     0.000
    2.584  -24.3597     0.984     0.000
    2.545  -24.3598     0.984     0.000
    2.506  -24.3599     0.984     0.000
    2.467  -24.3600     0.984     0.000
    2.429  -24.3600     0.984     0.000
    2.390  -24.3603     0.984     0.000
    2.351  -24.3605     0.984     0.000
    2.312  -24.3607     0.984     0.000
    2.273  -24.3609     0.984     0.000
    2.235  -24.3611     0.984     0.000
    2.196  -24.3612     0.984     0.000
    2.157  -24.3613     0.984     0.000
    2.118  -24.3614     0.984     0.000
    2.079  -24.3614     0.984     0.000
    2.079  -24.3614     0.984     0.000
    2.035  -24.3614     0.984     0.000
    1.991  -24.3613     0.984     0.000
    1.947  -24.3611     0.984     0.000
    1.903  -24.3610     0.984     0.000
    1.858  -24.3608     0.984     0.000
    1.814  -24.3605     0.984     0.000
    1.770  -24.3603     0.984     0.000
    1.726  -24.3601     0.984     0.000
    1.682  -24.3600     0.984     0.000
    1.638  -24.3598     0.984     0.000
    1.593  -24.3595     0.984     0.000
    1.549  -24.3593     0.984     0.000
    1.505  -24.3590     0.984     0.000
    1.461  -24.3588     0.984     0.000
    1.417  -24.3586     0.984     0.000
    1.373  -24.3585     0.984     0.000
    1.328  -24.3583     0.984     0.000
    1.284  -24.3582     0.984     0.000
    1.240  -24.3582     0.985     0.000
    1.240  -24.3582     0.984     0.000
    1.196  -24.3582     0.984     0.000
    1.152  -24.3583     0.984     0.000
    1.108  -24.3585     0.984     0.000
    1.063  -24.3586     0.984     0.000
    1.019  -24.3588     0.984     0.000
    0.975  -24.3590     0.984     0.000
    0.931  -24.3593     0.984     0.000
    0.887  -24.3595     0.984     0.000
    0.842  -24.3598     0.984     0.000
    0.798  -24.3600     0.984     0.000
    0.754  -24.3601     0.984     0.000
    0.710  -24.3603     0.984     0.000
    0.666  -24.3605     0.984     0.000
    0.622  -24.3608     0.984     0.000
    0.577  -24.3610     0.984     0.000
    0.533  -24.3611     0.984     0.000
    0.489  -24.3613     0.984     0.000
