#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.5255  -24.5255  -24.5255  -24.5255  -24.4956  -24.4956  -24.4947  -24.4947  -21.5742  -21.5742  -21.5731  -21.5731  -21.5484  -21.5484  -21.5481  -21.5481  -21.5284  -21.5284  -21.5272  -21.5272  -11.6613  -11.6613  -11.6548  -11.6548   -7.8875   -7.8875   -7.8424   -7.8424   -3.3130   -3.3130   -2.8989   -2.8989   -1.8647   -1.8647   -1.5307   -1.5307   -0.8991   -0.8991   -0.8941   -0.8941    0.5714    0.5714    0.7702    0.7702    2.0829    2.0829    2.6458    2.6458    2.7562    2.7562    2.9866    2.9866    4.0754    4.0754    4.1038    4.1038    4.3619    4.3619    4.3869    4.3869    5.2413    5.2413    5.2724    5.2725    5.9554    5.9554    5.9683    5.9683    6.4567    6.4567    6.4767    6.4767    6.6815    6.6815    6.6924    6.6924    7.5614    7.5614    7.5897    7.5897    7.8620    7.8620    7.8677    7.8677    8.3638    8.3638    8.4194    8.4194    9.1626    9.1626    9.1996    9.1996    9.4593    9.4593    9.5036    9.5036    9.7568    9.7568    9.7595    9.7595    9.9504    9.9505    9.9692    9.9693   10.0397   10.0397   10.0507   10.0507   10.3454   10.3454   10.3483   10.3483
  0.0219  -24.5257  -24.5256  -24.5254  -24.5253  -24.4956  -24.4956  -24.4947  -24.4947  -21.5744  -21.5740  -21.5733  -21.5728  -21.5485  -21.5483  -21.5482  -21.5480  -21.5286  -21.5282  -21.5274  -21.5271  -11.7102  -11.7038  -11.6107  -11.6041   -7.9290   -7.8842   -7.8491   -7.8042   -3.3806   -3.2380   -2.9721   -2.8197   -1.9152   -1.8135   -1.5800   -1.4818   -0.9443   -0.9361   -0.8561   -0.8552    0.5525    0.5978    0.7592    0.7870    2.0574    2.0999    2.6364    2.6437    2.7251    2.7829    2.9668    2.9999    4.0358    4.0565    4.1186    4.1545    4.3081    4.3302    4.4169    4.4451    5.2150    5.2419    5.2639    5.2975    5.9095    5.9160    6.0107    6.0290    6.4497    6.4534    6.4572    6.4867    6.6263    6.6601    6.7568    6.7646    7.5101    7.5251    7.5931    7.6362    7.7859    7.7901    7.9488    7.9556    8.3488    8.3754    8.4004    8.4239    9.1248    9.1277    9.1627    9.2241    9.4329    9.4356    9.4701    9.4878    9.7289    9.7413    9.8281    9.8370    9.9187    9.9344   10.0014   10.0126   10.0208   10.0289   10.0733   10.0868   10.3251   10.3394   10.4120   10.4133
  0.0438  -24.5258  -24.5257  -24.5252  -24.5252  -24.4956  -24.4955  -24.4947  -24.4947  -21.5746  -21.5738  -21.5736  -21.5726  -21.5487  -21.5484  -21.5480  -21.5479  -21.5287  -21.5280  -21.5276  -21.5269  -11.7570  -11.7509  -11.5585  -11.5518   -7.9736   -7.9294   -7.8139   -7.7696   -3.4407   -3.1561   -3.0387   -2.7347   -1.9651   -1.7617   -1.6297   -1.4337   -0.9913   -0.9812   -0.8191   -0.8153    0.5412    0.6310    0.7542    0.8091    2.0237    2.1088    2.6132    2.6310    2.6911    2.8052    2.9400    3.0073    3.9986    4.0117    4.1664    4.2092    4.2561    4.2753    4.4726    4.5041    5.1871    5.2084    5.2816    5.3156    5.8744    5.8749    6.0731    6.0936    6.4098    6.4267    6.4533    6.4981    6.6202    6.6653    6.8396    6.8616    7.4507    7.4547    7.5928    7.6468    7.7217    7.7266    8.0449    8.0524    8.3456    8.3686    8.3864    8.3997    9.0364    9.0675    9.1236    9.1871    9.3509    9.3971    9.4101    9.4382    9.7409    9.7503    9.9310    9.9311    9.9408    9.9445    9.9659    9.9771   10.0922   10.0925   10.1035   10.1306   10.3467   10.3755   10.5277   10.5279
  0.0658  -24.5259  -24.5259  -24.5251  -24.5251  -24.4956  -24.4955  -24.4947  -24.4947  -21.5748  -21.5739  -21.5736  -21.5724  -21.5488  -21.5485  -21.5479  -21.5477  -21.5289  -21.5278  -21.5278  -21.5267  -11.8018  -11.7959  -11.5049  -11.4982   -8.0211   -7.9779   -7.7818   -7.7385   -3.4931   -3.0987   -3.0678   -2.6448   -2.0142   -1.7090   -1.6794   -1.3867   -1.0397   -1.0291   -0.7850   -0.7768    0.5375    0.6697    0.7551    0.8354    1.9821    2.1099    2.5729    2.6086    2.6584    2.8238    2.9068    3.0099    3.9622    3.9685    4.2060    4.2187    4.2225    4.2679    4.5278    4.5632    5.1596    5.1743    5.2943    5.3268    5.8471    5.8512    6.1392    6.1562    6.3554    6.3728    6.4753    6.5194    6.6520    6.6959    6.9318    6.9664    7.3868    7.3922    7.5575    7.6090    7.6655    7.6774    8.1482    8.1562    8.3330    8.3422    8.3638    8.3939    8.9442    9.0012    9.0642    9.1148    9.2398    9.2818    9.3997    9.4159    9.7555    9.7590    9.9189    9.9299   10.0018   10.0081   10.0124   10.0179   10.1061   10.1162   10.2029   10.2327   10.3982   10.4375   10.6759   10.6778
  0.0877  -24.5261  -24.5260  -24.5250  -24.5249  -24.4956  -24.4955  -24.4947  -24.4947  -21.5751  -21.5741  -21.5734  -21.5722  -21.5490  -21.5486  -21.5477  -21.5476  -21.5291  -21.5280  -21.5276  -21.5266  -11.8443  -11.8387  -11.4503  -11.4436   -8.0712   -8.0294   -7.7529   -7.7110   -3.5377   -3.1522   -2.9736   -2.5509   -2.0623   -1.7290   -1.6551   -1.3412   -1.0891   -1.0793   -0.7523   -0.7403    0.5411    0.7127    0.7616    0.8645    1.9334    2.1039    2.5150    2.5777    2.6287    2.8395    2.8678    3.0087    3.9254    3.9261    4.1579    4.1718    4.2753    4.3302    4.5815    4.6213    5.1340    5.1416    5.3040    5.3330    5.8335    5.8406    6.2047    6.2112    6.2996    6.3148    6.5198    6.5547    6.6986    6.7399    7.0247    7.0705    7.3309    7.3450    7.4966    7.5397    7.6120    7.6265    8.2279    8.2323    8.2905    8.2940    8.4012    8.4255    8.8528    8.9159    9.0031    9.0366    9.1330    9.1832    9.3938    9.4008    9.7598    9.7776    9.8808    9.8935   10.0604   10.0605   10.0618   10.0701   10.0995   10.1137   10.3516   10.3768   10.4398   10.4794   10.8296   10.8334
  0.1096  -24.5262  -24.5261  -24.5248  -24.5248  -24.4955  -24.4955  -24.4948  -24.4947  -21.5753  -21.5744  -21.5732  -21.5720  -21.5491  -21.5487  -21.5475  -21.5474  -21.5292  -21.5282  -21.5274  -21.5264  -11.8845  -11.8791  -11.3947  -11.3881   -8.1235   -8.0834   -7.7269   -7.6867   -3.5747   -3.1993   -2.8745   -2.4543   -2.1091   -1.7784   -1.5993   -1.2972   -1.1388   -1.1309   -0.7199   -0.7056    0.5514    0.7578    0.7732    0.8941    1.8791    2.0915    2.4426    2.5398    2.6009    2.8244    2.8528    3.0050    3.8843    3.8874    4.1118    4.1232    4.3348    4.3947    4.6325    4.6769    5.1105    5.1109    5.3137    5.3378    5.8346    5.8430    6.2470    6.2564    6.2601    6.2647    6.5855    6.6055    6.7468    6.7889    7.0978    7.1475    7.3074    7.3355    7.4201    7.4473    7.5648    7.5796    8.1324    8.1559    8.3881    8.3999    8.4459    8.4683    8.7499    8.7998    8.9515    8.9668    9.0529    9.1203    9.3924    9.3934    9.7637    9.7958    9.8439    9.8581   10.0559   10.0609   10.0911   10.1043   10.1174   10.1287   10.4049   10.4388   10.5200   10.5424   10.8300   10.8374
  0.1315  -24.5263  -24.5263  -24.5247  -24.5247  -24.4955  -24.4955  -24.4948  -24.4947  -21.5755  -21.5747  -21.5731  -21.5719  -21.5492  -21.5488  -21.5473  -21.5473  -21.5294  -21.5283  -21.5272  -21.5262  -11.9223  -11.9172  -11.3387  -11.3322   -8.1776   -8.1396   -7.7038   -7.6655   -3.6042   -3.2402   -2.7713   -2.3567   -2.1544   -1.8276   -1.5408   -1.2549   -1.1884   -1.1833   -0.6870   -0.6726    0.5678    0.7893    0.8027    0.9210    1.8216    2.0739    2.3595    2.4964    2.5741    2.7782    2.8640    2.9996    3.8428    3.8480    4.0678    4.0768    4.3952    4.4588    4.6806    4.7290    5.0820    5.0885    5.3277    5.3457    5.8495    5.8577    6.2000    6.2120    6.2930    6.3156    6.6673    6.6713    6.7844    6.8328    7.1180    7.1590    7.3429    7.3451    7.3469    7.3973    7.5281    7.5440    8.0156    8.0480    8.4810    8.5015    8.5029    8.5238    8.6385    8.6650    8.9144    8.9176    9.0047    9.0834    9.3968    9.3986    9.7632    9.8094    9.8096    9.8259   10.0019   10.0092   10.0851   10.0952   10.1604   10.1747   10.3060   10.3430   10.6570   10.6975   10.7444   10.7554
  0.1534  -24.5264  -24.5264  -24.5246  -24.5246  -24.4955  -24.4955  -24.4948  -24.4947  -21.5757  -21.5750  -21.5729  -21.5717  -21.5493  -21.5489  -21.5472  -21.5471  -21.5295  -21.5285  -21.5270  -21.5261  -11.9575  -11.9528  -11.2826  -11.2763   -8.2330   -8.1973   -7.6833   -7.6472   -3.6265   -3.2755   -2.6651   -2.2603   -2.1977   -1.8766   -1.4779   -1.2370   -1.2353   -1.2140   -0.6528   -0.6408    0.5894    0.8091    0.8445    0.9408    1.7643    2.0520    2.2686    2.4490    2.5487    2.7311    2.8735    2.9932    3.8021    3.8077    4.0258    4.0329    4.4535    4.5177    4.7278    4.7775    5.0539    5.0669    5.3499    5.3617    5.8748    5.8823    6.1620    6.1741    6.3227    6.3548    6.7494    6.7596    6.7938    6.8528    7.1048    7.1395    7.2609    7.2891    7.4202    7.4809    7.5022    7.5197    7.9060    7.9480    8.4780    8.4901    8.5111    8.5126    8.6609    8.6676    8.8865    8.9062    8.9795    9.0582    9.4145    9.4150    9.7504    9.7792    9.7926    9.8175    9.9262    9.9321   10.0603   10.0643   10.1216   10.1284   10.2772   10.2996   10.6586   10.6660   10.6687   10.7210
  0.1753  -24.5266  -24.5265  -24.5245  -24.5245  -24.4955  -24.4954  -24.4948  -24.4948  -21.5759  -21.5752  -21.5727  -21.5716  -21.5494  -21.5490  -21.5470  -21.5470  -21.5296  -21.5287  -21.5268  -21.5260  -11.9902  -11.9858  -11.2269  -11.2208   -8.2890   -8.2559   -7.6652   -7.6316   -3.6419   -3.3057   -2.5573   -2.2388   -2.1675   -1.9253   -1.4090   -1.2860   -1.2842   -1.1740   -0.6169   -0.6103    0.6156    0.8318    0.8795    0.9478    1.7121    2.0270    2.1734    2.3988    2.5258    2.6849    2.8815    2.9864    3.7627    3.7672    3.9860    3.9916    4.5046    4.5637    4.7801    4.8245    5.0258    5.0446    5.3835    5.3897    5.9025    5.9096    6.1387    6.1524    6.3461    6.3813    6.7602    6.8218    6.8356    6.8581    7.0922    7.1196    7.2292    7.2793    7.4641    7.4871    7.5061    7.5172    7.8349    7.8923    8.3620    8.3747    8.4669    8.4928    8.7793    8.8039    8.8814    8.9121    8.9745    9.0377    9.4414    9.4476    9.7174    9.7515    9.7657    9.8041    9.8380    9.8416    9.9881   10.0106   10.0165   10.0180   10.3233   10.3312   10.6049   10.6181   10.6203   10.6715
  0.1973  -24.5267  -24.5266  -24.5244  -24.5243  -24.4955  -24.4954  -24.4948  -24.4948  -21.5761  -21.5755  -21.5726  -21.5715  -21.5494  -21.5490  -21.5469  -21.5469  -21.5297  -21.5288  -21.5266  -21.5258  -12.0202  -12.0161  -11.1720  -11.1663   -8.3450   -8.3146   -7.6494   -7.6184   -3.6509   -3.3314   -2.4496   -2.2770   -2.0812   -1.9737   -1.3346   -1.3321   -1.3293   -1.1339   -0.5810   -0.5791    0.6454    0.8566    0.9036    0.9360    1.6702    2.0001    2.0779    2.3470    2.5064    2.6416    2.8883    2.9794    3.7250    3.7274    3.9487    3.9532    4.5431    4.5904    4.8441    4.8755    4.9971    5.0210    5.4294    5.4314    5.9196    5.9270    6.1399    6.1562    6.3627    6.3947    6.6921    6.7420    6.9246    6.9600    7.0915    7.1055    7.2532    7.3102    7.4313    7.4695    7.4836    7.5037    7.8308    7.8905    8.2549    8.2743    8.4179    8.4501    8.8689    8.8878    8.9230    8.9452    9.0143    9.0195    9.4720    9.4909    9.6585    9.7242    9.7412    9.7441    9.7449    9.7577    9.8652    9.9057    9.9423    9.9596   10.3699   10.3739   10.5504   10.6129   10.6157   10.6192
