  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80 110
# Band-Index:    1
    0.000  -24.6256     0.984     0.000
    0.022  -24.6258     0.984     0.000
    0.045  -24.6259     0.984     0.000
    0.067  -24.6261     0.984     0.000
    0.089  -24.6263     0.984     0.000
    0.112  -24.6264     0.984     0.000
    0.134  -24.6266     0.984     0.000
    0.156  -24.6267     0.984     0.000
    0.179  -24.6268     0.984     0.000
    0.201  -24.6270     0.984     0.000
    0.224  -24.6271     0.984     0.000
    0.246  -24.6272     0.984     0.000
    0.268  -24.6273     0.984     0.000
    0.291  -24.6274     0.984     0.000
    0.313  -24.6275     0.984     0.000
    0.335  -24.6275     0.984     0.000
    0.358  -24.6276     0.984     0.000
    0.380  -24.6276     0.984     0.000
    0.402  -24.6276     0.984     0.000
    0.425  -24.6276     0.984     0.000
    0.425  -24.6276     0.984     0.000
    0.470  -24.6276     0.984     0.000
    0.514  -24.6275     0.984     0.000
    0.559  -24.6274     0.984     0.000
    0.604  -24.6272     0.984     0.000
    0.649  -24.6270     0.984     0.000
    0.694  -24.6267     0.984     0.000
    0.738  -24.6264     0.984     0.000
    0.783  -24.6261     0.984     0.000
    0.828  -24.6258     0.984     0.000
    0.873  -24.6254     0.984     0.000
    0.917  -24.6251     0.984     0.000
    0.962  -24.6251     0.984     0.000
    1.007  -24.6249     0.984     0.000
    1.052  -24.6248     0.984     0.000
    1.097  -24.6246     0.984     0.000
    1.141  -24.6244     0.984     0.000
    1.186  -24.6241     0.984     0.000
    1.231  -24.6238     0.984     0.000
    1.276  -24.6236     0.985     0.000
    1.276  -24.6236     0.985     0.000
    1.321  -24.6238     0.984     0.000
    1.365  -24.6241     0.984     0.000
    1.410  -24.6244     0.984     0.000
    1.455  -24.6246     0.984     0.000
    1.500  -24.6248     0.984     0.000
    1.545  -24.6249     0.984     0.000
    1.589  -24.6251     0.984     0.000
    1.634  -24.6251     0.984     0.000
    1.679  -24.6254     0.984     0.000
    1.724  -24.6258     0.984     0.000
    1.769  -24.6261     0.984     0.000
    1.813  -24.6264     0.984     0.000
    1.858  -24.6267     0.984     0.000
    1.903  -24.6270     0.984     0.000
    1.948  -24.6272     0.984     0.000
    1.993  -24.6274     0.984     0.000
    2.037  -24.6275     0.984     0.000
    2.082  -24.6276     0.984     0.000
    2.127  -24.6276     0.984     0.000
    2.127  -24.6276     0.984     0.000
    2.166  -24.6276     0.984     0.000
    2.205  -24.6275     0.984     0.000
    2.243  -24.6274     0.984     0.000
    2.282  -24.6273     0.984     0.000
    2.321  -24.6272     0.984     0.000
    2.360  -24.6270     0.984     0.000
    2.399  -24.6268     0.984     0.000
    2.437  -24.6266     0.984     0.000
    2.476  -24.6264     0.984     0.000
    2.515  -24.6262     0.984     0.000
    2.554  -24.6261     0.984     0.000
    2.593  -24.6259     0.984     0.000
    2.631  -24.6257     0.984     0.000
    2.670  -24.6256     0.984     0.000
    2.709  -24.6255     0.984     0.000
    2.748  -24.6254     0.984     0.000
    2.787  -24.6253     0.984     0.000
    2.826  -24.6252     0.984     0.000
    2.864  -24.6252     0.984     0.000
 
# Band-Index:    2
    2.864  -24.6252     0.984     0.000
    2.826  -24.6251     0.984     0.000
    2.787  -24.6251     0.984     0.000
    2.748  -24.6251     0.984     0.000
    2.709  -24.6251     0.984     0.000
    2.670  -24.6251     0.984     0.000
    2.631  -24.6251     0.984     0.000
    2.593  -24.6251     0.984     0.000
    2.554  -24.6251     0.984     0.000
    2.515  -24.6254     0.984     0.000
    2.476  -24.6258     0.984     0.000
    2.437  -24.6262     0.984     0.000
    2.399  -24.6265     0.984     0.000
    2.360  -24.6268     0.984     0.000
    2.321  -24.6271     0.984     0.000
    2.282  -24.6273     0.984     0.000
    2.243  -24.6274     0.984     0.000
    2.205  -24.6275     0.984     0.000
    2.166  -24.6276     0.984     0.000
    2.127  -24.6276     0.984     0.000
    2.127  -24.6276     0.984     0.000
    2.082  -24.6276     0.984     0.000
    2.037  -24.6275     0.984     0.000
    1.993  -24.6274     0.984     0.000
    1.948  -24.6272     0.984     0.000
    1.903  -24.6270     0.984     0.000
    1.858  -24.6267     0.984     0.000
    1.813  -24.6264     0.984     0.000
    1.769  -24.6261     0.984     0.000
    1.724  -24.6257     0.984     0.000
    1.679  -24.6254     0.984     0.000
    1.634  -24.6251     0.984     0.000
    1.589  -24.6248     0.984     0.000
    1.545  -24.6245     0.984     0.000
    1.500  -24.6242     0.984     0.000
    1.455  -24.6240     0.984     0.000
    1.410  -24.6238     0.984     0.000
    1.365  -24.6237     0.984     0.000
    1.321  -24.6236     0.984     0.000
    1.276  -24.6236     0.985     0.000
    1.276  -24.6236     0.985     0.000
    1.231  -24.6236     0.984     0.000
    1.186  -24.6237     0.984     0.000
    1.141  -24.6238     0.984     0.000
    1.097  -24.6240     0.984     0.000
    1.052  -24.6242     0.984     0.000
    1.007  -24.6245     0.984     0.000
    0.962  -24.6248     0.984     0.000
    0.917  -24.6251     0.984     0.000
    0.873  -24.6254     0.984     0.000
    0.828  -24.6257     0.984     0.000
    0.783  -24.6261     0.984     0.000
    0.738  -24.6264     0.984     0.000
    0.694  -24.6267     0.984     0.000
    0.649  -24.6270     0.984     0.000
    0.604  -24.6272     0.984     0.000
    0.559  -24.6274     0.984     0.000
    0.514  -24.6275     0.984     0.000
    0.470  -24.6276     0.984     0.000
    0.425  -24.6276     0.984     0.000
    0.425  -24.6276     0.984     0.000
    0.402  -24.6276     0.984     0.000
    0.380  -24.6276     0.984     0.000
    0.358  -24.6276     0.984     0.000
    0.335  -24.6275     0.984     0.000
    0.313  -24.6274     0.984     0.000
    0.291  -24.6274     0.984     0.000
    0.268  -24.6273     0.984     0.000
    0.246  -24.6272     0.984     0.000
    0.224  -24.6271     0.984     0.000
    0.201  -24.6270     0.984     0.000
    0.179  -24.6268     0.984     0.000
    0.156  -24.6267     0.984     0.000
    0.134  -24.6266     0.984     0.000
    0.112  -24.6264     0.984     0.000
    0.089  -24.6262     0.984     0.000
    0.067  -24.6261     0.984     0.000
    0.045  -24.6259     0.984     0.000
    0.022  -24.6258     0.984     0.000
    0.000  -24.6256     0.984     0.000
 
# Band-Index:    3
    0.000  -24.6256     0.984     0.000
    0.022  -24.6254     0.984     0.000
    0.045  -24.6253     0.984     0.000
    0.067  -24.6251     0.984     0.000
    0.089  -24.6250     0.984     0.000
    0.112  -24.6248     0.984     0.000
    0.134  -24.6247     0.984     0.000
    0.156  -24.6245     0.984     0.000
    0.179  -24.6244     0.984     0.000
    0.201  -24.6243     0.984     0.000
    0.224  -24.6241     0.984     0.000
    0.246  -24.6240     0.984     0.000
    0.268  -24.6239     0.984     0.000
    0.291  -24.6239     0.984     0.000
    0.313  -24.6238     0.984     0.000
    0.335  -24.6237     0.984     0.000
    0.358  -24.6237     0.984     0.000
    0.380  -24.6236     0.984     0.000
    0.402  -24.6236     0.984     0.000
    0.425  -24.6236     0.984     0.000
    0.425  -24.6236     0.984     0.000
    0.470  -24.6239     0.984     0.000
    0.514  -24.6241     0.984     0.000
    0.559  -24.6244     0.984     0.000
    0.604  -24.6246     0.984     0.000
    0.649  -24.6248     0.984     0.000
    0.694  -24.6249     0.984     0.000
    0.738  -24.6251     0.984     0.000
    0.783  -24.6251     0.984     0.000
    0.828  -24.6252     0.984     0.000
    0.873  -24.6252     0.984     0.000
    0.917  -24.6250     0.984     0.000
    0.962  -24.6247     0.984     0.000
    1.007  -24.6244     0.984     0.000
    1.052  -24.6242     0.984     0.000
    1.097  -24.6240     0.984     0.000
    1.141  -24.6238     0.984     0.000
    1.186  -24.6237     0.984     0.000
    1.231  -24.6236     0.984     0.000
    1.276  -24.6236     0.984     0.000
    1.276  -24.6236     0.984     0.000
    1.321  -24.6236     0.984     0.000
    1.365  -24.6237     0.984     0.000
    1.410  -24.6238     0.984     0.000
    1.455  -24.6240     0.984     0.000
    1.500  -24.6242     0.984     0.000
    1.545  -24.6244     0.984     0.000
    1.589  -24.6247     0.984     0.000
    1.634  -24.6250     0.984     0.000
    1.679  -24.6252     0.984     0.000
    1.724  -24.6252     0.984     0.000
    1.769  -24.6251     0.984     0.000
    1.813  -24.6251     0.984     0.000
    1.858  -24.6249     0.984     0.000
    1.903  -24.6248     0.984     0.000
    1.948  -24.6246     0.984     0.000
    1.993  -24.6244     0.984     0.000
    2.037  -24.6241     0.984     0.000
    2.082  -24.6239     0.984     0.000
    2.127  -24.6236     0.984     0.000
    2.127  -24.6236     0.984     0.000
    2.166  -24.6239     0.984     0.000
    2.205  -24.6241     0.984     0.000
    2.243  -24.6243     0.984     0.000
