  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80 112
# Band-Index:    1
    0.000  -24.2160     0.984     0.000
    0.020  -24.2160     0.984     0.000
    0.040  -24.2161     0.984     0.000
    0.060  -24.2161     0.984     0.000
    0.080  -24.2162     0.984     0.000
    0.100  -24.2162     0.984     0.000
    0.120  -24.2163     0.984     0.000
    0.140  -24.2163     0.984     0.000
    0.160  -24.2163     0.984     0.000
    0.180  -24.2164     0.984     0.000
    0.200  -24.2164     0.984     0.000
    0.220  -24.2164     0.984     0.000
    0.240  -24.2164     0.984     0.000
    0.259  -24.2165     0.984     0.000
    0.279  -24.2165     0.984     0.000
    0.299  -24.2165     0.984     0.000
    0.319  -24.2165     0.984     0.000
    0.339  -24.2165     0.984     0.000
    0.359  -24.2165     0.984     0.000
    0.379  -24.2165     0.984     0.000
    0.379  -24.2165     0.984     0.000
    0.423  -24.2165     0.984     0.000
    0.467  -24.2165     0.984     0.000
    0.510  -24.2164     0.984     0.000
    0.554  -24.2163     0.984     0.000
    0.597  -24.2162     0.984     0.000
    0.641  -24.2161     0.984     0.000
    0.685  -24.2159     0.984     0.000
    0.728  -24.2157     0.984     0.000
    0.772  -24.2156     0.984     0.000
    0.816  -24.2155     0.984     0.000
    0.859  -24.2153     0.984     0.000
    0.903  -24.2152     0.984     0.000
    0.947  -24.2150     0.984     0.000
    0.990  -24.2148     0.984     0.000
    1.034  -24.2145     0.984     0.000
    1.078  -24.2143     0.984     0.000
    1.121  -24.2141     0.984     0.000
    1.165  -24.2139     0.984     0.000
    1.209  -24.2137     0.984     0.000
    1.209  -24.2137     0.985     0.000
    1.252  -24.2139     0.984     0.000
    1.296  -24.2141     0.984     0.000
    1.339  -24.2143     0.984     0.000
    1.383  -24.2145     0.984     0.000
    1.427  -24.2148     0.984     0.000
    1.470  -24.2150     0.984     0.000
    1.514  -24.2152     0.984     0.000
    1.558  -24.2153     0.984     0.000
    1.601  -24.2155     0.984     0.000
    1.645  -24.2156     0.984     0.000
    1.689  -24.2157     0.984     0.000
    1.732  -24.2159     0.984     0.000
    1.776  -24.2161     0.984     0.000
    1.820  -24.2162     0.984     0.000
    1.863  -24.2163     0.984     0.000
    1.907  -24.2164     0.984     0.000
    1.951  -24.2165     0.984     0.000
    1.994  -24.2165     0.984     0.000
    2.038  -24.2165     0.984     0.000
    2.038  -24.2165     0.984     0.000
    2.077  -24.2165     0.984     0.000
    2.115  -24.2165     0.984     0.000
    2.154  -24.2164     0.984     0.000
    2.193  -24.2163     0.984     0.000
    2.232  -24.2162     0.984     0.000
    2.271  -24.2161     0.984     0.000
    2.310  -24.2159     0.984     0.000
    2.348  -24.2157     0.984     0.000
    2.387  -24.2156     0.984     0.000
    2.426  -24.2156     0.984     0.000
    2.465  -24.2154     0.984     0.000
    2.504  -24.2153     0.984     0.000
    2.542  -24.2152     0.984     0.000
    2.581  -24.2151     0.984     0.000
    2.620  -24.2150     0.984     0.000
    2.659  -24.2149     0.984     0.000
    2.698  -24.2148     0.984     0.000
    2.736  -24.2147     0.984     0.000
    2.775  -24.2146     0.984     0.000
 
# Band-Index:    2
    2.775  -24.2146     0.984     0.000
    2.736  -24.2146     0.984     0.000
    2.698  -24.2146     0.984     0.000
    2.659  -24.2146     0.984     0.000
    2.620  -24.2146     0.984     0.000
    2.581  -24.2147     0.984     0.000
    2.542  -24.2148     0.984     0.000
    2.504  -24.2149     0.984     0.000
    2.465  -24.2150     0.984     0.000
    2.426  -24.2152     0.984     0.000
    2.387  -24.2155     0.984     0.000
    2.348  -24.2157     0.984     0.000
    2.310  -24.2158     0.984     0.000
    2.271  -24.2158     0.984     0.000
    2.232  -24.2159     0.984     0.000
    2.193  -24.2160     0.984     0.000
    2.154  -24.2162     0.984     0.000
